year,serez_VERB en_PRON,serez_VERB sans_ADP
1899,5.527578395003729e-10,5.7486815308038786e-08
1900,0.0,5.813979697677496e-08
1901,0.0,5.4210769206974874e-08
1902,0.0,5.155797921929661e-08
1903,5.400220270956879e-10,7.560308290521789e-08
1904,0.0,3.6009989656804464e-08
1905,1.0321518084666081e-09,7.637923715719808e-08
1906,0.0,6.12157933232993e-08
1907,0.0,5.091414934099703e-08
1908,0.0,7.17062818011982e-08
1909,0.0,7.426327641724129e-08
1910,0.0,5.344150721953156e-08
1911,5.320374141248863e-10,7.554931613640292e-08
1912,1.0418842455450772e-09,6.511776717843532e-08
1913,5.30298971401777e-10,6.893886705938712e-08
1914,0.0,4.620753202289052e-08
1915,0.0,3.7698438148936475e-08
1916,0.0,5.273981784625903e-08
1917,1.0966424435210342e-09,6.908847183240141e-08
1918,0.0,5.743188324913717e-08
1919,0.0,5.893022958503025e-08
1920,0.0,5.3762846619065385e-08
1921,7.572747429129834e-10,7.724202077952214e-08
1922,0.0,5.090775445637519e-08
1923,0.0,5.520293200333981e-08
1924,0.0,2.4494086758863887e-08
1925,2.1996355847875293e-09,7.478760721824074e-08
1926,1.1146138456652466e-09,4.904300965336006e-08
1927,0.0,6.578042643923254e-08
1928,0.0,6.170062505361784e-08
1929,0.0,5.124586976990031e-08
1930,0.0,5.671945757512731e-08
1931,0.0,6.272946251328904e-08
1932,0.0,4.383814555808385e-08
1933,0.0,4.12943848004943e-08
1934,0.0,7.06913212411564e-08
1935,0.0,6.582556011380802e-08
1936,0.0,3.6374142808881516e-08
1937,0.0,7.554670844456268e-08
1938,0.0,4.797129449229942e-08
1939,0.0,4.282334131744392e-08
1940,0.0,2.7893612752905028e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,3.034211815133858e-08
1943,0.0,2.6129116648121453e-08
1944,0.0,7.390327994016843e-08
1945,0.0,3.703456741277478e-08
1946,0.0,4.037120149291695e-08
1947,0.0,5.8412268799656886e-08
1948,0.0,3.913879709216417e-08
1949,0.0,5.2030145525350235e-08
1950,0.0,5.636741562398129e-08
1951,0.0,5.757156884556025e-08
1952,0.0,5.166953798152463e-08
1953,0.0,4.8482224457302436e-08
1954,0.0,5.2771696346098906e-08
1955,9.385607846468247e-10,5.9129330765017585e-08
1956,0.0,5.4943193106282706e-08
1957,0.0,3.3573144264664734e-08
1958,0.0,5.1287909030861556e-08
1959,7.750747821333448e-10,6.123090656728891e-08
1960,0.0,4.498541628095154e-08
1961,0.0,4.933193054057483e-08
1962,0.0,6.151697817813329e-08
1963,0.0,5.560805860227447e-08
1964,0.0,4.502136619066732e-08
1965,0.0,4.487075599968193e-08
1966,5.539074754423723e-10,3.711179985543822e-08
1967,4.930335584241163e-10,5.4233691315630495e-08
1968,0.0,6.108325578679796e-08
1969,4.5417578031781147e-10,5.450109341609277e-08
1970,0.0,5.196559271780643e-08
1971,0.0,4.881477622120656e-08
1972,0.0,4.924940810724365e-08
1973,0.0,4.410562937096074e-08
1974,5.625571675160757e-10,4.6692246513657665e-08
1975,0.0,5.0832174025572385e-08
1976,0.0,5.370715427943651e-08
1977,0.0,4.9364967225074e-08
1978,0.0,3.9207904478644195e-08
1979,0.0,4.506019379846293e-08
1980,0.0,6.594774504264933e-08
1981,0.0,4.3013738348918196e-08
1982,0.0,4.2831764801576355e-08
1983,0.0,4.16810870262907e-08
1984,0.0,3.537395087960249e-08
1985,0.0,3.549179083961462e-08
1986,0.0,5.574871408953186e-08
1987,0.0,5.377518874638554e-08
1988,0.0,3.957725525083333e-08
1989,0.0,5.8722907425590165e-08
1990,0.0,3.705082818328265e-08
1991,0.0,4.6305576262284376e-08
1992,0.0,4.187557678392295e-08
1993,0.0,3.37891670199042e-08
1994,0.0,4.8529326335255973e-08
1995,0.0,3.5788175978268555e-08
1996,0.0,3.84342655479486e-08
1997,0.0,4.4592518122499314e-08
1998,4.768129224785866e-10,4.005228504411207e-08
1999,0.0,4.433094957789763e-08
2000,0.0,3.35770380388567e-08
2001,0.0,2.760163475556965e-08
2002,0.0,3.4611648658255945e-08
2003,0.0,3.166861262116072e-08
2004,0.0,4.713126600108808e-08
2005,0.0,5.3594618520946824e-08
2006,0.0,5.60033015517547e-08
2007,0.0,7.66940075891398e-08
2008,4.257439678578834e-10,7.876263197204025e-08
2009,0.0,8.535064921488811e-08
2010,0.0,1.0108917081197433e-07
2011,0.0,1.7284352793467406e-07
2012,6.808505426114664e-10,1.8621261688167579e-07
2013,8.367375126105969e-10,1.5479643877824856e-07
2014,0.0,1.5656168272926152e-07
2015,2.2165753954528356e-10,1.5227873007006565e-07
2016,6.214020409345267e-10,1.6197878949242295e-07
2017,0.0,1.3005710286506655e-07
2018,2.5814667070633845e-10,1.332036845269613e-07
2019,1.2754939326953263e-09,1.5178376600033516e-07
