year,serez_VERB en_PRON,serez_VERB sans_ADP
1800,0.0,9.746909768182377e-08
1801,0.0,1.0715321963061797e-07
1802,0.0,3.8043282302169246e-08
1803,0.0,9.166594594489652e-08
1804,0.0,9.39303390623536e-08
1805,0.0,5.685755510853596e-08
1806,0.0,6.916005901302924e-08
1807,0.0,1.4234775846944103e-07
1808,0.0,8.611080914988634e-08
1809,0.0,6.325285539787728e-08
1810,0.0,1.0296557917399696e-07
1811,0.0,1.8803075363393873e-07
1812,0.0,7.20146218213813e-08
1813,0.0,6.614205716459765e-08
1814,0.0,2.8320094713762956e-08
1815,0.0,8.90083740046066e-08
1816,0.0,3.476405652236281e-08
1817,6.227493631882908e-09,9.029865566390072e-08
1818,0.0,7.510341504257667e-08
1819,0.0,1.2007218685994303e-07
1820,0.0,9.967844505354151e-08
1821,1.97229765852569e-09,1.065040748926549e-07
1822,0.0,9.825103575167304e-08
1823,0.0,8.597937295462543e-08
1824,2.5263338088166165e-09,1.3389569630817277e-07
1825,8.805443041381977e-10,1.171123926724249e-07
1826,0.0,4.4039921931471326e-08
1827,0.0,9.8624823863247e-08
1828,9.172301251858528e-10,9.080578422526742e-08
1829,0.0,7.630126930280312e-08
1830,2.0873671680021744e-09,9.393152566872232e-08
1831,0.0,1.0446107978623331e-07
1832,2.705993873419743e-09,8.117981309396782e-08
1833,2.3167257001688313e-09,6.834341093053808e-08
1834,0.0,7.747660646373333e-08
1835,0.0,9.832014313815307e-08
1836,6.048674894287842e-09,7.52724034214225e-08
1837,2.0873671680021744e-09,9.810626266926192e-08
1838,0.0,7.953323688525415e-08
1839,4.894032734625853e-09,9.508406151326199e-08
1840,0.0,7.070354257621148e-08
1841,0.0,5.3290552415319326e-08
1842,0.0,1.247737344556299e-07
1843,0.0,8.387813466015359e-08
1844,1.097712254427563e-09,8.452384037127558e-08
1845,0.0,6.473064217971114e-08
1846,0.0,8.840297027745692e-08
1847,0.0,7.604445073638999e-08
1848,0.0,7.160247150750365e-08
1849,0.0,6.033178578945808e-08
1850,0.0,9.097254860535031e-08
1851,6.449438760824933e-10,1.025460747428042e-07
1852,0.0,5.6641745516117226e-08
1853,1.7915795513800958e-09,7.1663180278847e-08
1854,5.195664454227256e-10,9.352196173040284e-08
1855,1.0613874223963649e-09,9.181000848457188e-08
1856,0.0,6.367942972929086e-08
1857,1.4644527812635033e-09,7.371078680762366e-08
1858,4.893676019968041e-10,5.774537825686821e-08
1859,0.0,5.8050776630125256e-08
1860,0.0,7.552353764594955e-08
1861,0.0,8.111457816539769e-08
1862,1.3553959066214816e-09,1.2379283020891307e-07
1863,2.4973103585068657e-09,6.493007020935693e-08
1864,4.794727948009836e-10,7.192092255081661e-08
1865,2.3534221238463715e-09,1.0637468506047298e-07
1866,0.0,9.63391357799992e-08
1867,0.0,1.0821769791391489e-07
1868,9.87974813071446e-10,8.348386870693503e-08
1869,0.0,7.374114119329533e-08
1870,1.1468097582678638e-09,1.0206606759766146e-07
1871,0.0,1.0514965254060371e-07
1872,0.0,8.587221600464545e-08
1873,2.9930022904522957e-09,1.0176207609902121e-07
1874,0.0,9.678866774720518e-08
1875,5.721527140956084e-10,9.497735220520553e-08
1876,0.0,7.315677663655151e-08
1877,0.0,1.001940219680364e-07
1878,1.2078177347163432e-09,9.843714821045069e-08
1879,0.0,7.086817532808709e-08
1880,0.0,7.508879917850209e-08
1881,6.972507571312292e-10,9.343160201069622e-08
1882,6.655385131892899e-10,8.0530156765235e-08
1883,0.0,6.508918914960304e-08
1884,0.0,7.261866841190567e-08
1885,0.0,6.832373600218489e-08
1886,0.0,7.098810073102868e-08
1887,0.0,5.419007464979586e-08
1888,0.0,1.0398608196737769e-07
1889,6.265136742733546e-10,6.139833885754342e-08
1890,0.0,6.94764992204e-08
1891,0.0,1.0389978655211962e-07
1892,0.0,7.27147408952078e-08
1893,0.0,8.744951429662251e-08
1894,0.0,9.011201029807125e-08
1895,0.0,7.282523739604585e-08
1896,0.0,4.2458609073037223e-08
1897,0.0,6.176316702521945e-08
1898,4.52668391659472e-09,5.262269908712369e-08
