year,ces_DET antennes_NOUN,ces_DET centaines_NOUN
1800,1.823615320972749e-07,1.2576657937302116e-08
1801,1.8096988441129724e-07,3.809892135109294e-08
1802,2.4616241489638924e-07,4.475680270843441e-09
1803,4.310249721584114e-07,1.950339223455444e-09
1804,5.1908870757344516e-08,3.460591457837836e-08
1805,4.548604315424143e-08,8.528632911009026e-09
1806,4.034336775760039e-08,0.0
1807,8.825560726677395e-08,2.8469551160981155e-09
1808,1.0423940288717404e-07,0.0
1809,9.036122294858728e-09,2.259030518203531e-09
1810,1.4040760554223652e-08,9.360507036149102e-09
1811,1.7549536490690798e-08,2.5070767684098882e-09
1812,5.3344164641089264e-09,0.0
1813,8.627225156487839e-09,8.627225156487839e-09
1814,0.0,3.1466771410748606e-09
1815,2.4275012222574333e-08,5.394447111228828e-09
1816,1.228330006597389e-07,1.3905623319487859e-08
1817,3.814339848418058e-07,2.80237220096069e-08
1818,1.370935436284526e-07,0.0
1819,8.798392858722082e-08,4.140420006848444e-09
1820,6.645229433388522e-08,3.5599443393152796e-09
1821,7.889190634102761e-08,1.97229765852569e-09
1822,4.3110148340019805e-08,1.0025615893027862e-09
1823,1.1068609229170079e-07,1.1859224713361982e-08
1824,4.0421341829244284e-08,1.6842225392110777e-08
1825,4.931048103173907e-08,7.044354433105582e-09
1826,7.398706713956926e-08,3.170874407487645e-08
1827,1.0046827902954192e-07,2.3964909612317342e-08
1828,7.79645592530187e-08,3.485474309172787e-08
1829,8.401712570105246e-08,3.772197487705853e-08
1830,8.349468849644381e-08,2.8179456323940144e-08
1831,7.639690835503643e-08,1.7150327380477393e-08
1832,1.4747666554626448e-07,2.1647950987357945e-08
1833,3.243416024645285e-08,2.0850531967653296e-08
1834,2.1656111215406781e-07,2.0535967593104942e-08
1835,1.187404805591541e-07,3.2521278114927554e-08
1836,6.51912772653418e-08,3.763619921270944e-08
1837,3.6876822484543936e-08,4.38347123044025e-08
1838,7.385229494616397e-08,4.481634796604794e-08
1839,1.1046530801195331e-07,3.775396539840159e-08
1840,6.242295036429368e-08,3.694419437039187e-08
1841,2.8250413119934592e-08,1.1556986923011436e-08
1842,2.951636579595629e-08,2.5491406319133603e-08
1843,3.7804230856863796e-08,2.7171790151214736e-08
1844,5.1592477845474605e-08,5.049476403673481e-08
1845,3.57134588568897e-08,1.1160455504199973e-08
1846,5.6203214526817646e-08,3.6883358811579114e-08
1847,6.957258591455684e-08,4.0988499705463255e-08
1848,2.091757650424242e-08,3.218088856504764e-08
1849,7.206296714912241e-08,3.5193544078993e-08
1850,2.647708541303473e-08,4.480737203493845e-08
1851,1.9348316948608613e-08,6.255955753431408e-08
1852,1.3672145637855238e-08,6.575650957074686e-08
1853,1.4332636411040767e-08,2.6276499642818862e-08
1854,2.4939189380290827e-08,3.013485372349578e-08
1855,1.2205955357558196e-08,6.102978034050466e-08
1856,4.1417513307884235e-09,4.089979527277521e-08
1857,3.124165903756193e-08,6.394776713714023e-08
1858,1.9574704079872163e-08,6.655399653610061e-08
1859,1.171199848215565e-08,3.768208434173914e-08
1860,1.8354507247408947e-07,6.31651346783002e-08
1861,4.715963619617014e-08,6.319391321341072e-08
1862,2.1234536351499855e-08,5.1956842439526696e-08
1863,2.0977406700595225e-08,7.042415095526167e-08
1864,1.7261021389991527e-08,6.712618860760244e-08
1865,3.0594488720225854e-08,5.977692385528144e-08
1866,1.3137155030484848e-08,8.222885838904403e-08
1867,5.48367697916774e-08,7.133633062039735e-08
1868,4.841076517436704e-08,4.9398739321304674e-08
1869,1.6115612844203042e-08,7.374113852876008e-08
1870,2.9243648835830527e-08,6.422134735117879e-08
1871,1.0621177271019633e-08,1.2320565989654142e-07
1872,3.386510094571804e-08,7.256807210698213e-08
1873,2.6937019725892242e-08,6.34516488240422e-08
1874,2.6885741633009275e-08,8.722929134563628e-08
1875,8.010137886316215e-09,1.035596426390839e-07
1876,2.478866090172005e-08,8.222580127892343e-08
1877,6.432208721207644e-08,1.1503757901820677e-07
1878,3.38188961279684e-08,7.428078907523172e-08
1879,5.498392852132383e-09,7.636656418341659e-08
1880,1.0268554007097919e-08,7.059630746653056e-08
1881,4.113779539238749e-08,7.878933816485301e-08
1882,1.3310769819696588e-08,8.452338784437075e-08
1883,3.1596695260205365e-09,7.014466163468569e-08
1884,1.9805090900604227e-08,1.0034579034368107e-07
1885,2.4493415295978593e-08,1.0699755081944318e-07
1886,3.291266503779866e-08,8.454037692118277e-08
1887,3.3297514967500774e-08,1.1295039303860221e-07
1888,1.2681229621946954e-08,1.1730136861842766e-07
1889,1.3156787215251597e-08,1.4409814497184925e-07
1890,1.6385966361553983e-08,1.1273544764378585e-07
1891,1.8485237784915398e-08,1.2939666405031858e-07
1892,1.1283322720601063e-08,1.07191561404818e-07
1893,2.5249507817903805e-08,9.299208914015367e-08
1894,1.638400237702342e-08,1.1657847354129558e-07
1895,9.027921299420427e-09,1.005108609675176e-07
1896,2.299841250774648e-08,1.0850533205264412e-07
1897,1.7480140446224368e-08,9.497542885483767e-08
1898,2.093591344731749e-08,1.1712794378837543e-07
1899,1.9346524382513053e-08,1.0336571953928342e-07
1900,3.114631841327764e-08,1.349673750539182e-07
1901,3.073806320585959e-08,1.3077648497450411e-07
1902,4.8611808800558265e-08,8.003762586028529e-08
1903,3.132127801563911e-08,1.3014530608757013e-07
1904,3.439760121182189e-08,9.35184747419271e-08
1905,2.838417501038748e-08,1.228260622099242e-07
1906,4.3211149325372844e-08,1.3837856527310066e-07
1907,1.542853000913169e-08,1.1468540606074384e-07
1908,3.585313912424226e-08,9.724550098511031e-08
1909,3.905698253703349e-08,1.2817291022981792e-07
1910,2.0842187975489423e-08,1.3734466541848178e-07
1911,5.7460040281398506e-08,1.5056658986267735e-07
1912,9.3248637256238e-08,1.302355334686922e-07
1913,6.575707400813258e-08,1.2143846195300512e-07
1914,6.161004062477105e-08,1.0781757531219682e-07
1915,3.180805752123206e-08,2.3679331473402954e-07
1916,4.724608704265165e-08,3.03253951727811e-07
1917,3.180263163926611e-08,2.6648412765339913e-07
1918,5.2837330066779487e-08,2.0790340560239429e-07
1919,5.893022958503025e-08,2.0349344431735972e-07
1920,2.1202247957319287e-08,1.461440732875019e-07
1921,2.120369213542972e-08,1.1813486011647001e-07
1922,6.345024416987144e-08,1.564122253938649e-07
1923,3.8217413678154344e-08,1.3057616099487745e-07
1924,5.672314706828274e-08,1.1344629680110074e-07
1925,4.069325698630166e-08,1.2207977828637695e-07
1926,4.7928393698271066e-08,1.671920735191179e-07
1927,4.2367054753356115e-08,1.4271008508259797e-07
1928,2.170947821511504e-08,1.1768822316682304e-07
1929,4.0105462062456354e-08,1.2365850809992196e-07
1930,2.7309369876604705e-08,1.2394252024705565e-07
1931,3.307553431142196e-08,1.2659945980431075e-07
1932,3.1782655618428635e-08,1.2384276226740099e-07
1933,5.1617980112439454e-08,1.043830284430669e-07
1934,2.875579241390369e-08,1.0423974750040088e-07
1935,5.146362269670135e-08,1.1250187181843785e-07
1936,6.304851574157055e-08,1.3822174427247091e-07
1937,6.295558918623101e-08,1.309476269639731e-07
1938,4.6674773379606904e-08,1.2057649279029192e-07
1939,4.5882151411547056e-08,1.5905812489336313e-07
1940,8.621661917729284e-08,1.5975432354764507e-07
1941,3.541802984230458e-08,1.682356529641993e-07
1942,2.4273694165799498e-08,1.4564216632706461e-07
1943,4.935499831049128e-08,9.00002916637277e-08
1944,3.855823393905666e-08,2.345625969013554e-07
1945,4.7927089852350946e-08,2.178504097116729e-07
1946,3.480276244971492e-08,1.795822504035982e-07
1947,4.291513455711993e-08,1.5973966682736318e-07
1948,2.9354096486855497e-08,1.5111923978849973e-07
1949,5.4975247465449684e-08,1.276211083478529e-07
1950,7.444753080676492e-08,1.1592544346683553e-07
1951,4.584402724105985e-08,1.5139191145152608e-07
1952,5.1669539757881466e-08,1.1810180655658087e-07
1953,5.0636990600594345e-08,1.4436928985617214e-07
1954,3.22493685089853e-08,1.6222410170740886e-07
1955,6.663781570992455e-08,1.445383652765031e-07
1956,6.104799155082219e-08,1.517478569468267e-07
1957,5.477723341584806e-08,1.510791447500992e-07
1958,7.445019178931034e-08,1.3070144877502798e-07
1959,7.67324017658666e-08,1.3408793630986793e-07
1960,6.990041789833867e-08,1.2249875114278552e-07
1961,6.11438020214905e-08,1.403528129273468e-07
1962,5.961438986901157e-08,1.6489086629434269e-07
1963,4.849539969598027e-08,1.5841829803520113e-07
1964,6.631525639733127e-08,1.1681219502790441e-07
1965,7.332538221049845e-08,1.2093215673303348e-07
1966,5.594465601888032e-08,1.418003137132473e-07
1967,6.508042815767112e-08,1.365703008460173e-07
1968,3.458390285260293e-08,1.1992080128919724e-07
1969,6.04053784769576e-08,1.1036471647685175e-07
1970,4.552737875584967e-08,1.2600506593685168e-07
1971,5.1897814046242274e-08,1.1818313971900807e-07
1972,5.3866543225922214e-08,1.277406509458956e-07
1973,5.513203760187935e-08,1.3948405275243658e-07
1974,8.550868990653271e-08,1.260128028590657e-07
1975,5.3687914558508965e-08,1.302217418341911e-07
1976,6.684826381331277e-08,1.0798565908132218e-07
1977,5.05403221495726e-08,1.5103329920052033e-07
1978,5.0495028602881575e-08,1.53267260216694e-07
1979,5.969012661921624e-08,1.5098091576959405e-07
1980,4.036456946465705e-08,1.6032125493836702e-07
1981,4.7441621298105474e-08,1.9672459572461776e-07
1982,4.8418516307435766e-08,1.4339330611790047e-07
1983,4.862793367976792e-08,1.673558749359927e-07
1984,4.6392068853151613e-08,1.6701144822661718e-07
1985,5.5343134519603154e-08,1.648262877296247e-07
1986,5.454981533148384e-08,1.846301458385824e-07
1987,4.7053288376730507e-08,1.814912629072296e-07
1988,4.257553154474181e-08,1.8529351386575854e-07
1989,6.201578273135055e-08,1.5147216547717335e-07
1990,6.756327319834554e-08,2.0268981337778769e-07
1991,6.037308963868782e-08,1.9694523523128282e-07
1992,6.391535301020213e-08,1.7521622464045095e-07
1993,4.2651896237089204e-08,2.0550459289836454e-07
1994,5.2221774460292636e-08,1.8831488368675764e-07
1995,5.2055529664585265e-08,1.729761827107268e-07
1996,6.512472516817525e-08,1.6814989933777724e-07
1997,4.6510475470995516e-08,1.6638284172643125e-07
1998,3.8621847053832425e-08,1.735599060026516e-07
1999,3.564756845264583e-08,2.0245991461109725e-07
2000,2.2531959853466788e-08,1.9350977886745113e-07
2001,5.520326684660404e-08,1.6429543769902466e-07
2002,2.9354183972429837e-08,1.8094444431682177e-07
2003,5.5003384069607364e-08,2.0209576767626913e-07
2004,3.171449725059006e-08,2.0085847651785116e-07
2005,4.008337217697999e-08,1.9185973876290063e-07
2006,4.076710879985512e-08,2.182481617651888e-07
2007,2.5564668604260987e-08,1.9413170360138565e-07
2008,3.193079800567489e-08,2.2692153578418583e-07
2009,4.05296365357799e-08,1.8119130906768532e-07
2010,4.345889514922874e-08,2.201287525593898e-07
2011,4.474047221592059e-08,2.2446715419732755e-07
2012,3.40425261313726e-08,2.3148917982496187e-07
2013,3.151711247539879e-08,2.248034771668017e-07
2014,3.6162934868855245e-08,2.546563599992169e-07
2015,3.08103977886276e-08,2.1567278274403634e-07
2016,3.1070100714458704e-08,2.0920534460344697e-07
2017,3.647636370729401e-08,2.3420341399571498e-07
2018,3.3559067968980116e-08,2.3904381940553776e-07
