year,rares_ADJ sorties_NOUN
1962,1.2683912586908264e-08
1963,8.405868889838075e-09
1964,7.300761772910391e-09
1965,6.0192477668863376e-09
1966,9.970334780007306e-09
1967,9.367637332502454e-09
1968,6.287982134978165e-09
1969,8.175163657142548e-09
1970,8.277704743875347e-09
1971,7.707596338946132e-09
1972,6.156176013405457e-09
1973,1.1026407342740185e-08
1974,1.1813700240281833e-08
1975,7.996072248772634e-09
1976,5.142174241967723e-09
1977,2.3507127355770763e-09
1978,1.128712323605896e-08
1979,1.462993370893173e-08
1980,7.95921106799824e-09
1981,1.0753434587229549e-08
1982,1.924325765401136e-08
1983,1.705135410645653e-08
1984,1.5077421977593986e-08
1985,1.5038894574104233e-08
1986,1.1389522214244607e-08
1987,1.649920555735207e-08
1988,1.739000587974715e-08
1989,2.0854864501984594e-08
1990,1.198703181159999e-08
1991,1.582595565707834e-08
1992,1.3774860363469088e-08
1993,1.3294098266669607e-08
1994,1.476979427650349e-08
1995,1.572510655023507e-08
1996,2.081855932090093e-08
1997,1.102825741838842e-08
1998,2.288702027897216e-08
1999,1.4624643718263997e-08
2000,2.6949992459890382e-08
2001,2.8039755406439326e-08
2002,1.7963008858146168e-08
2003,1.7917768602160322e-08
2004,2.5547789661573006e-08
2005,2.0717248361279417e-08
2006,1.976587071794711e-08
2007,2.5964116190380082e-08
2008,2.5118893631770334e-08
2009,2.62250594573743e-08
2010,2.739800031292816e-08
2011,4.015170418369962e-08
2012,3.676592896795228e-08
2013,3.709536144924641e-08
2014,3.421403249603827e-08
2015,3.7016807397094453e-08
2016,3.210577048662344e-08
2017,3.320607078194371e-08
2018,4.1303465536657313e-08
2019,3.5203630233127114e-08
