year,ces_DET hommes_NOUN,ces_DET sommes_NOUN
1800,2.1804780544698588e-05,1.4054414947395344e-06
1801,1.9016123360415804e-05,9.834283787313325e-07
1802,1.7482007478974992e-05,1.056260543919052e-06
1803,1.7494543612883717e-05,9.790703003886847e-07
1804,1.79728278908442e-05,1.7080490408716287e-06
1805,1.7398410705027345e-05,9.921643311372463e-07
1806,1.393863328758016e-05,1.0633359011080756e-06
1807,1.8587770227895817e-05,1.5686723173757855e-06
1808,1.3256532952254929e-05,1.2531389188552566e-06
1809,1.346608064523025e-05,9.917144296878178e-07
1810,1.6048589145611913e-05,1.0858187735607316e-06
1811,1.1111363960480958e-05,1.238495883626456e-06
1812,1.192242064007587e-05,1.021540754209127e-06
1813,1.272803206120443e-05,1.089906078277636e-06
1814,2.086246945509629e-05,1.2744041981704868e-06
1815,2.203092117269989e-05,1.089678292487406e-06
1816,1.876563806035847e-05,1.0846386118146256e-06
1817,1.86840372862207e-05,8.111310734193466e-07
1818,2.0571184450091096e-05,9.429651441905662e-07
1819,2.1411147827166133e-05,1.315618447961242e-06
1820,2.500623509149591e-05,9.042258426461558e-07
1821,2.2245544869292644e-05,8.41184927935501e-07
1822,2.053145794889133e-05,1.0436666002533457e-06
1823,1.8376856814938947e-05,9.052541258824931e-07
1824,1.9088978888248676e-05,6.677942252508728e-07
1825,2.0421583712959546e-05,8.127423853920845e-07
1826,1.7643273849898833e-05,1.1001172310898255e-06
1827,2.0030977566420916e-05,1.2010107042215168e-06
1828,1.9658075871120673e-05,1.0006980772914176e-06
1829,1.7775623746274505e-05,1.2431105318455593e-06
1830,2.01984091745544e-05,1.2117166789948897e-06
1831,2.4761953227425693e-05,1.3081021421612604e-06
1832,2.330672509742726e-05,1.098633468643584e-06
1833,2.4670811399118975e-05,1.1560461601334282e-06
1834,2.444527012812614e-05,1.104275057173254e-06
1835,2.4977097837108886e-05,1.0777400234474044e-06
1836,2.2803504407420405e-05,9.812294905486851e-07
1837,2.164043189623044e-05,1.0471625699892684e-06
1838,2.03270551537571e-05,1.0509749586162798e-06
1839,2.0309536239437875e-05,1.2200124501760001e-06
1840,2.395958472334314e-05,1.1554615753084363e-06
1841,2.23691913561197e-05,1.1685397964811273e-06
1842,2.446370149300492e-05,1.2477373303454442e-06
1843,2.428626567052561e-05,1.2445861443666217e-06
1844,2.33219939218543e-05,1.4182442242827165e-06
1845,2.31082826758211e-05,1.1166035847054445e-06
1846,2.1204417635090067e-05,1.3301427230771878e-06
1847,2.7050791004512575e-05,1.5883043431585975e-06
1848,2.377604437242553e-05,1.5350283462112202e-06
1849,2.5791839561861707e-05,1.5426503381377188e-06
1850,2.150550358237524e-05,1.4277258912898105e-06
1851,2.2605927370022982e-05,1.4743417295903782e-06
1852,1.9177462718289462e-05,1.3724230143452587e-06
1853,1.989489305742609e-05,1.1800537436101877e-06
1854,2.0662118686232134e-05,1.0043219589306318e-06
1855,1.8927721384898177e-05,1.2402311995174387e-06
1856,1.9552690673663164e-05,1.2911909834656399e-06
1857,1.8721076003203052e-05,1.1359272065192272e-06
1858,1.88318431355583e-05,1.224397692567436e-06
1859,1.9588572286011185e-05,1.142683657917587e-06
1860,2.0226117612764938e-05,1.2280584797963456e-06
1861,2.1712767647841247e-05,1.1525815608592893e-06
1862,2.0939510250173043e-05,1.3906361431281766e-06
1863,2.0653755655075656e-05,1.1852235246578857e-06
1864,2.0414512619026937e-05,1.1181305552554477e-06
1865,2.0267671743567917e-05,1.2604929082726812e-06
1866,1.9477048226690385e-05,1.1375802699831183e-06
1867,1.7393931784681627e-05,1.1685569631936232e-06
1868,1.7154206716440967e-05,1.3130185436693864e-06
1869,1.862281192188675e-05,1.0509332923902548e-06
1870,1.8278427205586922e-05,1.0837351993586708e-06
1871,2.1963533299640403e-05,1.3542001369160062e-06
1872,2.052285594800196e-05,1.2542182048491668e-06
1873,1.557259065521066e-05,1.2019897042137018e-06
1874,1.4883946505506174e-05,1.304854649220033e-06
1875,1.7134257632278604e-05,1.2924929819746467e-06
1876,1.4897984783601714e-05,1.2890104130747204e-06
1877,1.3427235444396501e-05,1.3315909370703594e-06
1878,1.352031176793389e-05,1.2204997830167486e-06
1879,1.5022219486127142e-05,1.2676849934223355e-06
1880,1.3100107935315464e-05,1.3182256282107119e-06
1881,1.4290851822806871e-05,1.4161162624759527e-06
1882,1.2830917057726765e-05,1.1493849854105065e-06
1883,1.2339140880612831e-05,1.3346444376338695e-06
1884,1.2156364618931548e-05,1.3724927754310556e-06
1885,1.213713233028102e-05,1.247230528633736e-06
1886,1.1737559702851286e-05,1.333285595706002e-06
1887,1.095880020329787e-05,1.3012147093149906e-06
1888,1.1520897373884509e-05,1.4291745884520424e-06
1889,1.2446947039279621e-05,1.4629094380325114e-06
1890,1.1812314937742485e-05,1.7316688740720565e-06
1891,1.0871232007048093e-05,1.5597716753745772e-06
1892,1.093855405542854e-05,1.5031892246497591e-06
1893,1.1435563919803826e-05,1.5488417659526021e-06
1894,1.0793276260301354e-05,1.3964211120764958e-06
1895,1.2171444041086943e-05,1.6418780433014035e-06
1896,1.1164255056428374e-05,1.757314635142393e-06
1897,1.0171694270866283e-05,1.6075902635748207e-06
1898,1.0606586442918342e-05,1.5945243774240225e-06
1899,1.120108447594248e-05,1.5963646546879318e-06
1900,1.1292616818536771e-05,1.5796374555065995e-06
1901,1.0594572245281597e-05,1.7520696644623968e-06
1902,8.489880997331056e-06,1.4750492596249387e-06
1903,9.675034334577504e-06,1.6492273289259174e-06
1904,9.661963645157812e-06,1.6516222700602157e-06
1905,9.689325452200137e-06,1.619962262111585e-06
1906,9.676725426288613e-06,1.7407919870038313e-06
1907,9.804316732697771e-06,1.6292528357553238e-06
1908,9.935739967659174e-06,1.4046573255654948e-06
1909,1.024943253469246e-05,1.4258549185797165e-06
1910,1.0382081086390826e-05,1.5145323288834334e-06
1911,9.643710427553742e-06,1.4029826331807271e-06
1912,1.0399046345810348e-05,1.5253185381425283e-06
1913,9.896969345390971e-06,1.5145338352340332e-06
1914,9.82412279881828e-06,1.5924856882065797e-06
1915,1.2710264172710595e-05,1.6457724711926858e-06
1916,1.4388081581273582e-05,1.6832791231990996e-06
1917,1.5122698869163287e-05,1.5243329869463196e-06
1918,1.3853718428435968e-05,1.395594694031388e-06
1919,1.2129498486501689e-05,1.7752731480413786e-06
1920,1.0099085216097592e-05,1.7817461070990248e-06
1921,9.511371104053978e-06,1.9234778960708354e-06
1922,9.792733749236504e-06,1.7692289588921994e-06
1923,9.405730224898434e-06,1.7240299712284468e-06
1924,9.922683148033684e-06,1.7455259637699783e-06
1925,9.946751902134565e-06,1.891686594035491e-06
1926,9.428518296772381e-06,1.3676311709787115e-06
1927,1.0260632052450092e-05,1.2843907626347573e-06
1928,8.402710591326468e-06,1.541372938618224e-06
1929,9.491625974078488e-06,1.5039548770801048e-06
1930,8.738998303670087e-06,1.4305907427569764e-06
1931,8.495850238432467e-06,1.5157719417402404e-06
1932,8.675569006300066e-06,1.4521386333399278e-06
1933,8.295582802020363e-06,1.5634512067208561e-06
1934,8.926277473619848e-06,1.48571589875246e-06
1935,8.466364306514151e-06,1.2626540240034956e-06
1936,8.339378496202698e-06,1.3870673001292744e-06
1937,8.506559538545844e-06,1.3447314302084123e-06
1938,8.820235279927147e-06,1.4767379354907462e-06
1939,8.61972694110591e-06,1.533993270186329e-06
1940,8.829596140458307e-06,1.1563169977080179e-06
1941,1.0138411767002253e-05,1.275049115179172e-06
1942,1.0146403951694083e-05,1.1044531049719808e-06
1943,1.1885845310644072e-05,1.0335517259818516e-06
1944,1.2666379916481674e-05,1.0153668057455434e-06
1945,1.4796399455008213e-05,1.0522174278548846e-06
1946,1.2748947142426914e-05,1.090022436756044e-06
1947,1.2028158835164504e-05,1.3387138153575506e-06
1948,1.1167603474859789e-05,1.1154556744941146e-06
1949,9.423345886716561e-06,1.475496333114279e-06
1950,1.072044483407808e-05,1.2539091471808206e-06
1951,9.87352382253448e-06,1.1610266597017471e-06
1952,9.883644565888972e-06,1.1430567639081346e-06
1953,9.577932132742717e-06,1.0827696712567558e-06
1954,9.257523061023676e-06,1.1033193061393831e-06
1955,8.893802487364155e-06,1.0868534019436993e-06
1956,9.698781127553957e-06,1.0910147949516613e-06
1957,8.457781518700358e-06,1.0124953178092255e-06
1958,8.972075420388137e-06,1.0307215063676267e-06
1959,9.441186193726026e-06,1.17656351505957e-06
1960,9.34104866701091e-06,9.889870682400215e-07
1961,1.0109571803695871e-05,1.0137364370166324e-06
1962,1.0382416576248943e-05,9.481224765295337e-07
1963,9.879482945507334e-06,8.580452828255147e-07
1964,9.91139290817955e-06,8.906929309659972e-07
1965,9.820676496019587e-06,1.0199889004525176e-06
1966,9.583706741977949e-06,9.83739667503869e-07
1967,1.0041121640824713e-05,9.485965648536876e-07
1968,1.0897072684201703e-05,8.906477546588576e-07
1969,1.0742165727606334e-05,1.2276371137431852e-06
1970,9.162959713648888e-06,1.1731347626664501e-06
1971,8.977293987300072e-06,9.392990563128478e-07
1972,9.284539942200354e-06,9.49077161749301e-07
1973,8.816715649118123e-06,9.372446356792352e-07
1974,8.373663263228082e-06,1.1656184568664685e-06
1975,7.504313998651924e-06,1.1371556780659375e-06
1976,7.749256724309816e-06,1.1135664124140021e-06
1977,7.866072564866045e-06,1.0413657207664073e-06
1978,8.326332704200468e-06,9.504946092420141e-07
1979,8.597134183219168e-06,9.56212431901804e-07
1980,8.39469339553034e-06,1.0278752426984283e-06
1981,8.111252100206912e-06,9.16572147957595e-07
1982,8.38323182961176e-06,9.497478714592944e-07
1983,7.842359536880394e-06,8.936172406492915e-07
1984,8.365649591723923e-06,1.0333833131426218e-06
1985,8.40975008031819e-06,9.642939744480827e-07
1986,8.10694200481521e-06,9.986812727902361e-07
1987,7.834067332623817e-06,1.0003407027170397e-06
1988,8.300429726659786e-06,8.982837584881054e-07
1989,8.873744604898093e-06,1.1212233488322454e-06
1990,7.932690891720995e-06,9.082901044621394e-07
1991,8.247081382251054e-06,9.917598902120517e-07
1992,8.709017720320844e-06,8.623062939250303e-07
1993,8.473879688608577e-06,8.613467770146599e-07
1994,8.714178534319217e-06,8.872426491279839e-07
1995,8.651520374769461e-06,9.093450046293583e-07
1996,7.97083919223951e-06,9.229561328538693e-07
1997,8.415998877353559e-06,8.956862984632608e-07
1998,8.946917432695045e-06,8.153501198648883e-07
1999,8.564099857721885e-06,8.788496757006214e-07
2000,9.322046821580443e-06,9.017202273753355e-07
2001,8.924528401621501e-06,9.27064405686906e-07
2002,9.54887241277902e-06,8.885117068757609e-07
2003,9.294321557717922e-06,7.587966450728345e-07
2004,9.30335966131679e-06,7.637908225888168e-07
2005,9.815021826398151e-06,7.498743030964761e-07
2006,9.843815746535256e-06,7.082770849820008e-07
2007,9.683417033556907e-06,6.550946523020684e-07
2008,9.610318898012338e-06,7.024775641184533e-07
2009,9.986502618630766e-06,7.261957080118009e-07
2010,1.0223233061879e-05,5.814989378905011e-07
2011,1.0095668471876706e-05,5.862149095037239e-07
2012,1.1554033335414715e-05,5.245953502708289e-07
2013,1.2452606370061403e-05,6.281109534711504e-07
2014,1.3485310091709835e-05,5.939815963529327e-07
2015,1.3348216725717066e-05,6.259608795744498e-07
2016,1.3674987258127658e-05,6.002743475619354e-07
2017,1.2321212352617295e-05,6.372043230840063e-07
2018,1.2367806561996986e-05,4.876390562458255e-07
2019,1.2935804079461377e-05,5.436154850713137e-07
