year,certains_DET âges_NOUN,certains_DET ages_NOUN,certains_DET sages_NOUN
1861,2.0278644541349422e-08,4.715963730639317e-10,9.431927239234028e-09
1862,3.252950264709398e-08,0.0,4.517986429419807e-09
1863,3.795911879267422e-08,0.0,8.490855574194711e-09
1864,2.1096803859421698e-08,1.4384183844029508e-09,7.671564938860342e-09
1865,2.58876440284439e-08,0.0,3.765475486972036e-09
1866,1.8489329178805747e-08,0.0,4.865613023596893e-09
1867,1.747012134956094e-08,0.0,4.85281148598915e-10
1868,4.544684140128652e-08,0.0,2.469937032678615e-09
1869,4.19982639776606e-08,0.0,4.395167230164532e-09
1870,1.548193129252695e-08,5.734048791339319e-10,3.4404292748035914e-09
1871,2.6552942955504477e-08,0.0,2.7615060460561835e-08
1872,1.4513613977307216e-08,0.0,1.3304146118109372e-08
1873,3.052862140862089e-08,0.0,5.387403856360606e-09
1874,1.672890553860995e-08,0.0,5.974609140757536e-10
1875,1.9453192279250686e-08,0.0,6.293679966073995e-09
1876,3.204387932775887e-08,0.0,1.813804439976252e-09
1877,2.040989244278535e-08,0.0,1.2369631874342701e-08
1878,2.0532901601200138e-08,6.039088673581716e-10,3.623453259660181e-09
1879,3.1157558311178946e-08,1.221865053580018e-09,7.331190543524713e-09
1880,3.9790645445236805e-08,6.417846254436199e-10,4.492492600149944e-09
1881,2.4403776777148778e-08,0.0,1.9523020311495998e-08
1882,3.327692410515226e-08,0.0,1.3310770263785798e-09
1883,1.9589950106535525e-08,6.319338941018771e-10,6.319338941018771e-10
1884,1.5183903911974994e-08,0.0,9.902545450302114e-09
1885,1.9981470700258797e-08,0.0,1.2891271383708158e-09
1886,2.3877817056927597e-08,0.0,2.5813855497602844e-09
1887,1.0446279397058333e-08,0.0,1.3057849246322917e-09
1888,8.242799331981132e-09,0.0,1.268122939990235e-09
1889,1.1277245803853475e-08,0.0,1.2530273485467092e-09
1890,2.1629475099871343e-08,0.0,6.554386478008212e-10
1891,3.059625441892422e-08,0.0,6.374220040683554e-10
1892,1.2537024751679837e-08,0.0,3.1342561879199593e-09
1893,9.23762488724833e-09,0.0,8.005941687372342e-09
1894,7.561847148451761e-09,0.0,4.411077725308132e-09
1895,1.504653623918273e-08,1.2037228991346183e-09,0.0
1896,2.1229304536518612e-08,0.0,5.89702897624278e-10
1897,1.6897469756749217e-08,5.826713556089658e-10,1.1653427223201618e-08
1898,9.619203211741478e-09,0.0,4.526684027617023e-09
1899,1.326618814800895e-08,5.527578395003729e-10,4.9748205555033564e-09
1900,1.972600216504361e-08,1.038210628578895e-09,5.19105292084987e-09
1901,1.397184767881754e-08,5.588738916095792e-10,9.500856101851696e-09
1902,4.419255628107521e-09,0.0,2.9461704187383475e-09
1903,1.4040573148577096e-08,0.0,9.180374016537485e-09
1904,1.289910045443321e-08,0.0,4.837162670412454e-09
1905,2.012696076469922e-08,0.0,1.0321518084666081e-09
1906,1.4918134283448126e-08,0.0,5.144184411776109e-09
1907,2.5199932807140613e-08,1.028568674676933e-09,4.114274587685429e-09
1908,1.6698722404839828e-08,0.0,2.9468334439286537e-09
1909,1.9253443006572724e-08,0.0,4.950885257315463e-09
1910,1.2291546447329438e-08,0.0,5.344150788566537e-09
1911,1.542908456553249e-08,0.0,6.916486605668126e-09
1912,2.135862686714063e-08,5.209421227725386e-10,1.1981669101324144e-08
1913,2.333315407554437e-08,0.0,7.954484737560108e-09
1914,2.209925398233281e-08,0.0,2.0090231700464756e-09
1915,1.1780761921542648e-09,0.0,0.0
1916,1.9777431692347136e-08,0.0,2.197492410260793e-09
1917,1.864292187292449e-08,0.0,0.0
1918,1.8378202071289707e-08,0.0,4.594550517822427e-09
1919,4.603924352863942e-09,0.0,6.4454939163738345e-09
1920,9.843901693784574e-09,0.0,8.329454903588385e-09
1921,1.5902768879527684e-08,0.0,2.2718242842501013e-09
1922,1.549366501762961e-08,0.0,2.951174138399182e-09
1923,1.8047112249064412e-08,1.0615948120573648e-09,2.1231896241147297e-09
1924,1.5469948877466777e-08,0.0,2.578324886925998e-09
1925,1.9796720707176974e-08,0.0,7.698724546756353e-09
1926,1.5604593173179637e-08,0.0,1.1146138456652466e-09
1927,2.7873062080630007e-08,1.1149224876660924e-09,3.3447675740205796e-09
1928,2.742249805010033e-08,0.0,0.0
1929,1.5596569369336066e-08,0.0,5.570203187588163e-09
1930,2.7309368988426286e-08,1.0503603542488804e-09,4.201441528017824e-09
1931,2.737285598186645e-08,0.0,3.4216069977333063e-09
1932,8.767629289252454e-09,1.0959536611565568e-09,3.287861094491973e-09
1933,1.3764794637438627e-08,1.1470662197865522e-09,4.588264879146209e-09
1934,1.3179738189705859e-08,0.0,5.990790086229936e-09
1935,9.574627313213568e-09,0.0,4.787313656606784e-09
1936,2.3036958562983045e-08,0.0,0.0
1937,2.6441348666139675e-08,0.0,1.0072894518486919e-08
1938,2.2040865133021725e-08,0.0,3.8895642262559704e-09
1939,4.8940961505650193e-08,0.0,1.5294050470515685e-09
1940,3.0429394115571995e-08,0.0,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0,8.854507793643052e-09
1942,3.034211815133858e-08,0.0,9.102635312174812e-09
1943,2.6129116870166058e-08,0.0,1.4516176038981143e-08
1944,6.42637232317611e-08,0.0,9.639558484764166e-09
1945,3.921307367704685e-08,2.178504043826024e-09,6.535512131478072e-09
1946,4.454753366189834e-08,1.3921104269343232e-09,2.7842208538686464e-09
1947,4.41072234291795e-08,0.0,3.5762612871081956e-09
1948,2.6092531246746375e-08,1.0871887834440486e-09,6.523132700664291e-09
1949,2.0615717133409817e-08,0.0,2.9451024952109606e-09
1950,4.573205392155444e-08,0.0,8.508289184305795e-09
1951,4.051332780363737e-08,0.0,2.1322803522849654e-09
1952,3.1634411534753326e-08,2.1089607837865287e-09,6.326882129314981e-09
1953,3.770839640537815e-08,1.0773827385790469e-09,8.619062019654677e-09
1954,4.29991580119804e-08,0.0,1.4658804614597898e-08
1955,4.8805160357545674e-08,2.815682353940474e-09,9.385607846468247e-10
1956,8.459507228053553e-08,2.616342476002842e-09,7.849027428008526e-09
1957,6.007825703591152e-08,7.068030161150318e-09,2.6505113104313693e-09
1958,3.226174849491059e-08,0.0,4.136121778408608e-09
1959,2.7902691712711203e-08,0.0,2.3252243464000344e-09
1960,5.1214165353030694e-08,4.152500121534786e-09,1.0381249748725452e-08
1961,4.4468220383730994e-08,0.0,4.863711378089164e-09
1962,2.980719671086263e-08,0.0,4.439369427622353e-09
1963,5.1728426431196795e-08,6.466053248388448e-10,8.405868778815773e-09
1964,3.711220830648898e-08,0.0,1.2776333657704697e-08
1965,4.6512369067386317e-08,1.0944086747954884e-09,6.0192477668863376e-09
1966,4.874385695075034e-08,5.539074754423723e-10,5.539074754423723e-09
1967,4.43730215904381e-08,0.0,8.874603940611792e-09
1968,3.5033042911081225e-08,0.0,7.635406806816292e-09
1969,5.904285227398276e-08,4.5417578031781147e-10,2.7250546541512932e-09
1970,2.9431840076199478e-08,4.5987250119061684e-10,9.197449912790034e-09
1971,4.264870057113512e-08,5.138397485282553e-10,5.652237122788506e-09
1972,5.540558517536098e-08,5.130146862875051e-10,3.591102859523687e-09
1973,6.39531623769507e-08,0.0,8.82112594080553e-09
1974,6.469407520803827e-08,2.2502286700643026e-09,6.750686010192908e-09
1975,4.9118728639996334e-08,0.0,6.8537762132336866e-09
1976,6.79909690770586e-08,0.0,2.285410749536254e-09
1977,4.2312828463231256e-08,1.1753563677885381e-09,7.639816612670103e-09
1978,6.653462492067774e-08,5.940591352171509e-10,6.534650598410963e-09
1979,3.920822289060766e-08,0.0,8.777959914496591e-09
1980,5.457744833847755e-08,5.685150683554241e-10,7.95921106799824e-09
1981,8.919025162867911e-08,0.0,1.0120879245789638e-08
1982,6.083352011021503e-08,0.0,5.586752060970923e-09
1983,4.925946583966834e-08,1.89459470334441e-09,5.052252727288931e-09
1984,6.494889809305349e-08,0.0,8.118612060403763e-09
1985,4.2710463832307255e-08,6.015558051686298e-10,1.082800460405764e-08
1986,6.533988994306128e-08,5.994485463567401e-10,1.1988970982645952e-08
1987,5.010869674748619e-08,6.110816741511371e-09,3.7887064430197626e-08
1988,4.4374498742172364e-08,1.1993107618124554e-09,8.395175221664886e-09
1989,3.0733485090195245e-08,0.0,1.2073869015694072e-08
1990,3.650596269721973e-08,5.44865097484859e-10,1.1442167435760098e-08
1991,4.513328227817581e-08,0.0,1.4653663171770859e-08
1992,4.7385520840492745e-08,5.509944167592096e-10,6.0609386398624565e-09
1993,4.0436214931993675e-08,5.539207426075166e-10,4.985286516934195e-09
1994,3.375953017137334e-08,0.0,7.384897249274047e-09
1995,4.7175323203418884e-08,5.422450821690461e-10,1.3556127220759606e-08
1996,3.096093315058113e-08,3.736664311304594e-09,6.939519847648512e-09
1997,3.116681435155755e-08,0.0,9.589789073949362e-09
1998,4.6727665292678466e-08,0.0,1.2873948573854932e-08
1999,5.2100292885493005e-08,1.8280804647829996e-09,5.484241394348999e-09
2000,3.446064411605221e-08,0.0,1.0161472552283612e-08
2001,4.468836020676825e-08,0.0,1.0514908582726079e-08
2002,2.891606243338174e-08,1.3143663935011318e-09,8.324320621699854e-09
2003,4.291930688626877e-08,0.0,1.2500768864498468e-08
2004,3.347641452933203e-08,0.0,2.0262039379659313e-08
2005,6.305249344862318e-08,0.0,8.557124120400772e-09
2006,5.312077910879509e-08,0.0,1.770692670266527e-08
2007,2.955914873981058e-08,0.0,2.5564668493238685e-08
2008,2.5118894964037963e-08,0.0,1.1069343081038241e-08
2009,3.3377345998175656e-08,0.0,9.53638501499654e-09
2010,2.3146585093059002e-08,4.723793023408973e-10,1.6060895779990148e-08
2011,2.370862606237978e-08,3.82397197240536e-10,1.4531093189829036e-08
2012,2.4510618867878975e-08,0.0,1.2595735010556552e-08
2013,1.506127500494614e-08,0.0,9.76193759161248e-09
2014,1.4075393697798866e-08,0.0,1.1476859310133314e-08
2015,1.4629397429577473e-08,0.0,1.662431570181866e-08
2016,1.9470596246407013e-08,0.0,2.63060184746422e-08
2017,1.6854596524007448e-08,0.0,1.282961781257086e-08
2018,1.8070267615577507e-08,2.5814667070633845e-10,2.4265786491284302e-08
2019,1.4285531313440458e-08,0.0,1.0969247288272754e-08
