year,serais_VERB en_ADP,serais_VERB sans_ADP
1800,5.65949598296811e-08,4.087413785214267e-08
1801,9.28661236798689e-08,1.4287095950749062e-08
1802,5.594600338554301e-08,2.2378401354217203e-08
1803,5.265916058760922e-08,7.801356893821776e-09
1804,5.9324420931261557e-08,2.4718509461507665e-09
1805,1.02343598484822e-07,1.421438877713399e-08
1806,6.627838899930794e-08,2.5935023018064385e-08
1807,7.686778502602465e-08,1.4234775136401367e-08
1808,3.6257183921861724e-08,4.5321479902327155e-09
1809,7.228897658251299e-08,8.358412628695078e-08
1810,5.3822915901946544e-08,1.4040760554223652e-08
1811,3.008491944456182e-08,8.774768645025688e-08
1812,6.13457871168066e-08,1.0668832928217853e-08
1813,6.326631307729258e-08,1.1790540810352468e-07
1814,1.0069366851439554e-07,5.034683425719777e-08
1815,7.821948599939788e-08,6.203614333344376e-08
1816,6.721051448721482e-08,2.0858434979231788e-08
1817,1.370048607896024e-07,3.7364962679475866e-08
1818,1.1801965627000754e-07,7.033494853203592e-08
1819,8.073818946741085e-08,6.107119787657211e-08
1820,1.0679833195581523e-07,8.42520151422832e-08
1821,1.3017164235407108e-07,4.7335142028259725e-08
1822,1.2130995230563713e-07,5.514088741165324e-08
1823,1.946889369719429e-07,2.9648060007048116e-08
1824,1.4484314192486636e-07,4.29476756380609e-08
1825,1.1182912373897125e-07,2.993850500843109e-08
1826,9.600702810530493e-08,4.580151724553616e-08
1827,1.4194600339578756e-07,3.410390903013649e-08
1828,1.0181254594954225e-07,6.053718948351161e-08
1829,1.2345373079369892e-07,1.0373543091191095e-07
1830,1.711641033352862e-07,7.931995327226105e-08
1831,1.387617345471881e-07,5.456922025359745e-08
1832,1.6912461830997927e-07,5.411987658021644e-08
1833,1.482704448108052e-07,7.066013552048389e-08
1834,1.4095141409598e-07,5.3206825612051034e-08
1835,1.467239059138592e-07,4.764745398233572e-08
1836,1.0349955203992067e-07,3.427582484505365e-08
1837,1.349830824892706e-07,5.98378591121218e-08
1838,1.04781889831429e-07,6.312161815458239e-08
1839,1.3283802502428443e-07,4.894032556990169e-08
1840,1.0382592563473736e-07,6.688173215252391e-08
1841,1.515249437034072e-07,4.55858959469424e-08
1842,1.18065464960182e-07,3.7566284305512454e-08
1843,1.559424589459013e-07,8.092467851383844e-08
1844,1.229437742722439e-07,3.622450606144412e-08
1845,1.3448349989175767e-07,4.575786860527842e-08
1846,1.1533367683114193e-07,4.27378594736183e-08
1847,1.1919023990003552e-07,3.5055954583640414e-08
1848,1.504456434986423e-07,7.884317199113866e-08
1849,1.5585712276333652e-07,6.703531596485846e-08
1850,9.640374543096186e-08,2.9192683825840504e-08
1851,1.1802472954514087e-07,2.3862924081186065e-08
1852,1.1002821764805049e-07,3.2552726736412296e-08
1853,1.1167512781184996e-07,4.359510086260343e-08
1854,1.3612640259452746e-07,4.72805474771576e-08
1855,1.5230909866659204e-07,7.058226003664458e-08
1856,1.2735885945858172e-07,3.520488789376941e-08
1857,1.2984814645733422e-07,4.393358210563747e-08
1858,1.2968241946964554e-07,5.872411179552728e-08
1859,1.5123754337764694e-07,7.027199444564758e-08
1860,1.1900678487108962e-07,6.545373310018476e-08
1861,1.4147890681215358e-07,6.177912581506462e-08
1862,1.0075109457829967e-07,5.2860439581081664e-08
1863,1.1737358818209032e-07,3.8958042125614156e-08
1864,9.349719221063424e-08,5.513937040291239e-08
1865,1.445001203137508e-07,5.036323358353911e-08
1866,1.0655692506134073e-07,5.7900795269461014e-08
1867,8.686532737556263e-08,3.0572714138088486e-08
1868,1.4473830844963231e-07,4.4952855660085334e-08
1869,1.3820358901739382e-07,6.153234011208042e-08
1870,1.4621824107052817e-07,6.307453759291093e-08
1871,1.1046024184224734e-07,7.541035529357032e-08
1872,1.663018309727704e-07,5.624025689598966e-08
1873,1.711997299480572e-07,4.8486636927691507e-08
1874,1.3562362255470362e-07,4.779687401423871e-08
1875,1.5963060207013768e-07,6.579756473001908e-08
1876,1.2757091383264196e-07,4.232210315535667e-08
1877,1.329735397348486e-07,5.566334237983028e-08
1878,1.1111923470252805e-07,5.254007007238215e-08
1879,1.1668811339404783e-07,5.742765907257308e-08
1880,1.257897821460574e-07,3.8507078414795615e-08
1881,1.2411064176376385e-07,4.322954794133693e-08
1882,1.457529350545883e-07,6.721938916598447e-08
1883,1.1248422993048734e-07,3.728409936343269e-08
1884,1.1222884666040045e-07,3.8289840631478e-08
1885,1.1022036972008209e-07,3.996294140051759e-08
1886,8.454037470073672e-08,4.7755634113855194e-08
1887,1.0185122079064968e-07,1.7628096316002484e-08
1888,8.306205501185104e-08,3.804368731152863e-08
1889,9.335053618997335e-08,3.696430539434914e-08
1890,9.569404113562996e-08,3.47382496102e-08
1891,1.2429728712959331e-07,3.505821055682645e-08
1892,8.023695841075096e-08,2.820830502514582e-08
1893,8.929703909643649e-08,4.434059874824925e-08
1894,9.263262512604342e-08,3.906954404442331e-08
1895,1.3602068804630107e-07,4.4537745935713247e-08
1896,1.179405799689448e-07,2.5357223876198987e-08
1897,5.5936450138460714e-08,3.96216535136773e-08
1898,6.224190229886517e-08,2.8857609635224435e-08
1899,8.623022296205818e-08,2.5979618456517528e-08
1900,1.0434016672888902e-07,4.5162163786471865e-08
1901,1.089804086973345e-07,3.856229824350521e-08
1902,8.200174050898568e-08,3.731815567675767e-08
1903,9.990407789928213e-08,3.456140973412403e-08
1904,6.71828175313749e-08,3.9772224624812225e-08
1905,9.599011718819384e-08,3.354493216534138e-08
1906,7.922044176211784e-08,3.961022088105892e-08
1907,1.0851399423472685e-07,3.239991386294605e-08
1908,9.921006238755581e-08,5.1569585934885254e-08
1909,1.1001966981893929e-07,3.5206294768386215e-08
1910,9.459146355084158e-08,5.825124205216525e-08
1911,6.171634225893285e-08,4.62872549178428e-08
1912,1.0210465717364059e-07,5.157327009897017e-08
1913,1.0659009319624602e-07,3.712092677687906e-08
1914,6.428874144148722e-08,4.68772043404897e-08
1915,6.361611326610728e-08,4.123266705846618e-08
1916,5.6036057571873243e-08,3.076489463182952e-08
1917,4.0575770299255964e-08,5.9218692172180454e-08
1918,5.283732917860107e-08,1.722956355365568e-08
1919,5.1563951330990676e-08,5.4326307008523145e-08
1920,1.0979736231320203e-07,7.496509368820625e-08
1921,6.209653236055601e-08,4.392193631019836e-08
1922,5.090775445637519e-08,5.2383342108441866e-08
1923,1.1146745748646936e-07,8.811237250938575e-08
1924,1.1086797258030856e-07,5.414482373566898e-08
1925,9.898359820681435e-08,5.169143690864075e-08
1926,9.697140512798796e-08,5.127223801082437e-08
1927,1.0814748208076708e-07,7.91594985116717e-08
1928,9.940655587570291e-08,8.226749770301467e-08
1929,1.1140406286358484e-07,7.686880110213679e-08
1930,9.768351105776674e-08,6.407198327451624e-08
1931,1.1291302826066385e-07,4.334035708097872e-08
1932,1.0301964437076094e-07,4.055028668403793e-08
1933,7.685343916818965e-08,5.276504566609219e-08
1934,8.626737724171107e-08,5.032263672433146e-08
1935,1.0651773152403621e-07,5.864459140525469e-08
1936,7.881064334469556e-08,6.062357016389797e-08
1937,1.5109341688912536e-07,3.399602022113868e-08
1938,9.723910920911294e-08,4.148868626430158e-08
1939,7.799965828780842e-08,3.8235125288110794e-08
1940,4.81798743123818e-08,3.296517903095264e-08
1941,9.444808313219255e-08,4.132103725851266e-08
1942,1.0316320242509391e-07,3.6410540360520827e-08
1943,1.5096823346993915e-07,6.967764676346633e-08
1944,1.0603514510876266e-07,1.927911696952833e-08
1945,1.3942425880486553e-07,6.971212940243277e-08
1946,8.770295778504078e-08,5.568441707737293e-08
1947,1.2278496797080152e-07,1.0132740158041997e-07
1948,1.174163912764925e-07,5.870819563824625e-08
1949,1.364564212735786e-07,5.693864935096826e-08
1950,1.1486190487630665e-07,6.38121662177582e-08
1951,1.3539980159293918e-07,6.929911222641749e-08
1952,8.963083075741451e-08,3.585233443459401e-08
1953,1.335954635806047e-07,6.8952495269059e-08
1954,1.338837449793573e-07,8.013479657620337e-08
1955,1.220129064449793e-07,6.476069103200643e-08
1956,9.767678932348645e-08,7.412970148834575e-08
1957,6.096176008441034e-08,5.1243219445495924e-08
1958,8.354965785883905e-08,7.941353885598801e-08
1959,9.61092752049808e-08,4.417926291466756e-08
1960,1.2042249863952748e-07,6.090333215524879e-08
1961,9.17157052526818e-08,6.322824930293791e-08
1962,1.135210183633717e-07,7.483508568384423e-08
1963,9.052474325699222e-08,7.500621990175205e-08
1964,1.1985417813775712e-07,6.814044439806821e-08
1965,1.1053527515514361e-07,4.870118530675427e-08
1966,1.1244321740377927e-07,6.646889971761993e-08
1967,1.0896041402475021e-07,7.050380190776195e-08
1968,1.266579232606091e-07,6.647295691664112e-08
1969,1.185398801339943e-07,6.040537670060075e-08
1970,1.0301143760216291e-07,5.2425466634531404e-08
1971,1.0893402446754408e-07,5.0356295133724416e-08
1972,9.593374983296599e-08,4.2580218462262565e-08
1973,8.600597567465229e-08,4.5759591671412636e-08
1974,9.788494992335472e-08,5.2880373857533414e-08
1975,8.85279405338224e-08,4.968987710185502e-08
1976,8.913102078622614e-08,5.5421210731765314e-08
1977,8.462566114531e-08,4.2312830572655e-08
1978,8.49504573352533e-08,5.346532105932056e-08
1979,8.017203612098456e-08,4.7986180362613595e-08
1980,9.835310521566498e-08,4.661823638230089e-08
1981,1.0184134424662261e-07,5.123695245856652e-08
1982,1.0056153598725359e-07,4.717701784784367e-08
1983,9.662433342327859e-08,4.925946583966834e-08
1984,9.742334583506818e-08,6.088959025873919e-08
1985,7.760069564710648e-08,5.2936911743017845e-08
1986,1.0130680294651029e-07,5.934540681096223e-08
1987,9.349550111892313e-08,5.255302326645506e-08
1988,8.93486529207621e-08,5.996553653631054e-08
1989,1.1195768934157968e-07,5.81740948746301e-08
1990,8.445409349633337e-08,6.974273247806195e-08
1991,9.495573749518371e-08,6.388997064732393e-08
1992,9.311805371226001e-08,5.67524232053529e-08
1993,1.0247534021345928e-07,5.317639306667843e-08
1994,9.23112182249497e-08,5.116678636341021e-08
1995,1.0736452793480566e-07,6.56116583286348e-08
1996,8.43418561657927e-08,5.658377588702024e-08
1997,1.0356971813507698e-07,6.616954095761685e-08
1998,9.870027639635737e-08,5.721755158560882e-08
1999,9.825932778539936e-08,5.529943436499707e-08
2000,8.747702651135114e-08,5.080736187323964e-08
2001,8.80623574062156e-08,6.177508282689814e-08
2002,1.0164433916770577e-07,6.878517666564221e-08
2003,1.275078460594159e-07,6.917092321145901e-08
2004,1.211317623983632e-07,6.915522021699871e-08
2005,1.1619673756513293e-07,6.395324447794337e-08
2006,1.243602696376911e-07,8.812284590931085e-08
2007,1.533880151782796e-07,9.70658504684252e-08
2008,1.6050547912982438e-07,9.792110944317756e-08
2009,1.8500587373182498e-07,1.1395979981898563e-07
2010,2.30521095545555e-07,1.516337562179615e-07
2011,2.592653061128658e-07,1.498997050930484e-07
2012,3.571061029106204e-07,1.7906369009779155e-07
2013,3.854570707062521e-07,2.239667367121001e-07
2014,3.8696504134350107e-07,2.529239964133012e-07
2015,3.717196932484512e-07,2.2054925352676946e-07
2016,4.132323283556616e-07,2.3613276312062226e-07
2017,4.422444703777728e-07,2.4627834704915585e-07
2018,4.974486387254728e-07,2.870590947168239e-07
2019,4.4234127472009277e-07,2.451499199196405e-07
