year,ces_DET yeux_NOUN,ces_DET cieux_NOUN
1800,1.4651806452548044e-06,8.489244329723533e-08
1801,1.500145003774378e-06,5.9529565277216534e-08
1802,8.459035711894103e-07,3.5805442166747525e-08
1803,1.273571541560159e-06,3.9006784247064274e-08
1804,1.399067642182672e-06,4.449331658662459e-08
1805,1.3247809675931421e-06,1.2224374379421477e-07
1806,1.1324959672265322e-06,5.187004514795035e-08
1807,8.76862159771008e-07,3.98573707371952e-08
1808,1.264469290163106e-06,4.7587553009265093e-08
1809,9.917144296878178e-07,3.8403518809460024e-08
1810,1.095179300136806e-06,5.3822915013768124e-08
1811,1.318722354426427e-06,2.5070766795920463e-08
1812,8.935147590705128e-07,1.3336041604361526e-08
1813,1.0611486942480042e-06,5.7514832008109806e-08
1814,7.457624917606154e-07,5.664018853934749e-08
1815,6.527281044554911e-07,3.7761129112467984e-08
1816,9.061831178769353e-07,6.95281165974393e-08
1817,1.033763922464459e-06,5.293369620407162e-08
1818,1.0884035077651788e-06,4.7684708848194646e-08
1819,1.0237188661221808e-06,7.349245745302824e-08
1820,1.4346575767376635e-06,4.9839218974057076e-08
1821,1.1892954745462703e-06,7.198886142756322e-08
1822,1.2732531757819743e-06,4.3110148340019805e-08
1823,1.164180517321256e-06,7.609668783992163e-08
1824,1.013901965052355e-06,9.852701499113437e-08
1825,1.0575336801821322e-06,7.748789765393838e-08
1826,8.085729845674905e-07,4.8443913547302486e-08
1827,7.751726940341541e-07,5.806882036329952e-08
1828,8.667824431540794e-07,5.503380862137419e-08
1829,9.421920736940592e-07,1.800366966620004e-08
1830,1.1772751236094336e-06,8.766942172222514e-08
1831,1.3174569488683119e-06,2.9623292263636358e-08
1832,1.6046543152015147e-06,8.117981442623545e-08
1833,1.2510318470049242e-06,4.980960233158527e-08
1834,1.05573546704818e-06,7.467624763002334e-08
1835,1.3152210271982767e-06,6.42862474364847e-08
1836,1.182851960379594e-06,8.804182483057588e-08
1837,1.0993468038122955e-06,7.86241692862788e-08
1838,9.335687209954813e-07,7.700837878488187e-08
1839,8.263923803042417e-07,4.194885172559282e-08
1840,8.236007644768506e-07,3.6944192760568484e-08
1841,9.104337692633635e-07,5.906904743113728e-08
1842,1.0719807477244103e-06,2.2137274235944915e-08
1843,9.533754479207346e-07,5.316219958695356e-08
1844,9.654379482526565e-07,6.147188624794353e-08
1845,1.0853542917743653e-06,4.575786860527842e-08
1846,8.875424271082011e-07,3.6297907790583395e-08
1847,6.347824026420312e-07,2.6966118227278457e-08
1848,7.996950159849803e-07,7.321151457295727e-08
1849,8.58052082719496e-07,3.1841775438579134e-08
1850,7.637620598188732e-07,7.807345170363078e-08
1851,7.977955576166096e-07,3.3537082222423464e-08
1852,9.511906924331015e-07,5.338647346420089e-08
1853,8.599581917678734e-07,6.628844473333118e-08
1854,1.2973573859653698e-06,5.767187599703405e-08
1855,1.3309798134741868e-06,4.988520885262915e-08
1856,1.0292252170529537e-06,7.817555758293793e-08
1857,9.977804324989847e-07,7.029373261246974e-08
1858,1.1049920445316275e-06,5.529853774888238e-08
1859,1.32192815271992e-06,4.17558199128365e-08
1860,1.2692531328184486e-06,4.348324567082784e-08
1861,1.2784977911906026e-06,5.5648370300698247e-08
1862,1.2212116757837066e-06,3.975828044566754e-08
1863,1.2961041448988908e-06,3.446288365793748e-08
1864,1.121007358051429e-06,3.8357825249413224e-08
1865,1.3292128926423175e-06,6.589582124405524e-08
1866,1.157042760269178e-06,4.7196446861796915e-08
1867,1.3447140645439504e-06,3.2513838732484146e-08
1868,1.0852903713498563e-06,3.1121207277884366e-08
1869,1.41426717448212e-06,4.8835190114004945e-08
1870,1.1445161760548217e-06,5.8487296783482634e-08
1871,1.1407144455688467e-06,2.442870705721134e-08
1872,1.168346003055376e-06,3.9307704424729195e-08
1873,1.1786442470906877e-06,2.2148216760609074e-08
1874,1.1973117324259874e-06,1.5533982988813477e-08
1875,1.219829584897525e-06,1.830888685105947e-08
1876,1.3778868179770143e-06,3.869449538562719e-08
1877,1.2920080507683451e-06,3.339800713764163e-08
1878,1.0544248709720705e-06,2.596808090782332e-08
1879,1.2243088320929019e-06,4.3376210623335965e-08
1880,1.0043929279390795e-06,2.952209254836191e-08
1881,1.1978767631148912e-06,1.8825769887431676e-08
1882,1.2944724545604913e-06,6.655385131892899e-09
1883,1.2379585569988194e-06,2.4013488364449387e-08
1884,1.2219741307717413e-06,3.4328823339535575e-08
1885,1.1202515253216916e-06,2.2559725310067336e-08
1886,1.1241934529948594e-06,2.9685934488377086e-08
1887,1.455950183526511e-06,2.2851235792487046e-08
1888,1.280170074835496e-06,1.7119659689868172e-08
1889,1.3676793599870507e-06,1.4409814119709097e-08
1890,1.267618358724576e-06,3.6704564720935196e-08
1891,1.379381174615446e-06,2.2309770142392438e-08
1892,1.3665356775049986e-06,1.3790727226847821e-08
1893,1.3991922429568149e-06,1.4780199397712579e-08
1894,1.5779054081122013e-06,1.8904617871129403e-08
1895,1.302428181304549e-06,2.5880041665260478e-08
1896,1.3162168173153077e-06,1.3563166811891847e-08
1897,1.2667274944533347e-06,9.905413378419325e-09
1898,1.2448380246610213e-06,1.1882544947994234e-08
1899,1.434959330026686e-06,1.8241008703512307e-08
1900,1.445708264213863e-06,2.07642125715779e-08
1901,1.3267666361116426e-06,1.0618603996093157e-08
1902,1.3635858522320632e-06,1.2275710059572731e-08
1903,1.3403346628138024e-06,2.1060859278776434e-08
1904,1.2173525760772463e-06,2.3110889202371254e-08
1905,1.427466003178779e-06,2.3223415412942927e-08
1906,1.4794674996210233e-06,2.2634411678268407e-08
1907,1.241482422642548e-06,1.5942814790559368e-08
1908,1.382064894528412e-06,2.161011192214346e-08
1909,1.5078196042850323e-06,2.750491778780173e-08
1910,1.6155366893144674e-06,2.7255169121609413e-08
1911,1.4668271859363813e-06,4.149891807969652e-08
1912,1.4190463133445519e-06,1.719108988496032e-08
1913,1.5304428018225735e-06,2.7045247597001776e-08
1914,1.4089948336959424e-06,9.37544086809794e-09
1915,1.2134184999013087e-06,2.3561524176152204e-08
1916,1.5151710073268987e-06,2.0876177453388323e-08
1917,1.3444836781673075e-06,3.070598852961126e-08
1918,1.5483635849022903e-06,0.0
1919,1.7669860596924991e-06,3.130668485562538e-08
1920,1.7211682177276089e-06,2.1959472462640406e-08
1921,1.7379455385935216e-06,2.650461528030945e-08
1922,1.9234277885971096e-06,2.6560567745192998e-08
1923,1.8121423295269778e-06,2.653987074552333e-08
1924,1.8061166144889285e-06,1.160246199116699e-08
1925,1.9125831727251352e-06,4.839198175510262e-08
1926,1.9929295547171932e-06,1.560459372829115e-08
1927,2.164064483167749e-06,2.2298450641500267e-08
1928,1.776749357418339e-06,1.3711249802206282e-08
1929,2.0643173286316596e-06,1.559656870320225e-08
1930,1.6102024460451503e-06,9.453243521306831e-09
1931,1.4074210596959347e-06,1.9389106320488736e-08
1932,1.4521386049182183e-06,1.8631212239661465e-08
1933,1.4372739371992793e-06,8.02946376055047e-09
1934,1.2029506137878343e-06,1.1981580172459871e-08
1935,1.3560066349782574e-06,1.6755597798123745e-08
1936,1.2561204698613437e-06,1.33371855781661e-08
1937,1.1785287057364258e-06,1.3850230295986421e-08
1938,1.3198588675322753e-06,1.1668693122857121e-08
1939,1.3336412081343951e-06,2.5999885799876665e-08
1940,1.054885657936211e-06,1.0143131667916805e-08
1941,1.3429336860326657e-06,8.854508237732261e-09
1942,1.4776611720890287e-06,3.034211770724937e-09
1943,1.6548440129326991e-06,2.9032351855917682e-08
1944,1.8636479808264994e-06,2.8918675454292497e-08
1945,2.0042237025563736e-06,1.5249527862692958e-08
1946,1.852898975585049e-06,1.5313215584455975e-08
1947,1.9991300206356755e-06,2.2649655262441115e-08
1948,1.7188454819461185e-06,1.9569397657903664e-08
1949,1.4107040442468133e-06,1.1780409536754632e-08
1950,2.013273942225169e-06,2.020718614659245e-08
1951,1.703691978605093e-06,1.7058243262368933e-08
1952,1.6302267056289566e-06,6.326882462381889e-09
1953,1.3553474644822927e-06,2.9089334052656568e-08
1954,1.594877886645918e-06,3.029486195238462e-08
1955,1.2642413906860384e-06,1.3139851429144755e-08
1956,1.5881198720535394e-06,1.2209597777257386e-08
1957,1.2642939282159205e-06,2.120409026140635e-08
1958,1.3955274624777303e-06,2.3162280982091943e-08
1959,1.3199524033780108e-06,1.3176270963199954e-08
1960,1.4824425562665056e-06,1.1073332972788563e-08
1961,1.473009817232196e-06,2.2234110330643375e-08
1962,1.393962023144013e-06,1.6489086374082973e-08
1963,1.4386968274493483e-06,1.8104949428554562e-08
1964,1.5167332634291597e-06,1.0951143047943646e-08
1965,1.4172592415206964e-06,2.9549034885612002e-08
1966,1.269002027015631e-06,1.661722426327117e-08
1967,1.3499259381433149e-06,2.169347657066112e-08
1968,1.5338185619384603e-06,3.009248550345234e-08
1969,1.129989321668745e-06,1.8621207548141783e-08
1970,1.1561194668274766e-06,1.9314645188783786e-08
1971,1.1869697686961445e-06,1.9012070473500842e-08
1972,1.0342376128846809e-06,1.5903455219401508e-08
1973,1.0023004364256849e-06,3.3630542795037854e-08
1974,7.729535553835376e-07,1.0688586016271984e-08
1975,7.893265419056661e-07,1.4278700444236847e-08
1976,7.753256241471718e-07,1.371246427517292e-08
1977,7.769105891952677e-07,1.5279633114317903e-08
1978,1.029504474558962e-06,1.306930053068811e-08
1979,9.83131535292614e-07,1.2289143924704149e-08
1980,8.840409222443668e-07,1.8192481965328966e-08
1981,9.678090790998795e-07,1.3283653788054295e-08
1982,9.83889087535772e-07,1.427725515590339e-08
1983,9.605595536754663e-07,1.3262163589544684e-08
1984,9.869912176441176e-07,1.8556828018656546e-08
1985,8.848885642009918e-07,2.5866899400206478e-08
1986,9.944851342424954e-07,1.9781801308127456e-08
1987,8.976790084602726e-07,2.016569633500609e-08
1988,8.659023720269943e-07,2.338655974432058e-08
1989,8.682209298171983e-07,2.4147736699120514e-08
1990,7.807916588831176e-07,1.852541259284024e-08
1991,7.965731185777258e-07,2.110127450549726e-08
1992,8.264916218081453e-07,1.8182816141631974e-08
1993,8.901506447500651e-07,1.938722604677423e-08
1994,8.503181447849784e-07,1.2659824188965274e-08
1995,9.256123334466793e-07,2.5485519361545528e-08
1996,8.75980958880973e-07,2.7224270837677977e-08
1997,8.151320756155656e-07,1.917957803687642e-08
1998,8.287008554930253e-07,2.09797680339463e-08
1999,8.080115847519664e-07,1.736676483177213e-08
2000,8.155686259669892e-07,2.1206550404606617e-08
2001,8.306777772304486e-07,1.621048356659216e-08
2002,8.670437381397278e-07,2.015361805218774e-08
2003,8.425518274179922e-07,1.8334460283320198e-08
2004,8.32065069289456e-07,1.3654853303624037e-08
2005,8.696740181335372e-07,2.251874731129533e-08
2006,9.294077472077333e-07,1.935408322495391e-08
2007,1.0976829685205303e-06,1.7575709804207307e-08
2008,1.118003652322841e-06,2.000996635054264e-08
2009,1.2001540881101391e-06,2.5271419623607017e-08
2010,1.5786916520710292e-06,1.7005655383872664e-08
2011,1.7406720331791803e-06,2.676780286314795e-08
2012,2.1783812940157077e-06,3.199997630765061e-08
2013,2.5528862579449196e-06,3.6537537273506615e-08
2014,2.790392699125732e-06,3.0532776973402065e-08
2015,2.9950367661513155e-06,3.103205550858412e-08
2016,2.8679773720341473e-06,3.3141440480832784e-08
2017,2.4479414548750356e-06,2.892953071542692e-08
2018,2.8721397598019394e-06,3.201018583531834e-08
2019,2.7713931274320203e-06,3.316284219456733e-08
