year,ces_DET herbes_NOUN,ces_DET serbes_NOUN
1898,1.2165462859314857e-07,1.1316709680464498e-08
1899,1.8462112549855192e-07,2.2110313580014918e-09
1900,1.3496738482388082e-07,2.5955265714472375e-09
1901,9.500856368305222e-08,1.6207343245255856e-08
1902,1.2373915225794008e-07,0.0
1903,1.242050693406327e-07,9.720396709766987e-09
1904,1.1662936749701203e-07,9.13686282189019e-09
1905,1.0527948823835231e-07,1.7546581076999246e-08
1906,1.7130134377651984e-07,7.201858387428928e-09
1907,2.1085658197250723e-07,7.199980611716228e-09
1908,1.3457206460287807e-07,3.094175138329547e-08
1909,1.0176819831286821e-07,8.251475058784763e-09
1910,1.4001674664143593e-07,3.2064905175488434e-09
1911,1.1385601084157315e-07,7.980560989828689e-09
1912,1.3284024369397684e-07,1.0939784633734462e-08
1913,1.2515055836104239e-07,3.234823653386343e-08
1914,9.509376219796195e-08,3.8171439342704616e-08
1915,1.0602685840410686e-07,9.424609626051961e-08
1916,1.1866458748954756e-07,4.394984642885902e-08
1917,1.3159709144616727e-07,9.76011751419037e-08
1918,1.1486376561009592e-07,1.4013378812904875e-07
1919,6.905886085206703e-08,7.274199997908681e-08
1920,1.044967952168463e-07,2.3473919252836595e-08
1921,8.708659304801358e-08,3.256281333463562e-08
1922,1.2542490424038988e-07,1.4755870969551665e-09
1923,1.0828266949758358e-07,1.0615948120573648e-08
1924,1.4567535400189513e-07,7.734974771800296e-09
1925,1.4407612880518172e-07,1.8696902692738604e-08
1926,1.3375365437440223e-07,1.0031524610987219e-08
1927,1.694682119079971e-07,3.3447675740205796e-09
1928,1.1426041002238208e-07,1.828166551476329e-08
1929,1.3479891780576736e-07,1.893869061575515e-08
1930,1.417986492668888e-07,2.8359730563920493e-08
1931,9.238338982697769e-08,1.710803587684495e-08
1932,1.2055490206108743e-07,7.671675517073595e-09
1933,1.3420674527253595e-07,9.176529758292418e-09
1934,1.1023053403391714e-07,1.0783422155213884e-08
1935,1.328479601880872e-07,9.574627313213568e-09
1936,1.527714026394733e-07,1.6974600836050513e-08
1937,1.057653902236666e-07,1.0072894296442314e-08
1938,1.25762577241062e-07,1.1668693011834819e-08
1939,8.5646680858531e-08,1.2235240376412548e-08
1940,1.065028847335725e-07,1.2678914362851401e-08
1941,1.1806010213888385e-07,0.0
1942,1.426079556665627e-07,3.034211770724937e-09
1943,2.0032322911589517e-07,5.806470415592457e-09
1944,1.5744611836510103e-07,2.8918675454292497e-08
1945,1.2417472916581573e-07,1.089252021913012e-08
1946,1.1554516632372724e-07,1.6705325123211878e-08
1947,1.4662671077303457e-07,7.152522796260996e-09
1948,1.4459610930828148e-07,1.4133454406817236e-08
1949,1.394015169964291e-07,7.853606653895895e-09
1950,1.3613262694889272e-07,5.317680740191122e-09
1951,1.4712734230926117e-07,4.264560704569931e-09
1952,1.2759212708601808e-07,2.1089607837865287e-09
1953,1.6591693974277177e-07,1.0773827385790469e-09
1954,1.2899747492411962e-07,2.9317608341017376e-09
1955,9.479463791706166e-08,5.631364707880948e-09
1956,9.767678221805909e-08,1.744228317335228e-09
1957,1.3164206258409195e-07,1.7670075402875796e-09
1958,9.595802730189007e-08,8.272243445794913e-10
1959,1.0075972589618232e-07,7.750747599288843e-09
1960,1.2111458325136937e-07,2.7683333403416555e-09
1961,1.0700165509192061e-07,2.779263708063695e-09
1962,9.132417133628223e-08,3.805173787174709e-09
1963,9.440437942487279e-08,5.1728425987107585e-09
1964,1.040358563741961e-07,7.909158661334459e-09
1965,1.0178000753313654e-07,2.73602163147757e-09
1966,1.2573699947893147e-07,1.38476865529924e-08
1967,1.2079322253555347e-07,7.395503320850594e-09
1968,1.037517041169167e-07,8.98283178396575e-09
1969,1.0264372551915812e-07,2.2708789015890574e-09
1970,9.197450268061402e-08,4.59872487312829e-09
1971,1.1407242261896045e-07,1.541519245584766e-09
1972,9.029058523069011e-08,5.643161382629103e-09
1973,9.207050499782099e-08,2.7566018356850464e-09
1974,1.2320002085175474e-07,6.750685899170605e-09
1975,7.824728065486397e-08,1.7134440533084216e-09
1976,8.855966360243883e-08,5.142174241967723e-09
1977,1.00492971277788e-07,2.3507127355770763e-09
1978,8.970293219334735e-08,2.970295565063452e-09
1979,1.0475032041767918e-07,5.851973239323627e-09
1980,9.437349923757665e-08,2.8425753417771205e-09
1981,8.412980712080298e-08,1.2651099057237047e-09
1982,8.566353493222323e-08,4.966001831974154e-09
1983,7.01000102409921e-08,1.2630632095778083e-09
1984,8.872483014954469e-08,3.479405208395292e-09
1985,8.662403683246112e-08,1.8046674155058895e-09
1986,1.0550294149425099e-07,1.1988970705090196e-08
1987,1.0449496734565855e-07,6.110816852533674e-10
1988,1.1033659141901353e-07,1.1993107618124554e-09
1989,8.287064723333515e-08,4.390497854167563e-09
1990,6.647354044986287e-08,1.089730194969718e-09
1991,1.0667866590097219e-07,8.206051504977552e-09
1992,8.485314317852044e-08,3.361066047702366e-08
1993,8.087243053012116e-08,2.658819636680576e-08
1994,8.756378200303061e-08,2.004472093863896e-08
1995,1.0465330024800323e-07,1.8436333071303324e-08
1996,6.992900480895514e-08,1.4946658133396795e-08
1997,1.0117227233763515e-07,5.753873377756236e-09
1998,8.296544784514026e-08,1.0966696883940585e-08
1999,8.226361858376663e-08,2.2851006115098826e-08
2000,8.084997382695747e-08,1.1045078962546029e-08
2001,8.192865763589907e-08,1.621048362210331e-08
2002,1.1040678504770085e-07,7.448076710936391e-09
2003,6.833753918300545e-08,1.0000615113803235e-08
2004,7.003617819023589e-08,1.761916529341434e-09
2005,9.097574515948281e-08,6.3052495447024626e-09
2006,8.647568527919702e-08,9.882935358973555e-09
2007,9.586750504553265e-08,6.391167373109852e-09
2008,7.493094145161194e-08,3.831695738476526e-09
2009,9.154929525578837e-08,4.291373256748443e-09
2010,1.2565289431165638e-07,9.447586046817946e-10
2011,1.4531093661673822e-07,9.177532817039591e-09
2012,1.6102114663851808e-07,6.46808034909796e-09
2013,1.4112972301916216e-07,1.3387800257280702e-08
2014,1.803815834477973e-07,6.929424548052232e-09
2015,1.799859177253893e-07,1.2412821881468972e-08
2016,1.7212835423663364e-07,4.349814064497082e-09
2017,1.9823017893827455e-07,3.018733707449428e-09
2018,1.7450715539268913e-07,5.162933303104467e-09
2019,1.6351831000349648e-07,3.0611854162643226e-09
