year,petites_ADJ ondes_NOUN,petites_ADJ sondes_NOUN
1931,8.89617837174228e-08,4.5621426636444085e-09
1932,8.110057336807586e-08,7.6716757391182e-09
1933,1.2273608263058122e-07,5.735331320977366e-09
1934,5.391711255242626e-08,0.0
1935,4.4282651323612754e-08,1.196828414151696e-09
1936,8.366053094732706e-08,4.849885826274658e-09
1937,7.176937255604088e-08,8.813782592653752e-09
1938,9.205302364811985e-08,0.0
1939,6.576441702321745e-08,1.070583532936098e-08
1940,1.242533604894902e-07,0.0
1941,6.493305448884712e-08,2.9515025978810172e-09
1942,4.5513175450651033e-08,0.0
1943,3.774205836748479e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,0.0
1945,5.010559434026618e-08,2.178504043826024e-09
1946,2.6450098289387824e-07,0.0
1947,3.099426493236024e-08,4.7683483828109274e-09
1948,5.544662684542345e-08,4.348755133776194e-09
1949,4.712163814701853e-08,0.0
1950,5.7430952438153327e-08,8.508289184305795e-09
1951,5.6505429890663095e-08,5.330700769690111e-09
1952,3.268889159357968e-08,5.272402070488624e-09
1953,2.9089333830611963e-08,0.0
1954,3.518113045331006e-08,1.9545072227344917e-09
1955,3.9419553843345057e-08,1.0324168187025862e-08
1956,4.971050748814321e-08,3.488456634670456e-09
1957,3.534015258210843e-08,9.718541527092839e-09
1958,6.865961976743051e-08,2.4816730892496253e-09
1959,3.64285146492449e-08,9.300897829689347e-09
1960,5.951916748347941e-08,8.997083078554624e-09
1961,6.04489873157199e-08,4.86371165564492e-09
1962,3.614915300431676e-08,5.7077609305622445e-09
1963,3.4916686875163805e-08,5.1728425987107585e-09
1964,2.4335873760605864e-08,2.4335873316516654e-09
1965,4.322914293197755e-08,5.47204326295514e-09
1966,3.600398557068729e-08,4.985167390003653e-09
1967,2.9582013671980434e-08,5.916402479044791e-09
1968,3.009248650265306e-08,1.7965663401398047e-09
1969,2.9067249385228422e-08,7.2668124850849836e-09
1970,2.1614008360870685e-08,3.219107425067591e-09
1971,1.849823050292798e-08,6.166076982339064e-09
1972,2.2572646307672528e-08,2.0520587451500205e-09
1973,2.0398854161385316e-08,6.064523994098181e-09
1974,2.3064844367759463e-08,4.500457340128605e-09
1975,3.255543745694922e-08,4.569184142155791e-09
1976,1.428381679602353e-08,2.285410749536254e-09
1977,2.7620874476497193e-08,4.11374712072643e-09
1978,1.485147826940647e-08,8.316828115084718e-09
1979,1.872631405497316e-08,0.0
1980,1.3644362084619388e-08,5.685150683554241e-10
1981,1.4548763582755697e-08,3.1627747087981106e-09
1982,2.6692260179927985e-08,3.7245013739806154e-09
1983,1.5156758848000607e-08,2.5261264191556165e-09
1984,1.6817124248724724e-08,1.739702604197646e-09
1985,2.4062232761856706e-08,4.812446441349039e-09
1986,1.558566253834215e-08,7.792831269171074e-09
1987,1.588812459374367e-08,1.1610551631235921e-08
1988,1.4991384134077634e-08,7.195864348830128e-09
1989,1.6464365870660913e-08,2.7440609784434855e-09
1990,1.5801088437683575e-08,5.44865097484859e-10
1991,1.8756688924259635e-08,2.344586080837985e-09
1992,8.815910668147353e-09,2.7549720282848966e-09
1993,1.6063700869484165e-08,6.093128224193833e-09
1994,1.476979427650349e-08,0.0
1995,1.4098372247417501e-08,0.0
1996,9.60856638698715e-09,5.338092190498855e-10
1997,2.445396263262012e-08,9.58978896292706e-10
1998,1.0013071261028017e-08,4.768129224785866e-10
1999,1.4624643718263997e-08,4.570201161957499e-10
2000,1.9439339027371716e-08,1.3254094488601709e-09
2001,1.0514908055370142e-08,8.762423675534592e-09
2002,1.7963008858146168e-08,2.1906108038649563e-09
2003,1.0417307572119228e-08,1.6667691671301554e-09
2004,1.0571499231559756e-08,8.809582507929292e-10
2005,1.3961623857028371e-08,0.0
2006,1.8530505130343045e-08,8.235779835885637e-10
2007,1.5179022483380322e-08,3.1955835755326234e-09
2008,1.7455501932772677e-08,2.554463751636149e-09
2009,2.098004614481397e-08,1.430457752249481e-09
2010,3.637320755700557e-08,1.4171379625338432e-09
2011,2.7532598423363197e-08,1.1471915639660324e-09
2012,4.119145957659498e-08,3.744677901096338e-09
2013,2.0360612751346707e-08,5.578250084070646e-10
2014,2.7934242391447484e-08,3.2481677347817595e-09
2015,3.014542571122547e-08,2.881548111233201e-09
2016,2.7755955894770423e-08,8.285360175719347e-10
2017,1.8363962794865074e-08,1.7609279590047322e-09
2018,2.5298374339843832e-08,2.323319980845895e-09
2019,2.6275173758971704e-08,3.06118530524202e-09
