year,grandes_ADJ ondes_NOUN,grandes_ADJ sondes_NOUN
1858,1.761723389392955e-08,1.468102794888182e-08
1859,2.2914779407301467e-08,3.3099126994784456e-08
1860,1.2816115280145368e-08,2.746310290291376e-09
1861,3.159695793897299e-08,6.13075279431996e-09
1862,1.8523744316212287e-08,1.3553959066214816e-09
1863,5.0445670751742e-08,4.994620717013731e-09
1864,5.130359070903978e-08,1.6302074357099627e-08
1865,2.447559133145205e-08,9.88437331983505e-09
1866,5.011581194480641e-08,5.352174259343201e-09
1867,4.4160586298858107e-08,1.94112459439566e-09
1868,1.9265508299781686e-08,1.7289560005906424e-08
1869,4.2974967584541446e-08,2.441759683335931e-09
1870,3.899153000475053e-08,6.307453670473251e-09
1871,4.779529660936532e-08,1.0621177271019633e-09
1872,2.963196266136947e-08,1.8142017887967654e-09
1873,2.0352414864532875e-08,0.0
1874,3.764003864148435e-08,1.1949218503559678e-08
1875,1.94531928343622e-08,5.149374260327022e-09
1876,1.3301232115736639e-08,2.9625471853478302e-08
1877,2.535774612510977e-08,1.1132669008873108e-08
1878,2.113680963589104e-08,2.536417298415472e-08
1879,2.6881030734671185e-08,1.832797580370027e-09
1880,2.7596738449986447e-08,9.626769603698904e-09
1881,1.673401861523871e-08,4.183504653809678e-09
1882,3.8601232432711186e-08,9.317538740560849e-09
1883,4.107570461542309e-08,8.847074184359371e-09
1884,5.677459569142229e-08,5.941527270181268e-09
1885,3.158361394639542e-08,1.2891271383708158e-09
1886,3.613939725255477e-08,7.098810428374236e-09
1887,1.3057849024278312e-08,6.528924623161458e-10
1888,5.896771781976895e-08,1.268122939990235e-09
1889,4.1349903057152915e-08,1.8795409673089125e-09
1890,2.2284913470116408e-08,2.6217545912032847e-09
1891,4.206985337873448e-08,2.5496880162734215e-09
1892,4.8894396087462155e-08,4.387958441043338e-09
1893,4.8035648403388365e-08,5.542574843531156e-09
1894,4.348062176973144e-08,3.150769645188234e-09
1895,5.838056083007359e-08,4.814891596538473e-09
1896,3.597187614445829e-08,1.7691086373616827e-09
1897,4.836172351474488e-08,0.0
1898,4.9793523970720344e-08,5.6583548957434e-10
1899,3.040167939616367e-08,2.7637891975018647e-09
1900,4.3085741197046445e-08,5.191053142894475e-10
1901,1.956058603980182e-08,0.0
1902,4.566564015817676e-08,0.0
1903,5.238213662828173e-08,5.400220270956879e-10
1904,2.4723274982818566e-08,3.2247751136083025e-09
1905,3.148063143498803e-08,3.096455536422127e-09
1906,5.812928449699939e-08,2.0576738091193647e-09
1907,6.428554460979896e-08,5.142843373384665e-10
1908,4.6658195751447806e-08,3.929111258571538e-09
1909,5.280944037622248e-08,5.500983557560346e-10
1910,4.11499598840237e-08,1.068830135508847e-09
1911,8.56580244512628e-08,2.6601871816467337e-09
1912,5.3657037368815e-08,0.0
1913,3.1817939505351944e-08,2.6514948014977335e-09
1914,8.437896986679405e-08,2.678697486047099e-09
1915,4.005459075528961e-08,3.534228465440492e-09
1916,3.29623865980011e-08,2.197492410260793e-09
1917,6.250861872558744e-08,7.676496771580332e-09
1918,4.020231791912465e-08,6.89182577673364e-09
1919,9.76031905297603e-08,7.366278698128781e-09
1920,1.1585514680945153e-07,1.514446346106979e-09
1921,1.0374664327628125e-07,3.0290989716519334e-09
1922,1.4018076804900304e-07,0.0
1923,1.2632978041438037e-07,0.0
1924,1.6888028375738884e-07,0.0
1925,1.2647905123230885e-07,0.0
1926,1.393267297089551e-07,0.0
1927,2.1406512296096025e-07,3.3447675740205796e-09
1928,1.382550924855508e-07,2.2852082448565625e-09
1929,1.659920616514654e-07,0.0
1930,1.5440296863289404e-07,5.2518016602221e-09
1931,1.2773999547022186e-07,0.0
1932,9.973178383138048e-08,9.863582839386709e-09
1933,1.204419532996326e-07,6.882397318719313e-09
1934,9.705079939692496e-08,3.5944740517379614e-09
1935,1.591781755294619e-07,1.196828414151696e-09
1936,1.9157049280238425e-07,4.849885826274658e-09
1937,1.7879388281016872e-07,3.777335333410292e-09
1938,2.281877751197925e-07,0.0
1939,2.2788135733975423e-07,4.588215141154706e-09
1940,3.321875583495171e-07,0.0
1941,2.1250818349471956e-07,0.0
1942,1.1833425861418334e-07,0.0
1943,1.5096823346993915e-07,0.0
1944,1.1888788975511488e-07,0.0
1945,1.3506725338174874e-07,0.0
1946,2.798141922610853e-07,6.960552134671616e-09
1947,9.417487945029279e-08,0.0
1948,9.458542393758762e-08,1.0871887834440486e-09
1949,1.3940152299163344e-07,0.0
1950,1.1911605213299481e-07,1.0635361480382244e-09
1951,7.356367448529966e-08,8.529121409139861e-09
1952,9.38487580981473e-08,6.326882129314981e-09
1953,8.726800104774668e-08,2.1547654771580937e-09
1954,1.2117945402678743e-07,9.772536113672459e-10
1955,1.0418024665170833e-07,9.385607846468247e-09
1956,1.35177696369837e-07,1.744228317335228e-09
1957,6.891329606961705e-08,7.068030161150318e-09
1958,1.1002083849520616e-07,6.617794756635931e-09
1959,6.123090767751194e-08,2.325224457422337e-09
1960,1.0035208219960623e-07,2.076250060767393e-09
1961,1.1186536141849501e-07,6.948159270159238e-10
1962,9.766613190409501e-08,1.9025869768540815e-09
1963,8.470529599957644e-08,6.466053248388448e-10
1964,8.456716216187488e-08,2.4335873316516654e-09
1965,8.700548659312801e-08,0.0
1966,9.804162204307687e-08,5.539074754423723e-10
1967,8.085750102804212e-08,4.930335584241163e-10
1968,8.443861476692405e-08,1.7965663401398047e-09
1969,7.539318080951318e-08,1.8167031212712459e-09
1970,5.288533913572202e-08,1.3796175313274261e-09
1971,6.268845087475938e-08,0.0
1972,6.874396651923576e-08,1.0260293725750103e-09
1973,4.520827090459534e-08,0.0
1974,5.0067586576663103e-08,1.1251143350321513e-09
1975,6.853775857962319e-08,0.0
1976,7.141908886509896e-08,0.0
1977,6.229388604950259e-08,0.0
1978,4.158414057542359e-08,5.940591352171509e-10
1979,7.666084800295181e-08,0.0
1980,6.083111192545232e-08,0.0
1981,6.515316208766109e-08,0.0
1982,7.635227916580334e-08,6.207502289967692e-10
1983,7.767838883232514e-08,0.0
1984,8.176602328546778e-08,3.479405208395292e-09
1985,7.519447819959169e-08,1.2031116103372597e-09
1986,5.8745959319317365e-08,0.0
1987,8.18849443806613e-08,6.110816852533674e-10
1988,4.677312037681958e-08,0.0
1989,5.982052897479662e-08,1.0976244357863152e-09
1990,4.794812724639996e-08,5.44865097484859e-10
1991,3.751337840363078e-08,0.0
1992,4.407955400687058e-08,1.1019888335184191e-09
1993,4.320581692418557e-08,0.0
1994,4.0616935592652226e-08,0.0
1995,3.68726640331829e-08,0.0
1996,3.4697599016197955e-08,0.0
1997,4.8428435817093884e-08,4.79489448146353e-10
1998,3.814503202193009e-08,1.43043876743576e-09
1999,4.20458512451205e-08,4.570201161957499e-10
2000,5.036556061099873e-08,0.0
2001,4.600272268673322e-08,1.4019877703219663e-08
2002,3.548789351270898e-08,0.0
2003,2.541822929913451e-08,0.0
2004,4.2285996398883086e-08,8.809582507929292e-10
2005,3.9632994774940755e-08,0.0
2006,4.612036574869194e-08,1.2353669198716943e-09
2007,3.7947554432093966e-08,7.988958938831558e-10
2008,5.06635322028437e-08,8.514879357157668e-10
2009,4.196009473211859e-08,0.0
2010,5.2906482084225104e-08,0.0
2011,6.424272841476508e-08,0.0
2012,7.99999351208669e-08,0.0
2013,5.2435551234353284e-08,0.0
2014,4.287581556461362e-08,4.330890368553497e-10
2015,4.4774822433035766e-08,1.994917786518613e-09
2016,4.68122866026377e-08,2.0713399884186856e-09
2017,4.22622689344454e-08,5.031222660711876e-10
2018,3.923829550167568e-08,7.744400121190154e-10
2019,4.336679226835116e-08,7.65296326310505e-10
