year,ses_DET âges_NOUN,ses_DET ages_NOUN,ses_DET sages_ADJ
1800,1.4463157071986643e-07,3.144164484325529e-09,7.860410988769218e-08
1801,7.381665767525192e-08,0.0,1.5477687043130572e-07
1802,2.2378401354217203e-08,2.2378401354217203e-09,1.857407312400028e-07
1803,1.8918289867997373e-07,3.900678446910888e-09,2.574447819370107e-07
1804,3.9549615138412264e-08,0.0,2.199947330971952e-07
1805,1.1087222873129576e-07,0.0,2.5017324212228687e-07
1806,3.7461699520235925e-08,0.0,2.449418756711452e-07
1807,4.27043254092041e-08,0.0,2.5053206309522125e-07
1808,6.118399653587403e-08,0.0,1.9035021026070353e-07
1809,6.551188391767937e-08,0.0,1.8072244500899615e-07
1810,1.8721014072298203e-08,0.0,2.0593115124256656e-07
1811,7.521229861140455e-09,0.0,2.3817228722577966e-07
1812,1.600324850414836e-08,5.3344164641089264e-09,3.974140296847395e-07
1813,3.738464116054274e-08,2.8757416448144113e-09,3.2208305356107303e-07
1814,4.090680150170556e-08,3.1466771410748606e-09,4.059213551954599e-07
1815,1.6183340889597275e-08,0.0,3.371529357920622e-07
1816,5.7940098940889584e-08,4.6352077731626196e-09,2.4798363007505486e-07
1817,7.628679554727569e-08,3.113746815941454e-09,2.0706416781202108e-07
1818,7.867976847819591e-08,1.1921177378582115e-09,1.871624797367133e-07
1819,9.522965882524659e-08,3.1053151161586356e-09,2.5463582797868867e-07
1820,6.170570543417853e-08,8.306536791735653e-09,2.539426979808468e-07
1821,2.859831660373402e-08,1.97229765852569e-09,3.086645730121518e-07
1822,3.909990198280866e-08,2.0051231786055723e-09,2.5665575265065854e-07
1823,2.2730180404550993e-08,0.0,2.0457161431508553e-07
1824,4.7158231097910175e-08,8.421112696055388e-10,3.3179183844822546e-07
1825,6.956300069305144e-08,7.924898959288385e-09,2.9146015645409307e-07
1826,2.8185549894033102e-08,5.284790383086602e-09,2.792131130746611e-07
1827,8.664236617050847e-08,9.217273055917019e-10,2.0462346617122762e-07
1828,3.760643352279658e-08,0.0,2.870930302378838e-07
1829,7.801590129474789e-08,8.57317605795771e-10,2.743416378514496e-07
1830,6.262101237552997e-08,0.0,2.4109092189306125e-07
1831,7.795603096383275e-08,0.0,1.6214854836604786e-07
1832,6.088486514954639e-08,1.3529969367098715e-09,1.785955978661491e-07
1833,1.1467792404573629e-07,0.0,2.5599819331034723e-07
1834,8.961149688957448e-08,9.334530925997342e-10,2.090934856369131e-07
1835,1.013453783116347e-07,1.5126175867408165e-09,2.1101016045577126e-07
1836,1.0954822471376247e-07,6.720750067579218e-10,1.814602486049921e-07
1837,9.671468603755784e-08,6.957890930081589e-10,1.871672683506631e-07
1838,6.375283589932224e-08,6.312161904276081e-10,1.8810242541356104e-07
1839,6.082583325905944e-08,1.3982950353153e-09,2.167357298077377e-07
1840,7.38883869644269e-08,1.910906599622564e-09,1.8153612701965471e-07
1841,6.292137300079048e-08,0.0,1.7849125555358114e-07
1842,5.2324466537356784e-08,0.0,1.7374405913983537e-07
1843,7.029224491361674e-08,1.7720733769266417e-09,2.0496981445461415e-07
1844,8.946354768113451e-08,1.2074834521147437e-08,1.7782938233068535e-07
1845,6.138250796539069e-08,0.0,1.8135740731395344e-07
1846,4.4494210982293225e-08,5.854501328173001e-10,1.405080354288657e-07
1847,9.16848037491036e-08,1.0786447290911383e-09,1.720438360663934e-07
1848,3.218088551193432e-08,0.0,1.8664914591681736e-07
1849,3.6869426622843093e-08,0.0,1.4412593118962036e-07
1850,7.332116069846961e-08,0.0,1.8262399059665313e-07
1851,5.095056465620473e-08,0.0,1.4253260260943534e-07
1852,6.575650957074686e-08,1.3021090872200602e-09,1.5820625920426323e-07
1853,8.062107781370287e-08,5.971931837933653e-10,1.8751865416000157e-07
1854,3.3771819119010615e-08,1.0391328908454511e-09,1.9327871925156614e-07
1855,6.739810487488285e-08,2.1227748447927297e-09,2.1811511530245298e-07
1856,5.487820686767009e-08,4.659470365098173e-09,1.5479795489881099e-07
1857,5.3208449202202246e-08,0.0,1.7915138439406064e-07
1858,7.829881809584549e-08,1.9574704079872163e-09,1.438740779291514e-07
1859,7.332729978770658e-08,0.0,1.690601567627681e-07
1860,5.034902272882391e-08,9.154367819341758e-10,1.3777323992769652e-07
1861,8.017138242166766e-08,4.715963841661619e-09,1.678883054800906e-07
1862,8.177555343991116e-08,0.0,1.7349067071847912e-07
1863,7.491931341974123e-08,4.994620828036034e-10,1.8979558902287863e-07
1864,9.829192038068868e-08,1.9178911792039344e-09,1.6397970270531914e-07
1865,4.8009813014004976e-08,2.8241067262513297e-09,1.557965454423993e-07
1866,4.670988573707291e-08,1.4596838737723772e-09,1.4450870233773117e-07
1867,6.599823620945244e-08,1.455843445796745e-09,1.1307050939990404e-07
1868,5.9278487896108345e-08,4.93987406535723e-10,1.3782248764471206e-07
1869,4.5905078849273195e-08,9.767038289254515e-10,1.655512935627712e-07
1870,6.479475445075877e-08,3.4404292748035914e-09,1.6514061185191053e-07
1871,2.549082545044712e-08,0.0,8.072094859201684e-08
1872,7.25680706636922e-08,1.2094678591978436e-09,9.191955430143395e-08
1873,4.3697831131339626e-08,0.0,1.1493128315720469e-07
1874,2.5093358502203955e-08,3.5847653734322193e-09,1.0575057896033968e-07
1875,5.378235456987568e-08,1.1443054281912168e-09,1.3445589297500504e-07
1876,4.6554312405078235e-08,1.209202959984168e-09,8.766721748543205e-08
1877,3.710889728836264e-08,1.2369631985365004e-09,1.2493328427343187e-07
1878,3.744235144154118e-08,1.0870359501424787e-08,1.491654888496896e-07
1879,3.604501941367744e-08,1.221865053580018e-09,9.59164063729645e-08
1880,3.9790645445236805e-08,1.9253538763308597e-09,1.2193907661384173e-07
1881,5.020205406935929e-08,2.091752326904839e-09,9.691785352039517e-08
1882,2.5290463057103807e-08,0.0,1.1846585734609505e-07
1883,3.6020232130340446e-08,6.319338941018771e-10,1.1817164136118663e-07
1884,5.479408571318345e-08,1.3203393933736152e-09,1.0496698266138083e-07
1885,4.060750313783501e-08,6.445635691854079e-10,8.959433595023825e-08
1886,2.3877817056927597e-08,3.2267319372003556e-09,1.0390076621291655e-07
1887,2.3504128421336645e-08,2.6115699047757346e-09,8.683469587822401e-08
1888,2.3460273723685532e-08,1.0779044767872392e-08,8.369611492753393e-08
1889,4.1976417008982025e-08,3.132568371366773e-09,1.1841108688015467e-07
1890,3.1461055982617836e-08,6.554386478008212e-10,8.520702721170892e-08
1891,4.461954006274027e-08,5.736797925592896e-09,7.776548593962929e-08
1892,2.570090096298827e-08,0.0,8.086380920424574e-08
1893,3.87980243488073e-08,1.847525021858587e-09,5.665743080252028e-08
1894,2.0164925729204697e-08,2.520615716150587e-09,9.074216711368877e-08
1895,1.5046536461227333e-08,0.0,5.8982420725328666e-08
1896,3.3023361822870356e-08,0.0,7.902018994698778e-08
1897,6.409385022720926e-09,6.4093846896540185e-09,7.458193640452748e-08
1898,1.4711722506888236e-08,5.6583548957434e-10,1.0694290519808192e-07
1899,2.2110313580014918e-08,2.7637891975018647e-09,5.969784666604028e-08
1900,1.661137005726232e-08,1.5573159428683425e-09,6.021621512530828e-08
1901,2.3472702892490815e-08,1.1177477832191585e-09,5.253414414596591e-08
1902,1.5221880644844532e-08,0.0,7.070808871745271e-08
1903,1.5660639007819555e-08,4.3201759947208984e-09,7.560308290521789e-08
1904,1.8811189050893518e-08,3.7622376325430196e-09,3.9772226401169064e-08
1905,2.5287718585786934e-08,1.5482277682110634e-09,7.844353966390827e-08
1906,2.4692084821253957e-08,1.0288369045596824e-09,4.7840915895491776e-08
1907,2.674278576364486e-08,1.028568674676933e-09,5.605699138211406e-08
1908,1.5225305460830896e-08,9.822778146428846e-10,5.991894624912675e-08
1909,2.0903737407707013e-08,5.500983557560346e-10,7.591357098490903e-08
1910,1.7635697346918278e-08,5.344150677544235e-10,6.145773479016015e-08
1911,2.4473720827700163e-08,0.0,4.947947984668133e-08
1912,3.3861237369592345e-08,1.5628263683176158e-09,5.782457535019603e-08
1913,1.484837142129436e-08,1.060597942803554e-09,4.613601195524453e-08
1914,1.875088173619588e-08,1.3393487430235496e-09,6.830678356273268e-08
