year,ses_DET âges_NOUN,ses_DET ages_NOUN,ses_DET sages_ADJ
1915,1.295883844676382e-08,2.3561523843085297e-09,4.830112487752558e-08
1916,1.7579939282086343e-08,3.2962386153911893e-09,5.6036057571873243e-08
1917,3.61891991929042e-08,1.0966424435210342e-09,4.8252267959014716e-08
1918,1.9526840588923733e-08,6.89182577673364e-09,4.9391417178412667e-08
1919,2.2098836538475553e-08,9.207848372660976e-10,4.880159809594886e-08
1920,3.028892692213958e-08,2.2716695191604686e-09,3.9375606775138294e-08
1921,2.4232791773215467e-08,2.27182422873895e-09,4.998013380941302e-08
1922,2.4347187377316004e-08,7.377935484775833e-10,5.1645550058765366e-08
1923,2.229349149729387e-08,1.0615948120573648e-09,5.201814445854325e-08
1924,1.933743654092268e-08,1.289162443462999e-09,5.414482329157977e-08
1925,3.079489729884699e-08,0.0,4.0693259872881526e-08
1926,3.009457216762712e-08,1.1146138456652466e-09,4.0126099776216506e-08
1927,8.919379901328739e-09,3.344767462998277e-09,5.4631200896437804e-08
1928,1.3711249025050165e-08,1.1426041224282812e-09,6.855624690160766e-08
1929,2.4508894469477127e-08,2.2280812750352652e-09,6.350031744872808e-08
1930,2.10072066408884e-08,0.0,4.8316576517493104e-08
1931,4.334035708097872e-08,0.0,5.930785285102047e-08
1932,5.4797684612140074e-08,0.0,4.822196164600001e-08
1933,2.6382522833046096e-08,0.0,6.423570964031455e-08
1934,1.9170528275935794e-08,0.0,4.193552882725271e-08
1935,1.6755597798123745e-08,7.180970484910176e-09,6.10382491217365e-08
1936,1.2124714565686645e-08,4.849885826274658e-09,6.183604428500189e-08
1937,2.2664012888640173e-08,0.0,4.5328023889901203e-08
1938,2.3337385357535823e-08,1.2965214457594243e-09,3.759912092782258e-08
1939,7.647025235257843e-09,0.0,3.5176317858542916e-08
1940,3.550096039361961e-08,0.0,4.3108308034334186e-08
1941,3.5418032950929046e-08,0.0,3.246652724442356e-08
1942,5.76500234217292e-08,0.0,3.034211815133858e-08
1943,3.4838823381733164e-08,0.0,6.387117679196308e-08
1944,2.8918675454292497e-08,3.2131861615880553e-09,2.8918675454292497e-08
1945,3.267756198965799e-08,0.0,4.1391576388605245e-08
1946,3.3410650246423756e-08,0.0,4.454753366189834e-08
1947,2.9802176726434482e-08,2.3841741914054637e-09,3.814678706248742e-08
1948,4.240036233227329e-08,4.348755133776194e-09,5.0010683594337024e-08
1949,1.47255123650325e-08,9.817008317369869e-10,3.7304630495782476e-08
1950,1.914365022059883e-08,0.0,3.296961992305114e-08
1951,1.7058242818279723e-08,0.0,3.1984203729962246e-08
1952,1.370824520563474e-08,0.0,2.741649041126948e-08
1953,2.2625037843226892e-08,2.1547654771580937e-09,3.5553629373907825e-08
1954,2.5408594339637602e-08,0.0,4.6908174899940036e-08
1955,2.7218263198847126e-08,0.0,3.566530937249013e-08
1956,1.744228228517386e-08,1.744228317335228e-09,3.3140339583681566e-08
1957,2.47381048978923e-08,1.7670075402875796e-09,2.6505113492891752e-08
1958,3.557064687242928e-08,1.6544486891589827e-09,2.3989505326671434e-08
1959,3.100299039715537e-08,1.5501495642666896e-09,2.4802393028267034e-08
1960,2.6991250123842292e-08,2.076250060767393e-09,3.875666565456015e-08
1961,3.47407969059077e-08,0.0,3.4740797960619574e-08
1962,3.6783347923119436e-08,0.0,3.044139096353149e-08
1963,2.0044765847160306e-08,6.466053248388448e-10,2.5217608334848762e-08
1964,2.9203047091641565e-08,6.083968329129164e-10,3.954579413933956e-08
1965,2.9001830270658502e-08,1.0944086747954884e-09,4.6512369067386317e-08
1966,2.326411419062424e-08,2.215629901769489e-09,2.8803188056869544e-08
1967,3.303324902503846e-08,2.9582012395223956e-09,4.240088674611897e-08
1968,3.09907690621003e-08,1.3474247273492779e-09,4.715986617886969e-08
1969,2.997560244466513e-08,1.8167030935156703e-09,3.542571236359038e-08
1970,2.0234390163409444e-08,1.3796175035718505e-09,4.2768141472748766e-08
1971,3.648262136835001e-08,1.541519245584766e-09,3.905181966690208e-08
1972,3.1806909106535386e-08,5.130146862875051e-10,2.7189778206704318e-08
1973,2.205281468548037e-08,5.513203782392395e-10,2.5912057166621594e-08
1974,1.6314157136321228e-08,3.3753429495853027e-09,1.5751600912494723e-08
1975,2.227477224892027e-08,1.7134440533084216e-09,3.198428855100133e-08
1976,3.428116102099921e-08,1.7140580621521906e-09,1.599787491368687e-08
1977,2.2331770210826107e-08,1.1753563677885381e-09,1.7630345183761165e-08
1978,1.841583241457556e-08,1.1881182704343018e-09,1.663365545301332e-08
1979,2.4578287849408298e-08,5.851973350345929e-10,2.1652301729346846e-08
1980,1.3075846183596695e-08,5.685150683554241e-10,1.9898027447950994e-08
1981,2.1506869174459098e-08,1.2651099057237047e-09,2.150686878588104e-08
1982,3.662426451001011e-08,6.207502289967692e-10,2.4209258597807093e-08
1983,2.7787390166622572e-08,6.315316047889041e-10,2.0209010465066513e-08
1984,2.4355836458767044e-08,0.0,1.9716629218180515e-08
1985,3.188245756291508e-08,0.0,2.4062231318566774e-08
1986,1.978180286243969e-08,0.0,1.7384007122700496e-08
1987,1.649920555735207e-08,1.2221633705067347e-09,1.649920555735207e-08
1988,2.338656024392094e-08,0.0,2.698449264038061e-08
1989,2.57941739079115e-08,1.0976244357863152e-09,2.57941739079115e-08
1990,2.6153525567451652e-08,5.44865097484859e-10,1.5256222951620657e-08
1991,2.2273567878983158e-08,3.5168791212569772e-09,2.3445861474513663e-08
1992,2.7549720726938176e-08,5.509944167592096e-10,1.652983222522053e-08
1993,2.7142116110212555e-08,0.0,3.3235245056051355e-08
1994,2.2154692302933654e-08,0.0,1.898973578384755e-08
1995,3.7957157417167764e-08,5.422450821690461e-10,2.060531301140145e-08
1996,2.4021414191111035e-08,1.6014276571496566e-09,1.7615704450690828e-08
1997,2.4933450859521145e-08,4.79489448146353e-10,1.5823151788829648e-08
1998,2.0979769033147022e-08,4.768129224785866e-10,1.5258013519314773e-08
1999,3.7475651026852574e-08,2.7421206971744994e-09,2.102292562256025e-08
2000,1.8113929911578452e-08,1.3254094488601709e-09,1.767212554071307e-08
2001,2.4096664219541708e-08,0.0,2.3220422695757748e-08
2002,2.3220474432150695e-08,0.0,2.6287329091267964e-08
2003,2.083461403401543e-08,0.0,2.2084692297141828e-08
2004,1.761916479381398e-08,1.761916529341434e-09,2.8631143678126136e-08
2005,2.2068373795036678e-08,0.0,2.38698731891418e-08
2006,2.9648807853277503e-08,4.1178899179428186e-10,1.4824404093172205e-08
2007,2.5964116190380082e-08,0.0,1.837460494868992e-08
2008,2.8524846484856425e-08,0.0,1.7029759102893394e-08
2009,2.62250594573743e-08,0.0,2.5271420511785436e-08
2010,1.842279218067233e-08,4.723793023408973e-10,2.1257068549829228e-08
2011,3.4033352136475514e-08,3.82397197240536e-10,1.453109360616267e-08
2012,2.246806829475645e-08,0.0,1.906381574823257e-08
2013,2.2591912340885756e-08,2.789125042035323e-10,2.3986475639059535e-08
2014,2.03551842048455e-08,0.0,2.9233509349357867e-08
2015,2.7485535625260127e-08,0.0,3.834675277314403e-08
2016,2.9620162322885335e-08,0.0,5.46833773817923e-08
2017,1.9873329648589788e-08,1.257805665177969e-09,2.5407674186794793e-08
2018,2.7621693377000156e-08,0.0,2.4523934272213666e-08
2019,2.397928433595098e-08,0.0,2.9081260954910704e-08
