year,dus_VERB aider_VERB,dus_VERB céder_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,7.801356893821776e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,1.2535384286138651e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,9.341240669868967e-09
1818,0.0,4.768470951432846e-09
1819,0.0,1.035105001712111e-09
1820,0.0,0.0
1821,0.0,9.86148829262845e-10
1822,0.0,2.5064039732569654e-08
1823,0.0,2.075364236020505e-08
1824,0.0,1.6842225392110777e-09
1825,0.0,2.641632912414593e-09
1826,0.0,3.5231937367541377e-09
1827,0.0,1.8434546111834038e-09
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,3.652892388572582e-08
1831,0.0,0.0
1832,0.0,1.8941957335982806e-08
1833,0.0,2.7800709290204395e-08
1834,0.0,3.733812370398937e-09
1835,0.0,6.806779140333674e-09
1836,0.0,1.2769425516978572e-08
1837,0.0,1.2524203896191466e-08
1838,0.0,9.468243078458727e-09
1839,0.0,1.3283802502428443e-08
1840,0.0,6.3696887764308485e-09
1841,0.0,4.494383976094696e-09
1842,0.0,8.049918065466954e-09
1843,0.0,7.678984559333912e-09
1844,0.0,1.701453911095996e-08
1845,0.0,1.2276501593078137e-08
1846,0.0,1.2879903366069811e-08
1847,0.0,5.9325460100012606e-09
1848,0.0,1.769948809737798e-08
1849,0.0,1.4245005175439474e-08
1850,0.0,2.2403686017469226e-08
1851,0.0,4.514607354622058e-09
1852,0.0,1.6927417689771573e-08
1853,0.0,8.957897534855874e-09
1854,0.0,2.0782657372819813e-08
1855,0.0,1.0083180512765466e-08
1856,0.0,1.9673318973900678e-08
1857,0.0,2.8312753030945714e-08
1858,0.0,1.663849857891364e-08
1859,0.0,1.5276519604867644e-08
1860,0.0,1.6477862629926676e-08
1861,0.0,2.4051415081771665e-08
1862,4.517986262886353e-10,1.0391368654438793e-08
1863,0.0,3.296449690992631e-08
1864,2.3973640850272204e-09,2.3973639073915365e-08
1865,0.0,1.8827376990770972e-08
1866,0.0,9.244664589402873e-09
1867,0.0,1.2132028714972876e-08
1868,0.0,8.89177353968762e-09
1869,0.0,2.1487483792270723e-08
1870,0.0,1.548193218070537e-08
1871,0.0,2.0180236148803488e-08
1872,0.0,1.269941218851045e-08
1873,5.986004469882289e-10,2.0352414864532875e-08
1874,0.0,1.9118749250424116e-08
1875,0.0,2.803548326824057e-08
1876,1.813804439976252e-09,2.0556450763820067e-08
1877,1.8554447978047506e-09,1.1751150275074451e-08
1878,0.0,6.039088784604019e-09
1879,0.0,4.887460214320072e-09
1880,0.0,1.1552122813895949e-08
1881,0.0,1.4642266066289267e-08
1882,6.655385131892899e-10,9.317538740560849e-09
1883,0.0,1.7694148368718743e-08
1884,0.0,1.0562715146988921e-08
1885,0.0,1.5469526104539e-08
1886,6.453463874400711e-10,9.034849313138693e-09
1887,1.9586774424595887e-09,9.140494583448344e-09
1888,0.0,1.0779045211961602e-08
1889,0.0,1.0650732740202784e-08
1890,0.0,1.5075089621063853e-08
1891,0.0,1.4023283867459213e-08
1892,0.0,1.3790726782758611e-08
1893,0.0,7.390100087434348e-09
1894,0.0,1.1972924873759894e-08
1895,1.8055843487019274e-09,1.2639090662958097e-08
1896,2.358811590497112e-09,4.1279202278587945e-09
1897,0.0,1.2236098356765979e-08
1898,0.0,1.1882545614128048e-08
1899,5.527578395003729e-10,1.0502398950507086e-08
1900,0.0,1.557315876254961e-08
1901,0.0,7.824234593556412e-09
1902,0.0,1.276673788908056e-08
1903,0.0,8.100330184390714e-09
1904,0.0,9.674325340824907e-09
1905,5.160759042333041e-10,5.676835002077496e-09
1906,0.0,5.144184633820714e-09
1907,1.5428529565042481e-09,1.131425531042396e-08
1908,0.0,8.349361202419914e-09
1909,0.0,9.901770070541716e-09
1910,0.0,1.068830179917768e-08
1911,0.0,4.788336838146279e-09
1912,0.0,8.856016364688912e-09
1913,1.590896969716482e-09,3.71209285532359e-09
1914,0.0,6.696743604095445e-09
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,0.0,4.394984820521586e-09
1917,0.0,1.5352993543160665e-08
1918,0.0,1.378365155346728e-08
1919,0.0,9.207848705727883e-09
1920,0.0,6.815008557481406e-09
1921,0.0,4.543648568500203e-09
1922,7.377935484775833e-10,8.853522359686394e-09
1923,0.0,1.0615948120573648e-09
1924,0.0,7.734974438733389e-09
1925,0.0,6.598906754362588e-09
1926,0.0,1.3375366592072169e-08
1927,0.0,6.689535148041159e-09
1928,0.0,1.1426041224282812e-09
1929,0.0,1.3368487650211591e-08
1930,0.0,1.2604324695075775e-08
1931,0.0,9.124285327288817e-09
1932,0.0,1.4247397928102146e-08
1933,0.0,1.0323596200123575e-08
1934,0.0,0.0
1935,0.0,1.4361940969820353e-08
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,0.0,8.813782592653752e-09
1938,0.0,1.0372171566075394e-08
1939,0.0,0.0
1940,0.0,0.0
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,1.3921104269343232e-09,1.1136883415474585e-08
1947,2.3841741914054637e-09,8.344609447874518e-09
1948,0.0,3.2615663503321457e-09
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,4.2541445921528975e-09
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,0.0,8.435843135146115e-09
1953,3.232148326759443e-09,1.723812381726475e-08
1954,1.9545072227344917e-09,1.07497895029951e-08
1955,9.385607846468247e-10,8.447047505910632e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,8.835037701437898e-10,6.184526224473075e-09
1958,8.272243445794913e-10,9.099467845885556e-09
1959,0.0,8.525822714489095e-09
1960,6.920833350854139e-10,7.612916519406099e-09
1961,0.0,4.86371165564492e-09
1962,0.0,4.43936931660005e-09
1963,0.0,5.819448034571906e-09
1964,6.083968329129164e-10,3.6503808864551957e-09
1965,3.830430195250756e-09,6.0192477668863376e-09
1966,1.6617224263271169e-09,6.092982118843793e-09
1967,0.0,8.874604162656397e-09
1968,8.982831700699023e-10,3.1439910674890825e-09
1969,9.083515606356229e-10,4.5417578031781147e-10
1970,4.5987250119061684e-10,1.8394900047624674e-09
1971,0.0,6.166076982339064e-09
1972,0.0,6.156176013405457e-09
1973,5.513203782392395e-10,2.205281512956958e-09
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,1.1422960355389478e-09,2.2845920710778955e-09
1976,0.0,5.142174241967723e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,0.0,2.970295565063452e-09
1979,5.851973350345929e-10,1.0533551808578068e-08
1980,0.0,7.95921106799824e-09
1981,1.8976649140967083e-09,5.69299452024552e-09
1982,0.0,4.966001831974154e-09
1983,1.2630632095778083e-09,3.78918940668882e-09
1984,1.1598016991243298e-09,5.219107812592938e-09
1985,1.8046674155058895e-09,3.609334831011779e-09
1986,0.0,1.1988970927134801e-09
1987,6.110816852533674e-10,6.110816852533674e-10
1988,0.0,7.195864348830128e-09
1989,2.1952488715726304e-09,8.780995486290522e-09
1990,5.44865097484859e-10,5.448650863826288e-09
1991,5.861465202094962e-10,5.861465202094962e-10
1992,0.0,1.65298330578878e-09
1993,5.539207426075166e-10,3.323524566667402e-09
1994,3.6924485691258724e-09,8.967375286772494e-09
1995,0.0,1.626735190995987e-09
1996,1.067618438099771e-09,2.6690460952494277e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,0.0,6.198567881199324e-09
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,4.4180314962005696e-10,5.3016377954406835e-09
2001,0.0,1.7524847129024579e-09
2002,0.0,7.886198361006791e-09
2003,0.0,8.333845835650777e-10
2004,8.809582507929292e-10,1.3214374039449694e-09
2005,9.007499190971657e-10,3.602999676388663e-09
2006,1.2353669198716943e-09,6.58862386870851e-09
2007,0.0,5.192823504529542e-09
2008,8.514879357157668e-10,1.7029758714315335e-09
2009,0.0,2.384096253749135e-09
2010,2.3618964561933353e-09,6.140930874920514e-09
2011,2.2943831279320648e-09,3.059177577924288e-09
2012,2.382976926895708e-09,5.1063788752969685e-09
2013,1.3945624655065103e-09,1.0040849929282558e-08
2014,8.661780737106994e-10,7.795602385840539e-09
2015,1.329945265027277e-09,8.422986752520956e-09
2016,2.6927420293532123e-09,1.7813524877396958e-08
2017,1.2578056374223934e-09,6.037467414898856e-09
2018,1.5488800242380307e-09,1.0067719991013746e-08
2019,1.02039510174734e-09,4.3366790158927415e-09
