year,nos_DET âges_NOUN,nos_DET ages_NOUN,nos_DET sages_NOUN
1800,9.432493763839034e-08,3.144164484325529e-09,3.395697589780866e-07
1801,9.762848840466631e-08,2.3811825844433088e-09,5.405284504433894e-07
1802,1.1412984690650774e-07,0.0,2.886813774694019e-07
1803,1.2872238985828233e-07,0.0,2.2233867014165298e-07
1804,1.3842365964578107e-07,0.0,1.6561401383619057e-07
1805,2.0753007090590359e-07,0.0,3.667312171717896e-07
1806,1.3543844712415876e-07,0.0,1.020110905969318e-06
1807,7.402083213037258e-08,0.0,3.3024679524373823e-07
1808,1.20101923961613e-07,0.0,3.648379269804991e-07
1809,1.1746959049929728e-07,0.0,1.152105575386031e-07
1810,1.9891077229772236e-07,2.3401267590372754e-09,3.0889673219292035e-07
1811,1.0529722693775057e-07,0.0,2.1310152886755418e-07
1812,1.600324992523383e-07,2.6672082320544632e-09,3.2539941576814613e-06
1813,1.4091134392657523e-07,0.0,1.2365688917270745e-07
1814,9.754699448194515e-08,0.0,1.7306723831822524e-07
1815,9.170560133497929e-08,0.0,2.0768620867528398e-07
1816,3.244645441213834e-08,0.0,8.482430260414731e-07
1817,6.850242650902061e-08,0.0,3.5341024651192043e-07
1818,1.275565961744718e-07,3.5763532135746345e-09,3.3260084686403957e-07
1819,1.0661581484328053e-07,0.0,4.026558491077026e-07
1820,8.781195859342006e-08,0.0,1.8393046197218155e-07
1821,2.2089733642260967e-07,9.86148829262845e-10,3.5304127699031795e-07
1822,1.31335568198665e-07,3.0076847679083585e-09,3.138017916626268e-07
1823,1.670174141210623e-07,2.9648061783404955e-09,4.081549649370686e-07
1824,8.842168330858158e-08,0.0,3.5200252046507785e-07
1825,1.1887348416728116e-07,1.0566531427613768e-08,2.7825198922748484e-07
1826,6.605988089880555e-08,1.7615968683770689e-09,2.712859313858118e-07
1827,7.650336719677853e-08,9.217273055917019e-10,2.2582318981445582e-07
1828,1.146537678131665e-07,0.0,2.34810915600292e-07
1829,8.058785416764636e-08,0.0,2.3490502343292974e-07
1830,9.914993781556802e-08,0.0,6.022054415133482e-07
1831,1.559120670346914e-07,0.0,1.6214854170470971e-07
1832,1.3800568510191624e-07,1.3529969367098715e-09,2.5030443495666077e-07
1833,1.146779246008478e-07,0.0,2.2240567076892148e-07
1834,1.1108091424461009e-07,9.334530925997342e-10,1.7362227100470307e-07
1835,1.096647750387092e-07,7.563087933704082e-10,1.565559202276745e-07
1836,9.6106723468381e-08,4.032449929525228e-09,7.661655132551459e-08
1837,8.279889995854717e-08,6.957890930081589e-10,1.537693838926657e-07
1838,9.468242501142754e-08,0.0,1.4517972424243908e-07
1839,7.900366805202452e-08,2.0974426639952526e-09,1.6220222143203955e-07
1840,6.369688487772862e-08,0.0,1.229349919640299e-07
1841,7.704657889462396e-08,6.420548537278137e-10,2.1573042952027777e-07
1842,1.1202802596699257e-07,0.0,1.3886108973792943e-07
1843,9.864541761217538e-08,0.0,2.516344093095313e-07
1844,7.848642269436823e-08,5.488561272137815e-10,1.0812466039178403e-07
1845,8.035527931937736e-08,1.1160455892778032e-09,6.752075787375134e-08
1846,6.615586300995346e-08,1.1709002656346001e-09,2.1368930336329583e-07
1847,5.3392914090011345e-08,0.0,2.2921200404368847e-07
1848,8.367030396305708e-08,8.045221711050488e-10,1.5446825241127726e-07
1849,5.865590413378641e-08,0.0,1.080944542763973e-07
1850,5.906426459034719e-08,2.7155984128057753e-09,1.7040380306809766e-07
1851,1.0899551483589676e-07,2.579775504329973e-09,1.231842836624253e-07
1852,8.919447225252952e-08,1.9531636308300904e-09,1.5169570688478018e-07
1853,1.0212003687115612e-07,0.0,1.0570319353142565e-07
1854,9.352196173040284e-08,3.6369650624479277e-09,1.0651112125614759e-07
1855,1.0136250239156652e-07,1.0613874223963649e-09,1.1144567579890463e-07
1856,1.076855342674321e-07,3.106313539724681e-09,1.2580569785924922e-07
1857,9.958278690547218e-08,4.881509085841174e-10,1.1666806809529362e-07
1858,9.44479436326695e-08,4.893676019968041e-10,8.514995908370793e-08
1859,1.0897250679597903e-07,0.0,1.512375509271635e-07
1860,1.0161348296122696e-07,1.373155145145688e-09,1.4875847442752388e-07
1861,7.734180340612795e-08,9.431927461278633e-10,1.1931388482766536e-07
1862,1.5903311423315358e-07,9.035972525772706e-10,1.0933527017087386e-07
1863,1.0189026156126602e-07,1.4983862484108101e-09,1.0388811277906029e-07
1864,1.0020981733305234e-07,2.397363974004918e-09,1.2322451103941034e-07
1865,1.219072696678758e-07,4.706844303203894e-09,1.435587462239596e-07
1866,1.2115376080146234e-07,1.4596838737723772e-09,1.187209524577959e-07
1867,7.521857625647499e-08,1.94112459439566e-09,1.0142376183353008e-07
1868,7.706203386526056e-08,4.939873954334928e-09,1.4029241901525324e-07
1869,1.3771524098871168e-07,1.4650557433881772e-09,1.4699392769657038e-07
1870,1.3245652041860012e-07,2.2936195165357276e-09,1.4793845481975154e-07
1871,6.585129597169725e-08,0.0,1.274541272522356e-07
1872,7.498701015684617e-08,6.652073114565837e-09,1.439266803515693e-07
1873,1.0355788082616613e-07,5.986004469882289e-10,7.302925286722939e-08
1874,7.886483954777646e-08,0.0,5.61613264227212e-08
1875,9.440519477266207e-08,0.0,1.7107366667712398e-07
1876,7.315678196562203e-08,0.0,9.55270347269277e-08
1877,7.298082882467583e-08,6.184815992682502e-10,1.0390491134160129e-07
1878,7.126124756950958e-08,1.2078177347163432e-09,9.964496383574328e-08
1879,7.331190365889029e-08,0.0,1.2890676481802643e-07
1880,7.123809209197418e-08,6.417846254436199e-10,1.1102874397650453e-07
1881,1.0807386985334233e-07,0.0,8.018383468311185e-08
1882,1.044895456825401e-07,1.3310770263785798e-09,7.520585443288041e-08
1883,8.594300737740923e-08,1.895801682305631e-09,7.772787063986542e-08
1884,7.393900602892245e-08,6.601696966868076e-10,1.4193648123494995e-07
1885,5.478790227053665e-08,6.445635691854079e-10,6.961286391771182e-08
1886,6.776136884933948e-08,0.0,8.647641841497133e-08
1887,3.982643864697266e-08,6.528924623161458e-10,6.463635315867577e-08
1888,4.438430378783664e-08,1.268122939990235e-09,5.833365612772923e-08
1889,6.45309095048674e-08,6.265136742733546e-10,8.019375030698939e-08
1890,6.095579418996522e-08,1.3108772956016423e-09,4.4569829604768074e-08
1891,5.163118199646988e-08,0.0,4.780665108228277e-08
1892,9.089342789536659e-08,6.268512375839919e-10,4.011847742901864e-08
1893,8.806535678473892e-08,0.0,4.249307450354678e-08
1894,7.75089308291399e-08,0.0,3.213784971478617e-08
1895,9.027921521465032e-08,6.018614495673091e-10,5.8380561940296616e-08
1896,8.255840810988957e-08,0.0,9.494216779426523e-08
1897,7.691261894038348e-08,0.0,4.7196379693303925e-08
1898,6.620275028179634e-08,1.6975064687230201e-09,8.034863974160089e-08
1899,6.522542150833033e-08,0.0,6.798921425854587e-08
1900,7.942311097686172e-08,0.0,9.395806355172454e-08
1901,5.253414420147706e-08,0.0,6.31527494743267e-08
