year,nos_DET âges_NOUN,nos_DET ages_NOUN,nos_DET sages_NOUN
1902,5.401312180852713e-08,1.9641135939885146e-09,6.285163256514181e-08
1903,8.748356594701079e-08,5.400220270956879e-09,4.428180533366799e-08
1904,5.535864033845428e-08,0.0,6.449550404852289e-08
1905,6.192911039537563e-08,1.0321518084666081e-09,7.586316119745362e-08
1906,8.693672093329496e-08,5.144184522798412e-10,5.7614867265964875e-08
1907,7.662836826183295e-08,5.142843373384665e-10,7.097123733146304e-08
1908,6.532147267535038e-08,1.4734167219643268e-09,4.371136164138534e-08
1909,5.611003189853747e-08,1.1001967115120692e-09,6.27112107798311e-08
1910,8.336875367831453e-08,0.0,7.268045010278001e-08
1911,9.417062329930559e-08,1.5961122423746588e-09,5.9588191048121075e-08
1912,7.293189818735613e-08,0.0,5.938740166300249e-08
1913,5.356019472380069e-08,0.0,7.583275185574223e-08
1914,7.165515736318184e-08,3.348371913070025e-09,4.08501362736402e-08
1915,7.539687973956433e-08,1.1780761921542648e-09,6.008188679906823e-08
1916,6.372727856529536e-08,0.0,4.944357789860021e-08
1917,5.3735478289240746e-08,1.0966424435210342e-09,5.9218690839912824e-08
1918,7.581008532042688e-08,0.0,3.5607767401302226e-08
1919,1.0957339613426598e-07,9.207848372660976e-10,2.7623544562871416e-08
1920,8.178010180159845e-08,3.028892692213958e-09,6.739286284584978e-08
1921,7.345565183891622e-08,7.572747429129834e-10,4.8465583990520145e-08
1922,9.6650952130517e-08,0.0,5.9023482268383276e-08
1923,9.235874642854469e-08,0.0,8.17428009725063e-08
1924,1.353620575628156e-07,1.289162443462999e-09,5.672314773441656e-08
1925,9.018505831015489e-08,0.0,5.279125581125754e-08
1926,1.0923215365554739e-07,0.0,5.238685041319968e-08
1927,1.3602054282912945e-07,1.1149224876660924e-09,7.58147300494727e-08
1928,1.0054916321777796e-07,1.1426041224282812e-09,7.541187174719965e-08
1929,9.692153701834627e-08,0.0,5.904415489865755e-08
1930,7.457558304224676e-08,2.100720708497761e-09,4.5165495565768765e-08
1931,6.501053295693282e-08,1.1405356659111021e-09,5.7026782407376686e-08
1932,6.356531490059325e-08,0.0,7.342889585260082e-08
1933,5.964744076436546e-08,0.0,6.194157542438461e-08
1934,7.788027112098916e-08,0.0,4.553000465534751e-08
1935,8.138433305049375e-08,0.0,2.2739739868882225e-08
1936,6.183604739362636e-08,1.2124714565686645e-09,3.516167268458048e-08
1937,8.310137644684801e-08,0.0,4.910536244295827e-08
1938,5.4453899167583586e-08,0.0,3.759912203804561e-08
1939,5.505858258203489e-08,0.0,5.6587985852729616e-08
1940,3.803674530900025e-08,0.0,4.817987697691706e-08
1941,7.969057280732272e-08,0.0,4.427253941230447e-08
1942,7.888950648293758e-08,3.034211770724937e-09,6.978687161485198e-08
1943,9.00002916637277e-08,0.0,6.387117434947243e-08
1944,4.819779064746399e-08,0.0,5.7837350908584995e-08
1945,5.446259976338297e-08,0.0,1.1328221027895324e-07
1946,1.1693727408612631e-07,0.0,2.9234318965620787e-08
1947,7.867775075887096e-08,0.0,4.410722409531331e-08
1948,7.17544597073072e-08,0.0,3.587722940956439e-08
1949,8.148117158768287e-08,2.945102384188658e-09,8.540797313827397e-08
1950,1.1167129376765672e-07,1.0635361480382244e-09,4.998620006801957e-08
1951,9.382033372418164e-08,1.0661401761424827e-09,5.117472889892838e-08
1952,8.014050933979888e-08,0.0,3.4797851933277e-08
1953,8.61906213067698e-08,0.0,4.201792513924829e-08
1954,5.5703454071576175e-08,0.0,5.863521757021317e-08
1955,7.508486055129993e-08,0.0,5.162084226739694e-08
1956,7.1513363453235e-08,0.0,1.4215460719668727e-07
1957,9.18843952035786e-08,8.835037701437898e-10,5.4777233637892664e-08
1958,6.204182634306221e-08,1.6544486891589827e-09,4.38428906512911e-08
1959,8.9133602276803e-08,7.750747821333448e-10,6.898165683111301e-08
1960,1.0727291921419635e-07,0.0,5.536666736194462e-08
1961,9.796904398839956e-08,0.0,8.407272761301599e-08
1962,8.815319391120013e-08,6.341956404476434e-10,1.1796038956735089e-07
1963,8.7291721406757e-08,6.466053248388448e-10,7.047997829801034e-08
1964,9.125952604716048e-08,0.0,7.36160152836618e-08
1965,8.481667279625071e-08,2.188817349590977e-09,8.043903765297955e-08
1966,7.699313964160126e-08,0.0,6.259154528009958e-08
1967,8.430874154363721e-08,0.0,1.2572355867490614e-07
1968,7.545578939449626e-08,4.4914158503495116e-10,7.051522940559884e-08
1969,6.994306767094116e-08,2.2708788183223305e-09,1.9983734489414928e-07
1970,8.507641591215531e-08,0.0,5.84038071238524e-08
1971,8.375588000930634e-08,4.6245578477766e-09,6.834068577710184e-08
1972,6.463984758564578e-08,1.5390440033513642e-09,6.36138219323179e-08
1973,6.781240968756208e-08,1.102640756478479e-09,5.072147601925536e-08
1974,6.525663398537773e-08,2.8127858930915295e-09,6.694430265685725e-08
1975,6.511087491389844e-08,2.2845920710778955e-09,7.82472775462395e-08
1976,6.05633834194208e-08,5.713526873840635e-10,6.056338397453231e-08
1977,6.053085394031044e-08,1.1753563677885381e-09,5.9355498405189167e-08
1978,5.524750124052957e-08,2.9702956760857546e-09,6.178215117280672e-08
1979,6.495690174634916e-08,0.0,5.734933994361313e-08
1980,1.000586504762424e-07,0.0,6.083111397936491e-08
1981,6.452060419270822e-08,2.5302198114474095e-09,5.1869507466939524e-08
1982,6.331652335767046e-08,0.0,8.628427949908257e-08
1983,7.452073225167055e-08,0.0,6.820541420538007e-08
1984,5.277097780975737e-08,1.1598016991243298e-09,5.567048200205704e-08
1985,6.617113579299172e-08,0.0,6.376491390458483e-08
1986,7.373217170147939e-08,0.0,1.1509411823595883e-07
1987,7.027439680173941e-08,1.8332451112712533e-09,2.884305470018944e-07
1988,5.996553631426593e-08,1.798966087207532e-09,7.615623398571358e-08
1989,7.628489773203739e-08,5.488122178931576e-10,1.037255050739816e-07
1990,6.919786588177601e-08,5.44865097484859e-10,8.663355288707209e-08
1991,6.330382673613855e-08,0.0,9.378344190125176e-08
1992,6.997628887450702e-08,0.0,7.989419170684187e-08
1993,7.865674733764649e-08,5.539207426075166e-10,8.75194765548315e-08
1994,7.96513928147391e-08,0.0,5.85516855000634e-08
1995,7.157635240062632e-08,2.1689803286761844e-09,1.3447677549294212e-07
1996,6.9929007695535e-08,1.067618438099771e-09,1.16370407532429e-07
1997,6.185413881087953e-08,0.0,8.486963265497138e-08
1998,6.818424802546019e-08,4.768129224785866e-10,9.297852088252512e-08
1999,7.540831925556546e-08,4.570201161957499e-10,1.1059886872999414e-07
2000,6.8479491188711e-08,4.4180314962005696e-10,6.008522901446156e-08
2001,6.528005669359516e-08,0.0,7.360435949621547e-08
2002,6.61564415471716e-08,4.38122149670761e-10,9.156752733829876e-08
2003,8.000492068838128e-08,0.0,9.083891949757117e-08
2004,7.796480350208412e-08,4.404791253964646e-10,1.5284625920486405e-07
2005,7.746449171008862e-08,4.5037495954858286e-10,1.3376136376308523e-07
2006,8.771105508564858e-08,0.0,1.0788871707134717e-07
2007,8.468296508468143e-08,3.994479469415779e-10,1.1064708438368598e-07
2008,9.536664533071892e-08,0.0,1.2644596036892608e-07
2009,9.154929880850204e-08,0.0,1.9358861003127004e-07
2010,1.2659764703215615e-07,0.0,1.284871720130809e-07
2011,1.6710758177218565e-07,1.1471915639660324e-09,6.615471448423449e-08
2012,1.3378712515610403e-07,1.0212758416727752e-09,6.127654872400967e-08
2013,1.6344272957269368e-07,0.0,6.666008789402156e-08
2014,1.9034263232242665e-07,0.0,8.315309640849478e-08
2015,1.5183541779428822e-07,2.2165753954528356e-10,1.0417904272586043e-07
2016,1.8766341325360258e-07,8.285360175719347e-10,1.2241619673503124e-07
2017,1.5672258912857728e-07,2.515611330355938e-10,4.95575430692341e-08
2018,1.8844706506371267e-07,0.0,8.622098945920698e-08
2019,1.535694682530675e-07,0.0,7.525414025266741e-08
