year,des_DET eaux_NOUN,des_DET seaux_NOUN
1866,7.208892000676315e-06,1.2747906075194493e-07
1867,7.036091247414333e-06,1.6014277726128512e-07
1868,7.288290028384381e-06,1.33870585727891e-07
1869,6.767580892130809e-06,1.5773767547688777e-07
1870,7.1973782382883655e-06,1.6743422026621602e-07
1871,6.624428294799145e-06,2.984550953044618e-07
1872,6.733107710488184e-06,1.6327816343419954e-07
1873,8.112831608286797e-06,2.2208076816410127e-07
1874,7.736521247636574e-06,1.475728502731144e-07
1875,7.623934770606411e-06,1.6706858740889174e-07
1876,7.904559844007508e-06,1.874264519141633e-07
1877,7.546712389228105e-06,2.0904677411337502e-07
1878,7.1859116275163615e-06,1.9264693118525855e-07
1879,7.152798069398614e-06,1.6922831180821163e-07
1880,7.279762776590815e-06,1.6814756964578237e-07
1881,7.238857200775328e-06,1.5478967441140412e-07
1882,7.0413976160921266e-06,1.670501634798427e-07
1883,7.053014144275949e-06,1.7694149490043998e-07
1884,6.847280161537128e-06,1.8418734537561932e-07
1885,7.208154563898006e-06,1.8563430104201473e-07
1886,6.695468691475526e-06,1.5294708988200512e-07
1887,7.375726312375264e-06,1.7562807541615655e-07
1888,6.678569661744405e-06,1.287144719697153e-07
1889,6.352222271743813e-06,1.6539961111838863e-07
1890,6.851300383914349e-06,1.4616281829304967e-07
1891,6.857385699277074e-06,2.09711839005422e-07
1892,7.3040705999005695e-06,1.7551834652351772e-07
1893,6.971327501048563e-06,1.3240595841956804e-07
1894,7.339402820605301e-06,1.9156679997855974e-07
1895,6.161255665659837e-06,1.7514168137999775e-07
1896,6.510909507539964e-06,1.6452710771552859e-07
1897,6.841144177371916e-06,1.858721683234421e-07
1898,6.608392482121417e-06,2.0370077224995953e-07
1899,6.924950255893236e-06,1.8959593539591424e-07
1900,6.856861965331973e-06,1.9258806860378286e-07
1901,6.472318631267626e-06,1.7828076837034246e-07
1902,6.062236636239504e-06,2.0672295164558818e-07
1903,7.404242083453028e-06,1.6740683417282298e-07
1904,6.919829928619947e-06,1.8542456725612055e-07
1905,6.729629639323775e-06,1.8165871784603382e-07
1906,6.96574034719788e-06,1.9187808564247177e-07
1907,6.356554379749468e-06,2.072565905564261e-07
1908,6.3288159140029165e-06,1.773011433225946e-07
1909,6.2133607130476776e-06,1.96935206808746e-07
1910,7.122683996385604e-06,1.7902905069533404e-07
1911,6.413179164610483e-06,1.7504030491721778e-07
1912,6.157015072005834e-06,1.9222764779947e-07
1913,5.958439423636719e-06,1.8719553085411178e-07
1914,5.755851248068211e-06,2.3237700075284806e-07
1915,5.268356662924134e-06,3.734501416996494e-07
1916,4.6861523514962755e-06,2.977602191478468e-07
1917,4.420565666407583e-06,3.344759429424471e-07
1918,4.654279464944011e-06,2.848621249995631e-07
1919,4.755853723281689e-06,2.909680026919048e-07
1920,5.151389402158202e-06,2.0445025583626375e-07
1921,5.319097759581837e-06,1.4766857603376593e-07
1922,5.0915132021600584e-06,2.4199628145815666e-07
1923,5.053191209469787e-06,1.9639503934243407e-07
1924,5.75997785290383e-06,1.8692855174862189e-07
1925,5.5727766365976095e-06,1.693719466899779e-07
1926,5.224195156472433e-06,1.6607746822216995e-07
1927,5.202228344103332e-06,2.0291589486465256e-07
1928,5.289114298534514e-06,2.0795395228034863e-07
1929,5.342938777630479e-06,1.8493074893655148e-07
1930,4.97450676562039e-06,1.596547681836924e-07
1931,4.785687728769972e-06,2.2240446018173543e-07
1932,5.736221488916726e-06,2.02751432087922e-07
1933,4.8887962478261215e-06,1.3994207703760253e-07
1934,4.89088120048109e-06,1.6654396084447853e-07
1935,4.832793294440307e-06,1.675559762048806e-07
1936,5.008719377030957e-06,1.3822174160793566e-07
1937,4.882835717978651e-06,2.41749474660935e-07
1938,5.153672823610123e-06,1.7243734740102212e-07
1939,5.677151669658542e-06,1.927050297112487e-07
1940,5.773977530765251e-06,1.749690170527174e-07
1941,5.776090482356722e-06,2.6858674928575965e-07
1942,5.291665118534183e-06,2.57907989631434e-07
1943,6.21001997913595e-06,2.670976331220487e-07
1944,4.4920344279830715e-06,2.3134940185798314e-07
1945,4.028054089388888e-06,3.0281206297999574e-07
1946,4.195820942243245e-06,2.116007795649466e-07
1947,3.857593902978351e-06,2.4080159821693314e-07
1948,4.4379048134146615e-06,2.554893763218047e-07
1949,4.915376095482316e-06,1.7474274383033617e-07
1950,4.415802159485338e-06,1.7441993094280406e-07
1951,4.885054256220656e-06,2.5374135992350944e-07
1952,5.54867567714723e-06,2.119505566611224e-07
1953,5.548521041731647e-06,1.8746460028751244e-07
1954,5.312350786823572e-06,2.3160909901065452e-07
1955,5.132050361567053e-06,1.6330957919308275e-07
1956,4.85767606051013e-06,1.6046900253030572e-07
1957,5.200303036190235e-06,2.297109787940954e-07
1958,5.048550388409012e-06,1.8695270576074563e-07
1959,4.817864891037971e-06,1.6509092803929093e-07
1960,4.924864803967921e-06,1.861704137517961e-07
1961,4.858153069164928e-06,1.7161953680400188e-07
1962,4.328385351470843e-06,1.6045150141863473e-07
1963,4.393036736161093e-06,1.9915444537943472e-07
1964,4.560542503639908e-06,2.0685491852745486e-07
1965,4.31798943267836e-06,2.0191840111039028e-07
1966,5.06160660762589e-06,2.0549967549854387e-07
1967,5.0047836275268764e-06,2.0411589174429423e-07
1968,4.77662083397945e-06,2.0570684000631445e-07
1969,4.685277286142764e-06,1.7803690066653388e-07
1970,4.679662534812223e-06,1.696929552430504e-07
1971,4.647680352576344e-06,1.8960686309910102e-07
1972,4.618158200742073e-06,1.6980786199383147e-07
1973,4.508698193461669e-06,1.6705007199746547e-07
1974,4.984256406714849e-06,1.8789408917641026e-07
1975,4.726249731135113e-06,1.736289991782769e-07
1976,4.724515587639644e-06,1.9425991748533988e-07
1977,4.3552831421322935e-06,1.7042667543876178e-07
1978,3.976631784752271e-06,2.239602983067357e-07
1979,4.152560173054098e-06,1.5917366935624955e-07
1980,4.253629711570284e-06,2.0807652179044567e-07
1981,3.919943097230316e-06,1.9545948060084584e-07
1982,4.038600888378596e-06,2.1353808055124546e-07
1983,3.4879489696493238e-06,1.8567029780314215e-07
1984,3.709045756750129e-06,2.081844021617485e-07
1985,4.073134419968483e-06,2.0633364083977312e-07
1986,3.33952788267311e-06,1.7204173685669844e-07
1987,3.661601468252229e-06,1.64380969724931e-07
1988,3.44262155849151e-06,2.0808042200393118e-07
1989,3.4772741805966234e-06,2.025117016302147e-07
1990,3.6582242799454434e-06,2.2230496643516062e-07
1991,3.1874648271923434e-06,2.1746035328007451e-07
1992,3.114220390898481e-06,2.187447853962965e-07
1993,3.0160983719440537e-06,2.1159772423118284e-07
1994,3.1296139688663516e-06,2.4106414242552887e-07
1995,3.113028970602727e-06,2.0984885296115863e-07
1996,3.033103904925838e-06,2.343422407236062e-07
1997,2.9220088073600436e-06,2.0522147714530092e-07
1998,2.8899631168144424e-06,2.1742669087387867e-07
1999,3.118248304900817e-06,2.2348283046369488e-07
2000,2.7762909446948925e-06,2.3017944483783026e-07
2001,2.794336861455804e-06,2.2081306871868378e-07
2002,2.485466890078669e-06,2.5411085413651335e-07
2003,2.755586173464053e-06,2.433482952923782e-07
2004,2.3332178891166677e-06,2.3609681543135252e-07
2005,2.4833675205115924e-06,2.3869873411186404e-07
2006,2.58891749460588e-06,2.293664662644801e-07
2007,2.371921908661534e-06,2.3687262862281955e-07
2008,2.570216256714275e-06,2.8397123585932604e-07
2009,2.640624948924142e-06,2.903829341427411e-07
2010,2.650992591668455e-06,3.80265340105268e-07
2011,3.1027709646025414e-06,4.5619986277500857e-07
2012,2.6028916657594436e-06,5.276591537040076e-07
2013,2.386096483064648e-06,5.304915653425724e-07
2014,2.5058532671096145e-06,5.931154305471864e-07
2015,2.4663834317095734e-06,5.423959787975718e-07
2016,2.929910493776333e-06,5.128638047580125e-07
2017,2.845408030083263e-06,4.779661484377584e-07
2018,2.4431000227309596e-06,5.433987269043428e-07
2019,2.2912971751054556e-06,4.895345533384443e-07
