year,autres_ADJ eaux_NOUN,autres_ADJ sots_NOUN
1800,3.6157891258881136e-07,6.288328968651058e-09
1801,4.690929813477851e-07,4.7623651688866175e-09
1802,4.430923468135006e-07,4.475680270843441e-09
1803,4.661310697429144e-07,5.851017448321727e-09
1804,3.1392505661642645e-07,2.7190360185613827e-08
1805,3.5251684948889306e-07,5.685755422035754e-09
1806,2.507052272449073e-07,2.881669125542885e-08
1807,4.5551280436484376e-07,2.8469551160981155e-09
1808,3.7163613342272583e-07,2.4926814390369145e-08
1809,3.95330346236733e-07,3.388545799509757e-08
1810,4.0250179722534085e-07,0.0
1811,3.93611060189869e-07,2.5070768128188092e-08
1812,2.0804223765935603e-07,2.9339290108509886e-08
1813,2.3581081620704936e-07,2.5881675469463516e-08
1814,3.8704129678990284e-07,6.293354282149721e-09
1815,5.475363877849304e-07,0.0
1816,3.221469455638726e-07,0.0
1817,2.9424907665998035e-07,1.556873407970727e-09
1818,2.944530876902718e-07,0.0
1819,1.418093802385556e-07,1.035105001712111e-09
1820,2.75302369345809e-07,1.4239777357261119e-08
1821,1.64686852599516e-07,1.577838126820552e-08
1822,4.3811940031446284e-07,0.0
1823,1.7492355652848346e-07,9.882686891060644e-10
1824,1.4652735558229324e-07,7.57900142644985e-09
1825,1.6730341201309784e-07,8.981552213072064e-08
1826,2.395771616647835e-07,7.0463874735082754e-09
1827,2.497880871032976e-07,9.217273055917019e-10
1828,2.017906268747538e-07,0.0
1829,3.1720750826025323e-07,1.1145129263923081e-08
1830,2.6092089910889626e-07,1.0436835840010872e-09
1831,3.2117884529725416e-07,4.677361609140007e-09
1832,2.3948047100930125e-07,5.411987746839486e-09
1833,4.888291300630954e-07,3.4750886612755494e-09
1834,2.3616362909706368e-07,9.334531370086552e-09
1835,2.4201881387853064e-07,1.1344631900556124e-08
1836,2.022945722046643e-07,1.747394939854985e-08
1837,3.4302402696084755e-07,3.478945487245255e-08
1838,2.745790368408052e-07,0.0
1839,2.195323247633496e-07,2.7965900706306e-09
1840,1.745294753163762e-07,5.732719632334238e-09
1841,3.1332277217188675e-07,6.420548537278137e-10
1842,2.2875184413351235e-07,0.0
1843,1.8193286166479083e-07,8.860366662588604e-09
1844,2.952845932213677e-07,5.488561272137815e-10
1845,1.975400749643086e-07,1.674068439427856e-09
1846,2.494017508070101e-07,8.196302303531411e-09
1847,1.3213397664912918e-07,1.6179670936367074e-09
1848,2.156119478513574e-07,0.0
1849,2.379753851755595e-07,2.513824481908955e-09
1850,1.4867900688386726e-07,4.073397619208663e-09
1851,1.8703372006712016e-07,5.159551008659946e-09
1852,2.070353417593651e-07,2.6042181744401205e-09
1853,2.0125409605498135e-07,7.763511611358354e-09
1854,2.5043101459232275e-07,1.3508727469968562e-08
1855,2.3987354325072374e-07,6.368324534378189e-09
1856,2.619657664126862e-07,2.0708756931497874e-09
1857,2.260138671772438e-07,1.122747050885664e-08
1858,2.0406629630542739e-07,1.0276719919488642e-08
1859,2.933091991508263e-07,1.3748867822016564e-08
1860,2.7600418661677395e-07,1.0069804545764782e-08
1861,1.9288292207875202e-07,8.017138342086838e-09
1862,1.8840002269371325e-07,1.400575744270327e-08
1863,1.62325179076106e-07,3.496234635136375e-09
1864,3.509740906793013e-07,9.589455896019672e-10
1865,1.6897571697427338e-07,5.6482134525026595e-09
1866,2.228450739494292e-07,1.9462451650298362e-09
1867,1.4558435168510186e-07,1.2132028714972876e-08
1868,2.1834243568719103e-07,3.457911734727759e-09
1869,1.802018516627868e-07,4.883519366671862e-09
1870,1.9782468996254465e-07,1.2614907340946502e-08
1871,1.7524942563795776e-07,5.3105884134652115e-09
1872,1.5844028666833765e-07,6.652073114565837e-09
1873,2.5141218884527916e-07,5.986004469882289e-10
1874,1.9357733549441036e-07,4.182226565063729e-09
1875,1.6821289250401605e-07,1.716458086775674e-09
1876,1.7956664066787198e-07,2.418405919968336e-09
1877,1.9667714923343738e-07,6.80329748092845e-09
1878,1.2923649705953721e-07,2.4156355138416075e-08
1879,1.3135048959611595e-07,1.710611030603104e-08
1880,2.387438939877029e-07,5.776061406947974e-09
1881,1.6176217343399912e-07,4.183504653809678e-09
1882,1.6705016037121823e-07,5.324308105514319e-09
1883,1.8262889511788671e-07,4.423537092179686e-09
1884,1.577805619490391e-07,1.9805090900604227e-09
1885,2.6298192778995144e-07,2.5782542767416317e-09
1886,2.1619104018100188e-07,7.744156427236248e-09
1887,1.730165024582675e-07,6.528924512139156e-09
1888,2.1241059755539027e-07,1.521747527988282e-08
1889,1.5349584714385855e-07,1.2530273485467092e-09
1890,1.4419650540276052e-07,6.554386366985909e-09
1891,1.2557212869523937e-07,7.0116419337296065e-09
1892,1.9495072933750635e-07,1.191017329205124e-08
1893,1.9337427659138484e-07,4.310891643655168e-09
1894,1.7203201707616245e-07,4.411077725308132e-09
1895,1.474560491487864e-07,1.8055843487019274e-09
1896,1.9342255086485238e-07,6.486732040400511e-09
1897,1.3692776690277242e-07,8.157399200570126e-09
1898,1.9181823063263437e-07,5.6583546736987955e-09
1899,2.4542447363273823e-07,3.3165470370022376e-09
1900,1.4586859720111534e-07,5.19105292084987e-09
1901,1.654266696959894e-07,3.912117296778206e-09
1902,1.4436234607728693e-07,5.892340837476695e-09
1903,1.657867585436179e-07,1.6200660812870638e-09
1904,1.6715084427687543e-07,5.374625189347171e-10
1905,1.3882441862733685e-07,2.0643036169332163e-09
1906,1.548399524153865e-07,2.572092316910357e-09
1907,1.594281400230102e-07,5.142843373384665e-10
1908,1.2327586773608346e-07,1.5225305460830896e-08
1909,1.0671907801906855e-07,1.1001967115120692e-09
1910,1.7101282878684287e-07,4.275320542035388e-09
1911,1.4897047151407605e-07,6.384448969498635e-09
1912,1.672224243520759e-07,5.2094213387476884e-09
1913,2.036348121237097e-07,1.484837097720515e-08
1914,1.2857748288297444e-07,4.68772043404897e-09
1915,1.2958838624399505e-07,0.0
1916,1.2415831918133335e-07,0.0
1917,1.6449637030291342e-07,1.0966424435210342e-09
1918,1.1256648946300629e-07,1.1486376294556067e-08
1919,1.1878124439590465e-07,6.4454939163738345e-09
1920,1.2191293308205786e-07,6.815008557481406e-09
1921,1.2797943327313988e-07,6.815472630705699e-09
1922,1.2321152098593302e-07,7.377935484775833e-10
1923,1.2208340649522142e-07,7.431163684401554e-09
1924,1.3149457345207338e-07,7.734974438733389e-09
1925,1.033828738172815e-07,7.698724324711748e-09
1926,9.808601930672012e-08,3.343841648018042e-09
1927,1.1929670051813446e-07,6.689535148041159e-09
1928,1.3254208397484035e-07,5.713020723163709e-09
1929,1.4259720160225697e-07,5.570202965543558e-09
1930,1.575540551357335e-07,3.1510810627466412e-09
1931,1.6651820544666407e-07,7.983749661377715e-09
1932,1.6658495383126137e-07,6.575722188983946e-09
1933,1.2961848483428184e-07,1.1470662641954732e-08
1934,1.0783422510485252e-07,4.7926320689839486e-09
1935,8.976213194955562e-08,8.377798899061872e-09
1936,9.093535879856063e-08,3.6374143697059935e-09
1937,8.687871400070435e-08,6.295559185076627e-09
1938,2.618973269363778e-07,0.0
1939,1.4223466848761745e-07,3.058810094103137e-09
1940,2.0539842182643042e-07,2.5357829169792012e-09
1941,9.149658097840074e-08,2.9515025978810172e-09
1942,6.978687139280737e-08,1.8205270180260413e-08
1943,1.3645205854118103e-07,8.709705845433291e-09
1944,9.318240046241044e-08,3.2131861615880553e-09
1945,6.317661416233022e-08,6.535512131478072e-09
1946,7.79581839083221e-08,2.7842208538686464e-09
1947,9.894323227399582e-08,7.152522574216391e-09
1948,5.544662684542345e-08,1.4133454406817236e-08
1949,9.031647607571358e-08,3.9268033269479474e-09
1950,8.933703554703243e-08,2.1270722960764488e-09
1951,1.1194472193665206e-07,3.1984206394497505e-09
1952,1.1810180211568877e-07,8.435843135146115e-09
1953,8.726799904934524e-08,3.232148326759443e-09
1954,8.013479657620337e-08,2.9317608341017376e-09
1955,1.6800238711311977e-07,2.815682353940474e-09
1956,6.715278999536167e-08,2.616342476002842e-09
1957,1.3075856486466364e-07,2.6505113659425206e-09
1958,1.1829308022015539e-07,4.1361216673863055e-09
1959,1.007597205671118e-07,3.100299128533379e-09
1960,6.713208478004162e-08,6.920833239831836e-09
1961,8.754680891343014e-08,1.3896318540318475e-09
1962,1.179603899004178e-07,6.341956293454132e-09
1963,6.595374202333915e-08,1.2932106496776896e-09
1964,9.490990748872719e-08,6.6923653285755336e-09
1965,1.0451602605598964e-07,7.1136563306595235e-09
1966,7.92087675449693e-08,6.092982118843793e-09
1967,9.712761084301746e-08,7.395503320850594e-09
1968,6.871866276014771e-08,8.982831367632116e-09
1969,1.3125679743097862e-07,5.450109252791435e-09
1970,1.4026110761733435e-07,5.978342709767048e-09
1971,7.913131838677145e-08,4.1107179882260425e-09
1972,8.516043692452513e-08,2.0520587451500205e-09
1973,1.0530219185511669e-07,6.064523994098181e-09
1974,1.125114366118396e-07,2.812785782069227e-09
1975,1.1137386479731504e-07,4.569184142155791e-09
1976,8.798831174772204e-08,5.142174186456572e-09
1977,1.1812331734972759e-07,1.7630346071939584e-09
1978,9.029698588847168e-08,5.346532105932056e-09
1979,8.777959692451986e-08,3.5111840102075575e-09
1980,1.5293055355414253e-07,5.6851505725319385e-09
1981,8.982280519376218e-08,6.325549417596221e-09
1982,6.642027727821187e-08,3.7245013739806154e-09
1983,7.957298464589257e-08,2.5261264191556165e-09
1984,9.162433656229041e-08,6.958810416790584e-09
1985,8.782714644439693e-08,4.210890747202711e-09
1986,9.351397523005289e-08,6.593933843390687e-09
1987,8.860684630462856e-08,9.166225112267057e-09
1988,7.675588875599715e-08,4.197587610832443e-09
1989,1.0043263642955935e-07,3.841685636274406e-09
1990,7.519138023326377e-08,8.717841559757744e-09
1991,6.388997064732393e-08,4.68917216167597e-09
1992,7.107828281505135e-08,1.1570882529898796e-08
1993,6.370088811991081e-08,3.877445031719162e-09
1994,7.226649501035354e-08,3.164955852952289e-09
1995,8.784370209014014e-08,1.626735190995987e-09
1996,8.274042784250923e-08,2.6690460952494277e-09
1997,7.575933125281153e-08,6.233362714880286e-09
1998,5.149579607177657e-08,3.337690568372409e-09
1999,6.718195777466462e-08,0.0
2000,7.113030875416371e-08,2.6508188977203417e-09
2001,4.9945814595275806e-08,4.8193329327261836e-09
2002,6.002273522653923e-08,5.6955880012310445e-09
2003,6.250384387840313e-08,5.000307723435071e-09
2004,4.492887129003975e-08,3.523833003171717e-09
2005,7.16096195674254e-08,7.656374201303606e-09
2006,4.570857825569874e-08,6.58862386870851e-09
2007,5.23276817432361e-08,6.391167151065247e-09
2008,5.364373834026992e-08,1.7029758714315335e-09
2009,4.1483275481368764e-08,2.860915504498962e-09
2010,5.0544585405987164e-08,2.8342759250676863e-09
2011,4.244608931003313e-08,2.6767803529281764e-09
2012,5.855314810787604e-08,2.382976926895708e-09
2013,4.267361219945087e-08,3.0680376017500066e-09
2014,4.850597079553154e-08,4.330890313042346e-09
2015,4.255824848087286e-08,6.64972610309178e-09
2016,5.0126427453278666e-08,3.1070099826280284e-09
2017,4.5029441508859236e-08,3.018733707449428e-09
2018,4.1561612817986315e-08,3.614053500911041e-09
2019,4.030560774026526e-08,2.04079020349468e-09
