year,serez_VERB en_ADP,serez_VERB sans_ADP
1800,2.5467733166806283e-07,9.746909768182377e-08
1801,3.3336556271024165e-07,1.0715321963061797e-07
1802,2.1259481286506343e-07,3.8043282302169246e-08
1803,3.0620324764640827e-07,9.166594594489652e-08
1804,4.770672603626736e-07,9.39303390623536e-08
1805,3.411453235457884e-07,5.685755510853596e-08
1806,3.803803281243745e-07,6.916005901302924e-08
1807,3.1031811431603273e-07,1.4234775846944103e-07
1808,3.376450194991776e-07,8.611080914988634e-08
1809,2.0557178004310117e-07,6.325285539787728e-08
1810,4.2590306748024886e-07,1.0296557917399696e-07
1811,2.5321475050077424e-07,1.8803075363393873e-07
1812,2.827240734859515e-07,7.20146218213813e-08
1813,2.5594101771275746e-07,6.614205716459765e-08
1814,3.3354777428939997e-07,2.8320094713762956e-08
1815,2.1577788800186681e-07,8.90083740046066e-08
1816,3.221469455638726e-07,3.476405652236281e-08
1817,4.5305014850782754e-07,9.029865566390072e-08
1818,2.2650236530807888e-07,7.510341504257667e-08
1819,4.0265584289045364e-07,1.2007218685994303e-07
1820,3.8328732898662565e-07,9.967844505354151e-08
1821,3.757226920697576e-07,1.065040748926549e-07
1822,4.922577545585227e-07,9.825103575167304e-08
1823,4.091432401764905e-07,8.597937295462543e-08
1824,2.896862838497327e-07,1.3389569630817277e-07
1825,4.244223532623437e-07,1.171123926724249e-07
1826,3.6465056041379285e-07,4.4039921931471326e-08
1827,3.41039111617647e-07,9.8624823863247e-08
1828,3.8798833656983334e-07,9.080578422526742e-08
1829,2.872014022159419e-07,7.630126930280312e-08
1830,2.692703731099755e-07,9.393152566872232e-08
1831,3.3365179774591525e-07,1.0446107978623331e-07
1832,2.63834408542607e-07,8.117981309396782e-08
1833,2.6758181093100575e-07,6.834341093053808e-08
1834,2.7630210297502344e-07,7.747660646373333e-08
1835,4.31095998010278e-07,9.832014313815307e-08
1836,4.308000711716886e-07,7.52724034214225e-08
1837,3.485903334876639e-07,9.810626266926192e-08
1838,3.869355111874029e-07,7.953323688525415e-08
1839,4.369672126358637e-07,9.508406151326199e-08
1840,3.8791404222138226e-07,7.070354257621148e-08
1841,3.0947043683227093e-07,5.3290552415319326e-08
1842,3.4614646438058116e-07,1.247737344556299e-07
1843,3.4732636322587496e-07,8.387813466015359e-08
1844,3.595007740386791e-07,8.452384037127558e-08
1845,3.197470732629881e-07,6.473064217971114e-08
1846,3.00921357165862e-07,8.840297027745692e-08
1847,2.006279231636654e-07,7.604445073638999e-08
1848,2.0998028560370585e-07,7.160247150750365e-08
1849,1.952403749783116e-07,6.033178578945808e-08
1850,2.912479430960957e-07,9.097254860535031e-08
1851,2.321798007187681e-07,1.025460747428042e-07
1852,2.552133935296297e-07,5.6641745516117226e-08
1853,2.669453635917307e-07,7.1663180278847e-08
1854,3.29405139609662e-07,9.352196173040284e-08
1855,3.2425384688394843e-07,9.181000848457188e-08
1856,3.3392871046089567e-07,6.367942972929086e-08
1857,2.9728388994954e-07,7.371078680762366e-08
1858,3.910047041699727e-07,5.774537825686821e-08
1859,3.228437890356872e-07,5.8050776630125256e-08
1860,2.860739982679661e-07,7.552353764594955e-08
1861,3.895385987107147e-07,8.111457816539769e-08
1862,3.243914079575916e-07,1.2379283020891307e-07
1863,2.9218531949481985e-07,6.493007020935693e-08
1864,3.4186410857728333e-07,7.192092255081661e-08
1865,4.1514365989314683e-07,1.0637468506047298e-07
1866,2.885308560962585e-07,9.63391357799992e-08
1867,2.824336320372822e-07,1.0821769791391489e-07
1868,3.1466998962059733e-07,8.348386870693503e-08
1869,2.710353044221847e-07,7.374114119329533e-08
1870,2.781013677122246e-07,1.0206606759766146e-07
1871,2.74026376700931e-07,1.0514965254060371e-07
1872,2.9934329859315767e-07,8.587221600464545e-08
1873,3.01694626614335e-07,1.0176207609902121e-07
1874,2.395818228251301e-07,9.678866774720518e-08
1875,2.969472632230463e-07,9.497735220520553e-08
1876,2.6300165245629614e-07,7.315677663655151e-08
1877,2.758427797289187e-07,1.001940219680364e-07
1878,2.331088211349197e-07,9.843714821045069e-08
1879,2.9935694101368426e-07,7.086817532808709e-08
1880,2.4259458086817176e-07,7.508879917850209e-08
1881,2.7890030196431326e-07,9.343160201069622e-08
1882,2.562323402344191e-07,8.0530156765235e-08
1883,2.2686427314511093e-07,6.508918914960304e-08
1884,1.9937124307034537e-07,7.261866841190567e-08
1885,2.0174839221454022e-07,6.832373600218489e-08
1886,1.7811559871461213e-07,7.098810073102868e-08
1887,2.115371557920298e-07,5.419007464979586e-08
1888,1.610516164873843e-07,1.0398608196737769e-07
1889,2.0800254674213647e-07,6.139833885754342e-08
1890,1.9204352952328918e-07,6.94764992204e-08
1891,1.778407323627107e-07,1.0389978655211962e-07
1892,1.5295169930595875e-07,7.27147408952078e-08
1893,1.7428318699330703e-07,8.744951429662251e-08
1894,1.9030647990803118e-07,9.011201029807125e-08
1895,1.8838262860754185e-07,7.282523739604585e-08
1896,1.627579990781669e-07,4.2458609073037223e-08
1897,1.9402956752401224e-07,6.176316702521945e-08
1898,1.5277558418347326e-07,5.262269908712369e-08
1899,1.9788730298841983e-07,5.7486815308038786e-08
1900,1.73381181411969e-07,5.813979697677496e-08
1901,1.5089595706285763e-07,5.4210769206974874e-08
1902,1.2963148776634625e-07,5.155797921929661e-08
1903,1.6308665351516538e-07,7.560308290521789e-08
1904,1.612387592331288e-07,3.6009989656804464e-08
1905,1.8217478725546243e-07,7.637923715719808e-08
1906,1.738734312084489e-07,6.12157933232993e-08
1907,1.4245675572510663e-07,5.091414934099703e-08
1908,1.6502266930729093e-07,7.17062818011982e-08
1909,1.908841227304947e-07,7.426327641724129e-08
1910,1.4055116537292633e-07,5.344150721953156e-08
1911,1.5961121846430615e-07,7.554931613640292e-08
1912,1.4898944300512085e-07,6.511776717843532e-08
1913,1.5855938784170576e-07,6.893886705938712e-08
1914,1.8148175229271146e-07,4.620753202289052e-08
1915,1.8024566372787376e-07,3.7698438148936475e-08
1916,1.6041694550494867e-07,5.273981784625903e-08
1917,1.008911070243812e-07,6.908847183240141e-08
1918,1.4243106249978155e-07,5.743188324913717e-08
1919,1.4916714974333445e-07,5.893022958503025e-08
1920,1.4084351107612747e-07,5.3762846619065385e-08
1921,1.4539675419200648e-07,7.724202077952214e-08
1922,1.586256104246786e-07,5.090775445637519e-08
1923,1.4013050986250164e-07,5.520293200333981e-08
1924,1.3922954167355783e-07,2.4494086758863887e-08
1925,2.0016683777157596e-07,7.478760721824074e-08
1926,1.972866527921724e-07,4.904300965336006e-08
1927,1.928815862584088e-07,6.578042643923254e-08
1928,1.5767936645261216e-07,6.170062505361784e-08
1929,1.8827286396572163e-07,5.124586976990031e-08
1930,1.3024468614730722e-07,5.671945757512731e-08
1931,1.3572373802617221e-07,6.272946251328904e-08
1932,1.5343351833507768e-07,4.383814555808385e-08
1933,1.5255980656547763e-07,4.12943848004943e-08
1934,1.4976974682667787e-07,7.06913212411564e-08
1935,1.3045429625435645e-07,6.582556011380802e-08
1936,1.1033490210365926e-07,3.6374142808881516e-08
1937,1.1835651037017669e-07,7.554670844456268e-08
1938,1.387277990261282e-07,4.797129449229942e-08
1939,1.2847002039961808e-07,4.282334131744392e-08
1940,7.86092684279538e-08,2.7893612752905028e-08
1941,1.5642963546724786e-07,3.5418032950929046e-08
1942,1.2440268903901597e-07,3.034211815133858e-08
1943,1.945167582562135e-07,2.6129116648121453e-08
1944,1.767252371109862e-07,7.390327994016843e-08
1945,1.7428033061150927e-07,3.703456741277478e-08
1946,1.58700586894156e-07,4.037120149291695e-08
1947,2.002706338544158e-07,5.8412268799656886e-08
1948,1.6851426209996134e-07,3.913879709216417e-08
1949,1.2467600640775345e-07,5.2030145525350235e-08
1950,1.414503145724666e-07,5.636741562398129e-08
1951,1.6098717026125087e-07,5.757156884556025e-08
1952,1.571175829440108e-07,5.166953798152463e-08
1953,1.7776815752768016e-07,4.8482224457302436e-08
1954,1.280202184261725e-07,5.2771696346098906e-08
1955,1.5110828144315747e-07,5.9129330765017585e-08
1956,1.1075849926101e-07,5.4943193106282706e-08
1957,1.581471735789819e-07,3.3573144264664734e-08
1958,1.2821976724808337e-07,5.1287909030861556e-08
1959,1.5346481063716055e-07,6.123090656728891e-08
1960,1.806337479592912e-07,4.498541628095154e-08
1961,1.5494394745019235e-07,4.933193054057483e-08
1962,1.572805246041753e-07,6.151697817813329e-08
1963,1.338473083478675e-07,5.560805860227447e-08
1964,1.624419496693008e-07,4.502136619066732e-08
1965,1.5102840222880332e-07,4.487075599968193e-08
1966,1.7004958863253705e-07,3.711179985543822e-08
1967,1.5136130571136164e-07,5.4233691315630495e-08
1968,1.7875835567338072e-07,6.108325578679796e-08
1969,1.430653639999946e-07,5.450109341609277e-08
1970,1.5911588491235307e-07,5.196559271780643e-08
1971,1.6853944373451668e-07,4.881477622120656e-08
1972,1.220974894522442e-07,4.924940810724365e-08
1973,1.3617612637517595e-07,4.410562937096074e-08
1974,1.1363654550677893e-07,4.6692246513657665e-08
1975,1.5478111947686557e-07,5.0832174025572385e-08
1976,1.3483924021784333e-07,5.370715427943651e-08
1977,1.1165885638320105e-07,4.9364967225074e-08
1978,1.003959937406762e-07,3.9207904478644195e-08
1979,1.2815822003631183e-07,4.506019379846293e-08
1980,1.159770732783727e-07,6.594774504264933e-08
1981,1.2651099723370862e-07,4.3013738348918196e-08
1982,1.3346129890123848e-07,4.2831764801576355e-08
1983,1.458838028156606e-07,4.16810870262907e-08
1984,1.17719871184363e-07,3.537395087960249e-08
1985,1.3414694421953754e-07,3.549179083961462e-08
1986,1.246853003067372e-07,5.574871408953186e-08
1987,1.002173988240429e-07,5.377518874638554e-08
1988,1.3792073616514244e-07,3.957725525083333e-08
1989,1.4708167839216912e-07,5.8722907425590165e-08
1990,1.2913302782635583e-07,3.705082818328265e-08
1991,1.1254013543293695e-07,4.6305576262284376e-08
1992,9.972998782359355e-08,4.187557678392295e-08
1993,1.3958802469460352e-07,3.37891670199042e-08
1994,1.47170453601575e-07,4.8529326335255973e-08
1995,1.3989922820201173e-07,3.5788175978268555e-08
1996,1.259789712548809e-07,3.84342655479486e-08
1997,1.0884410528433364e-07,4.4592518122499314e-08
1998,1.0966697061576269e-07,4.005228504411207e-08
1999,1.5218769533476006e-07,4.433094957789763e-08
2000,1.731868337628839e-07,3.35770380388567e-08
2001,1.5816173970506497e-07,2.760163475556965e-08
2002,1.5816209497643285e-07,3.4611648658255945e-08
