year,serez_VERB en_ADP,serez_VERB sans_ADP
2003,2.087628416802545e-07,3.166861262116072e-08
2004,1.766321275908922e-07,4.713126600108808e-08
2005,1.801499820430763e-07,5.3594618520946824e-08
2006,1.8324610095987737e-07,5.60033015517547e-08
2007,2.4645939333822753e-07,7.66940075891398e-08
2008,2.7503060096023546e-07,7.876263197204025e-08
2009,3.242370780753845e-07,8.535064921488811e-08
2010,3.750691632831149e-07,1.0108917081197433e-07
2011,5.322968945620232e-07,1.7284352793467406e-07
2012,6.137867671895947e-07,1.8621261688167579e-07
2013,5.820904220854572e-07,1.5479643877824856e-07
2014,5.918161605222849e-07,1.5656168272926152e-07
2015,6.215277608134784e-07,1.5227873007006565e-07
2016,6.211948857526295e-07,1.6197878949242295e-07
2017,6.81227561472042e-07,1.3005710286506655e-07
2018,6.853794047856354e-07,1.332036845269613e-07
2019,6.933584586477082e-07,1.5178376600033516e-07
