year,elles_PRON ont_VERB,elles_PRON sont_VERB
1947,2.3147947558754822e-05,5.138848973729182e-05
1948,2.3990995487110922e-05,5.591194531007204e-05
1949,2.6094588974956423e-05,5.5496531786047854e-05
1950,2.312446713403915e-05,5.355011126084719e-05
1951,2.3600078293384286e-05,5.4537333198823035e-05
1952,2.3280818368220935e-05,5.4405914852395654e-05
1953,2.333934253329062e-05,5.434964987216517e-05
1954,2.3157978830568027e-05,5.31850728293648e-05
1955,2.293748775628046e-05,5.400666304922197e-05
1956,2.3620340471097734e-05,5.419840817921795e-05
1957,2.2613279725192115e-05,5.2958985179429874e-05
1958,2.3285538645723136e-05,5.411618985817768e-05
1959,2.234153089375468e-05,5.1720740884775296e-05
1960,2.2580602035304764e-05,5.161418994248379e-05
1961,2.2507867015519878e-05,5.2636474720202386e-05
1962,2.2688349417876452e-05,5.076165143691469e-05
1963,2.3049540686770342e-05,5.1917882956331596e-05
1964,2.246809572170605e-05,4.9994400797004346e-05
1965,2.3249618607223965e-05,5.203366163186729e-05
1966,2.3091848106560064e-05,5.2167006288073026e-05
1967,2.2620873096457217e-05,5.0309145080973394e-05
1968,2.25823905566358e-05,5.07588365508127e-05
1969,2.3401407815981656e-05,4.9828986448119394e-05
1970,2.293706165801268e-05,4.905230161966756e-05
1971,2.1931194169155788e-05,4.8842522119230125e-05
1972,2.2269454802881228e-05,4.877640913036885e-05
1973,2.1648146230290877e-05,4.873782381764613e-05
1974,2.1962794562568888e-05,4.8650505050318316e-05
1975,2.1392349026427837e-05,4.725107464764733e-05
1976,2.2237618395593017e-05,4.776336845679907e-05
1977,2.2999961402092595e-05,4.8965347559715156e-05
1978,2.1629692582791904e-05,4.8137206249521114e-05
1979,2.206428098361357e-05,4.8597713430353906e-05
1980,2.219880752818426e-05,4.9575652155908756e-05
1981,2.2504407297674334e-05,4.8639680244377814e-05
1982,2.3181917640613392e-05,4.9853071686811745e-05
1983,2.281092201883439e-05,4.8533835069974884e-05
1984,2.3301575765799498e-05,4.8397944738098886e-05
1985,2.243742983409902e-05,4.839696794078918e-05
1986,2.2412782072933624e-05,4.782820087712025e-05
1987,2.2677240849588998e-05,4.845205603487557e-05
1988,2.2144073682284215e-05,4.7938248826540075e-05
1989,2.3164266622188734e-05,4.701619309344096e-05
1990,2.311045273017953e-05,4.888148123427527e-05
1991,2.281809838677873e-05,4.615610941982595e-05
1992,2.3040934138407465e-05,4.8140382205019705e-05
1993,2.2935642391530564e-05,4.7090466068766546e-05
1994,2.3525118194811512e-05,4.8110496209119447e-05
1995,2.308933744643582e-05,4.775769411935471e-05
1996,2.3093120944395196e-05,4.810315112990793e-05
1997,2.3985021471162327e-05,4.8789011998451315e-05
1998,2.3485420570068527e-05,4.9120311814476736e-05
1999,2.3986242922546808e-05,5.0302831368753687e-05
2000,2.3996978598006535e-05,5.0373069825582206e-05
2001,2.3787790269125253e-05,4.947089109919034e-05
2002,2.3567903554067016e-05,5.0641665438888595e-05
2003,2.4190653675759677e-05,5.152525227458682e-05
2004,2.431356733723078e-05,5.134929597261362e-05
2005,2.3441116354661062e-05,5.1435523346299306e-05
2006,2.3154895643529017e-05,5.153045094630215e-05
2007,2.269343667649082e-05,5.074666660220828e-05
2008,2.2657241970591713e-05,5.124339622852858e-05
2009,2.1552230009547202e-05,5.059147588326596e-05
2010,2.2362436538969632e-05,5.160035470908042e-05
2011,2.096569187415298e-05,5.183126268093474e-05
2012,2.03496010726667e-05,5.0303282478125766e-05
2013,2.024765353780822e-05,4.674489900935441e-05
2014,1.899117114589899e-05,4.455468479136471e-05
2015,1.8724742403719574e-05,4.5451544792740606e-05
2016,1.945319672813639e-05,4.593880112224724e-05
2017,1.918304587888997e-05,4.5245533328852616e-05
2018,1.8729057501332136e-05,4.414024260768201e-05
2019,1.8932155398942996e-05,4.484687451622449e-05
