year,elles_PRON ont_VERB,elles_PRON sont_VERB
1800,3.5922079860029044e-05,9.85506903816713e-05
1801,3.348418977111578e-05,9.015871364681516e-05
1802,3.624853479777812e-05,0.00010006726188294124
1803,4.522446761257015e-05,0.0001284727441088762
1804,3.614834758991492e-05,9.125331962422933e-05
1805,3.153604302497115e-05,9.93273060885258e-05
1806,2.9309456749615492e-05,8.060605159698753e-05
1807,3.12766496790573e-05,8.163928578142077e-05
1808,3.302576214991859e-05,8.566439282731153e-05
1809,3.3237116440432146e-05,8.749451353651239e-05
1810,2.8856102289864793e-05,6.898927767906571e-05
1811,2.6687831450544763e-05,6.780138392059598e-05
1812,3.217986704839859e-05,8.219002393161645e-05
1813,2.9252043532324024e-05,7.365637247858103e-05
1814,2.8637907689699205e-05,6.0287188716756646e-05
1815,3.079420139329159e-05,7.439212276949547e-05
1816,3.5118651339871576e-05,8.912345947464928e-05
1817,3.3622237424424384e-05,8.294087092508562e-05
1818,2.7049150958191603e-05,7.376466692221584e-05
1819,2.6123979296244215e-05,6.872786889289273e-05
1820,2.531120480853133e-05,6.387370922311675e-05
1821,2.58025838775211e-05,6.361251780617749e-05
1822,2.6147808512178017e-05,6.383209165505832e-05
1823,2.277662861160934e-05,6.00570892856922e-05
1824,2.3707959371677134e-05,6.17494924881612e-05
1825,2.6690177492127987e-05,6.663078784185927e-05
1826,2.5509683382551884e-05,6.241866321943235e-05
1827,2.6504268134885933e-05,6.366554680425907e-05
1828,2.7897554446099093e-05,6.90949464114965e-05
1829,2.687090591280139e-05,6.513213156722486e-05
1830,2.8505085538199637e-05,6.884867525513982e-05
1831,2.8821903015341377e-05,6.671633036603453e-05
1832,2.5958599962905282e-05,6.614937501581153e-05
1833,2.9173367693147156e-05,7.379350518021965e-05
1834,2.7511664029589156e-05,6.817848134232918e-05
1835,2.5632061806390993e-05,6.587298412341624e-05
1836,2.582649904070422e-05,6.134297564130975e-05
1837,2.667237913556164e-05,6.594688966288231e-05
1838,2.403292546659941e-05,6.24014028289821e-05
1839,2.7798804239864694e-05,6.319873864413239e-05
1840,2.485006734787021e-05,5.785842859040713e-05
1841,2.7811890049633803e-05,6.633518114540493e-05
1842,2.587243625384872e-05,5.85296111239586e-05
1843,2.7627213057712652e-05,6.332149678200949e-05
1844,2.5965834993257886e-05,6.0595911236305255e-05
1845,2.6467579573363764e-05,6.11364202995901e-05
1846,2.8050087166775484e-05,6.297043000813574e-05
1847,2.582976594567299e-05,5.6168805713241454e-05
1848,2.9273343898239546e-05,6.166581988509279e-05
1849,2.952319300675299e-05,6.200767074915348e-05
1850,2.697946956686792e-05,5.954017524345545e-05
1851,2.7190833861823194e-05,6.109875994297909e-05
1852,2.8054591439286014e-05,6.406767352018505e-05
1853,2.8016122996632475e-05,6.505763030872913e-05
1854,2.7170207886229036e-05,5.842784412379842e-05
1855,2.7777570721809752e-05,6.054737605154514e-05
1856,2.7533328193385387e-05,5.8677743254520465e-05
1857,2.7248095193499466e-05,5.905991383770015e-05
1858,2.5562116206856444e-05,5.47480003660894e-05
1859,2.7230396426602965e-05,5.7835377447190695e-05
1860,2.849525799319963e-05,5.910242907702923e-05
1861,2.7610081360762706e-05,5.851614878338296e-05
1862,2.7489687454362866e-05,5.664199488819577e-05
1863,2.717123652473674e-05,5.453276935440954e-05
1864,2.873768153222045e-05,6.000649864290608e-05
1865,2.747996859397972e-05,5.9033713114331476e-05
1866,2.6833367883227766e-05,5.7850192206387874e-05
1867,2.8948960789421108e-05,6.111824859544868e-05
1868,2.916353514592629e-05,6.370115806930698e-05
1869,2.8253600248717703e-05,6.192839464347344e-05
1870,2.9200643439253327e-05,6.115420364949387e-05
1871,2.9363305657170713e-05,6.10707074883976e-05
1872,2.92781933239894e-05,5.792565025330987e-05
1873,2.99497755804623e-05,6.499184473796049e-05
1874,2.9462590646289755e-05,6.259299425437348e-05
1875,2.9352006094995886e-05,6.230628696357599e-05
1876,2.999186153829214e-05,6.683688025077572e-05
1877,2.906059398810612e-05,6.238067180674989e-05
1878,2.8314871997281443e-05,6.072243195376359e-05
1879,2.9147590794309508e-05,6.0500648032757454e-05
1880,2.857353501894977e-05,5.960382077319082e-05
1881,2.9862553219572874e-05,6.139571814856026e-05
1882,2.8440456844691653e-05,5.926420726609649e-05
1883,2.9120145427441457e-05,6.202115218911786e-05
1884,2.8626939183595823e-05,6.169351945572998e-05
1885,2.882037142626359e-05,6.102985571487807e-05
1886,2.8497205676103476e-05,6.0485735957627185e-05
1887,2.9799317871948006e-05,6.0802569350926206e-05
1888,2.88250694211456e-05,6.0422254136938136e-05
1889,3.0520613108819816e-05,6.193025092215976e-05
1890,2.9878170153097017e-05,6.22830593783874e-05
1891,2.9997080218890915e-05,6.268599099712446e-05
1892,2.9883252864237875e-05,6.148846478026826e-05
1893,3.0864752261550166e-05,6.451003082474926e-05
1894,3.0738278837816324e-05,6.487497557827737e-05
1895,2.9372644348768517e-05,6.151746401883429e-05
1896,2.98985273730068e-05,6.157618645374896e-05
1897,3.046380697924178e-05,6.299085089267464e-05
1898,3.0611699457949726e-05,6.356765698001254e-05
1899,2.9833445751137333e-05,6.191827560542151e-05
1900,3.0750241421628743e-05,6.244058477022918e-05
1901,3.085431080762646e-05,6.357805432344321e-05
1902,2.7631149350781925e-05,6.443078109441558e-05
1903,3.0244473691709572e-05,6.297791060205782e-05
1904,3.0452088140009437e-05,6.41187398287002e-05
1905,2.9041656034678454e-05,6.177634986670455e-05
1906,2.9297674245754024e-05,6.113194649515208e-05
1907,2.963769247799064e-05,6.204429155332036e-05
1908,3.061023289774312e-05,6.207357455423335e-05
1909,2.939560636150418e-05,6.274696715991013e-05
1910,2.9144326163077494e-05,6.126106836745748e-05
1911,2.9072652978356928e-05,6.0649605075013824e-05
1912,2.8964903776795836e-05,6.090646911616204e-05
1913,2.9152656225051032e-05,6.0632795793935657e-05
1914,3.0074405913183e-05,5.923738626734121e-05
1915,3.42584553436609e-05,5.674086060025729e-05
1916,3.5165372537449e-05,5.783800042991061e-05
1917,3.42481444022269e-05,5.740923370467499e-05
1918,3.255468800489325e-05,5.5929464906512294e-05
1919,2.9745954634563532e-05,5.5523326409456786e-05
1920,2.8745706913468894e-05,5.76239253859967e-05
1921,2.7515577130543534e-05,5.740445340052247e-05
1922,2.7397226403991226e-05,5.681674520019442e-05
1923,2.6845609227166278e-05,5.655221684719436e-05
1924,2.588122470115195e-05,5.65684476896422e-05
1925,2.5847917640930973e-05,5.5238349887076765e-05
1926,2.56115972661064e-05,5.570505527430214e-05
1927,2.4912942535593174e-05,5.524886728380807e-05
1928,2.6126785087399185e-05,5.558083648793399e-05
1929,2.6015077764895977e-05,5.398306711867917e-05
1930,2.5821008421189617e-05,5.5011572840157896e-05
1931,2.5988246761698974e-05,5.461911314341705e-05
1932,2.5120353711827192e-05,5.219917693466414e-05
1933,2.4741072138567688e-05,5.272834187053377e-05
1934,2.5444083803449757e-05,5.360918294172734e-05
1935,2.4661846055096248e-05,5.466872971737757e-05
1936,2.456467154843267e-05,5.50862150703324e-05
1937,2.5378657028340967e-05,5.3283092711353675e-05
1938,2.486468929419061e-05,5.5181248171720654e-05
1939,2.4588244741607923e-05,5.576363764703274e-05
1940,2.2860083390696673e-05,5.390313708630856e-05
1941,2.42259334299888e-05,5.6353041145484895e-05
1942,2.4325275262526702e-05,5.6943052186397836e-05
1943,2.4700724225112936e-05,5.765534660895355e-05
1944,2.4587301140854834e-05,5.782771222584415e-05
1945,2.4198822757171e-05,5.054565281170653e-05
1946,2.330253619220457e-05,5.138279539096402e-05
