year,jeunes_ADJ âges_NOUN,jeunes_ADJ pages_NOUN
1861,0.0,5.659156343540417e-08
1862,0.0,4.5179863433775225e-08
1863,1.9978483312144135e-09,2.946826249683454e-08
1864,4.794727948009836e-10,1.821996598039277e-08
1865,0.0,2.2592853810010638e-08
1866,0.0,3.6978658357611494e-08
1867,4.85281148598915e-10,2.2808213984149006e-08
1868,4.939874287401835e-09,3.013323279787983e-08
1869,9.767038289254515e-10,2.3440891894210836e-08
1870,2.2936195165357276e-09,3.7271316699616364e-08
1871,0.0,2.3366590440332402e-08
1872,6.047339295989218e-10,2.1770421909650395e-08
1873,1.7958012854535355e-09,3.292302608315367e-08
1874,2.3898436563030145e-09,1.3144139998644278e-08
1875,4.577221712764867e-09,2.8607635371713513e-08
1876,0.0,3.143927784776679e-08
1877,8.040260901509555e-09,3.710889728836264e-08
1878,1.2078177347163432e-09,2.294853684858822e-08
1879,0.0,2.0160773384070296e-08
1880,0.0,4.364135564038918e-08
1881,1.3945015142624584e-09,3.5559789779426865e-08
1882,6.655385131892899e-10,3.1945848633085916e-08
1883,1.8958017378167824e-09,1.8958017378167824e-08
1884,6.601696966868076e-10,3.4328824227713994e-08
1885,1.2891271383708158e-09,2.320428826863008e-08
1886,6.453463874400711e-10,2.7104547439815718e-08
1887,0.0,3.264462478114183e-08
1888,0.0,1.521747527988282e-08
1889,0.0,2.192797943223468e-08
1890,0.0,2.6217545467943637e-08
1891,1.9122659011827636e-09,2.7409146952095398e-08
1892,0.0,2.1312942521944933e-08
1893,0.0,2.771287377356657e-08
1894,0.0,2.0164925729204697e-08
1895,6.018614495673091e-10,1.083350631425617e-08
1896,0.0,3.656158042986135e-08
1897,0.0,1.631479840114025e-08
1898,8.487532454637403e-09,1.3580051749784161e-08
1899,0.0,2.8743407654019393e-08
1900,0.0,1.86877908703309e-08
1901,3.912117296778206e-09,2.7384819967224416e-08
1902,1.9641135384773634e-09,2.7988618367391638e-08
1903,0.0,1.6740682395877116e-08
1904,2.1498500757388683e-09,1.4511488011237361e-08
1905,5.160759042333041e-10,2.5803796099843623e-08
1906,1.0288369045596824e-09,1.903348206822031e-08
1907,4.6285588695127444e-09,7.714265115588148e-09
1908,4.911389073214423e-10,3.58531409005991e-08
1909,1.6502950117569526e-09,2.3654228797909127e-08
1910,1.068830135508847e-09,2.1911017000775246e-08
1911,2.6601871816467337e-09,2.979409430281521e-08
1912,4.688478938419394e-09,2.5005221004903433e-08
1913,0.0,2.333315407554437e-08
1914,0.0,3.4823067096567684e-08
1915,0.0,1.767114277129167e-08
1916,2.197492410260793e-09,8.789969641043172e-09
1917,4.386569774084137e-09,1.2063066989753679e-08
1918,0.0,1.2635013924011673e-08
1919,0.0,1.749491218561161e-08
1920,0.0,3.710393414735336e-08
1921,3.7863738810983705e-09,9.844571380313027e-09
1922,1.4755870969551665e-09,3.8365264742878935e-08
1923,2.1231896241147297e-09,1.8047112249064412e-08
1924,3.867487219366694e-09,9.02413699321869e-09
1925,3.299453377181294e-09,2.74954441437103e-08
1926,4.458455382660986e-09,2.229227646921572e-08
1927,3.3447675740205796e-09,1.0034302277972529e-08
1928,1.1426041224282812e-09,1.9424270192303084e-08
1929,4.4561625500705304e-09,1.5596569369336066e-08
1930,2.100720708497761e-09,1.1553964007759987e-08
1931,5.7026783295555106e-09,1.1405356659111021e-08
1932,2.1919073223131136e-09,1.753525857850491e-08
1933,1.1470662197865522e-09,2.064719240024715e-08
1934,1.1981580172459871e-09,1.9170528275935794e-08
1935,3.590485242455088e-09,7.180970484910176e-09
1936,3.6374143697059935e-09,2.0612015205756506e-08
1937,6.295559185076627e-09,1.2591118370153254e-08
1938,2.5930428915188486e-09,1.6854778905894818e-08
1939,0.0,9.176430282309411e-09
1940,7.607348528892999e-09,2.028626333583361e-08
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,0.0,2.1239483061208375e-08
1943,1.1612940831184915e-08,1.1612940831184915e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,0.0,8.714016175304096e-09
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,1.0871887834440486e-09,2.9354097819123126e-08
1949,5.890204768377316e-09,1.6688914139528777e-08
1950,2.1270722072586068e-08,1.595304155443955e-08
1951,6.396841278899501e-09,5.330700769690111e-09
1952,8.435843135146115e-09,1.5817205323287453e-08
1953,9.69644453618912e-09,1.4005975934594517e-08
1954,8.795282724349818e-09,1.07497895029951e-08
1955,7.508486277174597e-09,1.1262729415761896e-08
1956,1.831439710997529e-08,1.3953826538681824e-08
1957,1.6786572132332367e-08,1.8553580005686854e-08
1958,1.8198935691771112e-08,6.617794590102477e-09
1959,1.0851047171911432e-08,1.705164542897819e-08
1960,1.3841666479663672e-08,1.9378333604436193e-08
1961,1.598076693198891e-08,2.153929301584867e-08
1962,3.170978146727066e-09,1.52206956482992e-08
1963,5.1728425987107585e-09,1.2285501505004959e-08
1964,4.867174663303331e-09,1.216793682479178e-08
1965,5.472043373977442e-10,2.5171399187229326e-08
1966,4.431259803538978e-09,9.416426749453422e-09
1967,9.860671390526932e-09,9.860671390526932e-09
1968,6.287982134978165e-09,1.976222918642634e-08
1969,1.090021850558287e-08,1.1354394757745467e-08
1970,1.8854771965948203e-08,1.241655755990223e-08
1971,6.166076982339064e-09,1.6442872174948775e-08
1972,1.4364410994005539e-08,2.0007572487656944e-08
1973,2.260413545229767e-08,1.929621262775072e-08
1974,2.193973003272731e-08,7.313243399753588e-09
1975,1.313640396460869e-08,1.3707552426467373e-08
1976,1.199840671262109e-08,2.2282755196556536e-08
1977,1.057820764316375e-08,8.22749424145286e-09
1978,1.6633656230169436e-08,1.900989232694883e-08
1979,2.808947208166046e-08,9.363157360553487e-09
1980,1.1370301145063877e-08,1.4212877097463661e-08
1981,2.213942273954217e-08,7.590659656386833e-09
1982,1.924325765401136e-08,8.069752865935698e-09
1983,1.515675762675528e-08,7.57837881337764e-09
1984,2.145633182237816e-08,2.4355836458767044e-08
1985,3.007778914820847e-08,7.2186697730458604e-09
1986,2.3977941410180392e-08,9.591176741707841e-09
1987,2.13878585952898e-08,1.711028652096047e-08
1988,3.358070088665954e-08,1.2592763276586538e-08
1989,1.5366742545097622e-08,9.878619700032232e-09
1990,1.6345952147389653e-08,9.80757214330552e-09
1991,1.817054240405014e-08,1.2309077312977479e-08
1992,1.3774860363469088e-08,1.597883780846132e-08
1993,1.3294098266669607e-08,2.2710750613441633e-08
1994,1.6879765141197822e-08,7.912390076469933e-09
1995,1.0302656505700725e-08,1.897857815347237e-08
1996,1.5480466686312866e-08,7.473328622609188e-09
1997,1.1987236092636522e-08,1.6302641014931396e-08
1998,1.4304387896402204e-08,8.10582001520288e-09
1999,1.1882523409667556e-08,1.0968483010742602e-08
2000,8.394259509714175e-09,9.719669513685858e-09
2001,2.365854356867203e-08,1.1391150245287918e-08
2002,9.200564754507923e-09,2.2782351727368422e-08
2003,1.0417307017007715e-08,1.5417615628621206e-08
2004,1.2773894830786503e-08,1.497629043001325e-08
2005,2.1167622321627277e-08,1.4411998705554652e-08
2006,1.6059770402421236e-08,1.7706927479821388e-08
2007,7.589511241690161e-09,1.5578470069499417e-08
2008,1.4901038625225738e-08,1.8732734474724566e-08
2009,1.9549588614609092e-08,2.098004614481397e-08
2010,1.1809482280966677e-08,2.4091344030807704e-08
2011,1.2236710311697152e-08,9.177532511728259e-09
2012,7.148930780687124e-09,2.3489344497251707e-08
2013,6.414987652192394e-09,1.7571487376244477e-08
2014,8.228691505962615e-09,2.1004817440939405e-08
2015,6.871383906315032e-09,1.329945220618356e-08
2016,7.042556315894899e-09,1.905632807108759e-08
2017,1.0062445099379147e-08,1.106868996458843e-08
2018,1.058401366549333e-08,1.3423626654684995e-08
2019,7.652963596171958e-09,9.183556137770665e-09
