year,deux_DET eaux_NOUN,deux_DET pots_NOUN
1800,3.8673223912155663e-07,1.0061326083388167e-07
1801,3.119349116786907e-07,2.5478654652744126e-07
1802,7.250602038766374e-07,1.4993528907325526e-07
1803,2.554944273924775e-07,7.606323038089613e-08
1804,2.644880510160874e-07,1.60670310833666e-07
1805,3.0703080255989335e-07,1.4214388599498307e-07
1806,1.556101381083863e-07,9.509508203109363e-08
1807,1.9074599322266295e-07,4.27043254092041e-08
1808,3.580396992219903e-07,1.495608827895012e-07
1809,4.947276579514437e-07,7.454800510231507e-08
1810,2.0593115834799391e-07,1.825298880930859e-07
1811,2.1310152220621603e-07,1.579458341893769e-07
1812,1.2802598803318688e-07,1.0668832706173248e-07
1813,3.077043686516845e-07,6.901780125190271e-08
1814,9.125363931161701e-08,6.608022040666128e-08
1815,1.4834729711310501e-07,1.7531953111493692e-07
1816,3.383701709935849e-07,7.648092470446954e-08
1817,1.977229260319291e-07,4.203558356952186e-08
1818,2.84916149784209e-07,9.417730195693252e-08
1819,2.6291667154509923e-07,6.624672055366432e-08
1820,1.96983592104516e-07,1.447710751278919e-07
1821,2.1202200173320307e-07,9.467029116194681e-08
1822,1.5539704634193185e-07,5.514088741165324e-08
1823,1.9765373338032077e-07,4.249555374258307e-08
1824,1.8779081756292726e-07,8.252690175680755e-08
1825,2.606411271255382e-07,1.2415674444099523e-07
1826,3.805049288985174e-07,1.603053210175176e-07
1827,2.562401846262219e-07,1.3918082863995096e-07
1828,1.742737225640667e-07,1.3850174696017348e-07
1829,2.734843072005333e-07,9.944883960777418e-08
1830,2.2752301731543412e-07,1.0228098834552668e-07
1831,2.229542468423773e-07,1.1069756111758977e-07
1832,2.1783250758744543e-07,2.1918550707766826e-07
1833,2.6294836175111413e-07,1.4363699030184307e-07
1834,2.5016544213940506e-07,1.0828055629907851e-07
1835,2.9269151013977535e-07,1.096647750387092e-07
1836,2.1371985781115654e-07,1.0551577922512934e-07
1837,3.082345728655511e-07,1.210672992968398e-07
1838,2.379685055675651e-07,8.458296707480883e-08
1839,1.8177836125232716e-07,1.6919369727474987e-07
1840,1.9554944685751252e-07,1.4905071732407293e-07
1841,2.3370796498056734e-07,1.7014453135288932e-07
1842,1.9319803179485007e-07,1.838064624948288e-07
1843,1.9374668625005143e-07,1.1813822187178857e-07
1844,1.877087925095111e-07,1.4599572928375437e-07
1845,2.2209307815046486e-07,1.9921413496604146e-07
1846,2.3944911009543546e-07,1.1357732754291305e-07
1847,1.65032645327301e-07,1.1056108828455535e-07
1848,1.5125016261663404e-07,1.0378336012806244e-07
1849,1.5585712276333652e-07,2.3210979649412877e-07
1850,1.6904599853262425e-07,1.6225700427696665e-07
1851,1.5027193001060368e-07,1.2834382667747946e-07
1852,2.0833745395520964e-07,1.0937716332648506e-07
1853,2.538071157687227e-07,1.5228426519797722e-07
1854,1.8964175563240815e-07,1.2937204552088133e-07
1855,2.3668939874710304e-07,1.5390117269475923e-07
1856,1.8275478141926982e-07,1.2839429386346524e-07
1857,2.7580525463477557e-07,1.112984042705989e-07
1858,2.025981833408963e-07,1.683424510900977e-07
1859,2.597008528226752e-07,1.3137807108876132e-07
1860,2.4716792201839866e-07,1.0847925668855396e-07
1861,2.1316155418560356e-07,1.1318313219987886e-07
1862,2.512000492060906e-07,1.5632232397422285e-07
1863,2.2625632700723486e-07,1.1437681934900468e-07
1864,3.1932889443808676e-07,1.582260278354397e-07
1865,3.0406213258338255e-07,1.1249357956266692e-07
1866,3.0604706369175005e-07,1.2553281836247265e-07
1867,2.0964146330015865e-07,1.4995187669342158e-07
1868,3.7197252522602753e-07,1.52642102957401e-07
1869,2.500361775403803e-07,1.3234336648793033e-07
1870,2.9645032917358094e-07,1.2442886010433085e-07
1871,3.313807326321694e-07,1.359510739540326e-07
1872,2.3100835733202985e-07,1.3546040289469374e-07
1873,2.4722197355941944e-07,2.567996020275132e-07
1874,2.4973866263877653e-07,1.427931639597091e-07
1875,3.2269414429464405e-07,1.1156977830495407e-07
1876,2.9867314310649817e-07,1.2454790621063694e-07
1877,3.6861502650253897e-07,1.8121511402569013e-07
1878,2.6571990474622e-07,1.6667885027743523e-07
1879,3.048553307571922e-07,1.7167204191537166e-07
1880,2.7147488346201953e-07,1.912518214908232e-07
1881,3.158545851533745e-07,2.4124875608322327e-07
1882,3.108064907664243e-07,1.9566832953898938e-07
1883,3.4756363653798417e-07,1.3839352952516037e-07
1884,3.630933216314247e-07,1.6372207944925776e-07
1885,2.945655560582239e-07,1.7016477649178796e-07
1886,3.4913240387624e-07,1.5359243299428726e-07
1887,3.832478638887693e-07,1.7040492839015542e-07
1888,3.265416665954035e-07,1.547109960142734e-07
1889,2.618827292799608e-07,1.3031484247250091e-07
1890,2.91670203989014e-07,1.2322246334406373e-07
1891,2.5305653839069464e-07,1.0389978344349515e-07
1892,2.3757662592771567e-07,1.4731003972201506e-07
1893,2.4818419330774333e-07,1.2624753686907297e-07
1894,2.6340435121952055e-07,1.4934648007169926e-07
1895,2.5518925816925275e-07,1.6250259449179794e-07
1896,2.2054888337841305e-07,1.3032433887616435e-07
1897,3.123118581527251e-07,1.6198263175226657e-07
1898,2.3878257504605926e-07,1.233521356169831e-07
1899,3.0346405388570474e-07,1.5864150526567755e-07
1900,2.922562937213158e-07,1.2510438196500218e-07
1901,2.0957771351692855e-07,2.3137378946103127e-07
1902,2.563168124414261e-07,1.3355972239281755e-07
1903,2.543503780927381e-07,1.5714640966280058e-07
1904,3.257022891389738e-07,1.2737861787570637e-07
1905,3.158384638268785e-07,1.295350529062489e-07
1906,2.6441109790553696e-07,1.1522972975797074e-07
1907,3.342848184928471e-07,1.6765669741403144e-07
1908,3.153111804987674e-07,1.3260750364452178e-07
1909,3.2455802134734313e-07,1.3367389861684842e-07
1910,3.014100866671754e-07,1.1970897428881244e-07
1911,2.2185960579790276e-07,1.3832972367566754e-07
1912,2.7870402474761136e-07,1.3544495125472622e-07
1913,2.487102257475726e-07,1.2780204716733579e-07
1914,2.2634993790404678e-07,1.1987171255611884e-07
1915,4.1703897180056515e-07,8.364341308464418e-08
1916,2.5820535798359856e-07,9.998590755344594e-08
1917,2.9499682341338485e-07,9.869781880667006e-08
1918,2.6533529240424514e-07,9.648556353880622e-08
1919,2.0349345597470148e-07,9.207848483683279e-08
1920,2.1126525950876385e-07,1.0449679876955997e-07
1921,2.0219235352669784e-07,6.43683559786723e-08
1922,2.7150802139885855e-07,7.673053248336004e-08
1923,2.590291372506215e-07,8.386598970844261e-08
1924,2.6427831256725653e-07,1.1086796858350567e-07
1925,2.111650161396028e-07,9.568414860439134e-08
1926,3.2546725425852685e-07,1.0031524499964917e-07
1927,3.177529165343529e-07,1.0145794870908276e-07
1928,2.742249889386983e-07,1.4282551585864667e-07
1929,2.428608536497734e-07,1.4816740012690843e-07
1930,2.2897855211923002e-07,1.2079144084964355e-07
1931,2.2582605918586296e-07,1.2203731358795267e-07
1932,1.9727166034044785e-07,9.753987573191125e-08
1933,2.7070761943193133e-07,1.0782422776856038e-07
1934,2.132721306224994e-07,8.506921744810825e-08
1935,2.1901960156611722e-07,9.574627313213568e-08
1936,2.012702564613278e-07,8.244805727031235e-08
1937,2.0523522925586235e-07,9.065605155456069e-08
1938,1.9966430764295495e-07,6.871563829058402e-08
1939,3.3646911745677244e-07,1.4988169638741056e-07
1940,3.575453888515767e-07,1.01431314458722e-07
1941,2.774412468653509e-07,1.121570960549434e-07
1942,2.973527655214525e-07,6.675266206457309e-08
1943,3.280655676007882e-07,1.2774234736667722e-07
1944,2.634812688029342e-07,9.639558129492798e-08
1945,3.7034567412774777e-07,1.3288874622929825e-07
1946,3.549881455455761e-07,7.65660743695662e-08
1947,3.0159803565688037e-07,5.9604353452868963e-08
1948,2.989769223304961e-07,8.914947824401054e-08
1949,2.7487622922262034e-07,6.871905799954448e-08
1950,2.190884502706325e-07,7.019338621461202e-08
1951,2.9851923954993254e-07,9.488647645383708e-08
1952,2.4463944647834523e-07,6.959570431064321e-08
1953,2.95202881805956e-07,7.002987900683877e-08
1954,3.3422074663391754e-07,9.088458496897545e-08
1955,3.0127802119750413e-07,8.447047061821422e-08
1956,2.9739092788361177e-07,8.37229574557341e-08
1957,2.9509026200358335e-07,9.188439298313256e-08
1958,2.4072228282934205e-07,6.783239880903125e-08
1959,2.7437647753814076e-07,8.370807957902571e-08
1960,2.6368374606011713e-07,9.689166624582413e-08
1961,2.9668640832980486e-07,6.948159092523554e-08
1962,2.3592077491585428e-07,8.181123867245788e-08
1963,2.586421374850545e-07,1.0022382834762311e-07
1964,2.482258998348641e-07,1.368892856845605e-07
1965,2.8016862541058174e-07,1.6033087391065237e-07
1966,2.902475080279743e-07,8.031658271789865e-08
1967,2.9434104042991294e-07,8.578783572410487e-08
1968,2.748746443514971e-07,9.926029020945748e-08
1969,2.566093195155439e-07,8.856427546888312e-08
1970,2.3085599709649074e-07,8.921526273297786e-08
1971,2.3020020112340944e-07,9.043579485279452e-08
1972,2.7189778095682016e-07,9.131661116157375e-08
1973,2.519534116895983e-07,1.356248073847155e-07
1974,2.396493653522569e-07,8.775892057499846e-08
1975,2.096113220773077e-07,8.738564449828345e-08
1976,1.8797503975598318e-07,8.513154892142438e-08
1977,2.3154519812607077e-07,8.697637143839643e-08
1978,2.405939536487267e-07,9.623758145949068e-08
1979,2.744575454682874e-07,8.192762379621854e-08
1980,2.4105039431177033e-07,1.0290122531841916e-07
1981,2.897101820664716e-07,9.48832405978095e-08
1982,2.805791071702757e-07,8.442203247582825e-08
1983,2.5892794663917584e-07,8.841442200591132e-08
1984,2.8705092197656157e-07,1.067017585398844e-07
1985,2.8092657089473505e-07,8.361625747355106e-08
1986,2.0680974399667207e-07,7.253327316547598e-08
1987,2.16322919133205e-07,8.86068480809854e-08
1988,2.3386559155902376e-07,8.575071985816862e-08
1989,2.145855804158714e-07,9.000520662105771e-08
1990,2.1086279988757894e-07,7.737084661840754e-08
1991,2.2039109204285978e-07,7.678519775566883e-08
1992,2.639263274595294e-07,1.0413794537811327e-07
1993,2.647741190742181e-07,8.530379291826762e-08
1994,2.4475659177181086e-07,1.0497104252493727e-07
1995,2.2774293917393607e-07,9.00126813085933e-08
1996,2.0871940553668367e-07,9.28828001178772e-08
1997,2.330318693566369e-07,9.206197182365372e-08
1998,2.3792964931601546e-07,1.0346840451092021e-07
1999,2.170845561089152e-07,8.134957774075247e-08
2000,2.4210811866431925e-07,7.466473395112416e-08
2001,2.760163293480389e-07,8.149053609685097e-08
2002,2.729500869769197e-07,1.2398856963358185e-07
2003,2.470985251967761e-07,8.58386117741361e-08
2004,2.466683159951799e-07,7.664336854062981e-08
2005,2.5626335187212135e-07,8.331936429684106e-08
2006,2.9278198265814126e-07,6.794518037089858e-08
2007,2.328781548155412e-07,1.0265812111498462e-07
2008,2.7503059163436205e-07,8.387156436029386e-08
2009,3.156543451066085e-07,7.962881554135492e-08
2010,2.9051327343765365e-07,6.943975883189069e-08
2011,3.3612713035147124e-07,1.0630642366393772e-07
2012,3.8808481539476247e-07,1.0451055620919192e-07
2013,3.645386483785984e-07,1.009663268547456e-07
2014,4.1576546716548535e-07,1.1541822830807291e-07
2015,3.86127433360528e-07,1.2612313460280689e-07
2016,3.5772043593951253e-07,1.362941786098304e-07
2017,3.3457630377320413e-07,1.1773060926145718e-07
2018,3.9238293014776104e-07,1.313966588867288e-07
2019,3.576484872702679e-07,1.1606994121393654e-07
