year,premiers_ADJ yeux_NOUN,premiers_ADJ pieux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.1702034896643454e-08,0.0
1804,5.19088700912107e-08,0.0
1805,1.1371510844071508e-08,0.0
1806,0.0,2.0171682990621775e-08
1807,0.0,0.0
1808,0.0,0.0
1809,1.8072244145628247e-08,0.0
1810,2.3401266702194334e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,0.0
1819,2.070210003424222e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,4.930744257336528e-09,0.0
1822,0.0,0.0
1823,5.929612356680991e-09,0.0
1824,0.0,0.0
1825,2.641632912414593e-09,0.0
1826,0.0,0.0
1827,4.608636583469661e-09,0.0
1828,1.8344602503717056e-09,9.172301251858528e-10
1829,4.200856196234781e-08,0.0
1830,0.0,0.0
1831,2.0268567268999504e-08,0.0
1832,1.3529969367098715e-09,2.705993873419743e-09
1833,0.0,0.0
1834,5.600718555598405e-09,9.334530925997342e-10
1835,1.5126175867408165e-09,0.0
1836,1.3441500135158435e-09,0.0
1837,2.0873671680021744e-09,1.3915781860163179e-09
1838,0.0,0.0
1839,3.4957374772659477e-09,0.0
1840,7.0066574764382494e-09,1.2739377330817092e-09
1841,6.420548537278137e-09,5.1364388298225094e-09
1842,4.024959032733477e-09,6.708265054555795e-10
1843,2.3627644285539873e-09,1.1813822142769936e-09
1844,4.390849017710252e-09,1.3721403568922597e-08
1845,4.464182357111213e-09,5.580227946389016e-10
1846,5.269050973311096e-09,1.1709002656346001e-09
1847,1.6179670936367074e-09,1.0786447290911383e-09
1848,7.24069959545659e-09,0.0
1849,3.3517659758786067e-09,8.379414939696517e-10
1850,1.3577992064028876e-09,0.0
1851,1.2898877521649865e-09,1.9348316282474798e-09
1852,6.510545436100301e-09,0.0
1853,5.971931837933653e-10,0.0
1854,0.0,1.558699391779328e-09
1855,1.5920811335945473e-09,7.429711956774554e-09
1856,1.5531567143511893e-09,0.0
1857,0.0,4.881509085841174e-10
1858,7.829881631948865e-09,5.3830437884982985e-09
1859,0.0,4.073738679721828e-09
1860,4.577183909670879e-10,7.781213007262977e-09
1861,7.545541969022906e-09,4.715963730639317e-10
1862,1.2650361647104091e-08,1.3553959066214816e-09
1863,2.4973103585068657e-09,7.991393324857654e-09
1864,2.8768367688059016e-09,4.315255264231155e-09
1865,1.1296426905005319e-08,3.765475486972036e-09
1866,9.731225825149181e-10,2.919367858567057e-09
1867,6.79393608038481e-09,0.0
1868,1.4819622196071691e-09,0.0
1869,1.953407657850903e-09,3.4184632902167778e-09
1870,1.1468097582678638e-09,5.160643912205387e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,4.23313739617015e-09,3.0236697590169115e-09
1873,4.788803575905831e-09,1.1972008939764578e-09
1874,1.1949218503559678e-08,1.1949218281515073e-09
1875,5.149374260327022e-09,0.0
1876,1.209202959984168e-08,2.418405919968336e-09
1877,7.421779191219002e-09,4.329371083855449e-09
1878,3.0195443923020093e-09,6.039088673581716e-10
1879,1.1607718342077078e-08,6.720257683667796e-09
1880,5.134277003548959e-09,0.0
1881,0.0,4.183504653809678e-09
1882,7.986462158271479e-09,6.655385131892899e-10
1883,3.159669414998234e-09,3.791603475633565e-09
1884,4.621187876807653e-09,7.922036360241691e-09
1885,5.80107206715752e-09,5.80107206715752e-09
1886,5.808117542471791e-09,3.872078213618124e-09
1887,3.264462256069578e-09,1.9586774424595887e-09
1888,8.242799331981132e-09,6.340614699951175e-10
1889,3.759081934617825e-09,2.5060546970934183e-09
1890,5.898947996740844e-09,1.3108772956016423e-09
1891,3.1871101313640793e-09,6.374220040683554e-10
1892,1.4417578242387208e-08,6.8953633913793055e-09
1893,3.695050043717174e-09,6.15841644346915e-09
1894,6.301539290376468e-10,2.520615716150587e-09
1895,4.213029924926559e-09,6.018614495673091e-10
1896,2.948514543632541e-09,5.307326134129653e-09
1897,6.992056267307589e-09,1.7480140668268973e-09
1898,1.13167097914868e-09,2.8291773368493978e-09
1899,4.4220627160029835e-09,5.527578395003729e-10
1900,7.786579381274805e-09,1.038210628578895e-09
1901,3.912117296778206e-09,5.588738916095792e-10
1902,9.329538919189417e-09,1.4730852093691738e-09
1903,1.3500550899436803e-08,2.1600881083827517e-09
1904,4.299700151477737e-09,8.599400302955473e-09
1905,5.160758931310738e-09,3.096455536422127e-09
1906,4.115347618238729e-09,8.230695236477459e-09
1907,2.057137349353866e-09,1.028568674676933e-09
1908,2.9468334439286537e-09,9.822778146428846e-10
1909,1.6502950117569526e-09,4.400786846048277e-09
1910,5.344150677544235e-10,4.275320542035388e-09
1911,5.320374141248863e-10,1.0640748282497725e-09
1912,5.730363294986773e-09,3.125652625612929e-09
1913,5.30298971401777e-10,0.0
1914,2.0090231700464756e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,5.493730803607377e-09,0.0
1917,4.386569774084137e-09,0.0
1918,0.0,0.0
1919,8.287063479883727e-09,9.207848372660976e-10
1920,1.514446346106979e-09,1.514446346106979e-09
1921,4.543648568500203e-09,2.2718242842501013e-09
1922,7.377935595798135e-09,8.853522359686394e-09
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,0.0
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,1.1146138456652466e-09,0.0
1927,0.0,5.574612327308159e-09
1928,1.1426041224282812e-09,0.0
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,0.0,3.4216069977333063e-09
1932,4.383814644626227e-09,4.383814644626227e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,9.574627313213568e-09
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,2.5182236296217297e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,5.186085783037697e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,0.0
1946,2.7842208538686464e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,1.195907639583993e-08,0.0
1949,1.9634016634739737e-09,0.0
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,0.0
1955,9.385607846468247e-09,4.6928039232341234e-09
1956,7.849027205963921e-09,1.744228317335228e-09
1957,7.951533653738352e-09,0.0
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,7.750747821333448e-10,7.750747821333448e-10
1960,1.3841666701708277e-09,6.920833350854139e-10
1961,7.64297514166401e-09,2.779263708063695e-09
1962,2.5367825617905737e-09,1.2683912808952869e-09
1963,8.405868889838075e-09,2.5864212993553792e-09
1964,1.8251904432275978e-09,1.8251904432275978e-09
1965,1.0944086747954884e-09,0.0
1966,3.8773522170743036e-09,3.8773522170743036e-09
1967,1.9721342336964653e-09,0.0
1968,8.084548142051062e-09,8.982831700699023e-10
1969,3.1792304344691047e-09,9.083515606356229e-10
1970,2.7592350626548523e-09,5.058597540852361e-09
1971,1.541519245584766e-09,2.0553589941130213e-09
1972,3.5911027485013847e-09,2.0520587451500205e-09
1973,2.7566018356850464e-09,3.3079223804577396e-09
1974,4.500457340128605e-09,3.3753431161187564e-09
1975,1.7134440533084216e-09,2.8557400888473694e-09
1976,2.285410749536254e-09,4.570821499072508e-09
1977,1.1753563677885381e-09,5.876781838942691e-10
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,1.1703946700691858e-09,0.0
1980,6.253665585376211e-09,0.0
1981,2.5302198114474095e-09,6.325549528618524e-10
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,3.78918940668882e-09,5.68378455412244e-09
1984,1.1598016991243298e-09,0.0
1985,6.015558051686298e-10,1.8046674155058895e-09
1986,5.395036861699509e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,0.0
1988,5.396898483667201e-09,2.398621523624911e-09
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,1.6345953479657283e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,7.713921945651236e-09,5.509944167592096e-10
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,4.747434001473039e-09,0.0
1995,3.253470381991974e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,0.0
1997,2.876936688878118e-09,4.79489448146353e-10
1998,3.337690568372409e-09,1.43043876743576e-09
1999,2.7421207526856506e-09,1.3710603763428253e-09
2000,8.836062992401139e-10,2.2090156370779823e-09
2001,8.762423564512289e-10,4.3812117822561447e-10
2002,2.1906108038649563e-09,2.1906108038649563e-09
2003,5.8336921959778465e-09,1.2500769308587678e-09
2004,3.9643119897903034e-09,2.642874807889939e-09
2005,1.8014998381943315e-09,0.0
2006,2.0589450144825605e-09,8.235779835885637e-10
2007,1.5977917877663117e-09,0.0
2008,1.2772318758180745e-09,8.514879357157668e-10
2009,2.860915504498962e-09,4.76819250749827e-10
2010,4.723792912386671e-09,0.0
2011,0.0,3.82397197240536e-10
2012,4.765953853791416e-09,1.3617010852229328e-09
2013,1.3945624655065103e-09,0.0
2014,4.547434873103384e-09,2.1654451842767486e-10
2015,4.654808538617772e-09,8.866301581811342e-10
2016,6.421154274960372e-09,1.0356699942093428e-09
2017,3.773417134311785e-09,1.2578056374223934e-09
2018,3.3559066636712487e-09,1.0325866828253538e-09
2019,3.06118530524202e-09,2.55098775436835e-10
