year,deux_DET autos_NOUN,deux_DET poteaux_NOUN
1800,3.144164484325529e-09,1.194782499602809e-07
1801,0.0,1.4287095240206327e-07
1802,0.0,5.594600338554301e-08
1803,0.0,5.655983770225248e-08
1804,0.0,1.1864884363887995e-07
1805,2.842877711017877e-09,1.250866148438945e-07
1806,0.0,1.2967511509032192e-07
1807,0.0,5.124519120158766e-08
1808,0.0,7.704651494577774e-08
1809,0.0,1.3328279635516083e-07
1810,0.0,7.488405628919281e-08
1811,0.0,8.52406101259362e-08
1812,0.0,1.440292436427626e-07
1813,0.0,9.489947672136623e-08
1814,0.0,3.1466771410748606e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,9.038654980031424e-08
1817,0.0,2.1796227045456362e-08
1818,0.0,1.3709353652302525e-07
1819,0.0,6.314140676977331e-08
1820,0.0,9.374520004712394e-08
1821,9.86148829262845e-10,6.114122697020719e-08
1822,0.0,7.21844344298006e-08
1823,0.0,1.2155705064742506e-07
1824,0.0,6.568468169376729e-08
1825,0.0,1.0302368580461518e-07
1826,0.0,4.1397527184017235e-08
1827,0.0,8.11120001165122e-08
1828,0.0,1.201571482312147e-07
1829,0.0,9.001835171718042e-08
1830,0.0,9.601888706356476e-08
1831,0.0,9.666548095310645e-08
1832,0.0,1.0553376328381603e-07
1833,4.6334514003376626e-09,9.266902978311009e-08
1834,0.0,1.3161688405816108e-07
1835,1.5882484660778573e-08,1.2403464211274695e-07
1836,0.0,9.47625775071792e-08
1837,0.0,1.1202204630578194e-07
1838,0.0,6.312161748844858e-08
1839,0.0,7.550793323929383e-08
1840,0.0,8.216898672586126e-08
1841,1.926164561183441e-09,1.2391658676946804e-07
1842,0.0,1.0330727917562399e-07
1843,1.2404512972352677e-08,7.678984559333912e-08
1844,0.0,9.16589750765695e-08
1845,8.37034175305007e-09,5.412821257877454e-08
1846,0.0,8.781751859032738e-08
1847,5.393223645455691e-10,7.550513370091494e-08
1848,8.045221711050488e-10,1.3757329098140758e-07
1849,0.0,1.1982563030699112e-07
1850,6.788996032014438e-10,9.029364811397045e-08
1851,0.0,7.02988798284565e-08
1852,0.0,6.380334371947072e-08
1853,0.0,7.823230752102006e-08
1854,8.832629738719788e-09,6.650450501410887e-08
1855,5.306937111981824e-10,1.003011078637428e-07
1856,0.0,8.076415092261868e-08
1857,0.0,9.421312352486666e-08
1858,0.0,1.1157581170095909e-07
1859,0.0,7.892868425507515e-08
1860,4.577183909670879e-10,8.010071672615027e-08
1861,0.0,1.3157538703012506e-07
1862,4.517986262886353e-10,1.0481728218714181e-07
1863,0.0,1.108805847138683e-07
1864,1.9178911792039344e-09,5.993409946114525e-08
1865,0.0,1.1672973965204392e-07
1866,9.731225825149181e-10,1.007181881229613e-07
1867,5.82337378318698e-09,6.405710983869994e-08
1868,0.0,1.0373735293001118e-07
1869,1.4650557433881772e-09,8.839169884922171e-08
1870,5.734048791339319e-09,1.037862844555093e-07
1871,0.0,1.4657223967873279e-07
1872,0.0,1.1489944551357212e-07
1873,0.0,1.143326819885715e-07
1874,0.0,1.3980585311657023e-07
1875,0.0,1.235849849123838e-07
1876,1.209202959984168e-09,1.390583435068038e-07
1877,0.0,7.54547584413956e-08
1878,3.0195443923020093e-09,1.34671681362164e-07
1879,1.5273313280772527e-08,6.96463070548603e-08
1880,0.0,9.947661538944885e-08
1881,3.4862537301449947e-09,1.1086286733075212e-07
1882,6.655385131892899e-10,9.983077386976902e-08
1883,0.0,7.64639978001469e-08
1884,1.9805090900604227e-09,7.063815843366683e-08
1885,0.0,8.250413774391063e-08
1886,2.5813855497602844e-09,6.647067785081617e-08
1887,0.0,1.3841320711804883e-07
1888,0.0,7.355113007534442e-08
1889,0.0,1.1402549215944191e-07
1890,1.9663159434024635e-09,9.700491654385246e-08
1891,2.5496880162734215e-09,4.9081495312464085e-08
1892,0.0,8.525176919960131e-08
1893,0.0,1.2440001784241872e-07
1894,6.301539290376468e-10,1.1594832050043635e-07
1895,0.0,9.027921765714098e-08
1896,0.0,8.550691887876383e-08
1897,0.0,8.215665925348503e-08
1898,4.52668391659472e-09,8.600699596961192e-08
1899,0.0,8.014988672755408e-08
1900,5.191053142894475e-10,7.319385086912433e-08
1901,3.912117296778206e-09,6.371162108997908e-08
1902,0.0,1.0704419128870768e-07
1903,6.480264325148255e-09,8.154332475918125e-08
1904,1.0749250378694342e-09,8.438161280821532e-08
1905,1.5482277682110634e-09,1.1353669648883624e-07
1906,2.0576738091193647e-09,1.311767032774469e-07
1907,5.1428433733846646e-09,9.359974839640017e-08
1908,8.840499887696751e-09,9.970119752011897e-08
1909,2.7504918342913243e-09,1.0836937364144816e-07
1910,5.878565634276356e-09,1.063485997043756e-07
1911,6.384448969498635e-09,1.0002303574285776e-07
1912,7.2931897743266916e-09,8.856016187053228e-08
1913,1.5908969031031006e-08,8.32569415631923e-08
1914,2.343860305842327e-08,1.118356225404682e-07
1915,5.77257344147597e-08,7.775302846013687e-08
1916,6.372727856529536e-08,1.1756584683553228e-07
1917,4.934890895924582e-08,1.0198774447189862e-07
1918,7.466144680279285e-08,3.445912710731136e-08
1919,4.788081131579247e-08,4.3276886740883924e-08
1920,3.331781961435354e-08,7.117898137565248e-08
1921,2.0446418558250912e-08,1.0677573630824e-07
1922,1.9920426197472807e-08,6.640141858582638e-08
1923,3.8217415010421973e-08,6.900366500417476e-08
1924,2.191576153887098e-08,6.961477061473431e-08
1925,4.06932585406139e-08,7.588742634290213e-08
1926,6.464760193836128e-08,6.130376140056626e-08
1927,5.90908921793698e-08,6.355058268514568e-08
1928,4.798937203176479e-08,6.969885268937048e-08
1929,4.567566724844596e-08,6.2386274812809e-08
1930,4.096405348263943e-08,5.251801948880086e-08
1931,6.729160428875502e-08,5.5886246741465584e-08
1932,4.055028712812714e-08,5.6989590047074046e-08
1933,5.850037787524798e-08,5.505918010406674e-08
1934,6.82950087593781e-08,6.589869272488613e-08
1935,4.308582113310422e-08,5.744776299110299e-08
1936,3.6374143252970725e-08,6.789840201193442e-08
1937,3.777335555454897e-08,8.561960163078197e-08
1938,4.2785209153350934e-08,8.816345520301638e-08
1939,3.976453033516236e-08,8.105846749373313e-08
1940,5.8323005980298603e-08,6.339457270243543e-08
1941,6.78845601953526e-08,3.836953510472085e-08
1942,8.799214157306778e-08,1.0316320064873707e-07
1943,4.064529246505799e-08,1.0451646836884265e-07
1944,5.7837349132228155e-08,4.594856299888761e-07
1945,1.2199622645425734e-07,5.664110691583346e-08
1946,7.378185262751913e-08,5.290019533532586e-08
1947,7.629357767768852e-08,7.867774609593425e-08
1948,5.97953846437349e-08,7.827759018752545e-08
1949,5.3011844691752685e-08,4.810334042204545e-08
1950,5.7430951994064117e-08,3.722376673565009e-08
1951,5.117473023119601e-08,1.1194472104847364e-07
1952,4.956057697569349e-08,7.381362543412706e-08
1953,4.955960530850234e-08,7.002987800763805e-08
1954,4.397641362174909e-08,8.502106219054895e-08
1955,2.1586897602787758e-08,6.10064510020436e-08
1956,2.7907653077363648e-08,5.1454737137746065e-08
1957,3.092263267667761e-08,5.6544239956934916e-08
1958,2.2335057359157418e-08,6.286905129826437e-08
1959,3.4878365084978213e-08,5.270508407484442e-08
1960,4.498541628095154e-08,5.0522084071857876e-08
1961,4.863711344782473e-08,5.766972233089973e-08
1962,4.50278889729816e-08,6.976151878390624e-08
1963,2.7804029745226444e-08,8.59985056500534e-08
1964,4.076258708352043e-08,5.597250929412212e-08
1965,3.1190646510026454e-08,6.238129302005291e-08
1966,2.9911003673888104e-08,6.923843387518502e-08
1967,3.3526282194884516e-08,6.951773157126695e-08
1968,2.5151928428890358e-08,5.1202139417227954e-08
1969,1.7712855182594467e-08,7.993493755797942e-08
1970,1.8854772632082017e-08,5.610444442361029e-08
1971,2.0039750081579655e-08,5.600853203446832e-08
1972,2.924183650776513e-08,8.31083823982226e-08
1973,2.3706775653664636e-08,6.891504411576932e-08
1974,2.4752515148662724e-08,6.188128520712155e-08
1975,2.1132476657470534e-08,4.512069207152081e-08
1976,2.7424929660568864e-08,4.342280468527804e-08
1977,1.8218024422367307e-08,6.288156573219794e-08
1978,1.0693064544931019e-08,6.831680199326229e-08
1979,2.2237499397448346e-08,5.793453694558082e-08
1980,2.899426765345936e-08,7.561250514598328e-08
1981,2.593475367795861e-08,6.768338334239843e-08
1982,1.3035754364842944e-08,8.069753310024907e-08
1983,1.3893695416378193e-08,7.704685245357723e-08
1984,2.8995041922996734e-08,9.626353936198484e-08
1985,1.8046674266081197e-08,8.421780961498371e-08
1986,1.4986213270340443e-08,6.533989282964114e-08
1987,2.138785992755743e-08,6.477465608334398e-08
1988,1.6790350221285166e-08,6.596209067843972e-08
1989,2.3050112929468014e-08,7.354083386701404e-08
1990,1.79805483835338e-08,6.919786499359759e-08
1991,1.817054195996093e-08,6.799299667736847e-08
1992,2.6447731782397454e-08,7.548623415232214e-08
1993,2.4926432917737884e-08,6.757833048709472e-08
1994,2.479215543971236e-08,7.490395770304303e-08
1995,1.3556126887692699e-08,7.157635417698316e-08
1996,1.7081894565507127e-08,7.3665671784795e-08
1997,1.870008781157395e-08,7.623881970175717e-08
1998,1.9072516788121163e-08,6.198567836790403e-08
1999,1.2339542720951613e-08,7.815044078540723e-08
2000,2.209015759202515e-08,7.466473395112416e-08
2001,1.883921130207966e-08,6.265132623806124e-08
2002,1.6648642020555826e-08,6.571832089630192e-08
2003,2.375146035404896e-08,7.500461229881239e-08
2004,1.4095332012686868e-08,8.853630717453598e-08
2005,9.90824944313573e-09,8.016674146738012e-08
2006,1.6471559227682064e-08,6.588623691072826e-08
2007,9.187302835167444e-09,7.509621147150369e-08
2008,1.1920830988998432e-08,6.130713003926758e-08
2009,1.1443662240040453e-08,5.674148928491718e-08
2010,1.2281862193930237e-08,6.235406768695384e-08
2011,9.177532456217108e-09,6.577232047888515e-08
2012,2.519146935497929e-08,9.157439961882119e-08
2013,2.147626343429465e-08,9.092547692546304e-08
2014,2.403644128179394e-08,9.203142026237288e-08
2015,2.1944095873749347e-08,8.88846747315597e-08
2016,1.2428040152556719e-08,9.383170151977538e-08
2017,1.1320251402935355e-08,7.697770776360358e-08
2018,2.297505452553139e-08,8.854430699756222e-08
2019,2.0407902256991406e-08,9.974362225051436e-08
