year,autres_ADJ îles_NOUN,autres_ADJ iles_NOUN,autres_ADJ piles_NOUN
1832,7.035583848846727e-07,8.929779504729396e-08,2.1647950987357945e-08
1833,2.2518572677654447e-06,2.4904800355329826e-07,1.1583628278799551e-08
1834,1.0361329714214662e-06,7.280933922437782e-08,6.534171426153534e-09
1835,7.472331162716728e-07,8.848812882433776e-08,1.5882484660778573e-08
1836,8.636163936759367e-07,7.056787687531596e-08,1.2769425516978572e-08
1837,8.405132234656776e-07,1.0019362850499647e-07,3.061472142462662e-08
1838,5.093914379195041e-07,9.846972859328673e-08,1.1361890983607736e-08
1839,7.362023135559781e-07,1.090670168624186e-07,3.915226187700682e-08
1840,5.293211415846599e-07,8.344292251605268e-08,1.2739377552861697e-08
1841,6.773678449256693e-07,9.374000908835001e-08,3.531301828729738e-08
1842,5.702025478449002e-07,7.043678396101427e-08,5.702025163145663e-08
1843,6.39718450656801e-07,9.923610377882142e-08,1.4767278067040479e-08
1844,5.609309650100869e-07,7.629100068351491e-08,1.920996517412732e-08
1845,4.0121838651430153e-07,6.082448272826113e-08,3.9061593959388574e-09
1846,7.394235324031939e-07,9.367201991850038e-08,5.269050973311096e-09
1847,6.008051363082245e-07,8.952751251456448e-08,1.0786447290911383e-08
1848,7.433784625643369e-07,6.275273001232762e-08,8.04522137798358e-09
1849,6.041558435754268e-07,9.720121418865801e-08,1.1731181359664333e-08
1850,3.346975079310255e-07,9.640374543096186e-08,1.6293590476834652e-08
1851,3.934157652984993e-07,7.029888338117019e-08,4.2566295377355345e-08
1852,3.3854837511171354e-07,7.096494414327026e-08,2.4740073101270355e-08
1853,6.258584297480496e-07,8.300984966069791e-08,1.2541057081705276e-08
1854,3.184942334866214e-07,6.546537323348645e-08,1.610655964157104e-08
1855,4.7390947344183587e-07,8.915654348129465e-08,1.9104973603134567e-08
1856,4.2918897563692937e-07,6.83388988731437e-08,3.831119954611495e-08
1857,3.1339288852905156e-07,5.320844853606843e-08,2.39193944651106e-08
1858,2.7747143938050556e-07,4.159624533706108e-08,4.6489923022363655e-08
1859,4.1552135421341063e-07,4.2265037469846334e-08,4.7357211485632433e-08
1860,2.709692998870139e-07,3.570203510605552e-08,2.746310379109218e-08
1861,3.2398671945266244e-07,4.621644400515379e-08,3.914249901981748e-08
1862,3.234878251934248e-07,3.659569014491382e-08,2.8463313539450752e-08
1863,3.2964498419829624e-07,5.19440564450413e-08,3.146611149418277e-08
1864,3.6631720945479174e-07,3.931676972879217e-08,2.8768367243969806e-08
1865,3.614856609601702e-07,2.6829012678142306e-08,4.706844247692743e-09
1866,3.0312768767304377e-07,4.184427054854112e-08,1.5083399418358567e-08
1867,2.766102511486679e-07,3.494024269912188e-08,2.91168689159349e-08
1868,2.2377629060876814e-07,2.5687345028835296e-08,3.013323279787983e-08
1869,2.749421241787786e-07,2.441759672233701e-08,2.24641887314192e-08
1870,2.9530352207984834e-07,2.2362791174401764e-08,5.734048613703635e-08
1871,2.411007358205097e-07,1.911811953192455e-08,1.0621176826930423e-08
1872,2.9329595463423175e-07,2.6003559305820545e-08,6.047338985126771e-08
1873,3.950763062254836e-07,4.0106228560432555e-08,3.112722168907567e-08
1874,2.921583925896698e-07,3.584765456698946e-08,2.4495896866483235e-08
1875,3.232662919572249e-07,3.83342312337831e-08,4.920513418937844e-08
1876,3.827127421640597e-07,2.5997862973525798e-08,2.539326260375674e-08
1877,3.704704706342099e-07,3.277952553837338e-08,3.030559980743419e-08
1878,3.8529386037211566e-07,3.804625897663172e-08,4.589707458535486e-08
1879,3.683923179842452e-07,2.6881031511827302e-08,2.3826368433788048e-08
1880,4.2999571281399085e-07,3.4656369329866266e-08,2.759673911612026e-08
1881,3.8906592614296187e-07,5.647731143865187e-08,6.83305714233029e-08
1882,4.0198526729540163e-07,3.0614772494885756e-08,3.8601232432711186e-08
1883,3.766325953336036e-07,3.4124430947635176e-08,2.7805091562527195e-08
1884,5.096510156121781e-07,5.677459302688703e-08,3.6969503014461225e-08
1885,3.8287075421195027e-07,3.6095559541315936e-08,5.9299846810745294e-08
1886,3.465510212130596e-07,9.55112642309075e-08,3.613939725255477e-08
1887,4.302561427138585e-07,4.635536371422333e-08,2.154545164501087e-08
1888,2.8786389805190993e-07,3.170307283362206e-08,4.1848057463766963e-08
1889,3.9908921145581644e-07,5.45066875523581e-08,2.5060547415023393e-08
1890,2.8904845505994814e-07,3.736000159237918e-08,7.340912588915671e-08
1891,2.8110309102657993e-07,3.8245320910235137e-08,4.143242904319777e-08
1892,2.626506785396998e-07,5.3909207098357115e-08,2.4447198043731078e-08
1893,3.042257790131231e-07,4.2493073337812604e-08,3.387129154930335e-08
1894,2.3693787909451203e-07,4.6631390970830466e-08,2.5836310868498913e-08
1895,2.852823266508153e-07,4.4537746823891666e-08,2.0463289507333116e-08
1896,2.411884921782459e-07,4.2458609073037223e-08,2.358811634906033e-08
1897,4.847825749720869e-07,5.302309369348279e-08,2.2724182091593548e-08
1898,2.450067748682727e-07,4.5266837944701876e-08,3.225262279471508e-08
1899,3.145191964648575e-07,7.738609575369537e-08,2.2110313580014918e-08
1900,3.078294525948877e-07,5.45060585555035e-08,2.3359739032002835e-08
1901,2.0119460319989457e-07,4.806315456740151e-08,1.3412973842719111e-08
1902,2.553347706601983e-07,3.7809184227910464e-08,2.7988617645746672e-08
1903,2.4408995136226963e-07,4.158169653045718e-08,2.2680925582108102e-08
1904,1.977862025270838e-07,3.869730225147805e-08,1.3974025492302644e-08
1905,2.193322599097769e-07,4.076999593483066e-08,1.7546581076999246e-08
1906,3.019636218848376e-07,5.298510008522328e-08,1.0802787109298606e-08
1907,2.3348509614606883e-07,3.9599892032171624e-08,1.6457098794830927e-08
1908,2.0038467352101463e-07,2.5539223624804208e-08,3.094175227147389e-08
1909,2.051866904717592e-07,2.585462199888866e-08,1.1552065082298668e-08
1910,1.865108592014053e-07,3.2064904731399224e-08,2.672075360976578e-08
1911,2.564420300554815e-07,3.6710580797461034e-08,3.2454281040372734e-08
1912,1.807669191000727e-07,2.3963337258958717e-08,2.135862686714063e-08
1913,2.1583167453265162e-07,3.924212471639876e-08,2.0151361468379037e-08
1914,2.2568026941671704e-07,2.879599858562898e-08,1.4732836284281348e-08
1915,1.7906757654451155e-07,2.1205371458776767e-08,1.6493066468115103e-08
1916,1.5492321381316287e-07,1.098746227334857e-08,3.4061130804730055e-08
1917,1.9958892993887645e-07,2.4126133979507358e-08,1.4256351654751143e-08
1918,1.7229564530651942e-07,2.756730399511298e-08,1.1486376294556067e-09
1919,2.1454286525113275e-07,2.3940406101985445e-08,1.1970202606903513e-08
1920,2.332247390768316e-07,2.2716694747515476e-08,9.086678076641874e-09
1921,2.0067780998056506e-07,3.7106461903135823e-08,8.330022005509363e-09
1922,2.1469792849115876e-07,2.6560568577860266e-08,1.8444838545406128e-08
1923,2.038262105763522e-07,2.2293490609115452e-08,1.6985516992917837e-08
1924,2.500975142538664e-07,2.4494086647841584e-08,2.707241186783449e-08
1925,2.5405792025701146e-07,6.048997924779087e-08,1.9796720707176974e-08
1926,2.1957892215596075e-07,3.009457349989475e-08,5.57306911730393e-09
1927,2.296740357898841e-07,2.7873061858585402e-08,1.6723836537835268e-08
1928,3.0279007912081823e-07,5.827280880055241e-08,2.0566873537575248e-08
1929,2.573433759422983e-07,2.562293466290555e-08,1.7824650200282122e-08
1930,2.762447808279944e-07,4.621585647512916e-08,1.995684684175103e-08
1931,2.839933941345407e-07,2.737285598186645e-08,2.2810713318222042e-08
1932,2.827560320328715e-07,3.178265617354015e-08,1.4247397928102146e-08
1933,2.3629563816740529e-07,4.1294384578449694e-08,1.4911860191091364e-08
1934,2.5640581036157073e-07,4.073737258636356e-08,1.5576054224197833e-08
1935,3.9615020686056823e-07,1.6755597798123745e-08,1.6755597798123745e-08
1936,2.970554930925573e-07,2.424942913137329e-08,3.516167046413443e-08
1937,2.971504016180404e-07,4.532802544421344e-08,8.813782592653752e-09
1938,2.670834176043968e-07,7.519824563040345e-08,7.779128452511941e-09
1939,3.1046922188693316e-07,4.5882152299725476e-08,1.988226472349197e-08
1940,2.3582781238928874e-07,1.775048041885441e-08,1.5214697057785997e-08
1941,3.246652946486961e-07,8.854507793643052e-09,8.854508237732261e-09
1942,2.306000936869168e-07,1.5171058853624686e-08,1.8205270180260413e-08
1943,2.29355578085233e-07,1.4516176038981143e-08,2.9032352077962287e-09
1944,3.405977224701928e-07,2.5705489292704442e-08,3.213186161588055e-08
1945,2.832055172596881e-07,6.099811278303946e-08,6.535512131478072e-09
1946,2.4083511007688685e-07,7.795818213196526e-08,8.352662561605939e-09
1947,2.086152430802457e-07,2.5033828343623554e-08,3.5762614203349585e-08
1948,2.6092531246746375e-07,4.348755200389576e-08,1.522064252412747e-08
1949,3.1708935921415105e-07,3.3377827390879133e-08,1.47255123650325e-08
1950,2.1164369190529442e-07,1.3825969702452312e-08,6.381216888229346e-09
1951,2.654689126302401e-07,2.771964457970455e-08,1.0661401539380222e-08
1952,2.710014541662531e-07,4.007025466989944e-08,1.370824520563474e-08
1953,3.0920884652729796e-07,3.339886467390585e-08,1.939288907237824e-08
1954,3.205391863048135e-07,3.224936895307451e-08,1.07497895029951e-08
1955,3.4914461455315404e-07,4.223523575319632e-08,2.440258128899586e-08
1956,2.354708237284342e-07,8.546718710533696e-08,2.1802854632824165e-08
1957,3.1452733173509273e-07,2.4738106174648777e-08,2.2087593976038988e-08
1958,2.9201020590452487e-07,2.8952852393349104e-08,5.046068435321516e-08
1959,2.8522751804871405e-07,4.960478627857867e-08,1.1626121398933265e-08
1960,2.560708343701812e-07,2.9067500184609685e-08,1.9378332827280076e-08
1961,2.5360781313876757e-07,2.1539293626471334e-08,1.2506686519753174e-08
1962,2.435311139414864e-07,1.8391673961559718e-08,2.2831043722248978e-08
1963,2.7028102689286015e-07,1.8104948984465352e-08,1.9398159301076134e-08
1964,2.2693201973122967e-07,2.737785725903663e-08,2.3727476761159494e-08
1965,1.614252846948716e-07,1.8604948082145967e-08,1.094408652591028e-08
1966,2.4593491154689673e-07,3.0464910705241266e-08,1.0524241922382771e-08
1967,2.450376670459775e-07,2.3172577523489224e-08,1.972134178185314e-08
1968,2.2636736302095173e-07,3.413476046265629e-08,8.084548142051062e-09
1969,2.3662557824266628e-07,3.042977719802664e-08,6.358460868938209e-09
1970,2.2441778427251258e-07,3.265094719595574e-08,6.438214850135182e-09
1971,2.2454796466675475e-07,1.9525910444073702e-08,1.541519289993687e-08
1972,3.3705063628985954e-07,2.6676763686950267e-08,9.234264464197395e-09
1973,2.3541380600455852e-07,3.9695068176914816e-08,1.598829157956061e-08
1974,3.144694677992277e-07,5.8505943978381936e-08,1.0688586071783135e-08
1975,2.5187628338585455e-07,3.655347358133554e-08,7.4249242310031605e-09
1976,2.828195713178161e-07,3.599521963826291e-08,4.570821499072508e-09
1977,2.5916608015208453e-07,3.173462226335744e-08,1.057820764316375e-08
1978,3.605938951878329e-07,4.990096802437449e-08,1.247524139547096e-08
1979,2.7562795779090266e-07,2.984506330960812e-08,7.022368020415115e-09
1980,2.990389216250833e-07,4.604972092536741e-08,9.664756106531058e-09
1981,2.3847321095615825e-07,2.2139423072609077e-08,8.223214109648325e-09
1982,3.798991272674357e-07,4.1590264676649724e-08,1.2415004135846175e-08
1983,3.403955339820186e-07,4.673333942051272e-08,1.0104505676622466e-08
1984,3.8273455160720005e-07,4.291266236799984e-08,1.1598016769198694e-08
1985,3.8018326442568195e-07,4.812446330326736e-08,1.0226449020933615e-08
1986,3.776525865362146e-07,5.155257420952353e-08,8.392279760016663e-09
1987,3.8803688084954047e-07,4.888653482026939e-08,7.332980445085013e-09
1988,4.065663397057051e-07,5.2769673297703434e-08,9.594485983477341e-09
1989,3.847173708493301e-07,3.6221606158903796e-08,7.683371050504206e-09
1990,3.81950442829293e-07,3.2691906515225355e-08,8.717841559757744e-09
1991,3.3410352173746105e-07,3.985796298566768e-08,1.4653662727681649e-08
1992,5.664222655354934e-07,3.250867131043833e-08,5.509944278614398e-09
1993,4.015925263445297e-07,2.880387806047935e-08,7.754890063438324e-09
1994,3.8084970910290394e-07,2.32096768471024e-08,1.7407257857371405e-08
1995,4.424719897144769e-07,2.114755837112625e-08,8.675921037148981e-09
1996,5.129906792689098e-07,2.6156651511399787e-08,1.1743802375008272e-08
1997,4.737355769890428e-07,2.541294086277901e-08,6.7128524960935465e-09
1998,4.014764787285685e-07,2.4794272857064925e-08,8.105819682135973e-09
1999,3.9486537417587897e-07,1.6909744382509473e-08,1.2339543276063125e-08
2000,4.97912138186507e-07,1.3254094599624011e-08,6.627047355323157e-09
2001,4.836857754320079e-07,4.381211782256145e-09,1.0514908055370142e-08
2002,4.2103537856164053e-07,1.0953053741769025e-08,1.0953053297679816e-08
2003,4.096085352012224e-07,7.083768904792009e-09,8.750538071922165e-09
2004,3.9555024078374856e-07,2.554778888441689e-08,8.80958239690699e-09
2005,3.7246010053948453e-07,5.854874474131577e-09,6.305249655724765e-09
2006,3.5249138985449235e-07,1.2353669642806153e-08,1.0706514064207084e-08
2007,3.223544808861334e-07,6.790615098006825e-09,2.3966877371606188e-09
2008,4.393677728309342e-07,6.3861596011349775e-09,1.1069342858993636e-08
2009,3.7668719943262374e-07,8.105927262747059e-09,9.536384792951935e-09
2010,4.0057765371415144e-07,0.0,9.447586379884854e-09
2011,4.2025452695604315e-07,2.2943831556876404e-09,9.559929708968795e-09
2012,4.854464390469104e-07,6.808505315092361e-09,1.2936160587173617e-08
2013,3.818312248604627e-07,1.6734749697100426e-09,1.6734750085678485e-08
2014,3.1572190162254543e-07,1.5158116567492996e-09,1.017759210242275e-08
2015,4.0009186452749645e-07,2.2165753260638965e-09,1.3742767812630063e-08
2016,3.512992645671176e-07,3.107010093650331e-09,1.3256576558706712e-08
2017,2.7395006907404706e-07,3.2702948127294462e-09,1.1320251402935355e-08
2018,3.1519707821558995e-07,7.744400121190154e-10,1.1100306451794495e-08
2019,3.561178907318663e-07,1.275493877184175e-09,9.693753355577428e-09
