year,plusieurs_DET autos_NOUN,plusieurs_DET poteaux_NOUN
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,6.840775279570721e-09,9.772536113672459e-10
1955,4.6928039232341234e-09,0.0
1956,7.849027428008526e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,3.534015080575159e-09
1958,7.445019267748876e-09,9.099467845885556e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,3.460416619915918e-09,4.152499955001332e-09
1961,5.55852741612739e-09,4.16889545107324e-09
1962,8.878739354845067e-09,4.43936931660005e-09
1963,3.879632060055371e-09,6.466053248388448e-10
1964,7.300761994954996e-09,1.8251904432275978e-09
1965,3.2832261354087677e-09,3.830430472806512e-09
1966,7.20079718075084e-09,4.431259692516676e-09
1967,4.930335584241163e-09,2.9582012395223956e-09
1968,1.0330256594581755e-08,2.6948494546985557e-09
1969,4.087581995104728e-09,3.6334061870313406e-09
1970,7.817832520240486e-09,2.7592350626548523e-09
1971,5.138397596304856e-09,5.138397263237948e-09
1972,4.617132176587546e-09,8.208234980600082e-09
1973,1.1026407342740185e-08,2.205281512956958e-09
1974,2.8127858930915295e-09,3.3753431161187564e-09
1975,6.282628195464213e-09,2.8557400888473694e-09
1976,6.8562320265641574e-09,2.856763492431469e-09
1977,4.11374712072643e-09,3.526069214387917e-09
1978,1.1881182704343018e-09,6.53465048738866e-09
1979,7.60756546647201e-09,4.681578680276743e-09
1980,1.7055452605774235e-09,5.68515062804309e-09
1981,3.795329717171114e-09,3.795329828193417e-09
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,3.789189739755727e-09,8.841442245000053e-09
1984,7.538710988796993e-09,4.639206907519622e-09
1985,2.4062232206745193e-09,5.414002135495366e-09
1986,4.196139880008332e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,2.4443267410134695e-09
1988,5.396898483667201e-09,4.197587610832443e-09
1989,4.939309850016116e-09,7.683371272548811e-09
1990,4.3589208909011745e-09,3.814055737905164e-09
1991,5.2753188484189195e-09,1.7584395606284886e-09
1992,2.7549720282848966e-09,3.856960972825618e-09
1993,3.877445031719162e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,9.494867780901473e-09
1995,2.1689803286761844e-09,4.880205739521415e-09
1996,4.270473530354479e-09,1.067618438099771e-09
1997,2.397447240731765e-09,7.671831170341648e-09
1998,7.1521938371788e-09,4.7681290027412615e-09
1999,2.2851005809787495e-09,7.3123217758652714e-09
2000,4.859834423776022e-09,2.2090156370779823e-09
2001,2.190605918883648e-09,3.066848330846028e-09
2002,3.504977141854937e-09,4.381221607729913e-09
2003,3.750230681554001e-09,5.41700001521761e-09
2004,1.7619165015858584e-09,5.726228824443069e-09
2005,4.053374524914943e-09,8.55712400937847e-09
2006,4.529678854225949e-09,6.1768350434476815e-09
2007,2.3966877371606188e-09,4.793375391054511e-09
2008,3.405951742863067e-09,2.1287198670449925e-09
2009,1.430457752249481e-09,6.198650259747751e-09
2010,2.3618965672156378e-09,3.7790344187271785e-09
2011,3.059177577924288e-09,6.118354933803971e-09
2012,6.127654939014349e-09,3.744677901096338e-09
2013,1.1156500168141292e-09,5.29933741333366e-09
2014,2.38198966107106e-09,3.2481677902929107e-09
2015,3.768178102880881e-09,3.3248630099125265e-09
2016,2.48560808047138e-09,8.07822619908194e-09
2017,4.276539233849519e-09,6.037467414898856e-09
2018,3.614053278866436e-09,3.872200005083926e-09
2019,6.377469274898573e-09,9.693753688644335e-09
