year,mais_CONJ oser_VERB,mais_CONJ poser_VERB
1880,3.2089231272180996e-09,9.626769825743509e-09
1881,9.761510488814906e-09,6.9725074602899895e-09
1882,1.3310770263785798e-08,1.9300616216355593e-08
1883,1.895801682305631e-09,9.479008467039307e-09
1884,5.941527270181268e-09,1.0562715146988921e-08
1885,2.5782542767416317e-09,1.740321620147256e-08
1886,5.162771044009418e-09,7.0988103173519335e-09
1887,1.0446279175013728e-08,1.6322311502392495e-08
1888,2.53624587998047e-09,1.4583413587843097e-08
1889,4.38559560889118e-09,3.7590820456401275e-09
1890,6.554386589030514e-09,8.520702365899524e-09
1891,6.374220040683554e-09,1.3385861752368555e-08
1892,1.8805537127519756e-09,1.379072767093703e-08
1893,2.463366621796581e-09,1.539604133071748e-08
1894,1.8904617871129403e-09,8.82215478448245e-09
1895,1.8055843487019274e-09,1.3842813118003505e-08
1896,5.307326134129653e-09,2.299841384001411e-08
1897,8.157398756480916e-09,2.3889525024856084e-08
1898,1.6975064687230201e-09,1.0185038590293516e-08
1899,2.2110313580014918e-09,1.4371703827009696e-08
1900,1.5573159428683425e-09,1.038210628578895e-08
1901,5.588738916095792e-10,8.941982265753268e-09
1902,1.0802624406114347e-08,1.1293652679711386e-08
1903,7.020286574288548e-09,1.6200660368781428e-08
1904,8.061937784020756e-09,1.5586413049106795e-08
1905,5.160759153355343e-09,2.4771643403198595e-08
1906,1.5432553013283723e-09,8.745113522223846e-09
1907,3.0857059130084963e-09,2.1599942279237894e-08
1908,4.4202501658929805e-09,7.367083831866239e-09
1909,7.151278569317299e-09,1.1001966893076087e-08
1910,4.809735609789811e-09,1.3894791983659616e-08
1911,4.788336838146279e-09,1.0108710757350536e-08
1912,4.167536982180309e-09,1.719109032904953e-08
1913,2.121195885607108e-09,7.95448484858241e-09
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,5.890380960771324e-09,1.0602685840410686e-08
1916,7.69122365795738e-09,2.307367008569372e-08
1917,1.864292142883528e-08,7.676497215669542e-09
1918,9.189101035644853e-09,2.756730399511298e-08
1919,9.207848372660976e-10,2.762354522900523e-08
1920,1.2115570324766622e-08,9.086678076641874e-09
1921,3.0290989716519334e-09,1.2873670240942658e-08
1922,8.115729144275718e-09,1.549366501762961e-08
1923,1.1677542932631013e-08,2.9724654737606215e-08
1924,1.289162443462999e-09,7.734974771800296e-09
1925,9.898360131543882e-09,2.0896537833436923e-08
1926,1.0031524944054127e-08,2.0063048555840624e-08
1927,4.4596899506643695e-09,1.3379069851993108e-08
1928,0.0,1.7139062169491126e-08
1929,0.0,4.4561625500705304e-09
1930,3.1510810627466412e-09,2.4158287814657342e-08
1931,5.7026783295555106e-09,2.623232031595535e-08
1932,6.575722188983946e-09,1.753525857850491e-08
1933,4.588264879146209e-09,1.7205993296798283e-08
1934,5.990790086229936e-09,2.875579241390369e-08
1935,3.590485242455088e-09,3.4708024898577605e-08
1936,2.424942913137329e-09,3.031178685830582e-08
1937,0.0,2.1404900962807005e-08
1938,0.0,2.463390735840676e-08
1939,1.5294050470515685e-09,2.9058695893979802e-08
1940,2.5357829169792012e-09,1.01431314458722e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,2.1239483061208375e-08
1943,1.7419411690866582e-08,4.064529335323641e-08
1944,6.4263723231761105e-09,2.5705489292704442e-08
1945,8.714016175304096e-09,3.267756198965799e-08
1946,9.744772988540262e-09,1.9489545977080525e-08
1947,7.152522574216391e-09,5.4836006846414875e-08
1948,5.435943917220243e-09,2.6092530802657166e-08
1949,3.9268033269479474e-09,1.9634017078828947e-08
1950,3.190608444114673e-09,4.0414374069541736e-08
1951,1.5992102753159543e-08,4.157946786875755e-08
1952,4.217921456550755e-09,3.796129233180068e-08
1953,1.0773827385790469e-09,2.693456879754308e-08
1954,3.9090144454689835e-09,2.14995790059902e-08
1955,4.6928039232341234e-09,2.0648337262230143e-08
1956,9.593255967388359e-09,2.529130949113778e-08
1957,6.184526335495377e-09,2.738861759610245e-08
1958,5.790570245522986e-09,3.4743423249494754e-08
1959,7.750747821333448e-10,1.9376869886400527e-08
1960,4.152500121534786e-09,2.2838750446396716e-08
1961,3.47407969059077e-09,2.918226993386952e-08
1962,3.170978146727066e-09,3.614915300431676e-08
1963,2.5864211883330768e-09,4.008952991796377e-08
1964,4.258777774879263e-09,3.528701686406066e-08
1965,6.5664520487729305e-09,2.9001830270658502e-08
1966,5.539074754423723e-10,2.2710206160070356e-08
1967,8.381570548721129e-09,3.9935718731953784e-08
1968,5.838840466676487e-09,3.5482184301827147e-08
1969,4.087581939593576e-09,3.8604940577613434e-08
1970,7.817832381462608e-09,4.0008908186450753e-08
1971,4.1107179882260425e-09,3.083038446760611e-08
1972,4.6171320100540925e-09,3.796308689629768e-08
1973,5.513203893414698e-09,3.0322619970490905e-08
1974,3.375343005096454e-09,3.600365872102884e-08
1975,3.4268881066168433e-09,3.826691674646554e-08
1976,1.142705374768127e-09,3.085304545180634e-08
1977,1.7630345516828072e-09,4.113747209544272e-08
1978,4.752473081737207e-09,3.9207902702287356e-08
1979,5.851973350345929e-09,4.213420901066911e-08
1980,3.97960553399912e-09,2.9562784220615868e-08
1981,1.2651099057237047e-09,2.9730082395929003e-08
1982,8.069752865935698e-09,4.1590263677449e-08
1983,5.68378411003323e-09,4.16810870262907e-08
1984,3.4794050973729895e-09,3.7113655260156975e-08
1985,4.210890636180409e-09,4.511668549866954e-08
1986,8.392279537972058e-09,3.356911904006665e-08
1987,4.888653482026939e-09,4.0942473411575975e-08
1988,5.996553698039975e-09,4.017691157542913e-08
1989,5.488122178931576e-10,4.335616488049254e-08
1990,4.903785932874882e-09,3.5416231725093894e-08
1991,4.103025752488776e-09,3.106576595968136e-08
1992,5.509944167592096e-09,2.975369817193041e-08
1993,5.539207315052863e-09,2.2156830148389872e-08
1994,8.439882570598911e-09,3.112206758970615e-08
1995,8.13367617702454e-09,3.687266669771816e-08
1996,8.007138063703678e-09,3.042712570788808e-08
1997,4.315405033317177e-09,3.787966562640577e-08
1998,5.244942147264453e-09,3.7191407287195943e-08
1999,2.285100608734325e-09,3.3362468343511864e-08
2000,5.743441056083043e-09,3.843687323978884e-08
2001,5.695575344688564e-09,3.5487816241186465e-08
2002,3.504977197366088e-09,3.50497728618393e-08
2003,2.9168461535000745e-09,2.9168461423978442e-08
2004,8.80958239690699e-09,2.951210209545252e-08
2005,1.170974917030776e-08,3.873224585504431e-08
2006,7.823991010624809e-09,4.406142117829859e-08
2007,8.38840685801756e-09,4.0344243501522215e-08
2008,5.960415716543821e-09,3.7039725953036395e-08
2009,1.2397300519495502e-08,3.576144536054926e-08
2010,1.322662024350052e-08,3.59008271999528e-08
2011,8.41273828378064e-09,2.982698088516145e-08
2012,1.2595735121578855e-08,3.3702102442134674e-08
2013,1.0040850373371768e-08,3.653753744004007e-08
2014,1.2343037703033133e-08,2.9666598067024097e-08
2015,8.86630147078904e-09,3.258365843805677e-08
2016,1.0356700164138033e-08,2.8998760726040018e-08
2017,1.7609279368002717e-08,3.2199825028556006e-08
2018,1.0325866828253538e-08,3.4333506704342653e-08
2019,9.438654746674047e-09,3.443833485050618e-08
