year,meilleurs_ADJ artisans_NOUN,meilleurs_ADJ partisans_NOUN
1889,5.012109394186837e-09,5.6386229019267375e-09
1890,7.209825181320184e-09,8.520702365899524e-09
1891,1.211101796627645e-08,2.5496880162734215e-09
1892,8.149066310636499e-09,1.8805537127519756e-09
1893,1.3548516086814288e-08,1.2316833108982905e-09
1894,2.0164925729204697e-08,8.192000855444803e-09
1895,3.0093072478365457e-09,1.444467478961542e-08
1896,1.2383760683576384e-08,1.1794058174530164e-08
1897,1.806281169081103e-08,1.1653427112179315e-09
1898,1.6975064909274806e-08,2.26334195829736e-09
1899,8.844125432005967e-09,8.844125432005967e-09
1900,1.349673794948103e-08,1.5054054003371675e-08
1901,1.5648469187112823e-08,3.353243460679778e-09
1902,2.6024505217492333e-08,7.365425602756659e-09
1903,2.4841012802312434e-08,1.2420506401156217e-08
1904,1.6123875568041512e-08,1.6123875568041512e-08
1905,2.4255568220610257e-08,9.28936660926638e-09
1906,2.983626856689625e-08,2.2634411678268407e-08
1907,3.291419758966185e-08,9.257117739025489e-09
1908,3.487086175368859e-08,2.2101250607420297e-08
1909,3.4106097501762633e-08,7.151278680339601e-09
1910,3.740905540894346e-08,1.4429207162436342e-08
1911,4.309503154331651e-08,1.5429085564733214e-08
1912,3.5945006970905524e-08,1.0939784189645252e-08
1913,4.666630815108874e-08,1.6439267724877027e-08
1914,6.161004506566314e-08,6.696743604095445e-09
1915,5.0657277483878715e-08,1.295883844676382e-08
1916,5.0542325880087446e-08,1.648119329900055e-08
1917,6.141197417264266e-08,2.3029491202919417e-08
1918,9.303964532136888e-08,1.722956355365568e-08
1919,8.747456092805805e-08,2.1178051312631396e-08
1920,1.0752569323813077e-07,6.057785384427916e-09
1921,1.1586303827471056e-07,1.5902768879527684e-08
1922,1.1878476158244666e-07,1.2542490601674672e-08
1923,9.342033990833443e-08,1.4862327368803108e-08
1924,1.2633792323413218e-07,1.933743654092268e-08
1925,1.1768050711680189e-07,2.0896537833436923e-08
1926,6.687682940764716e-08,2.3406890647947876e-08
1927,1.0480271583901413e-07,1.1149224654616319e-08
1928,1.0054916543822401e-07,1.5996457491951332e-08
1929,1.1140406286358484e-07,1.7824650200282122e-08
1930,1.1553964185395671e-07,1.995684684175103e-08
1931,9.352392282835353e-08,1.1405356659111021e-08
1932,8.76762911161677e-08,1.4247397928102146e-08
1933,1.1241248643045765e-07,8.02946331646126e-09
1934,1.1741948924282042e-07,1.3179738189705859e-08
1935,7.540018742702159e-08,1.0771455727365264e-08
1936,8.729794842565752e-08,1.9399543305098632e-08
1937,1.0450627740965501e-07,2.2664012888640173e-08
1938,7.779128452511941e-08,1.5558256905023882e-08
1939,7.341144225847529e-08,9.176430282309411e-09
1940,9.382397081481031e-08,1.7750480196809804e-08
1941,8.559357667081713e-08,2.066051862925633e-08
1942,1.2136847260535433e-07,6.068423541449874e-09
1943,1.1903264152124393e-07,2.9032352077962287e-09
1944,1.6065931163211644e-07,0.0
1945,1.0456819410364915e-07,2.6142048525912287e-08
1946,1.1136883415474585e-07,2.5057987684817817e-08
1947,1.1086410012239867e-07,2.0265479960812627e-08
1948,1.30462652236929e-07,1.848220954059343e-08
1949,1.0209688383611137e-07,1.0798709482173763e-08
1950,8.720996191868835e-08,5.317680518146517e-09
1951,1.4073050635943218e-07,7.462981344019681e-09
1952,8.014050933979888e-08,9.490323193972472e-09
1953,8.403585383121026e-08,1.508335856215126e-08
1954,7.818029246209335e-08,8.795282724349818e-09
1955,6.663781704219218e-08,1.1262729415761896e-08
1956,7.064124929456739e-08,1.5698054411927842e-08
1957,8.835037590415595e-08,7.951533653738352e-09
1958,7.52774127477096e-08,1.4890038535497752e-08
1959,9.378404541848795e-08,9.300897829689347e-09
1960,6.22874978262189e-08,6.920833239831836e-09
1961,6.600751589758147e-08,6.25334317660986e-09
1962,6.785893447158742e-08,1.2683912586908264e-08
1963,6.660035012373555e-08,3.879631726988464e-09
1964,7.909158483698775e-08,1.8251904876365188e-08
1965,5.636204747361262e-08,1.641613067704384e-08
1966,4.3204781974282014e-08,7.200797291773142e-09
1967,6.803863072946115e-08,1.0846738618397467e-08
1968,4.626158300879979e-08,1.2126823101255013e-08
1969,4.042164292172856e-08,5.904285060864822e-09
1970,5.104584843707016e-08,6.438214850135182e-09
1971,3.288574390580834e-08,2.569198631618974e-09
1972,3.745007148836521e-08,4.104117490300041e-09
1973,3.9695066789136035e-08,6.064523994098181e-09
1974,5.2880373857533414e-08,5.06301445213353e-09
1975,4.3407247574123176e-08,9.138368284311582e-09
1976,4.2280099421532213e-08,1.2569759455516305e-08
1977,4.8777287986467854e-08,9.990529292736028e-09
1978,4.277225684745645e-08,7.128709622605811e-09
1979,3.979342011461995e-08,7.022368020415115e-09
1980,3.865902442612423e-08,8.527726080842513e-09
1981,6.70508271127801e-08,7.590659656386833e-09
1982,5.7729771185677237e-08,3.1037510339615437e-09
1983,4.16810870262907e-08,6.315316269933646e-09
1984,6.088959025873919e-08,3.479405208395292e-09
1985,4.4515129360434e-08,9.624892882698077e-09
1986,3.956360572487938e-08,7.792831269171074e-09
1987,4.21646362269712e-08,4.888653482026939e-09
1988,6.236415828198005e-08,8.395175221664886e-09
1989,4.225854155492925e-08,8.232182935330457e-09
1990,5.067245467671455e-08,5.448650863826288e-09
1991,4.8650161232899336e-08,5.2753188484189195e-09
1992,4.628353167390742e-08,1.65298330578878e-09
1993,3.212740296021366e-08,2.7696036575264316e-09
1994,5.274926451193096e-08,5.274926717646622e-09
1995,4.175286960617086e-08,4.337960657352369e-09
1996,4.3772356406179824e-08,4.804283193493575e-09
1997,4.219507232505748e-08,3.3564262480467733e-09
1998,4.386678753576234e-08,3.337690568372409e-09
1999,4.433094957789763e-08,5.484241505371301e-09
2000,4.550572541006659e-08,2.2090156370779823e-09
2001,4.6440845835604705e-08,6.133696661692056e-09
2002,6.790893536390286e-08,3.504977197366088e-09
2003,6.917092321145901e-08,1.6667691671301554e-09
2004,5.550036874524267e-08,7.488145215006625e-09
2005,6.125099361042885e-08,4.503749373441224e-09
2006,4.6943945619659644e-08,8.235779835885637e-10
2007,4.1942033845998594e-08,3.595031605740928e-09
2008,5.4069484889396335e-08,4.257439734089985e-09
2009,6.198650481792356e-08,4.76819250749827e-09
2010,8.030448128693024e-08,4.723792912386671e-09
2011,8.909854898320191e-08,2.6767803529281764e-09
2012,1.0212757928229621e-07,6.808505315092361e-09
2013,6.55444409858319e-08,5.578249862026041e-09
2014,8.445235977205812e-08,4.980523993225461e-09
2015,6.139914177083483e-08,4.654808538617772e-09
2016,7.974659155252084e-08,4.349814286541687e-09
2017,6.515433170761753e-08,4.024978128569501e-09
2018,7.073218455388997e-08,3.872199894061623e-09
2019,6.02033125574053e-08,2.04079020349468e-09
