year,ces_DET âges_NOUN,ces_DET ages_NOUN,ces_DET pages_NOUN
1845,3.024483472557904e-07,8.37034175305007e-09,1.5931550336745204e-06
1846,3.0853222998672436e-07,3.5127007969038004e-09,1.577202610292261e-06
1847,3.0040256326913095e-07,4.314578916364553e-09,1.6886183047404302e-06
1848,2.4135665288582686e-07,5.631655086713039e-09,1.7779939582851512e-06
1849,2.2959596424065865e-07,3.3517659758786067e-09,2.4861724767788473e-06
1850,2.864956236692251e-07,4.752297222410107e-09,1.8866619910795634e-06
1851,3.708427320781027e-07,3.2247193804124663e-09,2.1799102825070804e-06
1852,3.5677788634558283e-07,1.1718981784980542e-08,2.1282973676761685e-06
1853,2.484323697871105e-07,5.3747386541402875e-09,2.272320031693198e-06
1854,2.3484403888218708e-07,1.143046168827766e-08,2.184257425597025e-06
1855,3.269073260980804e-07,2.1227748447927297e-09,2.508589233229941e-06
1856,2.5989489271793786e-07,1.0354378243704332e-08,2.465895235559401e-06
1857,3.3975302082822623e-07,3.905207379695241e-09,2.8254175390429737e-06
1858,2.8481194291885004e-07,2.4468380654951716e-09,2.753671566324556e-06
1859,2.2456483961263984e-07,2.036869339860914e-09,3.4687884351569664e-06
1860,2.9522835820472437e-07,3.204028764525191e-09,3.1422367499089887e-06
1861,2.8767377990845944e-07,3.301174722469824e-09,3.1870482644080766e-06
1862,2.7830795268357633e-07,4.969785083464018e-09,2.9299141743877044e-06
1863,2.9618101571315947e-07,3.496234635136375e-09,3.176079360400763e-06
1864,3.52891981414416e-07,5.7536736486341056e-09,3.2656892017257633e-06
1865,2.847640931946671e-07,6.118897666329559e-09,3.133346297090611e-06
1866,3.0896643288258474e-07,4.865612968085742e-09,2.8395717777129903e-06
1867,3.741517797806182e-07,4.85281148598915e-09,3.202855538120275e-06
1868,4.021057513625692e-07,3.951899252285784e-09,2.9002000587752264e-06
1869,4.2730792237932747e-07,5.371871170112286e-09,3.5083202476471342e-06
1870,4.117047027740739e-07,7.454263428741115e-09,3.0224170188830612e-06
1871,2.729642671894794e-07,1.0621177271019633e-09,3.272384731189959e-06
1872,3.9005337448827504e-07,2.4189357183956872e-09,3.3260366478771175e-06
1873,4.0824549341067495e-07,3.5916026819293734e-09,2.95708611020018e-06
1874,4.050785111786581e-07,8.364452686038248e-09,3.0195673446087312e-06
1875,2.8149914577113577e-07,5.1493745933939294e-09,3.3573921598417655e-06
1876,3.4220444256050087e-07,1.209202959984168e-09,3.2255489088584e-06
1877,3.383094333564429e-07,3.710889595609501e-09,3.1827063367018127e-06
1878,3.1524042753972026e-07,3.6234532041490297e-09,3.2925112236625864e-06
1879,2.9324760930649063e-07,4.276527687530063e-09,3.4236659587350005e-06
1880,3.3693691925407165e-07,1.9253538763308597e-09,3.229460219245084e-06
1881,3.249188660348068e-07,2.7890030285249168e-09,3.1787662351234758e-06
1882,2.5756339816496165e-07,6.655385131892899e-10,3.343665582633548e-06
1883,2.1928106086477328e-07,6.951272724098345e-09,3.672799692822082e-06
1884,2.9179500060649843e-07,4.621187876807653e-09,3.8138002196319576e-06
1885,2.739395252859822e-07,5.1565086089944145e-09,3.5592800884387543e-06
1886,1.7424353160322426e-07,4.517424767591649e-09,3.5487597358496714e-06
1887,2.0174376391679516e-07,4.570247291724172e-09,3.736503487061782e-06
1888,2.10508408038379e-07,3.804368819970705e-09,3.7428648624882044e-06
1889,2.744129936615991e-07,2.506054641582267e-09,3.7791305373957584e-06
1890,2.4972213630292117e-07,3.932631886804927e-09,4.07813934089063e-06
1891,2.4349520533206714e-07,3.1871099093194744e-09,3.831543637033974e-06
1892,2.0560719926621118e-07,3.1342561879199593e-09,4.058234793546944e-06
1893,1.7120397943770627e-07,4.310891532632866e-09,3.831766690609584e-06
1894,2.4323942460213743e-07,5.671385361338821e-09,3.932160495878634e-06
1895,1.8838262771936343e-07,4.213030146971164e-09,4.249141767331821e-06
1896,1.7867998147735875e-07,4.127920338881097e-09,4.071898473512192e-06
1897,1.4217181543152435e-07,4.661370844871726e-09,3.965661278471089e-06
1898,2.1218831403047034e-07,2.26334195829736e-09,4.1096632230619434e-06
1899,2.1833934837900415e-07,6.080336234504102e-09,3.931766457299091e-06
1900,1.8480149055477568e-07,4.1528424032932776e-09,4.097817310366736e-06
1901,1.6877992004005193e-07,2.794369458047896e-09,4.588354613588308e-06
1902,1.4681748350398038e-07,2.455141923096704e-09,3.881579459630302e-06
1903,1.6740683417282298e-07,4.860198243861191e-09,4.556705761160629e-06
1904,2.0154844637687575e-07,3.2247751136083025e-09,4.434603454228636e-06
1905,2.2294478885243052e-07,5.160759153355343e-09,4.613202634118352e-06
1906,2.201711006843965e-07,7.201858442940079e-09,4.64725610527239e-06
1907,1.6097100075107562e-07,3.5999904168804164e-09,4.65530166593453e-06
1908,1.9645556825764743e-07,7.367083387777029e-09,5.048907894433796e-06
1909,1.7548137432044086e-07,1.6502950672681038e-09,5.230335091255256e-06
1910,1.9185500654828047e-07,5.878565745298658e-09,5.186498128750827e-06
1911,1.6546363301728206e-07,5.3203741412488625e-09,5.092662036076945e-06
1912,2.2869359872501605e-07,6.251305251225858e-09,5.241719463811023e-06
1913,1.7128657470166786e-07,4.772690798127144e-09,5.490185230883071e-06
1914,1.6139152236860355e-07,2.0090231700464756e-09,5.558297345942265e-06
1915,1.9202642276283655e-07,0.0,5.941038125456544e-06
1916,1.3514578811602007e-07,6.592477230782379e-09,6.37932049585288e-06
1917,1.5572322809020989e-07,4.3865698851064394e-09,6.998772050792468e-06
1918,1.2979605212848355e-07,2.2972752589112133e-09,6.605815258353687e-06
1919,1.3995928999088747e-07,4.603924352863942e-09,5.9712894540098205e-06
1920,1.2721349218480782e-07,1.514446346106979e-09,5.860907378973934e-06
1921,1.893186833967775e-07,3.786373770076068e-09,5.832529950566823e-06
1922,1.4165636075258448e-07,3.6889677978990676e-09,6.1155706134741195e-06
1923,1.380073242351898e-07,8.492758496458919e-09,6.452373440879455e-06
1924,1.534103367673012e-07,3.867487219366694e-09,6.407137220776349e-06
1925,1.6607248753963688e-07,5.499088961968823e-09,6.098489848227473e-06
1926,2.441004323117113e-07,2.229227691330493e-09,6.200596772032441e-06
1927,1.9065174816645936e-07,3.344767462998277e-09,6.252485434288246e-06
1928,1.73675829273634e-07,1.1426041224282812e-09,5.830708971643617e-06
1929,1.7156225795567082e-07,2.2280812750352652e-09,5.769616620909801e-06
1930,1.7015838249534454e-07,1.0503603542488804e-09,5.939788024988957e-06
1931,1.562533826771073e-07,4.5621426636444085e-09,6.114411917224061e-06
1932,1.6110518430423326e-07,0.0,6.174602731334744e-06
1933,1.1585368664412954e-07,2.2941324395731044e-09,5.8764204027283995e-06
1934,1.6294948679274057e-07,7.188948103475923e-09,6.235214129901578e-06
1935,1.4840673046023767e-07,0.0,5.823767025958659e-06
1936,1.612587050559e-07,3.6374143697059935e-09,5.804100851491967e-06
1937,1.0324717214515999e-07,3.777335444432595e-09,6.238899175059487e-06
1938,1.4909996326473163e-07,2.5930428915188486e-09,6.34776898778e-06
1939,1.605875254995226e-07,1.5294050470515685e-09,6.0717378005392675e-06
1940,1.293249303202515e-07,2.5357829169792012e-09,5.680153890352813e-06
1941,3.0990776522799024e-07,1.1806010835613279e-08,5.345170961845724e-06
1942,1.6688165294098667e-07,3.034211770724937e-09,5.880302637706336e-06
1943,2.5838794304178236e-07,5.806470415592457e-09,6.250665308016323e-06
1944,2.3134940363433998e-07,3.2131861615880553e-09,5.896196626054007e-06
1945,1.3506725338174874e-07,0.0,6.271913207456237e-06
1946,2.0603234407445825e-07,2.7842208538686464e-09,6.336886826829868e-06
1947,1.7881306302314215e-07,1.1920870957027319e-09,6.271570327953668e-06
1948,2.076530543071442e-07,5.435944139264848e-09,5.775147030817607e-06
1949,1.4921852553584358e-07,1.9634016634739737e-09,5.047905858646118e-06
1950,1.893094410121421e-07,2.1270722960764488e-09,5.329379575869098e-06
1951,1.7484699288417005e-07,3.198420528427448e-09,5.677196384112904e-06
1952,1.5922654372779732e-07,4.2179215675730575e-09,5.459045041789068e-06
1953,1.4221451571927446e-07,3.2321482157371406e-09,5.654104654695402e-06
1954,2.04246004997799e-07,8.795282502305213e-09,5.723774336274801e-06
1955,1.670638241080269e-07,9.385607846468247e-09,5.4868261827323295e-06
1956,1.4564306560771456e-07,5.232684952005684e-09,5.236173592493287e-06
1957,2.1292440699482995e-07,8.835037701437898e-09,5.23387615203319e-06
1958,2.03497190653934e-07,2.481673033738474e-09,5.034487230659579e-06
1959,1.7516690142826974e-07,3.8753737996444215e-09,4.670600731060404e-06
1960,1.6540791136776534e-07,2.0762500052562416e-09,4.803750584869704e-06
1961,2.2650999831341778e-07,6.948159270159238e-10,5.2521134534799785e-06
1962,2.4797050102165485e-07,4.4393695941558065e-09,4.954336361606693e-06
1963,2.153195772791605e-07,4.526237051827309e-09,4.94071133516627e-06
1964,1.6183356343901778e-07,5.4755713296827935e-09,4.762530465995951e-06
1965,2.1395689309144927e-07,3.2832260243864653e-09,5.122927120737586e-06
1966,1.8555900282990478e-07,4.431259803538978e-09,4.218559240598552e-06
1967,1.538264706724135e-07,1.9721342336964653e-09,4.488577587835607e-06
1968,2.2142680222714262e-07,4.9405573798733116e-09,5.221270725996874e-06
1969,2.0165405345551335e-07,3.1792303789579535e-09,4.075319282037526e-06
1970,1.991247877697333e-07,1.3796175035718505e-09,4.404198989504948e-06
1971,2.3328324338933726e-07,5.6522372338108084e-09,4.605031676874205e-06
1972,2.6676764974808975e-07,6.15617617993891e-09,4.1656792291178135e-06
1973,2.2824663759024588e-07,4.410563025913916e-09,4.183419065384442e-06
1974,2.509004985995489e-07,2.8127858930915295e-09,3.771945841890556e-06
1975,2.615857894738838e-07,8.567220266542108e-09,3.7707191893332492e-06
1976,2.1654267001736116e-07,1.0855700893763753e-08,4.0526045381739095e-06
1977,2.92076059338342e-07,5.876782005476144e-09,4.003851472589304e-06
1978,2.2871276783575922e-07,1.1881182704343018e-09,4.142374223192746e-06
1979,2.4753847505110116e-07,1.7555920051037788e-09,4.04898042916102e-06
1980,2.8368901894282317e-07,1.1370301367108482e-09,4.292857113341597e-06
1981,2.5428709626851287e-07,6.325549528618524e-10,4.0508820120521705e-06
1982,2.53886838663675e-07,4.345251602977385e-09,4.180132009423687e-06
1983,2.589279581854953e-07,5.68378455412244e-09,4.1592672346268955e-06
1984,2.1862261689875595e-07,8.118611782848006e-09,4.004795329137778e-06
1985,2.27388099460768e-07,1.8046674155058895e-09,3.984705642778863e-06
1986,2.2479320804791314e-07,4.196139768986029e-09,4.21772006120591e-06
1987,2.322110361774321e-07,5.499735167280306e-09,3.9274220000606874e-06
1988,3.16618038453953e-07,5.396898372644898e-09,3.916349385235662e-06
1989,1.7507109717485037e-07,5.4881220679092735e-09,3.8866881482135796e-06
1990,2.1849090714454178e-07,3.8140557934163155e-09,3.866907491101301e-06
1991,2.1687420748150998e-07,2.344586136349136e-09,4.093647220315688e-06
1992,2.573143866868577e-07,5.509944167592096e-10,4.036585067979104e-06
1993,2.6366627281504407e-07,1.6617622278225497e-09,3.928406016484587e-06
1994,2.210194320895198e-07,0.0,3.7182956589276728e-06
1995,2.0930659871964963e-07,5.422450821690461e-10,3.790835279460225e-06
1996,2.1512511771959453e-07,3.2028553142993132e-09,3.8743872892155196e-06
1997,1.9083679525522257e-07,1.917957792585412e-09,3.6167890016258752e-06
1998,2.1981076159249824e-07,2.3840646123929332e-09,3.991877775888497e-06
1999,1.82351023170213e-07,2.7421206971744994e-09,3.748936023839633e-06
2000,1.6346716869009015e-07,4.4180314962005696e-10,3.8622430622581305e-06
2001,2.234417948443479e-07,2.628727069353687e-09,3.7380499975370185e-06
2002,1.7481074365832683e-07,3.5049772528772394e-09,3.580334123398643e-06
2003,1.9292853004060362e-07,2.5001538617175356e-09,3.5989713467188267e-06
2004,1.7707260546728776e-07,1.3214374039449694e-09,3.683286450950618e-06
2005,2.3194309939356117e-07,0.0,3.5579622590375948e-06
2006,1.7336316293636855e-07,2.0589450144825605e-09,3.81728398224368e-06
2007,1.3541285959206562e-07,7.988958938831558e-10,3.6166017594041477e-06
2008,1.468816628324987e-07,4.257439678578834e-10,3.5694373821115732e-06
2009,1.5925763108270985e-07,1.907277002999308e-09,3.1603579770944634e-06
2010,1.388795185519598e-07,0.0,2.924972648088442e-06
2011,1.3077984428733203e-07,0.0,2.971226308545738e-06
2012,1.262977757932049e-07,0.0,2.666210662027879e-06
2013,1.1602760352502628e-07,5.578250084070646e-10,2.592212908325564e-06
2014,1.2039875141311995e-07,4.330890368553497e-10,3.078396872524536e-06
2015,1.440774077821061e-07,4.433150790905671e-10,2.5960531502278172e-06
2016,1.2510894187300892e-07,2.0713400439298368e-10,2.9178966940435203e-06
2017,9.785728272149186e-08,2.515611330355938e-10,2.508567661152483e-06
2018,1.1022862711485004e-07,2.5814667070633845e-10,2.4234808506662375e-06
2019,1.576510459955216e-07,5.1019755087367e-10,2.638996789983139e-06
