year,diverses_ADJ eaux_NOUN,diverses_ADJ peaux_NOUN
1841,5.714288064950779e-08,1.2841097074556274e-09
1842,2.6162233268678392e-08,0.0
1843,4.902736350231862e-08,2.2446261738195972e-08
1844,3.0735943568060975e-08,9.879410178825765e-09
1845,4.631589112236156e-08,1.1160455892778032e-09
1846,2.9272506196775794e-08,5.269050973311096e-09
1847,4.853901458545806e-08,3.235934187273415e-09
1848,5.792559676365272e-08,8.045221711050488e-10
1849,7.206296714912241e-08,2.513824481908955e-09
1850,3.86972773824823e-08,3.394498016007219e-09
1851,9.41618054639548e-08,5.159551008659946e-09
1852,7.356916142953196e-08,1.1067927019325907e-08
1853,8.300985476772382e-08,4.180352064508952e-09
1854,5.975014244485877e-08,8.313063126763609e-09
1855,6.10297732350773e-08,2.1227748447927297e-09
1856,3.7793480345271746e-08,3.6240324075009767e-09
1857,6.980557909486151e-08,9.274867096564776e-09
1858,8.319249067412215e-08,2.936205500958522e-09
1859,9.06406825151862e-08,3.055304009791371e-09
1860,5.9045670797175376e-08,2.2885919548354394e-09
1861,5.847795137015055e-08,4.2443675241088386e-09
1862,7.996835915680123e-08,4.517986262886353e-10
1863,4.145535142940915e-08,1.9978483312144135e-09
1864,8.966141384902926e-08,2.8768367688059016e-09
1865,5.41287112909572e-08,5.1775286835642476e-09
1866,6.37395296543275e-08,6.3252967308358166e-09
1867,3.2513838732484146e-08,6.308654931785895e-09
1868,6.718228529045689e-08,9.385760613156435e-09
1869,6.250904693860804e-08,8.790334682373668e-09
1870,7.51160400547235e-08,9.747882501187632e-09
1871,4.0360472297606975e-08,0.0
1872,1.0461896815527894e-07,6.047339295989218e-10
1873,4.968383748860106e-08,3.591602570907071e-09
1874,7.348769270887345e-08,2.3898436563030145e-09
1875,4.062284375550007e-08,2.860763514966891e-09
1876,4.413590914964516e-08,1.813804439976252e-09
1877,4.205674775104029e-08,6.184815992682502e-10
1878,6.1598702083554e-08,5.435179861734696e-09
1879,4.154341226580982e-08,1.832797580370027e-09
1880,2.5671385017744797e-08,6.417846254436199e-10
1881,5.996356577941953e-08,1.3945015142624584e-09
1882,7.121261802467416e-08,2.6621540527571597e-09
1883,5.3714381609282214e-08,8.21514056781325e-09
1884,7.922036093788165e-08,3.9610181801208455e-09
1885,1.1795513055190554e-07,1.0313017106966527e-08
1886,1.1164492352833122e-07,1.936039106809062e-09
1887,8.81404808028563e-08,5.876032105334161e-09
1888,6.086990111953128e-08,0.0
1889,5.012109305368995e-08,1.2530273485467092e-09
1890,7.603088292285065e-08,6.554386478008212e-10
1891,5.673055980537356e-08,1.2748440081367107e-09
1892,4.325273650351846e-08,1.2537024751679837e-09
1893,5.2962381147381166e-08,1.847525021858587e-09
1894,5.986462214835342e-08,1.8904617871129403e-09
1895,7.643640742571733e-08,5.416753046105782e-09
1896,8.196870027177283e-08,5.89702897624278e-10
1897,5.884980680548324e-08,3.4960281336537946e-09
1898,7.412445246490762e-08,1.13167097914868e-09
1899,7.95971288880537e-08,8.291367592505594e-09
1900,5.762068977510637e-08,1.038210628578895e-09
1901,6.930036278163243e-08,1.676621730339889e-09
1902,5.057592461499283e-08,5.4013122863239005e-09
1903,8.640352433531007e-08,1.6200660812870638e-09
1904,6.288311293900506e-08,4.837162670412454e-09
1905,6.296125898419547e-08,1.0321518084666081e-09
1906,4.989858837234351e-08,5.144184633820714e-09
1907,6.274268571360153e-08,0.0
1908,6.139236496949252e-08,2.4556945366072114e-09
1909,7.811396551815619e-08,6.0510818578052294e-09
1910,7.1077202790093e-08,6.947395880807505e-09
1911,4.788336838146279e-08,1.0640748282497725e-09
1912,4.167537070998151e-08,4.688478938419394e-09
1913,6.681766923088972e-08,4.772690687104841e-09
1914,3.750176347239176e-08,2.678697486047099e-09
1915,4.476689596799588e-08,0.0
1916,5.6036057571873243e-08,4.394984820521586e-09
1917,1.973956464951243e-08,0.0
1918,5.168869421368072e-08,1.1486376294556067e-09
1919,2.6702760891339494e-08,3.6831393490643904e-09
1920,2.0445026116533427e-08,3.786115865267448e-09
1921,5.1494681851949053e-08,1.5145494858259667e-09
1922,4.0578644444622114e-08,0.0
1923,3.715581797791856e-08,1.0615948120573648e-09
1924,2.1915761649893284e-08,6.445812328337297e-09
1925,2.1996356736053713e-08,0.0
1926,2.7865345586519652e-08,4.458455382660986e-09
1927,3.0102906833917586e-08,1.1149224876660924e-09
1928,2.170947865920425e-08,6.8556245125250825e-09
1929,2.6736975300423182e-08,1.1140406375176326e-09
1930,3.571225093423891e-08,6.302162347537887e-09
1931,3.307553431142196e-08,1.1405356659111021e-09
1932,5.041386874626852e-08,6.575722188983946e-09
1933,5.1617981000617874e-08,0.0
1934,3.2350264689284813e-08,7.188948103475923e-09
1935,3.4708023122220766e-08,1.6755597798123745e-08
1936,3.3949201672101026e-08,7.274828739411987e-09
1937,2.7700460147883632e-08,5.0364472592434595e-09
1938,2.8523472250796544e-08,2.2040865133021725e-08
1939,3.211750509990452e-08,6.117620188206274e-09
1940,4.057252622757801e-08,2.5357829169792012e-09
1941,6.198155277914452e-08,2.9515025978810172e-09
1942,3.6410540360520827e-08,0.0
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,8.714016175304096e-09
1946,1.6705325123211878e-08,1.3921104269343232e-09
1947,1.7881307101674793e-08,5.960435478513659e-09
1948,3.3702851842676296e-08,6.523132922708896e-09
1949,2.7487622844546422e-08,0.0
1950,4.679559140186029e-08,2.0207187034770868e-08
1951,3.411648485940333e-08,5.330700769690111e-09
1952,1.8980646387944944e-08,0.0
1953,3.3398865895151175e-08,4.3095309543161875e-09
1954,2.247683283940205e-08,3.9090144454689835e-09
1955,3.378819002364253e-08,3.754243138587299e-09
1956,1.4825940475304833e-08,1.744228317335228e-09
1957,3.710715790194996e-08,2.6505113659425206e-09
1958,2.398950516013798e-08,4.1361216673863055e-09
1959,2.0151944668533872e-08,7.750747821333448e-10
1960,2.9067499629498172e-08,0.0
1961,2.779263752472616e-08,0.0
1962,2.6002020536708415e-08,3.170978146727066e-09
1963,3.6856502627635734e-08,4.526237162849611e-09
1964,1.520992043424485e-08,2.4335873316516654e-09
1965,2.2982582947861374e-08,5.472043373977442e-10
1966,2.326411419062424e-08,2.215629901769489e-09
1967,1.824224149515885e-08,0.0
1968,2.0211371187794924e-08,8.982831700699023e-10
1969,1.9983733778872192e-08,2.7250546263957176e-09
1970,2.9431840076199478e-08,5.9783426265003214e-09
1971,2.8261185502920227e-08,7.707596338946132e-09
1972,1.333838212103089e-08,3.5911027485013847e-09
1973,2.260413545229767e-08,3.3079223804577396e-09
1974,1.5751600912494723e-08,5.625571675160757e-10
1975,1.5420996035686585e-08,4.569184142155791e-09
1976,1.7140580510499603e-08,5.713526873840635e-10
1977,1.2928919990162768e-08,5.876781838942691e-10
1978,1.2475242172627077e-08,4.752473081737207e-09
1979,1.2289143924704149e-08,5.851973350345929e-10
1980,7.95921106799824e-09,2.2740602734216964e-09
1981,2.2771977858937476e-08,2.5302198114474095e-09
1982,1.9864007327896616e-08,6.207502289967692e-10
1983,1.2630632539867293e-08,0.0
1984,5.799008384599347e-09,5.799008495621649e-10
1985,1.4437339324047116e-08,1.8046674155058895e-09
1986,7.792831324682226e-09,2.3977941854269602e-09
1987,7.944062296871834e-09,2.4443267410134695e-09
1988,7.195864348830128e-09,4.197587610832443e-09
1989,2.1952488715726304e-09,5.488122178931576e-10
1990,5.993515905799995e-09,1.089730194969718e-09
1991,4.689171995142516e-09,1.7584396161396398e-09
1992,3.856960972825618e-09,3.856960972825618e-09
1993,8.308811416668505e-09,5.539207315052863e-09
1994,1.9517228722065738e-08,5.274926717646622e-09
1995,6.506940763983948e-09,1.626735190995987e-09
1996,1.1743802375008272e-08,4.270473752399084e-09
1997,4.794894259418925e-09,2.397447240731765e-09
1998,3.814503379828693e-09,2.86087753487152e-09
1999,5.484241505371301e-09,1.3710603763428253e-09
2000,3.092622158362701e-09,4.4180314962005696e-10
2001,6.133696661692056e-09,2.190605918883648e-09
2002,3.504977141854937e-09,2.1906108038649563e-09
2003,3.7502307925763034e-09,4.166922806803086e-09
2004,2.642874807889939e-09,4.404791198453495e-09
2005,7.205999352777326e-09,4.053374524914943e-09
2006,8.235780057930242e-09,4.117890028965121e-09
2007,5.592271090648637e-09,3.994479469415779e-10
2008,2.128719839289417e-09,4.257439734089985e-09
2009,2.860915504498962e-09,2.860915504498962e-09
2010,2.3618964561933353e-09,5.668551850135373e-09
2011,5.353560705856353e-09,2.2943831279320648e-09
2012,3.744677901096338e-09,4.425528443707805e-09
2013,8.925200134513034e-09,2.789124986524172e-09
2014,5.413613113347537e-09,2.381989674948848e-09
2015,2.881548111233201e-09,2.2165753260638965e-09
2016,7.871092222444531e-09,3.935546166733417e-09
2017,3.773417134311785e-09,2.515611413622665e-09
2018,3.614053334377587e-09,1.8070266949443692e-09
2019,3.826481798085979e-09,3.316284080678855e-09
