year,pas_ADV été_VERB,pas_ADV eté_VERB,pas_ADV pété_VERB
1863,7.670139166293666e-05,6.1433837572622e-08,0.0
1864,7.45599390938878e-05,5.370095124135332e-08,0.0
1865,7.546671986347064e-05,5.7894187222018445e-08,0.0
1866,7.637114322278649e-05,5.352174170525359e-08,0.0
1867,7.537580677308142e-05,5.28956434209249e-08,0.0
1868,7.532517338404432e-05,6.224241388963492e-08,0.0
1869,7.749217184027657e-05,6.934597251984087e-08,4.883519144627257e-10
1870,7.798420847393572e-05,6.651496420317926e-08,5.734048791339319e-10
1871,8.84542241692543e-05,1.2108142755096196e-07,0.0
1872,8.257158333435655e-05,5.624025689598966e-08,0.0
1873,8.062549750320613e-05,6.105724281724179e-08,0.0
1874,8.002152753761038e-05,7.82673765797881e-08,0.0
1875,7.87522440077737e-05,5.8359578503086595e-08,0.0
1876,7.908006227808073e-05,5.2600327649088285e-08,6.04601479992084e-10
1877,7.680366252316162e-05,4.391219476929109e-08,0.0
1878,8.04068404249847e-05,4.9520526346213956e-08,0.0
1879,7.8760196629446e-05,3.176849006081284e-08,0.0
1880,7.950684812385589e-05,4.941741593711413e-08,0.0
1881,8.155602699844167e-05,6.414706632540401e-08,0.0
1882,8.05042072897777e-05,4.9249848643739824e-08,0.0
1883,7.951560837682337e-05,6.066565561013704e-08,0.0
1884,7.939399074530229e-05,7.393900602892245e-08,0.0
1885,8.150054782163352e-05,7.8636752220973e-08,6.445635691854079e-10
1886,7.888585241744295e-05,5.227305877042454e-08,0.0
1887,8.45221511553973e-05,7.573552807116357e-08,0.0
1888,8.219401934184134e-05,4.9456794215529953e-08,0.0
1889,8.14762242953293e-05,5.6386230795624215e-08,0.0
1890,8.454437920590863e-05,8.455158706510701e-08,0.0
1891,8.224337216233835e-05,5.609313546983685e-08,0.0
1892,8.003762195585296e-05,6.519253048509199e-08,0.0
1893,8.387702109757811e-05,6.158416709922676e-08,0.0
1894,8.142030128510669e-05,5.986462525697789e-08,0.0
1895,8.235150016844273e-05,5.356566745717828e-08,6.018614495673091e-10
1896,8.062123379204422e-05,6.073939573525422e-08,0.0
1897,8.26752366265282e-05,6.642453342919907e-08,0.0
1898,8.244845230365172e-05,6.903192684148962e-08,1.13167097914868e-09
1899,8.17235850263387e-05,7.351679442990644e-08,5.527578395003729e-10
1900,7.852194539736956e-05,6.281174336209006e-08,0.0
1901,8.196724229492247e-05,5.6446264551368586e-08,0.0
1902,7.524813554482535e-05,6.481574388317313e-08,0.0
1903,8.226209320127964e-05,8.046328048294527e-08,0.0
1904,8.085640001809224e-05,6.127072538220091e-08,0.0
1905,8.079064718913287e-05,5.8316576456718394e-08,0.0
1906,7.917157199699432e-05,4.578324208637241e-08,0.0
1907,7.996504427865148e-05,7.30283744587723e-08,0.0
1908,8.058705134317279e-05,5.35341406759926e-08,0.0
1909,7.801769970683381e-05,1.0286839113859969e-07,0.0
1910,7.823141640983522e-05,8.283433317046729e-08,1.068830135508847e-09
1911,7.764713518554345e-05,6.278041553287039e-08,0.0
1912,7.903994264779612e-05,6.928529927563432e-08,5.209421227725386e-10
1913,7.837288285372779e-05,7.15903638592863e-08,0.0
1914,7.963299140101299e-05,7.634287868540923e-08,0.0
1915,9.188876720145345e-05,7.775302890422608e-08,0.0
1916,8.517810056218877e-05,6.262853702310167e-08,0.0
1917,8.471672481391579e-05,6.68951898319392e-08,0.0
1918,8.146253094309941e-05,5.6283244731503146e-08,0.0
1919,8.623426401754841e-05,8.379142002468143e-08,9.207848372660976e-10
1920,7.95902160461992e-05,5.83061847692079e-08,0.0
1921,7.916474714875221e-05,5.6038331308627676e-08,0.0
1922,7.938216003822163e-05,4.869437475463201e-08,0.0
1923,7.833402196411043e-05,4.352538596208433e-08,0.0
1924,7.87214157753624e-05,6.059063650809549e-08,0.0
1925,7.518354686908424e-05,1.1768050711680189e-07,0.0
1926,7.40337636671029e-05,2.6750733184144337e-08,0.0
1927,7.735109102213755e-05,5.686104742608222e-08,1.1149224876660924e-09
1928,7.844434003345668e-05,5.9415413034002995e-08,1.1426041224282812e-09
1929,7.648557220818475e-05,2.33948540540041e-08,0.0
1930,7.564905536128208e-05,4.20144132817768e-08,1.0503603542488804e-09
1931,7.662118878215551e-05,5.360517718600022e-08,0.0
1932,7.886044477345422e-05,6.02774505864545e-08,1.0959536611565568e-09
1933,7.520739745814353e-05,4.01473165823063e-08,0.0
1934,7.393473788397387e-05,3.5944740517379614e-08,0.0
1935,7.374617416644469e-05,2.8723881939640705e-08,2.393656828303392e-09
1936,7.467005343642086e-05,4.607391446143083e-08,0.0
1937,7.700350397499278e-05,5.9178255185088346e-08,0.0
1938,7.571166497655213e-05,4.408173026604345e-08,1.2965214457594243e-09
1939,7.519931386923417e-05,6.270560959364957e-08,0.0
1940,7.093852764228359e-05,5.0715659227762444e-08,0.0
1941,7.56086446926929e-05,2.6563522936839945e-08,0.0
1942,6.927712092874572e-05,4.247896612241675e-08,0.0
1943,6.745086284354329e-05,5.2258233296242906e-08,0.0
1944,7.026916864560917e-05,7.069009200222354e-08,0.0
1945,7.55832006689161e-05,4.357008265287732e-08,2.178504043826024e-09
1946,7.283800368895754e-05,4.454753366189834e-08,4.1763312808029696e-09
1947,7.574878691229969e-05,4.7683485604466114e-08,1.1920870957027319e-09
1948,7.247417670441791e-05,4.240036233227329e-08,1.0871887834440486e-09
1949,7.47201920603402e-05,4.515823803785679e-08,0.0
1950,7.419759640470147e-05,3.403315673722318e-08,0.0
1951,7.439419277943671e-05,5.650542789226165e-08,4.264560704569931e-09
1952,7.354789704550058e-05,4.8506098693223976e-08,0.0
1953,7.37102163839154e-05,5.2791754967529414e-08,0.0
1954,7.368003571173176e-05,7.036226179479854e-08,0.0
1955,7.259955600602552e-05,9.761032515598345e-08,0.0
1956,7.360730523942038e-05,6.104799155082219e-08,1.744228317335228e-09
1957,7.250827184179798e-05,4.240818185508033e-08,8.835037701437898e-10
1958,7.181796536315233e-05,5.9560154141991006e-08,1.6544486891589827e-09
1959,7.274464587680995e-05,7.440718263751478e-08,0.0
1960,6.979522004257888e-05,4.844583401109048e-08,1.3841666701708277e-09
1961,7.043974619591609e-05,6.183861955832981e-08,0.0
1962,6.981098704272881e-05,4.3759499135376245e-08,6.341956404476434e-10
1963,6.782630953239277e-05,4.849539791962343e-08,0.0
1964,7.03422338119708e-05,3.711220841751128e-08,6.083968329129164e-10
1965,7.043340883683413e-05,1.980879744678532e-07,5.472043373977442e-10
1966,6.860143912490457e-05,4.708213552362395e-08,1.6617224263271169e-09
1967,6.941419269423932e-05,4.930335606445624e-08,0.0
1968,6.672716699540615e-05,3.503304313312583e-08,8.982831700699023e-10
1969,7.060979987727478e-05,8.402251694406004e-08,9.083515606356229e-10
1970,7.103006646502763e-05,6.392227902551895e-08,0.0
1971,6.55597832519561e-05,4.264870057113512e-08,5.138397485282553e-10
1972,6.610450509469956e-05,4.463227654127877e-08,0.0
1973,6.423488957807422e-05,3.583582497412863e-08,2.205281512956958e-09
1974,6.649481656495482e-05,7.369499144260772e-08,1.1251143350321513e-09
1975,6.376696546794847e-05,5.5401358167728176e-08,1.7134440533084216e-09
1976,6.482339085778221e-05,5.4278505245974884e-08,5.713526873840635e-10
1977,6.364143337123096e-05,8.756404668019968e-08,4.11374712072643e-09
1978,6.422075966838747e-05,6.59405614555908e-08,1.7821774056514528e-09
1979,6.55444455333054e-05,8.894999581343654e-08,0.0
1980,6.425243918783963e-05,7.504399235358505e-08,2.2740602734216964e-09
1981,6.314353231573477e-05,6.958104137311238e-08,2.5302198114474095e-09
1982,6.426130858017132e-05,8.255977945736959e-08,1.8622506869903077e-09
1983,6.331925396807492e-05,5.683784465304598e-08,1.89459470334441e-09
1984,6.356061203405261e-05,6.146949260710244e-08,5.799008495621649e-10
1985,6.331856275210157e-05,2.442316429096536e-07,1.2031116103372597e-09
1986,6.386764289345592e-05,6.533988994306128e-08,3.5966913891627428e-09
1987,6.243543612072244e-05,6.294141030593892e-08,3.6664902225425067e-09
1988,6.332660996122286e-05,4.257553243292023e-08,2.398621523624911e-09
1989,6.392125942511484e-05,1.0756719603932652e-07,1.6464366536794728e-09
1990,6.174956070026383e-05,5.9390295348293876e-08,3.814055737905164e-09
1991,6.090120950830169e-05,5.6270067716468475e-08,2.9307325455363298e-09
1992,5.9753139794338495e-05,8.540413176660877e-08,0.0
1993,6.002562076901086e-05,4.3759737167192725e-08,1.1078414852150331e-09
1994,6.053505785530433e-05,3.006708126918056e-08,3.164955852952289e-09
1995,6.0455990023911e-05,2.548551947256783e-08,5.4224509327127635e-09
1996,5.979944398859516e-05,7.63347216548027e-08,1.6014276571496566e-09
1997,6.0318332543829456e-05,7.575933125281153e-08,6.233362714880286e-09
1998,5.8755747886607423e-05,3.6237782552461795e-08,5.2449422582867555e-09
1999,5.9577600040938705e-05,2.970630674781205e-08,1.8280804647829996e-09
2000,5.7865167036652565e-05,1.3342454963094497e-07,5.3016377954406835e-09
2001,5.854920163983479e-05,4.512648033028199e-08,6.133696661692056e-09
2002,5.7685789215611294e-05,5.607963515785741e-08,2.6287327870022636e-09
2003,5.969991980236955e-05,4.2502612984662846e-08,2.9168460979889232e-09
2004,5.753978985012509e-05,7.091713882800832e-08,2.642874807889939e-09
2005,5.670085738529451e-05,3.332774767272895e-08,5.854874363109275e-09
2006,5.6259435950778425e-05,3.500206346984669e-08,7.823991232669414e-09
2007,5.560674981097691e-05,7.150118364052105e-08,5.991719120856942e-09
2008,5.575670729740523e-05,6.641605665436146e-08,7.2376473703172906e-09
2009,5.476269143400714e-05,1.7165493915172192e-08,7.1522885392028e-09
2010,5.574831448029727e-05,3.3066552163063534e-08,1.369900015646408e-08
2011,5.1174687541788444e-05,6.883149605840799e-09,1.4913490886669933e-08
2012,5.3543448302662e-05,4.425528388196653e-09,1.7021264397953928e-08
2013,5.7934030337492004e-05,3.904775169871755e-09,1.6734750474256543e-08
2014,5.979097477393225e-05,6.496335691608124e-10,1.8189739492413537e-08
2015,5.7678393204696476e-05,6.649726325136385e-10,1.7067630864175953e-08
2016,5.9064881497761235e-05,5.178350193091319e-09,2.1127668503595487e-08
2017,5.856066491105594e-05,2.5156112748447867e-09,2.1885819379008353e-08
2018,5.867002619197592e-05,1.8070267504555204e-09,2.4265787601507327e-08
2019,5.807246998301707e-05,5.3570743396846865e-09,2.3213988953330045e-08
