year,vos_DET âges_NOUN,vos_DET pages_NOUN
1800,4.4018303668735825e-08,2.2009151834367913e-08
1801,4.7623651688866175e-09,7.143547975374531e-09
1802,4.475680270843441e-09,2.9091921760482364e-08
1803,1.1702034896643454e-08,7.801356893821776e-09
1804,9.887403562558461e-09,4.69651695311768e-08
1805,2.842877711017877e-09,2.55858996212055e-08
1806,2.881669125542885e-09,1.152667650217154e-08
1807,4.27043254092041e-08,5.693910143378389e-08
1808,4.5321479902327155e-09,9.064295980465431e-09
1809,2.4849335034105025e-08,5.1957702140725814e-08
1810,7.020380277111826e-09,2.3401266702194334e-08
1811,2.0056614147279106e-08,2.0056613259100686e-08
1812,5.3344164641089264e-09,5.3344164641089264e-09
1813,1.4378708002027452e-08,8.627224934443234e-09
1814,6.293354282149721e-09,7.237357557698942e-08
1815,0.0,5.3944472000466703e-08
1816,0.0,1.1588019432906549e-08
1817,1.556873407970727e-09,2.6466848268569265e-08
1818,2.741870730460505e-08,7.152706427149269e-09
1819,3.415846561161118e-08,2.5877625375869684e-08
1820,9.374520004712394e-08,6.051905643289501e-08
1821,1.1833785507064931e-08,5.621048160264763e-08
1822,4.6117833107928163e-08,3.709477880420309e-08
1823,3.9530747564242574e-09,9.882686669016039e-09
1824,1.6842225392110777e-09,2.6947560627377243e-08
1825,6.163809906922779e-09,5.723537910284904e-08
1826,5.284790383086602e-09,1.3211976845894924e-08
1827,1.8434546111834038e-09,1.1060727445055818e-08
1828,1.834460228167245e-08,4.310981549515702e-08
1829,8.573175946935407e-09,3.429270378774163e-08
1830,0.0,2.9223140574075046e-08
1831,1.5591206548037917e-08,3.585977381703742e-08
1832,2.976593194148336e-08,8.25328100306777e-08
1833,9.266902800675325e-09,2.4325620628928846e-08
1834,3.733812370398937e-09,5.50737317972505e-08
1835,7.563087933704082e-09,7.033671778344797e-08
1836,3.36037508930076e-09,1.9490175862113546e-08
1837,3.478945576063097e-09,3.548524396546071e-08
1838,3.787297142565649e-09,3.0298377362569795e-08
1839,1.3982949909063791e-08,1.2584655095793096e-08
1840,7.64362617644565e-09,2.6115722917552375e-08
1841,3.852329122366882e-09,3.017657945747487e-08
1842,8.720745015011744e-09,2.3478928135034494e-08
1843,1.9492807368237663e-08,1.7720733547221812e-08
1844,7.135129875823765e-09,2.1405389571960143e-08
1845,7.254296274794569e-09,2.5111025980795176e-08
1846,4.0981511517657054e-09,1.6392604607062822e-08
1847,6.310071398729633e-08,2.8584086209093584e-08
1848,1.448139919091318e-08,2.252662056889676e-08
1849,8.379414939696517e-10,1.4245005175439474e-08
1850,2.5798184921654865e-08,5.023857241326368e-08
1851,5.159551008659946e-09,2.579775504329973e-08
1852,3.1250618093281446e-08,3.515694446676321e-08
1853,1.2541057081705276e-08,1.7318601441829173e-08
1854,1.714569253241649e-08,3.481095123269995e-08
1855,1.539011762474729e-08,2.1227748447927297e-08
1856,1.9155599773057475e-08,4.6076982673781686e-08
1857,7.322263739784063e-09,2.6848299583548396e-08
1858,2.300027723833864e-08,4.942612608083152e-08
1859,8.147477359443656e-09,1.323965115318515e-08
1860,3.204028820036342e-09,4.165237399433863e-08
1861,1.2733101534267988e-07,4.008569032265541e-08
1862,1.400575744270327e-08,3.885468324860142e-08
1863,7.991393324857654e-09,3.995696573610985e-08
1864,3.020678673859578e-08,4.02757137640819e-08
1865,1.8827377434860182e-08,5.5070080939856325e-08
1866,2.6274309505858184e-08,3.405929049904444e-08
1867,1.552899675516528e-08,6.696880205936395e-08
1868,1.0867722832763604e-08,3.853101915307633e-08
1869,2.3440891894210836e-08,5.762552479637861e-08
1870,9.17447806614291e-09,5.160643823387545e-08
1871,6.37270636261178e-09,3.292564842993784e-08
1872,4.23313739617015e-09,7.014913738778716e-08
1873,6.584604750337064e-09,4.8486637260758414e-08
1874,1.1351757756017378e-08,3.226288991520221e-08
1875,1.716458131184595e-08,3.089624733831897e-08
1876,7.859819017852487e-09,3.446228258319195e-08
1877,5.566334504436554e-09,5.751878751070194e-08
1878,1.2078177347163432e-09,3.8046259254187476e-08
1879,2.443730107160036e-09,4.765273764473221e-08
1880,3.2089231272180996e-09,3.1447446646737376e-08
1881,1.3945015142624584e-09,1.4642266066289267e-08
1882,3.9932310791357395e-09,2.9283693692150337e-08
1883,9.479008689083912e-09,2.9700893300343978e-08
1884,9.242375753615306e-09,5.0833065756705764e-08
1885,7.7347630522695e-09,5.349877540972159e-08
1886,2.774989432685615e-08,4.323820790297361e-08
1887,3.2644623670918804e-09,4.439668788158713e-08
1888,3.1703073499755874e-09,4.31161804037572e-08
1889,5.6386229019267375e-09,4.8241552974559454e-08
1890,7.865263773609854e-09,2.6872984282277912e-08
1891,1.0198751843049081e-08,2.6771725059049345e-08
1892,5.641661360300532e-09,4.7013843484933204e-08
1893,1.2316833108982905e-09,3.510297341691171e-08
1894,1.2603078580752936e-09,2.646646568571498e-08
1895,3.0093072478365457e-09,3.5509827078783474e-08
1896,1.0614652268259306e-08,3.3023362600026474e-08
1897,9.905413378419325e-09,2.0976168357833558e-08
1898,4.52668391659472e-09,4.243766293932083e-08
1899,1.3818945987509323e-08,4.311511325738593e-08
1900,5.710158568206225e-09,2.1283317330755835e-08
1901,4.470991132876634e-09,4.9739775187518376e-08
1902,5.401312119790447e-09,2.5533476166739177e-08
1903,1.296052865029651e-08,3.0781254878320397e-08
1904,1.0749250378694342e-09,3.0097901060344157e-08
1905,3.6125313851442797e-09,2.3739491816776592e-08
1906,5.144184356264958e-09,5.9158121956670584e-08
1907,1.337139288182243e-08,2.211422572839794e-08
1908,1.0313917053750288e-08,3.1432889180393886e-08
1909,1.595285298305882e-08,4.7308459372175093e-08
1910,8.01622590529405e-09,5.878565589867435e-08
1911,8.51259862599818e-09,5.0011517260806215e-08
1912,3.6465947483854677e-09,4.688478949521624e-08
1913,2.121195885607108e-09,2.651494868111115e-08
1914,3.348371913070025e-09,4.4198508519777135e-08
1915,2.3561523843085297e-09,8.835571430054756e-08
1916,1.867868548721674e-08,3.0764893521606496e-08
1917,1.0966424435210342e-09,2.960934575302332e-08
1918,2.2972752589112133e-09,3.790504177203502e-08
1919,9.207848372660976e-10,3.6831394434333475e-08
1920,9.086677632552664e-09,2.1959471574461986e-08
1921,5.300923255902035e-09,4.2407384492904043e-08
1922,1.4755870969551665e-09,5.8285690662795986e-08
1923,5.307974060286824e-09,4.883336046646036e-08
1924,9.02413699321869e-09,6.059063628605088e-08
1925,5.499089184013428e-09,4.3992712583929006e-08
1926,5.57306911730393e-09,4.45845556029667e-08
1927,7.804457635707251e-09,4.5711823659644324e-08
1928,1.1426041224282812e-09,3.88485417168738e-08
1929,3.342121912552898e-09,3.5649300400564243e-08
1930,1.0503603542488804e-09,5.671945935148415e-08
1931,1.1405356659111021e-09,4.1059283084621256e-08
1932,3.287861094491973e-09,3.8358379805814025e-08
1933,2.2941324395731044e-09,4.12943848004943e-08
1934,8.38710612072191e-09,4.553000465534751e-08
1935,4.787313656606784e-09,7.061287554677165e-08
1936,4.849885826274658e-09,4.364897288056113e-08
1937,1.2591118148108649e-09,5.0364473036523805e-08
1938,1.0372171899142302e-08,9.594258432166214e-08
1939,0.0,5.047036744088018e-08
1940,2.5357829169792012e-09,1.77504799747652e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,6.068423452632032e-08
1943,8.709705845433291e-09,1.7419411246777372e-08
1944,3.2131861615880553e-09,3.534504777746861e-08
1945,2.178504043826024e-09,3.267755976921194e-08
1946,2.7842208538686464e-09,3.619487287664924e-08
1947,2.3841741914054637e-09,5.245183398727704e-08
1948,6.523132922708896e-09,5.218506071713591e-08
1949,3.9268033269479474e-09,3.3377828834169065e-08
1950,6.381216888229346e-09,3.828730266164371e-08
1951,1.3859822733941485e-08,4.797630936970165e-08
1952,1.1599284199803606e-08,7.90860326116416e-08
1953,9.696444647211422e-09,5.279175341321718e-08
1954,3.9090144454689835e-09,2.4431339840091937e-08
1955,1.220129064449793e-08,3.566530981657934e-08
1956,1.744228317335228e-09,4.360570748929149e-08
1957,1.3252556385623393e-08,4.9476210517429564e-08
1958,4.9633461784992505e-09,2.6471179914722143e-08
1959,2.325224457422337e-09,6.278105768586784e-08
1960,4.152500121534786e-09,3.114375024537708e-08
1961,5.55852741612739e-09,3.960450678519578e-08
1962,6.976152100435229e-09,3.61491503397815e-08
1963,8.405868889838075e-09,4.590897662026805e-08
1964,7.909158661334459e-09,2.676946109225753e-08
1965,5.472043373977442e-10,4.432355044103886e-08
1966,7.200797291773142e-09,3.6557893046129664e-08
1967,5.423369309198733e-09,3.845661722401417e-08
1968,3.5931326802796093e-09,5.704097982839329e-08
1969,8.629339909305145e-09,3.905911577506416e-08
1970,4.598724956395017e-09,4.1848397913657465e-08
1971,6.679916730867319e-09,5.292549476454411e-08
1972,3.5911027485013847e-09,4.4632277207412585e-08
1973,4.9618833486420044e-09,4.4656950359822645e-08
1974,2.025205780853412e-08,6.244384387343871e-08
1975,1.4849848462006321e-08,3.8838063431967385e-08
1976,9.712995741040231e-09,2.3996813314219878e-08
1977,7.639816612670103e-09,2.2331770932471073e-08
1978,2.970295565063452e-09,3.861384256786948e-08
1979,3.5111840102075575e-09,3.803782677724854e-08
1980,6.253665585376211e-09,4.150159871318948e-08
1981,4.427884725544118e-09,4.933928732242521e-08
1982,5.586751949948621e-09,6.083352088737115e-08
1983,6.946847541655643e-09,5.052252660675549e-08
1984,5.219107812592938e-09,5.4510680413955015e-08
1985,2.4062232206745193e-09,3.067934606360012e-08
1986,1.1988970927134801e-09,5.155257376543432e-08
1987,2.4443267410134695e-09,4.277571941102565e-08
1988,8.395175221664886e-09,4.977139733686187e-08
1989,2.1952488715726304e-09,4.994191182827734e-08
1990,2.179460389939436e-09,3.214704102916244e-08
1991,9.964490843561435e-09,4.5133283776976896e-08
1992,4.958949695321735e-09,4.0773585840980786e-08
1993,0.0,6.037736116626391e-08
1994,4.747434001473039e-09,6.01341615391604e-08
1995,3.79571546416102e-09,5.4224506662592376e-08
1996,3.736664311304594e-09,8.807851870074046e-08
1997,4.794894259418925e-09,8.439014331784733e-08
1998,1.0013071261028017e-08,5.8647990686111484e-08
1999,6.398281460207045e-09,6.992408041472942e-08
2000,3.97622823555821e-09,5.7876213266361276e-08
2001,5.257454027685071e-09,7.710932953264305e-08
2002,7.009954394732176e-09,7.097578585968378e-08
2003,1.0000615113803235e-08,6.833753518620256e-08
2004,5.726228824443069e-09,5.770276692573795e-08
2005,2.251874686720612e-09,1.2430348927949808e-07
2006,4.529678854225949e-09,1.4412614390835188e-07
2007,3.994479413904628e-09,1.8933832501843995e-07
2008,6.3861596011349775e-09,2.362879094053305e-07
2009,1.0490023072406984e-08,4.033890934618256e-07
2010,1.0864724231396394e-08,2.7114570644304337e-07
2011,1.3001504761689375e-08,6.435744851485126e-07
2012,1.4638286832679981e-08,5.045102610123919e-07
2013,1.2829975304384789e-08,6.696689455187865e-07
2014,1.9922095972901843e-08,1.9618933810860995e-07
2015,1.5959342292148904e-08,3.7770445127094376e-07
2016,1.3256576558706712e-08,2.1086241641654624e-07
2017,1.6099912514278003e-08,2.2464408699907068e-07
2018,1.7553973608031015e-08,3.074526874202732e-07
2019,2.2193594240160763e-08,2.2040533598222112e-07
