year,as_VERB été_VERB,as_VERB eté_VERB,as_VERB pété_VERB
1800,4.842013368033804e-07,0.0,0.0
1801,4.881424047198379e-07,0.0,0.0
1802,4.2295178559470514e-07,0.0,0.0
1803,3.179052896484791e-07,0.0,0.0
1804,5.858286726834194e-07,0.0,0.0
1805,8.329631668857473e-07,0.0,0.0
1806,3.861436539409624e-07,0.0,0.0
1807,5.124519475430134e-07,0.0,0.0
1808,3.217824939838465e-07,0.0,0.0
1809,4.0662550304659817e-07,0.0,0.0
1810,5.358890007300943e-07,0.0,0.0
1811,4.964011850461247e-07,0.0,0.0
1812,3.7340916492212273e-07,0.0,0.0
1813,7.505685744035873e-07,5.751483289628823e-09,0.0
1814,4.405347908686963e-07,0.0,0.0
1815,3.263640451223182e-07,0.0,0.0
1816,4.078982840383105e-07,0.0,0.0
1817,4.3436767782623065e-07,0.0,0.0
1818,4.6611802417828585e-07,0.0,0.0
1819,4.3991963138978463e-07,0.0,0.0
1820,6.08750497121946e-07,0.0,0.0
1821,7.534176802437287e-07,9.86148829262845e-10,0.0
1822,7.870108333918324e-07,0.0,0.0
1823,6.947528845557827e-07,0.0,0.0
1824,5.414775614553946e-07,0.0,0.0
1825,6.190226713442826e-07,0.0,0.0
1826,4.4304161406216735e-07,0.0,0.0
1827,5.161672902431746e-07,0.0,0.0
1828,5.420830007096811e-07,9.172301251858528e-10,0.0
1829,4.800978672392375e-07,8.57317605795771e-10,0.0
1830,6.262101237552997e-07,0.0,0.0
1831,6.969269179535331e-07,0.0,0.0
1832,6.994994237174978e-07,0.0,0.0
1833,5.270550786917738e-07,1.1583628500844156e-09,0.0
1834,7.047570989016094e-07,1.8669061851994684e-09,0.0
1835,7.623592637173715e-07,0.0,0.0
1836,7.990971653271117e-07,0.0,0.0
1837,6.463880595219962e-07,0.0,0.0
1838,7.486224262720498e-07,0.0,0.0
1839,7.320074359995488e-07,0.0,0.0
1840,7.732801918791665e-07,0.0,0.0
1841,5.823437732033199e-07,0.0,0.0
1842,8.740869361645309e-07,0.0,0.0
1843,7.91526076682203e-07,5.906911071384968e-10,0.0
1844,7.343695074268908e-07,0.0,0.0
1845,7.092469900271681e-07,1.1160455892778032e-09,0.0
1846,6.176499027787941e-07,0.0,0.0
1847,6.5851259023475e-07,0.0,0.0
1848,5.285710926727916e-07,0.0,0.0
1849,4.751128130919824e-07,0.0,0.0
1850,4.718352215604682e-07,6.788996032014438e-10,0.0
1851,5.991528837512305e-07,0.0,0.0
1852,6.18501815097261e-07,0.0,0.0
1853,6.545237170030305e-07,0.0,0.0
1854,6.323123784568452e-07,1.0391328908454511e-09,0.0
1855,7.339493777180905e-07,0.0,0.0
1856,7.822732754902972e-07,0.0,0.0
1857,8.093542192000314e-07,1.9526036343364694e-09,0.0
1858,7.976692018019094e-07,4.893676019968041e-10,0.0
1859,7.735011422482785e-07,5.092173349652285e-10,0.0
1860,7.38757478302432e-07,0.0,0.0
1861,7.399347055070393e-07,0.0,0.0
1862,7.215223831735784e-07,0.0,0.0
1863,9.030274554788775e-07,4.994620828036034e-10,0.0
1864,9.54630309024651e-07,0.0,0.0
1865,7.493296152460971e-07,0.0,0.0
1866,8.140170280057646e-07,0.0,0.0
1867,8.303160257128184e-07,4.85281148598915e-10,0.0
1868,6.174842610562337e-07,0.0,0.0
1869,8.790334504737984e-07,0.0,0.0
1870,8.698552278474381e-07,5.734048791339319e-10,0.0
1871,6.022207230671484e-07,0.0,0.0
1872,8.049008783928002e-07,0.0,0.0
1873,5.596914434136124e-07,0.0,0.0
1874,7.217327606667823e-07,0.0,0.0
1875,7.157630648180202e-07,0.0,0.0
1876,6.698984407194075e-07,0.0,0.0
1877,6.908439331709815e-07,0.0,0.0
1878,6.926834430487361e-07,0.0,6.039088673581716e-10
1879,7.239550541271456e-07,0.0,0.0
1880,6.308742968030856e-07,0.0,0.0
1881,6.75635988045542e-07,0.0,0.0
1882,6.35589287867333e-07,0.0,0.0
1883,6.079204126763216e-07,6.319338941018771e-10,0.0
1884,7.077019290591124e-07,0.0,0.0
1885,5.414333941189398e-07,0.0,0.0
1886,6.743869676029135e-07,6.453463874400711e-10,0.0
1887,6.013139568494807e-07,0.0,0.0
1888,6.182099241414107e-07,6.340614699951175e-10,0.0
1889,7.079604529280914e-07,1.2530273485467092e-09,0.0
1890,5.715425004382269e-07,1.3108772956016423e-09,0.0
1891,4.901775128018926e-07,6.374220040683554e-10,0.0
1892,5.748225930801709e-07,0.0,0.0
1893,5.591842295871174e-07,0.0,0.0
1894,5.539052949643519e-07,0.0,0.0
1895,5.404716034718149e-07,0.0,0.0
1896,6.492629154308815e-07,0.0,0.0
1897,5.844193537996034e-07,5.826713556089658e-10,0.0
1898,6.133656711426738e-07,0.0,0.0
1899,6.937111152183206e-07,0.0,0.0
1900,5.756878067586513e-07,5.191053142894475e-10,0.0
1901,5.706102683689096e-07,0.0,0.0
1902,4.880822075392643e-07,0.0,0.0
1903,5.411020538304001e-07,0.0,0.0
1904,5.487492558131635e-07,0.0,0.0
1905,5.284617259349034e-07,0.0,0.0
1906,5.95696576510818e-07,0.0,0.0
1907,5.266271614345897e-07,5.142843373384665e-10,0.0
1908,5.824907702844939e-07,4.911389073214423e-10,0.0
1909,6.205109457368962e-07,0.0,0.0
1910,6.396948606379738e-07,0.0,0.0
1911,5.581072741733806e-07,0.0,0.0
