year,six_DET airs_NOUN,six_DET pères_NOUN
1952,0.0,4.2179215675730575e-09
1953,5.386913581872932e-09,1.0773827496812771e-08
1954,7.818028890937967e-09,1.3681551003230652e-08
1955,0.0,1.783265446420046e-08
1956,1.744228317335228e-09,1.1337483840634377e-08
1957,4.417518850718949e-09,2.2087594364617047e-08
1958,2.4816730892496253e-09,9.926692356998501e-09
1959,2.325224457422337e-09,1.3951346300444811e-08
1960,3.460416619915918e-09,2.2838750057818658e-08
1961,2.779263708063695e-09,4.863711433600315e-09
1962,1.9025869768540815e-09,8.878738744222403e-09
1963,1.1638895403009997e-08,7.759263453976928e-09
1964,3.650380997477498e-09,1.7643508265496877e-08
1965,7.113656386170675e-09,1.5868925840045733e-08
1966,6.646889927353072e-09,2.769537488234164e-09
1967,5.91640286762285e-09,8.874603829589489e-09
1968,7.63540675130514e-09,1.0330256206003696e-08
1969,2.2708788738334817e-09,9.537691275651738e-09
1970,7.3579602410944744e-09,7.81783243697376e-09
1971,7.193756479395574e-09,8.221435976452085e-09
1972,1.898154300405963e-08,4.617132176587546e-09
1973,3.3079223804577396e-09,1.2680368810524811e-08
1974,2.8127858930915295e-09,9.000914846790664e-09
1975,4.569184142155791e-09,1.2565256390928425e-08
1976,5.713526873840635e-10,4.5708215545836595e-09
1977,7.052138095708926e-09,2.9383909194713453e-09
1978,1.3069301196821925e-08,5.940591352171509e-09
1979,1.7555920051037788e-09,1.345953837272873e-08
1980,3.411090521154847e-09,8.527726136353664e-09
1981,2.5302198114474095e-09,6.958104536991527e-09
1982,6.207502289967692e-10,8.069753087980303e-09
1983,5.052252838311233e-09,2.526126308133314e-09
1984,8.698512798943625e-09,6.378909511717268e-09
1985,3.609334831011779e-09,1.8046674155058895e-09
1986,7.79283104712647e-09,2.3977941854269602e-09
1987,3.055408481777988e-09,1.0388388316240338e-08
1988,5.996553809062277e-10,8.994830658082265e-09
1989,5.488122178931576e-10,7.683371272548811e-09
1990,1.0897301838674878e-08,3.814055737905164e-09
1991,9.96449056600568e-09,8.792197914164745e-09
1992,9.366905029395411e-09,6.611932890088212e-09
1993,4.4313659408601325e-09,1.1632335372713243e-08
1994,3.1649559639745917e-09,5.274926606624319e-10
1995,4.880205739521415e-09,1.2471636834376909e-08
1996,2.135236876199542e-09,8.540947282753564e-09
1997,1.917957792585412e-09,7.192341611172992e-09
1998,6.198567881199324e-09,9.536258671616338e-09
1999,7.769342114105626e-09,7.312321970154301e-09
2000,8.836062881378837e-09,9.719669291641253e-09
2001,2.6287270971092624e-09,6.571817617873066e-09
2002,1.752488598683044e-09,4.38122149670761e-09
2003,4.166923028847691e-09,6.667076724031773e-09
2004,7.928623979580607e-09,7.488145048473172e-09
2005,4.954124666056714e-09,6.30524943368016e-09
2006,1.194188103958993e-08,4.529678798714798e-09
2007,3.595031605740928e-09,9.187302946189746e-09
2008,2.9802077194940324e-09,8.940623436037853e-09
2009,5.721830786953319e-09,7.629108011997232e-09
2010,1.4171379625338432e-09,3.77903447423833e-09
2011,1.1471915639660324e-09,4.971163536371392e-09
2012,3.0638274417515987e-09,6.468080154808931e-09
2013,1.3945625210176615e-09,3.90477494782715e-09
2014,1.0827225782605865e-09,6.063246543730472e-09
2015,3.54652054945781e-09,5.098123478930461e-09
2016,1.449938086262037e-09,6.214020187300662e-09
2017,3.5218559180094644e-09,3.773416940022756e-09
2018,1.290733298020541e-09,4.388493402007754e-09
2019,1.7856913725466939e-09,3.5713829116268414e-09
