year,six_DET airs_NOUN,six_DET pères_NOUN
1800,0.0,0.0
1801,7.143547975374531e-09,2.3811825844433088e-09
1802,2.2378401354217203e-09,4.475680270843441e-09
1803,1.1702034896643454e-08,0.0
1804,4.943701892301533e-09,2.4718509461507665e-09
1805,5.685755422035754e-09,0.0
1806,2.305335211616466e-08,2.881669125542885e-09
1807,5.693910232196231e-09,8.540865792383556e-09
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,4.518061036407062e-09
1810,2.574139479349924e-08,0.0
1811,1.0028306629550343e-08,1.0028307073639553e-08
1812,2.6672082320544632e-09,0.0
1813,4.026038280535715e-08,0.0
1814,5.349350962191579e-08,0.0
1815,0.0,2.697223555614414e-09
1816,6.952811659743929e-09,2.0858434979231788e-08
1817,1.556873407970727e-09,7.784366928831332e-09
1818,2.384235475716423e-09,1.4305412854298538e-08
1819,2.070210003424222e-09,1.552657524772627e-08
1820,2.4919611263385377e-08,3.5599443393152796e-09
1821,9.86148829262845e-10,1.2819935113483893e-08
1822,3.107940926838637e-08,1.5038423839541792e-08
1823,1.9765373782121287e-09,4.941343334508019e-09
1824,0.0,8.421112696055388e-10
1825,3.522177216552791e-09,8.805443041381977e-10
1826,1.7615968683770689e-09,8.807984341885344e-10
1827,6.452091305675367e-09,5.530363889061363e-09
1828,3.6689205562545624e-09,3.6689205562545624e-09
1829,1.714635211591542e-09,3.1720752247110795e-08
1830,1.5655253093882493e-08,1.461157062010443e-08
1831,1.5591206103948707e-09,0.0
1832,1.3529969367098715e-09,1.3529969367098715e-09
1833,3.4750886612755494e-09,6.950176989484191e-09
1834,1.8669061851994684e-09,1.4001795944906803e-08
1835,1.663879345414898e-08,1.5126175867408165e-09
1836,5.376600054063374e-09,1.8818099856154902e-08
1837,1.1132625932219753e-08,1.9482094049116938e-08
1838,1.2624323808552163e-09,7.574594285131298e-09
1839,2.7266753299670654e-08,9.7880652472071e-09
1840,3.184844388215424e-08,4.458782232319436e-09
1841,3.2102742686390684e-09,1.0272877659645019e-08
1842,8.720744570922534e-09,2.683306021822318e-09
1843,4.7255288571079745e-09,5.906911015873817e-09
1844,9.879410178825765e-09,1.811225219805479e-08
1845,0.0,2.7901139176833567e-08
1846,5.854501328173001e-10,2.927250730699882e-08
1847,4.853901280910122e-09,1.4022381478184798e-08
1848,0.0,6.43617736884039e-09
1849,5.02764896381791e-09,1.1731180471485914e-08
1850,2.0366988096043315e-09,1.8330289286438983e-08
1851,1.2898877521649865e-09,2.966741785570548e-08
1852,7.161599979710331e-09,3.906327261660181e-09
1853,5.3747388761848924e-09,4.180352286553557e-09
1854,3.63696517347023e-09,1.7145692421394187e-08
1855,2.1227748447927297e-09,1.2736649068756378e-08
1856,1.0354378465748937e-09,2.329735160344626e-08
1857,1.025116930231107e-08,1.0739320099872884e-08
1858,8.319249067412215e-09,1.663849857891364e-08
1859,1.5276520048956854e-09,3.411756055449189e-08
1860,6.408057418028079e-09,1.235839638957792e-08
1861,5.6591566433006335e-09,2.216502958951594e-08
1862,4.51798634615308e-09,1.2198563298371212e-08
1863,1.598278676073761e-08,3.995696601366561e-08
1864,9.589456118064277e-09,2.685047650885508e-08
1865,2.3534221793575227e-09,2.353422146050832e-08
1866,3.8924903300596725e-09,1.5569961098194085e-08
1867,6.308654931785895e-09,8.249779526181555e-09
1868,1.4819622196071691e-09,6.915823802522425e-09
1869,2.4417595723136287e-09,4.1998264754816717e-08
1870,1.0894693147633916e-08,2.0069171213776826e-08
1871,0.0,4.248470908407853e-09
1872,3.628403577593531e-09,1.0885210954825197e-08
1873,2.3944017879529156e-09,8.97900653828998e-09
1874,5.974609140757536e-10,1.5533983876991897e-08
1875,1.888104017577774e-08,1.0298748687187498e-08
1876,3.627608879952504e-09,3.02300739996042e-09
1877,8.658742389755503e-09,1.6699003513309663e-08
1878,1.9325083977506097e-08,1.9928993122420025e-08
1879,6.10932526790009e-10,2.443730018342194e-08
1880,6.417846254436199e-09,8.343199908722454e-09
1881,5.5780060570498335e-09,1.8825770276009735e-08
1882,1.3310770263785798e-09,1.9300617104534012e-08
1883,1.0742876255243061e-08,1.1374810426900694e-08
1884,1.386356363042296e-08,2.0465260597291035e-08
1885,6.445635691854079e-10,5.80107206715752e-09
1886,5.162771099520569e-09,1.2261581694428259e-08
1887,9.140494583448344e-09,1.6322311391370192e-08
1888,1.268122939990235e-09,2.2826213585958044e-08
1889,5.0121093386756854e-09,2.0674950973464945e-08
1890,3.932631831293776e-09,2.0974037617804697e-08
1891,6.374220040683554e-10,8.92390827900158e-09
1892,3.1342561879199593e-09,1.2537024307590627e-08
1893,4.926733243593162e-09,1.2316833108982905e-08
1894,3.780923574225881e-09,9.452309157609307e-09
1895,3.0093072478365457e-09,1.1435367763823479e-08
1896,1.7691086373616827e-09,1.5921977902788598e-08
1897,3.4960281336537946e-09,1.6897468757548495e-08
1898,6.2241901632731356e-09,6.790025652847476e-09
1899,7.738609753005221e-09,1.879376654301268e-08
1900,2.595526460424935e-09,2.28406342728249e-08
1901,4.470991132876634e-09,1.1736351723801164e-08
1902,3.4371986368242347e-09,2.1605248923250997e-08
1903,2.7001101354784396e-09,5.400220048912274e-09
1904,9.13686282189019e-09,1.1824175416563776e-08
1905,8.773290316455018e-09,4.64468330463319e-09
1906,9.259531807970234e-09,1.4918135060604243e-08
1907,2.057137349353866e-09,1.9028520759079015e-08
1908,9.331639017062798e-09,1.4734167219643268e-08
1909,3.3005901345362076e-09,1.320236098223404e-08
1910,4.809735609789811e-09,1.2291546447329438e-08
1911,3.7242617878519013e-09,1.4897047706519118e-08
1912,4.167536982180309e-09,5.209421227725386e-09
1913,1.3787773367468503e-08,5.833288629908395e-09
1914,1.33934876522801e-08,1.004511551716547e-08
1915,2.00272951556002e-08,1.2958838002674611e-08
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,8.773139770212879e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,1.8415696745321952e-09,1.9336481749121504e-08
1920,6.057785384427916e-09,6.815008557481406e-09
1921,3.7863738810983705e-09,5.300923255902035e-09
1922,0.0,1.2542490657185823e-08
1923,0.0,1.0615948120573648e-08
1924,6.445812328337297e-09,1.0313299547703991e-08
1925,1.0998177923937646e-09,5.499088961968823e-09
1926,3.3438415369957397e-09,1.7833821530643945e-08
1927,1.2264147031260109e-08,1.5608914605280688e-08
1928,1.3711249802206282e-08,1.1426041446327417e-08
1929,1.1140406375176326e-09,1.4482528287729224e-08
1930,2.100720708497761e-09,2.1007207751111423e-08
1931,0.0,1.3686427990933225e-08
1932,5.4797684168050864e-09,4.38381475564853e-09
1933,0.0,5.735331320977366e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,3.590485242455088e-09,1.196828414151696e-08
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,6.295558963032022e-09,5.036447148221157e-09
1938,0.0,1.8151300018587335e-08
1939,0.0,1.070583532936098e-08
1940,0.0,7.607348750937604e-09
1941,1.1806010391524069e-08,1.1806010835613279e-08
1942,0.0,2.1239483061208375e-08
1943,2.9032352077962287e-09,2.0322646232528996e-08
1944,0.0,9.639558484764166e-09
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,1.5313214696277555e-08
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,8.697510045507784e-09,9.784699050996437e-09
1949,3.9268033269479474e-09,2.846932378730571e-08
1950,1.0635361480382244e-09,6.381216888229346e-09
1951,9.595261474260042e-09,1.492596257701706e-08
