year,quelques_DET yeux_NOUN,quelques_DET pieux_ADJ
1800,5.973912209356058e-08,6.288328968651058e-09
1801,5.476719877606229e-08,2.3811825844433088e-09
1802,2.0140561218795483e-08,2.2378401354217203e-09
1803,5.655983770225248e-08,9.751696339321825e-09
1804,7.662737999680758e-08,7.4155526164076946e-09
1805,4.264316544322355e-08,2.842877755426798e-08
1806,2.0171683878800195e-08,2.0171682990621775e-08
1807,5.693910232196231e-09,2.2775640928784924e-08
1808,4.305540457494317e-08,1.1330369531492579e-08
1809,9.487928309681593e-08,2.25903047379461e-08
1810,1.4040760554223652e-08,1.6380887757350138e-08
1811,1.0028307073639553e-08,5.0141535368197765e-09
1812,6.13457871168066e-08,0.0
1813,8.052076339026826e-08,1.1502966579257645e-08
1814,6.922689976818219e-08,2.5173417128598885e-08
1815,7.821948599939788e-08,1.6183340889597275e-08
1816,6.952811304472561e-08,6.952811659743929e-09
1817,4.0478710161551135e-08,1.8682481339737933e-08
1818,4.887682791832049e-08,1.0729059418679299e-08
1819,3.105314938522952e-08,1.5526575580793178e-08
1820,1.6613073583471305e-08,1.3053129244156025e-08
1821,3.944595405869222e-08,1.0847637454958203e-08
1822,1.604098542884458e-08,1.804610860745015e-08
1823,1.9765373338032077e-08,1.1859224713361982e-08
1824,2.6947560627377243e-08,2.2737005167527968e-08
1825,8.189061873054015e-08,1.761088541663014e-08
1826,1.6735169694470642e-08,5.284790383086602e-09
1827,5.2538454919925925e-08,2.3964910056406552e-08
1828,1.3758452155343548e-08,6.420610709767516e-09
1829,3.600733933240008e-08,2.4004893628415402e-08
1830,3.1310506187764986e-08,1.5655253093882493e-08
1831,4.989185953263586e-08,3.585977470521584e-08
1832,7.441483085290912e-08,9.470978779013706e-09
1833,3.8225973497674204e-08,1.2741991461950875e-08
1834,1.866906162995008e-08,3.173740381612333e-08
1835,5.596685070941021e-08,2.2689263801112247e-08
1836,3.427582484505365e-08,3.5619976745948634e-08
1837,4.035576894878545e-08,2.0177884252348122e-08
1838,1.8936486156917454e-08,6.943378316748294e-09
1839,2.9364195075487487e-08,1.8177836125232716e-08
1840,2.8026629905752998e-08,4.4587820713370974e-08
1841,2.5040138851295524e-08,2.3113975178290502e-08
1842,7.647422251011449e-08,3.6224631294601295e-08
1843,3.1306629344474146e-08,2.0674188638825086e-08
1844,3.9517641825526084e-08,1.2623690537338916e-08
1845,5.1896119845906696e-08,3.124927649977849e-08
1846,2.6930706553685013e-08,4.039605983052752e-08
1847,1.4561703842730367e-08,3.020205241455187e-08
1848,3.459445352405055e-08,3.700802153616678e-08
1849,6.535943475327599e-08,4.02211925987217e-08
1850,1.4935791270431764e-08,1.3577992064028876e-08
1851,1.676854055610022e-08,5.740000674769874e-08
1852,3.255272873481374e-08,3.711010965190553e-08
1853,2.20961471342207e-08,2.9262466227919504e-08
1854,2.1821791262865986e-08,3.948704829781491e-08
1855,3.3964397516683675e-08,4.8823821430232783e-08
1856,3.4169448159815374e-08,3.054541686253742e-08
1857,3.7099468830348314e-08,3.172980905796763e-08
1858,2.9851424443450014e-08,3.5723834446166336e-08
1859,1.476730293603623e-08,6.059686441517442e-08
1860,2.4259074749011234e-08,3.6159754079889694e-08
1861,2.5937800796071997e-08,2.7824186732416933e-08
1862,5.82820236516568e-08,2.936691073651687e-08
1863,4.345320192555846e-08,3.09666488007565e-08
1864,2.685047595374357e-08,2.7809421876412443e-08
1865,2.3063536858103362e-08,1.553258638375965e-08
1866,1.6056522000873485e-08,2.530118747845478e-08
1867,2.91168689159349e-08,3.008743121313273e-08
1868,2.1241458370013788e-08,3.45791177913668e-08
1869,3.857980201971145e-08,2.3440891894210836e-08
1870,4.587239077480376e-08,2.064257564882155e-08
1871,3.080141297573391e-08,1.274541272522356e-08
1872,3.205089882385437e-08,2.297988987987054e-08
1873,2.0352414864532875e-08,1.3169209722718733e-08
1874,2.0911131493051016e-08,1.6728904816964985e-08
1875,6.75140180983469e-08,2.0597498373575718e-08
1876,4.897272098958183e-08,2.0556449653597042e-08
1877,2.1646855308254942e-08,2.288381883985835e-08
1878,1.8117265909722846e-08,1.8117265909722846e-08
1879,1.7717042943843353e-08,2.8102896454385018e-08
1880,2.759673911612026e-08,1.8611754359909582e-08
1881,2.719278008322945e-08,2.7890030285249168e-09
1882,5.2577541653775484e-08,2.795261733190557e-08
1883,3.349249588779912e-08,1.1374810426900694e-08
1884,3.630933420595284e-08,1.5183903023796574e-08
1885,1.9336907408629145e-08,2.1270597949651915e-08
1886,2.7749894160322697e-08,6.4534639854230136e-09
1887,3.3297514079322355e-08,1.8280989388941293e-08
1888,2.0924028287794272e-08,1.3315291091942072e-08
1889,2.0048437576747347e-08,8.144677710042458e-09
1890,3.277193122430688e-08,2.5562106431564757e-08
1891,1.9122660788184476e-08,1.0836174069162041e-08
1892,1.3163875989263829e-08,1.3790727448892426e-08
1893,1.7243566574620672e-08,1.6011882930655474e-08
1894,1.9534772022211655e-08,6.9316934414587195e-09
1895,1.4444675011660024e-08,1.5648397910794642e-08
1896,1.4152869876049579e-08,1.0024948871034667e-08
1897,2.2724182091593548e-08,1.3401441401050818e-08
1898,4.0174319315688933e-08,1.584339370808152e-08
1899,3.8693050541382945e-08,7.738609753005221e-09
1900,1.557315876254961e-08,8.824790675987515e-09
1901,1.7883964531506535e-08,1.1736351501756559e-08
1902,2.356936334990678e-08,2.946170252204894e-09
1903,1.9980814780495848e-08,9.1803746826713e-09
1904,1.5048950530172078e-08,6.449550227216605e-09
1905,3.4577086083231734e-08,7.2250627702885595e-09
1906,2.2119994169678137e-08,9.773950537805831e-09
1907,2.9314207949937554e-08,1.337139288182243e-08
1908,1.8172138682714944e-08,1.52253056828755e-08
1909,3.3005902677629706e-08,9.901770681164379e-09
1910,2.7255168788542505e-08,1.1222716533865196e-08
1911,1.9685383989553884e-08,1.9153347352585115e-08
1912,4.48010239462171e-08,8.8560158095774e-09
1913,4.2954218182345016e-08,7.954484682048957e-09
1914,2.3438603280467873e-08,2.6786975415582504e-09
1915,4.005458986711119e-08,1.4136914638918086e-08
1916,1.3184954017475548e-08,4.394984820521586e-09
1917,3.070598708632133e-08,1.0966424435210342e-09
1918,2.2972752589112133e-08,6.89182577673364e-09
1919,2.2098835428252528e-08,3.6831393490643904e-09
1920,1.514446346106979e-08,1.3630016670873601e-08
1921,2.2718242898012164e-08,1.3630945705500608e-08
1922,2.4347187377316004e-08,8.115729421831475e-09
1923,2.5478274601198336e-08,5.307974060286824e-09
1924,3.222906019839655e-08,7.734974771800296e-09
1925,2.5295809003011982e-08,6.598906754362588e-09
1926,2.452150527076924e-08,4.458455493683289e-09
1927,1.6723837648058293e-08,6.689535148041159e-09
1928,3.085031030636287e-08,7.998228968020271e-09
1929,2.2280812084218837e-08,3.342121912552898e-09
1930,1.995684684175103e-08,1.1553964007759987e-08
1931,1.4826963656844327e-08,3.4216069977333063e-09
1932,1.8631212572728373e-08,1.2055489939655217e-08
1933,1.0323596200123575e-08,1.0323596200123575e-08
1934,1.7972370258689807e-08,1.5576054224197833e-08
1935,2.752705263731059e-08,4.787313656606784e-09
1936,2.667437204451062e-08,6.0623572828433225e-09
1937,1.76275650742852e-08,8.813782481631449e-09
1938,1.685477846180561e-08,2.5930428915188486e-09
1939,3.8235126176289214e-08,6.117620188206274e-09
1940,2.7893612752905028e-08,1.5214697057785997e-08
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,3.193558839598154e-08,1.4516176261025748e-08
1944,2.5705489292704442e-08,2.8918675454292497e-08
1945,5.446260242791823e-08,1.089252066321933e-08
1946,2.5057986796639398e-08,2.7842208538686464e-09
1947,2.26496545963073e-08,2.3841741914054637e-09
1948,2.609253013652335e-08,8.697510045507784e-09
1949,3.043272556180199e-08,8.835307596655184e-09
1950,2.6588404367089424e-08,9.57182533234402e-09
1951,2.6653505291740487e-08,9.595261474260042e-09
1952,2.741649041126948e-08,0.0
1953,1.7238123040108633e-08,0.0
1954,2.3454086006680086e-08,1.9545072227344917e-09
1955,1.970977647758332e-08,6.569925492527773e-09
1956,3.0523996219500305e-08,6.104799332717903e-09
1957,1.943708272111877e-08,1.0602045019680872e-08
1958,2.4816731114540858e-08,3.3088974338291166e-09
1959,1.8601795659378695e-08,6.975672928177801e-09
1960,2.4915000340630655e-08,8.305000243069571e-09
1961,3.265634829219266e-08,4.86371165564492e-09
1962,2.09284568564172e-08,5.707760764028791e-09
1963,2.909724061694874e-08,2.5864212993553792e-09
1964,1.8251904654320583e-08,7.909158661334459e-09
1965,1.586892572902343e-08,5.472043540510896e-09
1966,1.0524241922382771e-08,4.985167390003653e-09
1967,2.317257785655613e-08,3.9442684118817795e-09
1968,9.881114815257774e-09,6.287982134978165e-09
1969,1.2262746373892242e-08,3.1792304344691047e-09
1970,1.8394900186402552e-08,4.598724956395017e-09
1971,1.2332154297745035e-08,8.73527572498034e-09
1972,1.641647029426707e-08,3.078088173236182e-09
1973,1.709093155888297e-08,8.821126051827832e-09
1974,1.3501371631807757e-08,3.375343005096454e-09
1975,1.1422960355389478e-08,4.569184142155791e-09
1976,9.141642887122714e-09,3.4281160132820787e-09
1977,9.990529126202574e-09,4.701425304620699e-09
1978,1.0693064433908717e-08,5.346532105932056e-09
1979,1.3459538927840242e-08,3.5111840102075575e-09
1980,1.591842130332921e-08,4.548120546843393e-09
1981,1.4548763971333756e-08,3.795329828193417e-09
1982,1.551875572491923e-08,3.1037510339615437e-09
1983,1.326216381158929e-08,8.841442245000053e-09
1984,1.681712458179163e-08,4.059305780401701e-09
1985,1.5640450601317468e-08,3.007779025843149e-09
1986,1.3187867742292525e-08,4.196139880008332e-09
1987,1.4054878705316298e-08,6.721898593298192e-09
1988,8.994830658082265e-09,2.3986214681137596e-09
1989,8.780995708335126e-09,4.939309850016116e-09
1990,1.4166492978695544e-08,5.44865097484859e-10
1991,8.20605094986604e-09,2.9307325455363298e-09
1992,1.487684975209902e-08,4.407955389584828e-09
1993,6.647049133334804e-09,3.323524566667402e-09
1994,1.1604838756618108e-08,2.6374632478010085e-09
1995,1.3556126665648094e-08,2.168980273165033e-09
1996,5.3380921904988554e-09,1.6014276571496566e-09
1997,9.58978896292706e-09,2.876936688878118e-09
1998,1.0966696883940585e-08,1.9072516899143466e-09
1999,1.0968482844209149e-08,3.656160929565999e-09
2000,1.192868515076384e-08,4.859834534798324e-09
2001,7.448060113102173e-09,3.943090742808408e-09
2002,1.3143664823189738e-08,2.6287327870022636e-09
2003,7.500461141063397e-09,8.333845835650777e-10
2004,9.250061522303454e-09,3.523833003171717e-09
2005,1.3961624190095279e-08,6.305249322657858e-09
2006,6.588623757686207e-09,1.6471559116659762e-09
2007,1.3581230029480196e-08,4.793375391054511e-09
2008,6.811903568992861e-09,2.9802078582719105e-09
2009,6.198650037703146e-09,4.768192729542875e-09
2010,2.1257068327784623e-08,8.030448306328708e-09
2011,1.7590270517953144e-08,4.5887662558641296e-09
2012,2.0765941743938754e-08,3.744677901096338e-09
2013,1.7571487820333687e-08,3.6258624991347688e-09
2014,2.1221363555312678e-08,2.815078836704288e-09
2015,2.3052384001687187e-08,4.433150915805761e-09
2016,2.754882189037744e-08,6.628287974042024e-09
2017,1.5596790081673362e-08,4.528100561174142e-09
2018,2.2975053859397576e-08,3.097759937453759e-09
2019,2.0918100140931983e-08,2.2958890344426663e-09
