year,grandes_ADJ ailes_NOUN,grandes_ADJ pelles_NOUN
1903,3.369737555658503e-07,1.6200660812870638e-09
1904,2.526073785702465e-07,2.6873125946735854e-09
1905,2.91582892941733e-07,7.741138396966107e-09
1906,2.7109851430395793e-07,9.773950537805831e-09
1907,3.023992007911147e-07,3.0857059130084963e-09
1908,3.3200990401383024e-07,1.964555629285769e-09
1909,4.103733601823478e-07,5.500983446538044e-09
1910,4.2753205775625247e-07,5.344150677544235e-10
1911,3.3624763773332234e-07,3.7242617878519013e-09
1912,3.0787680316279875e-07,6.251305251225858e-09
1913,2.566646912782744e-07,7.954484182448596e-09
1914,3.033624977888394e-07,4.018046340092951e-09
1915,3.487105573185545e-07,1.1780761921542648e-09
1916,3.5599376246864267e-07,8.789969418998567e-09
1917,4.123375560993736e-07,7.676496771580332e-09
1918,3.583749332847219e-07,1.1486376294556067e-09
1919,2.836017358731624e-07,1.8415696745321952e-09
1920,3.286348544406792e-07,1.3630017114962811e-08
1921,3.4607455745572224e-07,4.543648568500203e-09
1922,3.770124976654188e-07,2.2133805899215986e-09
1923,3.2272481576001155e-07,4.246379248229459e-09
1924,3.31314737422872e-07,3.867487219366694e-09
1925,3.299453510408057e-07,3.299453377181294e-09
1926,3.009457429925533e-07,3.343841648018042e-09
1927,3.422811971631745e-07,8.919379901328739e-09
1928,2.1709477948661515e-07,4.570416489713125e-09
1929,2.941067407391529e-07,2.2280812750352652e-09
1930,2.646908114911639e-07,3.1510811737689437e-09
1931,2.4407464138676005e-07,4.5621426636444085e-09
1932,2.4878147542040097e-07,2.1919073223131136e-09
1933,2.4547216526116244e-07,1.1470662641954732e-08
1934,2.911523893089907e-07,8.38710612072191e-09
1935,2.3936567572491185e-07,3.590485242455088e-09
1936,2.897806723467511e-07,2.424942913137329e-09
1937,2.2538101518421172e-07,1.2591118148108649e-09
1938,2.618973269363778e-07,2.5930428915188486e-09
1939,2.0952849411060015e-07,0.0
1940,2.611856473322405e-07,0.0
1941,2.508777185994404e-07,0.0
1942,3.064553766307654e-07,0.0
1943,6.067761546546535e-07,2.9032352077962287e-09
1944,3.3417137501601246e-07,0.0
1945,2.461709698309278e-07,2.178504043826024e-09
1946,2.519719828342204e-07,1.3921104269343232e-09
1947,2.706037776079029e-07,4.7683483828109274e-09
1948,3.022384760242858e-07,3.2615663503321457e-09
1949,1.9830356734473753e-07,2.945102384188658e-09
1950,2.4993099145831366e-07,4.2541445921528975e-09
1951,2.420138116576709e-07,9.595261474260042e-09
1952,2.6362010885350173e-07,6.326882462381889e-09
1953,2.0685749291260436e-07,3.2321482157371406e-09
1954,2.2183657222285547e-07,7.818028890937967e-09
1955,2.3276307103969884e-07,5.631364707880948e-09
1956,2.2064487836814806e-07,5.232684952005684e-09
1957,2.1469141131547076e-07,5.301022731885041e-09
1958,1.7619878178720683e-07,9.926692356998501e-09
1959,1.8369271970186674e-07,3.8753737996444215e-09
1960,1.9101500470242172e-07,4.844583401109048e-09
1961,2.2998406734586752e-07,2.779263708063695e-09
1962,2.2006588551448658e-07,1.2683912808952869e-09
1963,2.282516788909561e-07,1.2932106496776896e-09
1964,1.8677782520626351e-07,8.517555549758526e-09
1965,2.177873312803058e-07,1.0944086747954884e-09
1966,2.1990126697346568e-07,6.6468897053084675e-09
1967,2.53419244700126e-07,4.437302081328198e-09
1968,2.119948305789876e-07,4.491415683816058e-09
1969,2.034707478060227e-07,2.725054598640142e-09
1970,1.673935940971205e-07,5.978342709767048e-09
1971,2.1632654068071133e-07,5.138397263237948e-09
1972,1.985366822054857e-07,3.5911027485013847e-09
1973,2.0453985882795678e-07,2.205281512956958e-09
1974,1.6932970936522906e-07,2.2502286700643026e-09
1975,1.5306767409128952e-07,3.998036124386317e-09
1976,1.4912305346115318e-07,3.4281160132820787e-09
1977,1.4280580273862142e-07,1.7630345516828072e-09
1978,1.788118026979646e-07,2.970295565063452e-09
1979,1.825815729716851e-07,1.7555920051037788e-09
1980,1.6600640151409607e-07,4.548120546843393e-09
1981,1.60036407237385e-07,1.8976649140967083e-09
1982,1.874665684908905e-07,3.1037510339615437e-09
1983,1.6798740887224994e-07,1.89459470334441e-09
1984,1.4381541291186295e-07,5.219107812592938e-09
1985,1.377562739435234e-07,1.8046674155058895e-09
1986,1.9362188652394252e-07,6.593934065435292e-09
1987,1.5399258757042844e-07,1.2221633705067347e-09
1988,1.5710971013049857e-07,5.996553809062277e-09
1989,1.4159354577714112e-07,4.390497632122958e-09
1990,1.7490170023393148e-07,5.44865097484859e-10
1991,1.3774443630154565e-07,1.7584396161396398e-09
1992,1.4325854635899304e-07,2.7549720282848966e-09
1993,1.434654706145011e-07,3.323524566667402e-09
1994,1.6035777150591457e-07,4.747434001473039e-09
1995,1.4911739754097653e-07,1.626735190995987e-09
1996,1.5907514239188458e-07,3.2028553142993132e-09
1997,1.6158794835519075e-07,2.876936688878118e-09
1998,1.339844288850145e-07,1.43043876743576e-09
1999,1.4578941431864223e-07,2.7421207526856506e-09
2000,1.391679944617863e-07,1.7672125984802278e-09
2001,1.4939932668767142e-07,0.0
2002,1.6035271244163596e-07,4.381221607729913e-09
2003,1.4792576052968798e-07,2.083461403401543e-09
2004,1.3522709707558533e-07,1.7619165015858584e-09
2005,1.5537936803866614e-07,2.251874686720612e-09
2006,1.6883348052942893e-07,2.4707338397433887e-09
2007,1.841455059548025e-07,4.393927444112933e-09
2008,1.9499073289352964e-07,4.257439734089985e-09
2009,2.093236446398805e-07,3.337734755248789e-09
2010,1.9887168889454188e-07,1.4171379625338432e-09
2011,3.487462549855991e-07,2.6767803529281764e-09
2012,3.234040093502699e-07,6.127654827992046e-09
2013,3.494773750389868e-07,5.29933741333366e-09
2014,3.3347856742693693e-07,8.661780626084692e-09
2015,3.896739428910223e-07,4.43315073539452e-09
2016,3.7698387700402236e-07,3.5212781579474495e-09
2017,3.3759505413399893e-07,3.5218559180094644e-09
2018,3.8489667986141285e-07,4.130346731301415e-09
2019,3.5662807817971043e-07,2.04079020349468e-09
