year,tes_DET âges_NOUN,tes_DET pages_NOUN
1941,0.0,2.9515025090631752e-08
1942,0.0,1.8205270180260413e-08
1943,2.9032352077962287e-09,4.354852856103264e-08
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,0.0,1.742803235060819e-08
1946,0.0,1.6705325123211878e-08
1947,0.0,9.536696765621855e-09
1948,0.0,1.9569398546082084e-08
1949,9.817008317369869e-10,1.9634017078828947e-08
1950,2.1270722960764488e-09,1.3825969924496917e-08
1951,0.0,1.0661401539380222e-08
1952,0.0,1.370824520563474e-08
1953,1.0773827385790469e-09,9.69644498027833e-09
1954,0.0,1.759056478256582e-08
1955,3.754243138587299e-09,6.569925492527773e-09
1956,3.488456634670456e-09,1.657016923672927e-08
1957,0.0,8.835037423882142e-09
1958,8.272243445794913e-10,1.2408365224203521e-08
1959,7.750747821333448e-10,9.300897829689347e-09
1960,6.920833350854139e-10,8.997083578154985e-09
1961,0.0,9.72742331128984e-09
1962,6.341956404476434e-10,6.976152211457531e-09
1963,0.0,1.1638895847099207e-08
1964,6.083968329129164e-10,1.8251904765342886e-08
1965,2.73602163147757e-09,8.755269675919664e-09
1966,0.0,8.308612131635584e-09
1967,1.9721342336964653e-09,8.381570326676524e-09
1968,8.982831700699023e-10,1.4821672111864359e-08
1969,4.5417578031781147e-10,1.226274631838109e-08
1970,4.5987250119061684e-10,5.978342376700141e-09
1971,1.541519245584766e-09,1.284599360218408e-08
1972,0.0,7.182205497002769e-09
1973,1.6539611902288698e-09,1.7090930948260308e-08
1974,1.1251143350321513e-09,1.4063928799323833e-08
1975,5.711480177694739e-10,1.1422960799478687e-08
1976,5.713526873840635e-10,1.6569227545559784e-08
1977,1.1753563677885381e-09,6.4644601893704134e-09
1978,1.1881182704343018e-09,1.2475241506493262e-08
1979,2.925986564150662e-09,9.36315702748658e-09
1980,1.7055452605774235e-09,9.096241149197937e-09
1981,2.5302198114474095e-09,1.2651098835192442e-08
1982,6.207502289967692e-10,1.4277254822836483e-08
1983,2.5261264191556165e-09,9.47297440490047e-09
1984,0.0,1.2757819078945687e-08
1985,6.015558051686298e-10,2.0452897375733414e-08
1986,1.7983456945813714e-09,7.792831269171074e-09
1987,1.2221633705067347e-09,9.77730663098697e-09
1988,1.1993107618124554e-09,1.499138480021145e-08
1989,1.0976244357863152e-09,1.481792966107065e-08
1990,5.44865097484859e-10,2.50637938181697e-08
1991,5.861465202094962e-10,1.582595565707834e-08
1992,1.65298330578878e-09,1.2672871751995274e-08
1993,5.539207426075166e-10,1.32940979336027e-08
1994,5.274926606624319e-10,1.0549853379782093e-08
1995,1.0844901643380922e-09,2.0063068872921974e-08
1996,5.338092190498855e-10,2.5622842070305296e-08
1997,9.58978896292706e-10,2.6371920203160926e-08
1998,9.536258449571733e-10,1.4304387563335297e-08
1999,4.570201161957499e-10,1.0054442528550922e-08
2000,8.836062992401139e-10,2.7833599092197403e-08
2001,0.0,1.6648604050928384e-08
2002,8.76244299341522e-10,1.664864135442201e-08
2003,1.2500769308587678e-09,1.7917768269093415e-08
2004,8.809582507929292e-10,1.2773894830786503e-08
2005,1.3511248786457486e-09,1.8465372453313478e-08
2006,8.235779835885637e-10,2.5942706094461698e-08
2007,3.994479469415779e-10,2.1170741992815323e-08
2008,3.405951742863067e-09,2.3841663032708738e-08
2009,4.76819250749827e-10,3.0516431381855114e-08
2010,2.3618964561933353e-09,1.653327574846486e-08
2011,1.911985902935953e-09,1.7207873320712608e-08
2012,2.0425516833455504e-09,2.2808493538306607e-08
2013,2.789125042035323e-10,2.3986475639059535e-08
2014,3.2481677347817595e-09,2.3603352494738772e-08
2015,1.10828768384863e-09,2.393901504804674e-08
2016,6.214020409345267e-10,2.1749070544530014e-08
2017,4.528100561174142e-09,2.51561141917378e-08
2018,1.5488800242380307e-09,3.226833433789267e-08
2019,7.65296326310505e-10,2.984655639304279e-08
