year,ses_DET arts_NOUN,ses_DET parts_NOUN
1800,4.213180280210338e-07,1.5720821977538435e-08
1801,3.143161109164794e-07,1.666827853519237e-08
1802,4.5651938762603095e-07,8.951360541686881e-09
1803,4.154222472685376e-07,3.315576790896557e-08
1804,4.3998947840684366e-07,2.9662210465630778e-08
1805,3.980028928651791e-07,5.685755422035754e-09
1806,3.544452908954554e-07,2.0171683878800195e-08
1807,3.729511108829797e-07,4.555128185756985e-08
1808,5.347934908250807e-07,4.305540457494317e-08
1809,3.817761671243147e-07,2.259030518203531e-09
1810,2.948559592041988e-07,9.360507036149102e-09
1811,1.5794583196893086e-07,1.0028307073639553e-08
1812,4.587598212424382e-07,0.0
1813,3.278345606094746e-07,1.4378708002027452e-08
1814,3.461344864064131e-07,6.293354282149721e-09
1815,4.5043632423968916e-07,2.697223555614414e-09
1816,2.7811245217890246e-07,6.952811659743929e-09
1817,4.919720177909426e-07,3.113746815941454e-09
1818,4.124727333021383e-07,9.536941902865692e-09
1819,3.1777722364623173e-07,0.0
1820,3.0852851917728685e-07,7.119888678630559e-09
1821,2.9485849495358707e-07,2.1695274021737987e-08
1822,2.7169419070105505e-07,1.4035862250239006e-08
1823,3.785069062622881e-07,6.917880934764753e-09
1824,4.3284519701813906e-07,3.3684450784221553e-09
1825,5.036713557338146e-07,2.641632912414593e-09
1826,4.6153838817453163e-07,1.8496766784892316e-08
1827,5.290714509831318e-07,1.2904182611350734e-08
1828,3.5129914977005683e-07,5.503380862137419e-09
1829,5.941210837190347e-07,1.5431716349212365e-08
1830,3.746824122075054e-07,1.1480519646056564e-08
1831,3.492430096230237e-07,6.236482441579483e-09
1832,5.344337649093589e-07,1.0823975493678972e-08
1833,4.494447791714151e-07,1.1815301448336868e-07
1834,4.499243835276445e-07,1.9602515166639023e-08
1835,4.031125868664276e-07,3.327758690829796e-08
1836,3.5149523325284093e-07,1.1425274948351216e-08
1837,3.1032194292013315e-07,2.0873671680021744e-09
1838,3.257075498197537e-07,8.837027110075724e-09
1839,3.7474305636386873e-07,4.754203075663099e-08
1840,2.8281418024134197e-07,1.1465439264668476e-08
1841,3.678974382914646e-07,1.4125206782011901e-08
1842,2.596098638285582e-07,1.542900962547833e-08
1843,2.977083046751261e-07,6.4976020675011625e-09
1844,2.4698525935562543e-07,9.330554107123135e-09
1845,3.320235761883339e-07,2.5669049108500985e-08
1846,2.4705994894347327e-07,1.8734404250153602e-08
1847,3.26290034102783e-07,2.9123407685460734e-08
1848,2.622742272251344e-07,6.43617736884039e-09
1849,4.03887813638093e-07,1.508294644736452e-08
1850,3.81541576111033e-07,1.4935791270431764e-08
1851,3.579438565548543e-07,2.3862924081186065e-08
1852,3.724032022756063e-07,7.812654523320361e-09
1853,2.7650044498450654e-07,8.957897534855874e-09
1854,3.631769311951416e-07,7.27393034694046e-09
1855,3.3592910853030844e-07,3.92713346286655e-08
1856,2.826745193473812e-07,2.1226476576430287e-08
1857,3.085113617906643e-07,2.3431244500216053e-08
1858,3.7289811677387874e-07,8.808616946964776e-09
1859,4.939408295712155e-07,3.1571474323754956e-08
1860,3.808217101664013e-07,1.6935581020893764e-08
1861,3.320038433063388e-07,1.8863854478468056e-08
1862,3.524029354995406e-07,9.939570055905733e-09
1863,3.3913476499281003e-07,6.493007020935693e-09
1864,3.078215256024919e-07,1.8699438442126848e-08
1865,2.8664682727441715e-07,2.7770381549885315e-08
1866,2.4036128087878694e-07,3.8924902412418305e-08
1867,3.4746130594953684e-07,2.232293283555009e-08
1868,3.0429623620875645e-07,1.531360938056281e-08
1869,2.934994881576003e-07,2.1487483792270723e-08
1870,2.4599069670117046e-07,2.064257564882155e-08
1871,2.48535537705763e-07,3.611200227737754e-08
1872,2.5277879345253496e-07,2.4189358072135292e-08
1873,2.2806677124620478e-07,1.7958013742713774e-08
1874,2.330097538805198e-07,2.4495896866483235e-08
1875,2.437370534291716e-07,1.94531928343622e-08
1876,2.4788661101560194e-07,3.929909619948546e-08
1877,2.8944940022590515e-07,1.9172929910382663e-08
1878,2.584729816290654e-07,2.4760263173106978e-08
1879,1.9610934343106123e-07,2.3215435684953434e-08
1880,2.149978506338357e-07,3.2089232160359416e-08
1881,2.440377678825101e-07,1.673401861523871e-08
1882,2.5423569893767706e-07,3.0614771162618126e-08
1883,1.718860143662404e-07,2.211768546089843e-08
1884,2.2049667602885847e-07,3.4328824227713994e-08
1885,1.553398247255977e-07,3.996294140051759e-08
1886,1.9424926323008407e-07,3.743009102663564e-08
1887,1.932561749518058e-07,3.3297514079322355e-08
1888,1.5724724566901216e-07,3.487338218199909e-08
1889,2.1489419732567683e-07,4.322944463508449e-08
1890,2.3464704074216414e-07,2.8839300725280737e-08
1891,2.0907441844464358e-07,6.947900033082988e-08
1892,1.6360817300942188e-07,5.390920776449093e-08
1893,1.5457625601733582e-07,3.87980243488073e-08
1894,2.0038895121032851e-07,4.663139208105349e-08
1895,1.5648398021816945e-07,4.875077741495204e-08
1896,1.4447721485844056e-07,4.0689499769541726e-08
1897,1.5965194832823215e-07,3.3212267491755654e-08
1898,1.7597483858988738e-07,3.960848549144913e-08
1899,1.232649911031558e-07,4.698441813388854e-08
1900,1.894734381613361e-07,3.94520034419088e-08
1901,1.0562716279416406e-07,6.371162108997908e-08
1902,1.0508007691756305e-07,4.7629754362787935e-08
1903,1.0368422964646129e-07,4.050165358648883e-08
1904,1.4027771744196116e-07,7.148251768285263e-08
1905,1.496620174457064e-07,6.5541641447453e-08
1906,1.4609483400818135e-07,6.327346824264168e-08
1907,1.8102808052589126e-07,5.297128780057392e-08
1908,1.6698723181995945e-07,4.813161424976897e-08
1909,1.2157174356097755e-07,5.9410623698408216e-08
1910,1.5284271537296945e-07,4.702852507421085e-08
1911,1.6280344317110007e-07,5.479985532019782e-08
1912,1.2398422455373037e-07,5.0531384132579404e-08
1913,1.3575654023156858e-07,6.257528145647839e-08
1914,1.627308711116271e-07,7.902157506123331e-08
1915,2.3325908626858904e-07,7.539687629787295e-08
1916,2.0216930041172532e-07,4.614733883911981e-08
1917,2.2152176981649063e-07,8.224818515145671e-08
1918,2.4351118277365913e-07,6.891825687915798e-08
1919,1.942855962222545e-07,8.471220525052559e-08
1920,1.4614407461976953e-07,6.057785384427916e-08
1921,1.537267735329806e-07,8.55720472259236e-08
1922,1.3722959479878227e-07,2.3609393551282665e-08
1923,1.6454720030978365e-07,4.352538596208433e-08
1924,1.0571131836556447e-07,6.83256118350073e-08
1925,1.4957522265213186e-07,7.148815939217457e-08
1926,1.4044134355462035e-07,4.569916678409669e-08
1927,1.382503952429559e-07,6.355057990958812e-08
1928,1.576793642321661e-07,8.683791630215154e-08
1929,1.0806194472579023e-07,1.73790344337732e-07
1930,1.008345975606062e-07,5.77698184844877e-08
1931,1.2203731891702319e-07,5.5886247629644004e-08
1932,1.3261039999434843e-07,5.4797681503515605e-08
1933,1.2044195640825706e-07,6.652984296806608e-08
1934,1.2460843379358266e-07,7.668211488010002e-08
1935,1.5080037396586476e-07,8.856530087086867e-08
1936,1.0063513089519915e-07,1.4792151814546628e-07
1937,1.422796291894457e-07,1.0072894862656057e-07
1938,1.2316953035274025e-07,9.464606876008475e-08
1939,9.788192478765723e-08,7.188203454688846e-08
1940,1.166460117385526e-07,1.0650288118085882e-07
1941,9.444808402037097e-08,1.0920559390115159e-07
1942,1.365395263519531e-07,1.153000468434584e-07
1943,1.7129087859224512e-07,1.3645205854118103e-07
1944,8.675602636287749e-08,8.996921252446555e-08
1945,9.367567610496508e-08,5.446259976338297e-08
1946,1.1136883681928111e-07,9.048717775073101e-08
1947,1.5139505671335485e-07,8.344609625510202e-08
1948,1.1632919760806715e-07,7.719040695519652e-08
1949,9.718837867822572e-08,2.6505922867681164e-07
1950,9.997240102421756e-08,3.307597382651295e-07
1951,1.0661401483869071e-07,2.1536031624691532e-07
1952,1.0861148047602853e-07,2.5412977211480836e-07
1953,7.002987900683877e-08,2.2625038154089339e-07
1954,1.1727043625064937e-07,2.062005171055148e-07
1955,9.385608157330694e-08,2.3370164115021907e-07
1956,1.1599118576732792e-07,1.3604980608761252e-07
1957,9.011738344444353e-08,1.9348732394064427e-07
1958,8.8513003926316e-08,2.729840209991785e-07
1959,9.068375017573516e-08,1.2556211004266515e-07
1960,9.689166952098205e-08,1.4879792331612407e-07
1961,1.1256018117578037e-07,1.9593808930906675e-07
1962,9.32267576470025e-08,1.3825464861838554e-07
1963,8.729171874222175e-08,1.1056951065846476e-07
1964,1.0342746348257492e-07,1.825190469317839e-07
1965,1.0232721209257889e-07,1.969935562451397e-07
1966,8.253221250864584e-08,2.4648883822919743e-07
1967,1.1389075182943742e-07,2.2827454282392523e-07
1968,1.1767509688898059e-07,1.1542938982422868e-07
1969,9.310603688028607e-08,2.0755832874641555e-07
1970,9.9792333729809e-08,2.791426041426348e-07
1971,1.2948761385356278e-07,2.0039750214806418e-07
1972,1.0824610097159848e-07,2.005887438372156e-07
1973,7.001768648207118e-08,2.1942551287068568e-07
1974,8.550868596524097e-08,1.828310776108566e-07
1975,6.453972556386134e-08,1.593502916286127e-07
1976,7.541855784332085e-08,2.3311189245589503e-07
1977,7.345977626194156e-08,2.7444570971368876e-07
1978,8.673263318659252e-08,3.172275730989327e-07
1979,7.666084822499641e-08,2.2764176044187678e-07
1980,6.310517353114165e-08,2.0466542155483936e-07
1981,7.970192106299123e-08,1.771153930185676e-07
1982,9.373328524464597e-08,1.880873163884189e-07
1983,7.515226174703571e-08,2.3556129269408643e-07
1984,8.06062170899402e-08,2.2268192179097923e-07
1985,8.542092089225406e-08,2.9055146377743313e-07
1986,8.871838264035148e-08,4.2500901997755136e-07
1987,7.455196215921944e-08,3.642046815244271e-07
1988,6.896036780501547e-08,3.537966644096002e-07
1989,7.738252483235897e-08,3.9569361121039037e-07
1990,9.09924736114398e-08,3.6396988267739516e-07
1991,6.564841292799883e-08,3.481710271202587e-07
1992,8.760811326391504e-08,4.4299952151050093e-07
1993,8.142634710939234e-08,3.711268985462368e-07
1994,8.545381180447009e-08,3.0119831229136196e-07
1995,8.025226971852817e-08,4.1644421189257486e-07
1996,8.594328759770065e-08,3.81673592286802e-07
1997,7.815677949274402e-08,4.406508029575207e-07
1998,6.770743710138305e-08,4.96839044572539e-07
1999,8.363467784988643e-08,4.309699637161657e-07
2000,1.073581634702947e-07,4.228056194044427e-07
2001,8.762423475694447e-08,3.4042014784851915e-07
2002,7.798574308548467e-08,4.2892157869900416e-07
2003,9.583922927491884e-08,3.4793806991118004e-07
2004,7.708385030280596e-08,3.823358762922169e-07
2005,8.016674468702689e-08,3.4723908814981996e-07
2006,9.265252165491233e-08,4.7026301430719286e-07
2007,1.0585370890936474e-07,4.226159329157042e-07
2008,8.302007631355579e-08,4.930115311552186e-07
2009,1.0251614246392649e-07,5.507262548221092e-07
2010,7.983210137396668e-08,6.310987581414906e-07
2011,6.424272736005321e-08,5.969219998291919e-07
2012,7.829781029089489e-08,4.3370179536594833e-07
2013,6.303422850351126e-08,5.190561740420208e-07
2014,6.994387691250381e-08,5.450425630826317e-07
2015,8.467318257654455e-08,4.637075652347278e-07
2016,1.1744498351617949e-07,5.085139935800953e-07
2017,6.766994486984146e-08,5.514220204894116e-07
2018,8.338137724717143e-08,4.809272522443564e-07
2019,6.428489429666229e-08,4.609634869368051e-07
