year,plusieurs_DET âges_NOUN,plusieurs_DET ages_NOUN,plusieurs_DET pages_NOUN
1837,4.731365876864402e-08,0.0,2.1986935561102428e-07
1838,4.41851348842448e-08,0.0,1.99464317951481e-07
1839,8.459684863737493e-08,3.4957374772659477e-09,3.237053116666999e-07
1840,6.560779580722098e-08,0.0,2.395002978161642e-07
1841,6.613164771351876e-08,0.0,3.640451078368301e-07
1842,6.305769373327053e-08,1.341653010911159e-09,3.112635127422436e-07
1843,8.033399284679277e-08,0.0,3.35512559068718e-07
1844,2.3051956898889614e-08,5.488561272137815e-10,3.369976688816223e-07
1845,2.566904894196753e-08,0.0,2.8235953131172664e-07
1846,7.903577015078156e-08,1.1709002656346001e-09,3.12044913464149e-07
1847,2.588747349818732e-08,5.393223645455691e-10,3.030991706509667e-07
1848,5.068489628001771e-08,8.045221711050488e-10,3.250269653420901e-07
1849,5.865590413378641e-08,0.0,3.5361131622835273e-07
1850,5.295416904971262e-08,0.0,2.9192683825840504e-07
1851,3.353708066811123e-08,0.0,3.0699327346894734e-07
1852,4.49227646193151e-08,0.0,3.3203781146795563e-07
1853,2.6276500753041887e-08,5.971931837933653e-10,4.3714540431949445e-07
1854,3.792835201466005e-08,0.0,3.164159543267431e-07
1855,4.6701046585440054e-08,0.0,3.4070537680008783e-07
1856,2.9509978016761806e-08,0.0,2.712847049224365e-07
1857,3.270611159678083e-08,0.0,3.543975495290397e-07
1858,1.8106600663259087e-08,4.893676019968041e-10,3.0242916526646013e-07
1859,5.0412516827691434e-08,0.0,3.4983230001728316e-07
1860,3.524431591017674e-08,0.0,3.771599583757279e-07
1861,5.423358251377408e-08,0.0,3.48509709979794e-07
1862,3.6595690033891515e-08,9.035972525772706e-10,3.5059573555429324e-07
1863,3.596127129412707e-08,4.994620828036034e-10,3.5911324580695236e-07
1864,4.411149845395812e-08,0.0,3.485767194888467e-07
1865,5.17752880568878e-08,0.0,3.035914524218697e-07
1866,4.670988573707291e-08,4.865612912574591e-10,3.2891543355617614e-07
1867,6.890992665375961e-08,4.85281148598915e-10,3.523141050010281e-07
1868,5.3350639794835786e-08,0.0,3.3936933618861076e-07
1869,2.6859355628516823e-08,4.883519144627257e-10,3.237773071873562e-07
1870,3.55511033944822e-08,5.734048791339319e-10,3.7099296079645683e-07
1871,2.0180236370848093e-08,0.0,3.0057932320914915e-07
1872,7.680120805986235e-08,0.0,3.0176223475564257e-07
1873,3.591602748542755e-08,0.0,4.0585109228885585e-07
1874,3.883495836021211e-08,0.0,3.5907400697254843e-07
1875,4.462791147741285e-08,0.0,3.787651081665899e-07
1876,6.408775998778538e-08,6.04601479992084e-10,3.1016055324073477e-07
1877,5.442638084662832e-08,6.184815992682502e-10,4.459252327393415e-07
1878,3.623453265211296e-08,0.0,3.5389060393242744e-07
1879,4.826366861720999e-08,0.0,4.2948555467603455e-07
1880,4.6208492143762214e-08,0.0,3.9726469225342953e-07
1881,4.2532295907449225e-08,0.0,4.225339544916551e-07
1882,1.4641846846075168e-08,0.0,3.7802587371515983e-07
1883,2.1485751844352308e-08,0.0,4.252915104530075e-07
1884,3.300848305798354e-08,1.9805090900604227e-09,5.532222182580426e-07
1885,3.93183761104865e-08,0.0,4.183217576780862e-07
1886,7.744156427236248e-09,1.2906927748801422e-09,4.7239355183137377e-07
1887,2.3504128421336645e-08,1.9586774424595887e-09,4.1001645634253236e-07
1888,2.599652049184442e-08,0.0,4.7300985528409e-07
1889,3.5084767091575486e-08,6.265136742733546e-10,3.6337793130059026e-07
1890,2.4906668727453507e-08,0.0,4.712603853818109e-07
1891,2.2309770031370135e-08,6.374220040683554e-10,4.168739913268382e-07
1892,2.6954603882245465e-08,0.0,4.1873662226521446e-07
1893,2.894455697344256e-08,6.158416554491453e-10,3.701208317608007e-07
1894,3.4028310835765296e-08,0.0,4.0077790686154913e-07
1895,2.046328972937772e-08,0.0,4.249141980494642e-07
1896,2.181900704556483e-08,0.0,3.9687004793620417e-07
1897,1.981082675683865e-08,0.0,4.177753680778551e-07
1898,2.546259736391221e-08,0.0,3.9495316261906055e-07
1899,1.7688250864011934e-08,5.527578395003729e-10,4.1346284973542424e-07
1900,1.4015843263770478e-08,5.191053142894475e-10,4.360484631149575e-07
1901,1.0059730159994729e-08,5.588738916095792e-10,3.9400608287110117e-07
1902,2.3078333910575566e-08,0.0,3.7858287527114953e-07
1903,2.2680925582108102e-08,5.400220270956879e-10,3.591146402470713e-07
1904,1.3436562973367927e-08,0.0,4.2513284093104176e-07
1905,2.2191263937543226e-08,0.0,3.6022099081378656e-07
1906,1.0802787109298606e-08,5.144184522798412e-10,4.002175462147761e-07
1907,1.491424583832668e-08,5.142843373384665e-10,4.2428458613130715e-07
1908,1.2278472460991452e-08,0.0,4.5921488478484207e-07
1909,2.0353638774395222e-08,1.1001967115120692e-09,4.5493132638796396e-07
1910,1.3894791983659616e-08,1.068830135508847e-09,4.5264955161883336e-07
1911,2.2345570727111408e-08,0.0,4.4903958063002847e-07
1912,2.5526164293410147e-08,0.0,4.3915421166218493e-07
1913,1.0075680734189518e-08,5.30298971401777e-10,4.587086142038288e-07
1914,1.339348720819089e-08,6.696743715117748e-10,4.058226785730312e-07
1915,9.424609537234119e-09,0.0,3.2632710933455655e-07
1916,6.592477230782379e-09,0.0,3.142414284340589e-07
1917,1.973956464951243e-08,0.0,3.662785736935348e-07
1918,1.2635013924011673e-08,0.0,3.652667519560282e-07
1919,1.841569702287771e-08,0.0,3.572645272953423e-07
1920,6.057785384427916e-09,0.0,3.755826814000329e-07
1921,3.4077363153528495e-08,7.572747429129834e-10,4.316465975762185e-07
1922,2.1396012073182646e-08,0.0,4.028352833529425e-07
1923,1.4862327812892318e-08,0.0,5.244278469263008e-07
1924,1.804827398643738e-08,0.0,5.001950302840896e-07
1925,2.1996355625830688e-08,0.0,4.311285692892852e-07
1926,2.229227646921572e-08,0.0,4.324701787794538e-07
1927,2.1183527820767267e-08,0.0,4.771868162833925e-07
1928,2.399468712610542e-08,0.0,4.936049826653743e-07
1929,2.4508894469477127e-08,0.0,4.3447585085232276e-07
1930,1.7856125467119455e-08,0.0,4.89467915087971e-07
1931,1.8248570654577634e-08,0.0,4.2427925706078895e-07
1932,1.3151443933878681e-08,0.0,4.734519798432757e-07
1933,1.8353059072495626e-08,0.0,4.85209010747667e-07
1934,2.156684431042777e-08,0.0,5.056226868305203e-07
1935,2.5133396697185617e-08,1.196828414151696e-09,4.966837998665596e-07
1936,2.182448710641438e-08,0.0,4.789262177951059e-07
1937,2.6441348666139675e-08,0.0,4.419482522166618e-07
1938,1.2965214679638848e-08,0.0,4.73230329589569e-07
1939,3.6705721129237645e-08,0.0,4.435274689740254e-07
1940,1.2678914806940611e-08,0.0,4.7419139193038973e-07
1941,1.4757513433494296e-08,0.0,5.194644607797727e-07
1942,2.4273694165799498e-08,0.0,6.129108029995223e-07
1943,2.0322646676618206e-08,0.0,5.283888029339323e-07
1944,9.639558484764166e-09,0.0,4.659120058647659e-07
1945,3.485606470121638e-08,0.0,4.966989237686903e-07
1946,1.6705325123211878e-08,1.3921104269343232e-09,4.969834144219476e-07
1947,2.0265479960812627e-08,0.0,4.982924011187606e-07
1948,1.7395020535104777e-08,0.0,4.707527416769608e-07
1949,1.2762110479513922e-08,0.0,3.367233816220505e-07
1950,1.808011518278363e-08,0.0,4.434945797271439e-07
1951,2.0256663901818683e-08,5.330700769690111e-09,4.520434373489479e-07
1952,3.4797853487589236e-08,0.0,4.5342656207481014e-07
1953,3.5553629373907825e-08,0.0,4.3526261883641837e-07
1954,3.4203876841942815e-08,0.0,5.062173649150736e-07
1955,2.2525458831523792e-08,9.385607846468247e-10,4.852359154483565e-07
1956,2.2674967681268754e-08,8.72114158667614e-10,4.447782195882155e-07
1957,2.4738105619537265e-08,8.835037701437898e-10,5.027136396051901e-07
1958,1.9026160202884057e-08,8.272243445794913e-10,5.211513283143177e-07
1959,1.9376870330489737e-08,7.750747821333448e-10,5.146496810937151e-07
1960,1.7994165935064643e-08,0.0,5.16986247589557e-07
1961,2.014966149488373e-08,6.948159270159238e-10,4.6413705234726876e-07
1962,2.346523797491784e-08,0.0,5.276508012741488e-07
1963,2.7804028301936512e-08,6.466053248388448e-10,4.940064570746472e-07
1964,1.8251904820854037e-08,6.083968329129164e-10,5.469487298626063e-07
1965,1.4774516721161035e-08,0.0,5.805837801631242e-07
1966,1.3293779743683842e-08,1.6617224263271169e-09,5.245504031137216e-07
1967,3.204718201921253e-08,0.0,5.127548874384047e-07
1968,2.4253646091487724e-08,0.0,5.740029571654759e-07
1969,2.2708788960379422e-08,4.5417578031781147e-10,4.4781733166132653e-07
1970,2.713247759800197e-08,0.0,4.971221798655279e-07
1971,2.6719666479380066e-08,0.0,5.677928953673472e-07
1972,2.975485102751918e-08,5.130146862875051e-10,5.591860308129526e-07
1973,2.0950174484113404e-08,5.513203782392395e-10,5.744758198034106e-07
1974,1.912694358452427e-08,0.0,4.911124129591826e-07
1975,1.313640396460869e-08,0.0,5.008968226860588e-07
1976,1.9997344169464526e-08,5.713526873840635e-10,5.479272218167353e-07
1977,1.704266816560107e-08,5.876781838942691e-10,5.071662698696855e-07
1978,2.3762364520507617e-08,5.940591352171509e-10,5.417819100017596e-07
1979,2.3993090181306798e-08,0.0,5.16144059048429e-07
1980,1.3644361418485573e-08,0.0,5.764742958547231e-07
1981,1.518131853561755e-08,6.325549528618524e-10,5.553832700400108e-07
1982,1.3656505259973528e-08,6.207502289967692e-10,5.729524836795008e-07
1983,1.6419821946556112e-08,6.315316047889041e-10,5.671153644470905e-07
1984,2.4355836458767044e-08,0.0,5.410475019118621e-07
1985,1.5038894574104233e-08,0.0,5.426033489186466e-07
1986,1.678455885389951e-08,0.0,5.850617803559999e-07
1987,1.7110287964250404e-08,0.0,5.591397389537178e-07
1988,1.7989661094119924e-08,5.996553809062277e-10,6.230419238306695e-07
1989,2.140367572067703e-08,0.0,5.998517771388379e-07
1990,1.1442167213715493e-08,0.0,5.372369891176731e-07
1991,1.2309076702354815e-08,5.861465202094962e-10,7.02203514890698e-07
1992,1.1019888113139586e-08,0.0,5.824011140020957e-07
1993,1.1078414630105726e-08,0.0,5.788471728607192e-07
1994,1.1077346040444525e-08,0.0,5.623071750449071e-07
1995,2.0063067651676647e-08,0.0,5.861669585272011e-07
1996,1.0676184158953106e-08,0.0,5.695744569322869e-07
1997,1.2466725429760572e-08,0.0,6.017592646401226e-07
1998,1.5258013741359377e-08,0.0,6.313003098057379e-07
1999,2.3765046652801658e-08,0.0,6.229184066341986e-07
2000,1.3254094710646314e-08,0.0,6.560776952824199e-07
2001,2.015357480900093e-08,0.0,7.605783380881803e-07
2002,1.4019908789464353e-08,4.38122149670761e-10,6.996810739678949e-07
2003,2.750169142418102e-08,4.1669229178253886e-10,6.84625440783293e-07
2004,1.9821560226507273e-08,0.0,7.58945517986831e-07
2005,1.8915748967174295e-08,0.0,7.967132908959229e-07
2006,1.9765871772658983e-08,8.235779835885637e-10,7.90223051438943e-07
2007,1.9173502258107433e-08,0.0,8.200666101743082e-07
2008,1.2772319285536682e-08,0.0,7.310023946160982e-07
2009,2.050322822633177e-08,0.0,7.848444703029145e-07
2010,1.6533275637442557e-08,0.0,7.128203840522929e-07
2011,2.0267051981104345e-08,0.0,7.231131000651203e-07
2012,1.1574459612972987e-08,0.0,6.907228904395879e-07
2013,1.1714325509615264e-08,0.0,5.689815125720088e-07
2014,1.4725026933892771e-08,0.0,5.318333151649313e-07
2015,1.4186082711309389e-08,0.0,4.985078287944589e-07
2016,1.6570719907349485e-08,4.1426800878596737e-10,5.060283516655772e-07
2017,1.4842107098900215e-08,0.0,5.209830895580581e-07
2018,1.2132893745242512e-08,0.0,5.441731634192593e-07
2019,1.7856913892000392e-08,0.0,5.762681194454444e-07
