year,grandes_ADJ heures_NOUN,grandes_ADJ peurs_NOUN
1932,2.77276273386029e-07,3.287861094491973e-09
1933,1.9041298870980938e-07,5.735331320977366e-09
1934,1.5935501451735945e-07,1.5576054224197833e-08
1935,2.2261009213764282e-07,8.377798899061872e-09
1936,1.891455494451577e-07,6.0623572828433225e-09
1937,2.770045922639852e-07,0.0
1938,2.398564719063856e-07,3.8895642262559704e-09
1939,2.7223409571064394e-07,1.5294050470515685e-08
1940,2.485067247537387e-07,1.2678914806940611e-08
1941,1.9184766975044454e-07,2.9515025978810172e-09
1942,2.609422071753187e-07,3.641054280301148e-08
1943,2.4387175545648176e-07,5.806470415592457e-09
1944,2.4741533444228025e-07,2.2492303131116387e-08
1945,2.4181395286149154e-07,1.3071024262956144e-08
1946,3.2157751750361285e-07,1.9489545977080525e-08
1947,2.6106707284867525e-07,1.7881306435540978e-08
1948,2.391815341340475e-07,1.848220909650422e-08
1949,2.954919442466064e-07,5.890204990421921e-09
1950,2.818370719026575e-07,1.1698897850465073e-08
1951,3.486278439268631e-07,2.0256663901818683e-08
1952,2.7416490766540846e-07,1.687168627029223e-08
1953,3.0166716857848996e-07,1.508335856215126e-08
1954,2.521314343972847e-07,7.818028668893362e-09
1955,2.3276307103969884e-07,2.627970197011109e-08
1956,3.296591566392948e-07,1.1337484284723587e-08
1957,2.880222300660762e-07,1.0602045019680872e-08
1958,3.4412533445049576e-07,2.2335056470978998e-08
1959,2.728263194251568e-07,2.0927018895555705e-08
1960,3.010562472649525e-07,2.007041621787664e-08
1961,2.8140044905367034e-07,2.5013373761151314e-08
1962,2.758751039277918e-07,2.5367825617905737e-08
1963,4.6426262723109346e-07,1.8104948207309235e-08
1964,3.4131064013953605e-07,2.007709543061509e-08
1965,3.2175614439466926e-07,1.9699356201829943e-08
1966,3.766570815244563e-07,1.606331601067268e-08
1967,3.8505921917675323e-07,2.5637744371920235e-08
1968,4.127611153981192e-07,2.8745061303458996e-08
1969,3.5016952093513964e-07,2.2254612375149918e-08
1970,2.9891712904905887e-07,2.161400725064766e-08
1971,3.751030210885631e-07,2.2608948047064814e-08
1972,3.1447799697659207e-07,3.4371983204106726e-08
1973,3.5725560287858116e-07,2.9771300091852027e-08
1974,2.5933885905438103e-07,3.319087144015853e-08
1975,3.0327959876785826e-07,2.6843957279254482e-08
1976,3.136726201002915e-07,4.1137393935741784e-08
1977,3.4202869603205954e-07,2.762087519814216e-08
1978,3.700988395749505e-07,3.920790292433196e-08
1979,3.066434081100411e-07,4.0378615340230795e-08
1980,2.9903892345695127e-07,5.2871899802742206e-08
1981,3.276634679139079e-07,4.301373757176208e-08
1982,3.196863688215146e-07,4.593551727882783e-08
1983,3.7070906122593783e-07,5.115405943278972e-08
1984,3.4736061493845227e-07,6.436899424588916e-08
1985,3.5130859576959494e-07,4.872602166194895e-08
1986,3.374895363172925e-07,5.4549817218862984e-08
1987,3.635935931223244e-07,6.477466174548141e-08
1988,3.1901666902589554e-07,7.555657777214009e-08
1989,3.7209469361254577e-07,8.341945845202758e-08
1990,3.650596225313052e-07,1.2041518948624486e-07
1991,4.0385495392314397e-07,9.671417822154638e-08
1992,4.6393730279703504e-07,7.824120629162934e-08
1993,4.6640127071562176e-07,8.36420342986699e-08
1994,3.671349044775951e-07,9.283871038601177e-08
1995,3.643887009907587e-07,7.37453280663658e-08
1996,3.3256314568852474e-07,8.701090270513134e-08
1997,3.2701179641936307e-07,9.35004412783158e-08
1998,3.6666912972549426e-07,6.675380859189062e-08
1999,3.3133958199371705e-07,7.12951375436699e-08
2000,3.9806465357283827e-07,7.731555384804523e-08
2001,2.9266495094049105e-07,7.404247889808424e-08
2002,4.416271170981645e-07,7.448076527749592e-08
2003,3.666892203213479e-07,2.0459592153798667e-07
2004,3.9202643442592944e-07,1.4844146711823214e-07
2005,4.377644540198844e-07,1.0718924103869654e-07
2006,3.953174276816185e-07,1.490676184712214e-07
2007,3.674921206231474e-07,8.947633900469043e-08
2008,3.4102092294485686e-07,1.0686173723684078e-07
2009,3.099325098787631e-07,9.44102140909564e-08
2010,2.872066127146411e-07,8.172161886088603e-08
2011,2.661484582167084e-07,6.538991992321996e-08
2012,3.172763569925241e-07,7.863823864306951e-08
2013,2.7054513579427564e-07,6.638117694413026e-08
2014,3.293642051871437e-07,9.138178935774732e-08
2015,2.4869976435193397e-07,8.954964292318124e-08
2016,2.516678168085207e-07,8.554634689517115e-08
2017,1.9521144029033266e-07,8.628547001898745e-08
2018,2.535000244163754e-07,9.473983136887298e-08
2019,2.581599638507015e-07,1.0305990838510581e-07
