year,grandes_ADJ heures_NOUN,grandes_ADJ peurs_NOUN
1800,1.2576657582030748e-07,3.144164484325529e-09
1801,5.714838380299625e-08,0.0
1802,9.175144555229053e-08,0.0
1803,9.946729795373699e-08,0.0
1804,7.415552794043379e-08,0.0
1805,2.842877755426798e-08,0.0
1806,7.492339904047185e-08,2.305335300434308e-08
1807,4.27043254092041e-08,0.0
1808,6.571614363792833e-08,0.0
1809,7.906606502849911e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,7.771937760026049e-08,0.0
1812,1.226915742336132e-07,0.0
1813,7.189353823378042e-08,0.0
1814,4.090680150170556e-08,0.0
1815,7.012781111370714e-08,0.0
1816,4.8669683394564345e-08,0.0
1817,8.407116069975018e-08,0.0
1818,4.2916237674717195e-08,0.0
1819,3.9333990287104825e-08,1.035105001712111e-09
1820,6.882559233645225e-08,1.1866481131050932e-08
1821,9.368413600441272e-08,2.9584463767662328e-09
1822,9.624591257306747e-08,0.0
1823,1.5120511420718685e-07,0.0
1824,8.673746254572734e-08,8.421112696055388e-10
1825,6.427973175959778e-08,7.044354433105582e-09
1826,7.046387195952519e-08,1.4973572604048968e-08
1827,3.410390903013649e-08,0.0
1828,9.722639521259069e-08,0.0
1829,1.2516836989107105e-07,0.0
1830,7.09704823798063e-08,8.349468672008697e-09
1831,7.639690835503643e-08,0.0
1832,7.712082350508354e-08,0.0
1833,9.614411311531512e-08,0.0
1834,1.1201436822538824e-07,1.120143711119681e-08
1835,1.187404805591541e-07,1.5126175867408165e-09
1836,1.0484369994401277e-07,8.736974699274924e-09
1837,1.0158520935554805e-07,2.7831563720326358e-09
1838,1.0983161757849302e-07,5.049729523420865e-09
1839,9.438491777036262e-08,6.9914749545318955e-09
1840,1.0255198640285457e-07,6.369688665408546e-10
1841,1.399679638858231e-07,1.2841097074556274e-09
1842,1.2812785943339122e-07,4.695785538189057e-09
1843,7.442707788962721e-08,4.134837805480629e-09
1844,4.5774601797887726e-07,2.7442805805577564e-09
1845,9.653794369457458e-08,4.464182357111213e-09
1846,1.346535296598006e-07,1.1709002656346001e-09
1847,8.35949656163848e-08,5.393223645455691e-10
1848,9.493361730061878e-08,1.6090443422100975e-09
1849,8.965974118702036e-08,0.0
1850,9.776154108465107e-08,0.0
1851,7.67483214758613e-08,0.0
1852,9.310080262281417e-08,6.510545436100301e-10
1853,1.0152284213305052e-07,3.5831591027601917e-09
1854,1.0806981798339166e-07,2.5978321716024766e-09
1855,1.0720012966203285e-07,2.653468555990912e-09
1856,8.749450147726989e-08,5.177189232874468e-10
1857,1.156917623923448e-07,5.369659827891837e-09
1858,6.655399414912111e-08,3.9149408159744326e-09
1859,1.2577667796165315e-07,0.0
1860,1.6203231195666135e-07,3.204028820036342e-09
1861,1.136547243540953e-07,2.357981809808507e-09
1862,1.1611224892682515e-07,1.8071945051545413e-09
1863,1.308590669157894e-07,9.989241656072068e-10
1864,1.040455991363487e-07,2.3973640850272204e-09
1865,1.3602780690735727e-07,4.706844358715045e-10
1866,1.600786613265015e-07,0.0
1867,1.0870298083887064e-07,1.94112459439566e-09
1868,1.0818323858963197e-07,0.0
1869,1.1183258674662966e-07,0.0
1870,8.142349461337517e-08,0.0
1871,7.009977309735405e-08,1.0621177271019633e-09
1872,9.917636234479943e-08,0.0
1873,1.1074108108299896e-07,9.577607151811662e-09
1874,9.380136045678e-08,0.0
1875,1.098533202181784e-07,2.8607636259891933e-09
1876,1.0217764812026076e-07,1.813804439976252e-09
1877,8.473198165326323e-08,1.2369631985365004e-09
1878,1.3708731566586252e-07,3.0195443923020093e-09
1879,1.4540194226420056e-07,6.10932526790009e-10
1880,1.514611711606051e-07,6.417846254436199e-10
1881,1.4084465344010866e-07,2.091752326904839e-09
1882,1.1181047199215755e-07,1.3310770263785798e-09
1883,1.636708741870052e-07,0.0
1884,2.290788883030359e-07,4.621187876807653e-09
1885,1.2182251607484318e-07,0.0
1886,1.45848285004746e-07,0.0
1887,1.0511568554472106e-07,3.264462256069578e-09
1888,9.954765212150107e-08,1.268122939990235e-09
1889,9.836264780460624e-08,6.265136742733546e-10
1890,1.1076913075669381e-07,2.6217545912032847e-09
1891,1.0135009897993541e-07,6.374220040683554e-10
1892,1.1722117920776043e-07,6.268512375839919e-10
1893,1.1577822833785945e-07,0.0
1894,1.5060679547929112e-07,0.0
1895,1.9079008217737226e-07,0.0
1896,1.769108699534172e-07,2.948514543632541e-09
1897,1.0779419667983348e-07,2.330685422435863e-09
1898,1.0694290986101862e-07,4.52668391659472e-09
1899,1.122098414185757e-07,5.527578395003729e-10
1900,1.214706433216861e-07,5.191053142894475e-10
1901,1.358063557166389e-07,5.029864968975062e-09
1902,8.887614116881437e-08,1.4730852093691738e-09
1903,1.2474509070159456e-07,3.2401321625741275e-09
1904,1.7413785524666991e-07,5.374625189347171e-10
1905,1.0011872314530379e-07,4.1286072338664326e-09
1906,1.0905670899674647e-07,7.716276506641861e-09
1907,2.319422349739142e-07,2.5714217422034835e-09
1908,1.0952397810903847e-07,1.964555629285769e-09
1909,1.7108058969483864e-07,5.5009836685826485e-09
1910,1.83838779754808e-07,1.068830135508847e-09
1911,2.1334700051056643e-07,3.1922244847493175e-09
1912,2.797459175418737e-07,1.0418842455450772e-09
1913,2.253770586269077e-07,5.30298971401777e-10
1914,1.7813337738203927e-07,1.3393487430235496e-09
1915,4.429566571317878e-07,1.1780761921542648e-09
1916,4.318072530651307e-07,0.0
1917,3.882114283371152e-07,0.0
1918,4.2499592201039604e-07,0.0
1919,4.4197672610657435e-07,1.4732557396257562e-08
1920,3.081898265477889e-07,3.786115865267448e-09
1921,2.423279195085115e-07,3.0290989716519334e-09
1922,2.3388054892770072e-07,1.2542490601674672e-08
1923,1.8577909832728778e-07,4.246379248229459e-09
1924,2.1657928672702553e-07,1.289162443462999e-09
1925,1.8916866206808436e-07,2.1996355847875293e-09
1926,2.195789330361464e-07,1.3375366592072169e-08
1927,4.2701530666988674e-07,0.0
1928,2.2166519775268512e-07,3.4278122562625413e-09
1929,2.2169408953054415e-07,8.912325100141061e-09
1930,2.2162602952846555e-07,9.453243521306831e-09
1931,2.1556124796262566e-07,6.843213995466613e-09
