year,ses_DET eaux_NOUN,ses_DET pots_NOUN
1800,7.29131750176748e-06,1.2576657937302116e-08
1801,6.350613830363727e-06,2.143064325998978e-08
1802,9.786074770090636e-06,2.4616241489638924e-08
1803,7.477600348693159e-06,3.510610468993036e-08
1804,9.55370396127364e-06,7.415552971679062e-08
1805,6.604005093890919e-06,5.970043304159844e-08
1806,6.0025169261734845e-06,2.881669125542885e-09
1807,7.222724946132075e-06,1.9928686256776018e-08
1808,6.415255626279759e-06,6.798221985349073e-09
1809,6.250737442314858e-06,3.6144488291256494e-08
1810,6.056247940477988e-06,4.44624070894406e-08
1811,6.232593023014488e-06,2.757784534068719e-08
1812,7.428174882306848e-06,1.0668832928217853e-08
1813,6.306501518338337e-06,2.8757416448144113e-09
1814,5.210897285223837e-06,3.776012391654149e-08
1815,4.34252993386508e-06,1.8880564667256294e-08
1816,5.0037069598829476e-06,2.5493642752394408e-08
1817,4.376371066427964e-06,3.113746815941454e-09
1818,5.666135464821309e-06,4.887682791832049e-08
1819,4.332949657737117e-06,1.6561680027393777e-08
1820,5.325676738721086e-06,5.933240565525466e-09
1821,4.665470214604284e-06,1.0847637454958203e-08
1822,5.791798173504503e-06,1.303330066093622e-08
1823,4.699217583947757e-06,1.9765373338032077e-08
1824,4.559190628583565e-06,1.0105335235266466e-08
1825,5.242760593660023e-06,2.201360693732113e-08
1826,6.053727787502794e-06,4.1397527184017235e-08
1827,4.123807855194173e-06,1.3825909306319772e-08
1828,4.8539817782966566e-06,1.559291185060374e-08
1829,5.31022510585899e-06,4.115124596637543e-08
1830,5.133879398044883e-06,3.861629238599562e-08
1831,5.466277002597053e-06,1.2472964883158966e-08
1832,5.0480313689149625e-06,3.6530916958099624e-08
1833,7.221234170629032e-06,6.139323116549633e-08
1834,5.709932622721681e-06,3.640467127752345e-08
1835,5.971057817077963e-06,3.781543966852041e-08
1836,5.223366983386768e-06,3.8980349614803345e-08
1837,5.070911015536694e-06,3.339787468803479e-08
1838,5.344507485460781e-06,1.1361890983607736e-08
1839,4.167618499195669e-06,1.2584655206815398e-08
1840,4.895742691246596e-06,2.7389662093924017e-08
1841,4.443019719246877e-06,4.3017674755674307e-08
1842,4.607236263609593e-06,1.475818312002275e-08
1843,4.280147635427056e-06,2.8943864194275193e-08
1844,3.849127978128308e-06,4.720162749549672e-08
1845,4.2560396451563065e-06,3.2923345827384765e-08
1846,4.042533049641861e-06,3.688335681317767e-08
1847,3.7757957898065797e-06,2.8044762956369595e-08
1848,4.015369981402728e-06,7.401604207313284e-08
1849,3.980222174959636e-06,3.603148357456121e-08
1850,3.942370099707659e-06,5.2275269446511174e-08
1851,4.119901419130656e-06,2.192809134271556e-08
1852,4.3275595658087695e-06,3.190167419120371e-08
1853,4.1289937087185535e-06,4.180352375371399e-08
1854,4.1461400144271465e-06,4.1045748133683446e-08
1855,4.2359970109373535e-06,6.368324534378189e-08
1856,4.155729655508367e-06,2.2779631847491544e-08
1857,4.142448688071454e-06,3.514686686134638e-08
1858,3.978558709150093e-06,4.1106879677954566e-08
1859,4.140446108635842e-06,6.568903621051447e-08
1860,3.826067924705967e-06,5.080674014834585e-08
1861,4.2778507634011476e-06,4.338686621085941e-08
1862,4.4524755082875345e-06,1.9427341513278407e-08
1863,3.770439263917069e-06,3.7459656709870615e-08
1864,4.161344378417198e-06,3.739887755038751e-08
1865,3.77018224639869e-06,2.5416959203994338e-08
1866,3.763064995609966e-06,3.649209645573137e-08
1867,3.5808896683420244e-06,3.396968040192405e-08
1868,3.7473885186045663e-06,4.544684273355415e-08
1869,3.711474647616342e-06,2.9301114423674335e-08
1870,3.5453623326020534e-06,3.2110673231500186e-08
1871,3.5092370609390855e-06,3.717412155879174e-08
1872,3.4149324648069523e-06,3.38650991693612e-08
1873,3.577834775114752e-06,2.8134220286801792e-08
1874,3.416281614931904e-06,3.8834959414923986e-08
1875,3.694962131817192e-06,3.432916173551348e-08
1876,4.102220998447592e-06,4.5949711591219966e-08
1877,4.404207629704615e-06,7.483627617599353e-08
1878,3.4531508958934864e-06,2.8987625577681086e-08
1879,3.714469713145263e-06,3.42122213892182e-08
1880,3.897558059406947e-06,5.198455443888861e-08
1881,4.195357604430683e-06,4.183504614951872e-08
1882,3.5526445998357303e-06,4.5256619785050134e-08
1883,3.6816469730638346e-06,4.9922779354893976e-08
1884,3.677145201663734e-06,3.6309335094131256e-08
1885,3.5670148719191275e-06,4.834226885463977e-08
1886,3.4713181236156743e-06,2.7104547439815718e-08
1887,3.410710263551664e-06,3.852065377785152e-08
1888,3.1373361650821607e-06,3.9945874164004636e-08
1889,3.5454407765200813e-06,2.819311512025635e-08
1890,3.3938612631345677e-06,2.7528422485989523e-08
1891,2.7708734151588033e-06,2.8683990294098294e-08
1892,3.497203081792577e-06,2.7581455119829457e-08
1893,3.103226063672082e-06,4.126139085958158e-08
1894,3.398420233224897e-06,4.159015887239548e-08
1895,3.113429173140503e-06,4.694519217807169e-08
1896,3.1112725480397785e-06,2.240870955461105e-08
1897,2.7851690589386635e-06,4.428302347037061e-08
1898,2.899906910158734e-06,2.9989281058462325e-08
1899,2.7765027112991447e-06,3.150719685152126e-08
1900,2.951113614813039e-06,2.5955265159360863e-08
1901,2.8262253195521225e-06,3.409130761022894e-08
1902,2.4242071816615862e-06,3.6336101072453886e-08
1903,3.0840658098441054e-06,3.564145245604777e-08
1904,2.8206032425259764e-06,2.6873125058557434e-08
1905,2.8337727684402125e-06,3.1996705729397945e-08
1906,2.9260121863217137e-06,5.1956262181462876e-08
1907,2.5642215888410647e-06,7.817121944198036e-08
1908,2.8972284695782946e-06,5.009616765860869e-08
1909,2.320314870019047e-06,4.290767208203761e-08
1910,2.7249824228192665e-06,7.161161619251288e-08
1911,2.569208696456826e-06,3.777465806820146e-08
1912,2.618776001384049e-06,4.323819524643113e-08
1913,2.3577093415383388e-06,5.6741990883679705e-08
1914,2.5983365787851653e-06,3.683209170990409e-08
1915,2.2100709529127016e-06,3.7698438148936475e-08
1916,2.2831945756252026e-06,4.6147340393432046e-08
1917,2.443319353062634e-06,4.386569685266295e-08
1918,2.103155537724888e-06,5.16886933255023e-08
1919,2.2982788436820556e-06,3.038589913018086e-08
1920,2.448859746095877e-06,6.360674831284996e-08
1921,2.3513379758810515e-06,2.6504616779110535e-08
1922,2.1145162705238363e-06,5.75478971143184e-08
1923,2.1221280803729314e-06,7.855801387179895e-08
1924,2.1902869633549926e-06,6.059063650809549e-08
1925,2.725348473120448e-06,8.688560626524122e-08
1926,1.9550327365891462e-06,4.4584552605364536e-08
1927,2.1863631118890225e-06,8.361918724109074e-08
1928,2.4554561974809985e-06,7.426926962317282e-08
1929,2.4709420358703937e-06,5.124587021398952e-08
1930,2.214159593449949e-06,5.671945813023882e-08
1931,2.197812243309727e-06,4.219981875053236e-08
1932,2.552476132677839e-06,4.931791508511196e-08
1933,1.956894983834445e-06,4.7029715233293246e-08
1934,2.2213849817376286e-06,3.9539214569117576e-08
1935,2.008278102039185e-06,5.6250936353308134e-08
1936,2.0769636392969915e-06,4.00115567344983e-08
1937,1.9440685932181623e-06,5.288269733227935e-08
1938,2.1094404232258057e-06,5.4453899167583586e-08
1939,1.858227179241112e-06,8.870549095263414e-08
1940,2.0260905699842624e-06,6.846613898048304e-08
1941,1.7000654892740386e-06,9.149658186657916e-08
1942,1.8387323379442932e-06,6.978687139280737e-08
1943,1.6577472834455875e-06,6.967764676346633e-08
1944,1.783318339221296e-06,4.4984606262232774e-08
1945,1.8735134901248784e-06,4.7927088075994106e-08
1946,1.7234327032156216e-06,7.656607525774461e-08
1947,1.5330240614730428e-06,3.814678706248742e-08
1948,1.5677261941959841e-06,4.67491183542279e-08
1949,1.8554145384541698e-06,4.319483792869505e-08
1950,1.976050256757844e-06,4.998620051210878e-08
1951,1.6365252193395463e-06,6.929911222641749e-08
1952,1.5732847913341175e-06,7.065018792218325e-08
1953,1.616074058574668e-06,4.094054262271385e-08
1954,1.5655602823017034e-06,5.961246896113437e-08
1955,1.4294280532567427e-06,5.9129327656393116e-08
1956,1.5654448972668433e-06,3.662879421995058e-08
1957,1.4162565378228464e-06,5.035971506472947e-08
1958,1.6072968875846527e-06,4.384289198355873e-08
1959,1.2881742819104147e-06,4.0303889337067744e-08
1960,1.353022931027681e-06,6.22874978262189e-08
1961,1.3423843441273675e-06,5.489045662443459e-08
1962,1.3108823324614605e-06,6.341956293454132e-08
1963,1.252474504553902e-06,3.7503109950876024e-08
1964,1.482663080309976e-06,4.258777680510306e-08
1965,1.319309681946379e-06,4.268193976031398e-08
1966,1.3615045659776115e-06,5.0959486186386016e-08
1967,1.3188647791650965e-06,3.303324902503846e-08
1968,1.6663153132867592e-06,3.5931325470528463e-08
1969,1.4615376286997162e-06,5.1776038900719357e-08
1970,1.5516098272883028e-06,5.426495378046958e-08
1971,1.2311600414705026e-06,5.39531732623999e-08
1972,1.3800095075566787e-06,5.0788454331041066e-08
1973,1.226687846411778e-06,4.796487118596815e-08
1974,1.2229992556456182e-06,3.825388716904854e-08
1975,1.2930791015719478e-06,3.084199207137317e-08
1976,1.1124236749537886e-06,3.828062844490887e-08
1977,1.1160008810406907e-06,2.4682484334181964e-08
1978,1.3057420282791554e-06,4.5148494942637285e-08
1979,1.1212380819358714e-06,3.920822067016161e-08
1980,1.391156338570454e-06,4.150159954585675e-08
1981,1.22019844894794e-06,4.7441621797705835e-08
1982,1.0589999241972237e-06,5.8971271643670775e-08
1983,1.0496054976272262e-06,3.9786489991477936e-08
1984,1.101811591297519e-06,5.567048289023546e-08
1985,1.1940882806982245e-06,4.2108908027138625e-08
1986,9.878912443639365e-07,5.395036950517351e-08
1987,1.0467829305582654e-06,3.8498147614252076e-08
1988,9.50453763692849e-07,4.3175187869337606e-08
1989,1.2298881983952015e-06,4.610022585893603e-08
1990,1.0777432066788606e-06,4.903785782994774e-08
1991,1.041582315508549e-06,2.9307326621097474e-08
1992,1.056807288790651e-06,4.242657170028252e-08
1993,1.1050718882188448e-06,6.259304408118282e-08
1994,1.2522676300363855e-06,5.169428241025287e-08
1995,1.0329769111194764e-06,4.6633077566138326e-08
1996,1.050002737201794e-06,3.25623616959092e-08
1997,1.0798102181297509e-06,5.0346392166389364e-08
1998,9.397982623227108e-07,4.005228471104516e-08
1999,1.1420932963801533e-06,5.072923126014928e-08
2000,9.98033311105928e-07,4.9923755796044134e-08
2001,1.0506145642352749e-06,5.1698300751468196e-08
2002,1.0339682354754132e-06,5.2136536865532435e-08
2003,1.0467310360695592e-06,4.1252536719937893e-08
2004,9.373395570833054e-07,4.4488391109931413e-08
2005,9.782144125836112e-07,3.873224585504431e-08
2006,1.122124949404224e-06,4.7767522548536334e-08
2007,1.0421596847720593e-06,5.472436725995067e-08
2008,1.1908058326071114e-06,5.151501847322493e-08
2009,1.2955178974038972e-06,6.53242371306817e-08
2010,1.2584184929664843e-06,6.896738047323936e-08
2011,1.4829362982027305e-06,8.680416285766768e-08
2012,1.6663816495565698e-06,1.2221266976197853e-07
2013,1.2525960357834265e-06,1.0598675004303004e-07
2014,1.4077558816438795e-06,1.0827225604970181e-07
2015,1.7109745584775737e-06,1.0528733396242274e-07
2016,2.066575945036675e-06,9.693871083626959e-08
2017,1.3310100044350293e-06,9.181981219796853e-08
2018,1.5052531807668856e-06,9.783758803116882e-08
2019,1.4831442882723422e-06,9.693753821871098e-08
