year,mes_DET oies_NOUN,mes_DET pois_NOUN
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,1.7419411690866582e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,8.714016175304096e-09
1946,0.0,1.1136883415474585e-08
1947,3.5762612871081956e-09,1.0728783861324587e-08
1948,0.0,4.348755133776194e-09
1949,1.9634016634739737e-09,5.890204768377316e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,9.595261474260042e-09
1952,1.2653764258629963e-08,6.326882462381889e-09
1953,3.2321482157371406e-09,3.232148326759443e-09
1954,3.029486217442923e-08,2.9317608341017376e-09
1955,2.815682353940474e-09,4.6928039232341234e-09
1956,2.616342476002842e-09,2.616342476002842e-09
1957,9.718541527092839e-09,4.417518795207798e-09
1958,3.1434524760953764e-08,8.272243445794913e-10
1959,8.525822714489095e-09,2.3252243464000344e-09
1960,4.152500121534786e-09,4.152499955001332e-09
1961,4.86371165564492e-09,2.779263708063695e-09
1962,2.5367825617905737e-09,1.0781326054143392e-08
1963,5.819448034571906e-09,8.405868889838075e-09
1964,3.6503808864551957e-09,9.125952327160292e-09
1965,1.6416130677043839e-09,4.3776345326485e-09
1966,9.416427082520329e-09,6.646889927353072e-09
1967,4.930335584241163e-10,9.860670946437722e-09
1968,1.616909695023594e-08,3.1439910119779313e-09
1969,2.7250546263957176e-09,9.083515606356229e-10
1970,6.898087712148282e-09,6.898087434592526e-09
1971,1.541519245584766e-09,5.138397485282553e-10
1972,4.104117490300041e-09,1.5390440033513642e-09
1973,7.167165139154719e-09,7.1671650836435674e-09
1974,5.063014507644681e-09,1.6876715580593782e-09
1975,3.998036124386317e-09,5.711480177694739e-10
1976,5.142174241967723e-09,6.856232415142216e-09
1977,2.3507127355770763e-09,5.876781727920388e-09
1978,7.128709511583509e-09,5.940591130126904e-09
1979,9.363157582598092e-09,4.681578680276743e-09
1980,7.95921106799824e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,1.0753434587229549e-08
1982,4.966001831974154e-09,7.449002858983533e-09
1983,7.57837881337764e-09,1.1367568553133367e-08
1984,1.739702604197646e-09,1.739702604197646e-09
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,5.994485463567401e-10,5.9944854635674005e-09
1987,2.4443267410134695e-09,4.277571907795874e-09
1988,5.9965538645734284e-09,4.1975875553212916e-09
1989,1.6464366536794728e-09,6.036934507847036e-09
1990,3.269190529398003e-09,3.814055737905164e-09
1991,1.0550637363770932e-08,4.10302547493302e-09
1992,7.713921945651236e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,7.200969598386564e-09
1994,6.85740436656701e-09,2.1099705871385765e-09
1995,3.79571546416102e-09,3.795715741716776e-09
1996,1.6014276571496566e-09,6.4057106285986265e-09
1997,2.3974471297094624e-09,2.8769365778558154e-09
1998,2.3840646123929332e-09,6.675381136744818e-09
1999,3.656160929565999e-09,2.7421207526856506e-09
2000,4.418031274155965e-09,2.2090157481002848e-09
2001,1.2267393101339508e-08,1.7524847129024579e-09
2002,8.324320788233308e-09,2.1906108038649563e-09
2003,9.583922655487243e-09,2.5001538617175356e-09
2004,2.642874807889939e-09,4.404791253964646e-10
2005,6.305249211635555e-09,1.3511248786457486e-09
2006,7.000412693969338e-09,2.0589450144825605e-09
2007,2.7961355453243186e-09,2.3966877371606188e-09
2008,2.554463751636149e-09,4.6831836186811415e-09
2009,5.721830786953319e-09,2.860915504498962e-09
2010,6.140930985942816e-09,2.3618964561933353e-09
2011,8.41273803398046e-09,3.82397197240536e-09
2012,9.531907513293802e-09,6.808505426114664e-09
2013,1.3945625543243523e-08,3.6258624991347688e-09
2014,1.6240839117998007e-08,4.76397932214212e-09
2015,8.866302025900552e-09,4.87646573121836e-09
2016,8.07822619908194e-09,7.663958356829426e-09
2017,7.043711836018929e-09,3.2702947017071438e-09
2018,1.523065362718512e-08,3.6140533898887384e-09
2019,1.122434611922074e-08,4.591778068885333e-09
