year,mes_DET oies_NOUN,mes_DET pois_NOUN
1800,3.144164484325529e-09,6.288328968651058e-09
1801,2.3811825844433088e-09,2.3811825400343878e-08
1802,4.475680270843441e-09,3.1329761895904085e-08
1803,0.0,5.851017448321727e-09
1804,1.730295728918918e-08,1.9774807569206132e-08
1805,8.528633133053631e-09,2.842877711017877e-09
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,2.2660739951163578e-09,7.02482942926963e-08
1809,2.259030518203531e-09,4.0662548883574345e-08
1810,1.8721014072298203e-08,1.8721014072298203e-08
1811,0.0,7.521229861140455e-09
1812,2.6672082320544632e-09,1.600324850414836e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,9.270415546325239e-09
1817,0.0,0.0
1818,4.768470951432846e-09,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,3.5599443393152796e-09
1821,2.9584463767662328e-09,0.0
1822,1.4035862250239006e-08,1.0025615893027862e-09
1823,0.0,0.0
1824,0.0,2.5263338088166165e-09
1825,0.0,2.641632912414593e-09
1826,2.642395191543301e-09,1.673517047162676e-08
1827,9.217273055917019e-10,0.0
1828,5.503380862137419e-09,0.0
1829,1.714635211591542e-09,3.429270478694235e-09
1830,1.3567886369969528e-08,0.0
1831,1.5591206103948707e-09,7.795603051974354e-09
1832,2.705993873419743e-09,1.3529969367098715e-09
1833,0.0,8.108539617524002e-09
1834,2.8003592777992026e-09,6.534171426153534e-09
1835,1.5882484660778573e-08,1.1344631900556124e-08
1836,2.016224964762614e-09,2.688300027031687e-09
1837,3.478945576063097e-09,1.3915781860163179e-09
1838,1.8936485712828244e-09,1.2624323808552163e-09
1839,4.194885327990505e-09,1.11863602825224e-08
1840,3.821813088222825e-09,1.9109065441114126e-09
1841,5.778493683550323e-09,8.988767952189392e-09
1842,6.708265054555795e-10,3.3541325272778977e-09
1843,2.953455480181333e-09,5.31621990873532e-09
1844,4.9397050894128824e-09,5.488561161115513e-09
1845,1.1160455670733427e-08,1.2834524554250493e-08
1846,1.1709002656346001e-09,4.0981511517657054e-09
1847,6.47186837454683e-09,0.0
1848,0.0,4.02261068899179e-09
1849,9.217356655710773e-09,4.1897072478036534e-09
1850,6.788996032014438e-10,3.394498016007219e-09
1851,1.2253933867611977e-08,4.514607354622058e-09
1852,5.859490670445666e-09,1.9531636308300904e-09
1853,5.971931837933653e-10,1.7915795513800958e-09
1854,9.352196350675968e-09,4.1565315633818045e-09
1855,1.0613874223963649e-09,2.653468555990912e-09
1856,1.5531567143511893e-09,1.0354378465748937e-09
1857,1.4644527812635033e-09,7.322263462228307e-09
1858,9.787352039936081e-10,5.3830437884982985e-09
1859,2.036869339860914e-09,2.036869339860914e-09
1860,1.8308735638683515e-09,5.950338888283113e-09
1861,3.3011746669586728e-09,8.017138064531082e-09
1862,9.035972858839614e-09,2.710791813242963e-09
1863,3.496234635136375e-09,1.4983863039219614e-09
1864,1.3904711160250827e-08,9.589455896019672e-10
1865,7.530950973944073e-09,3.2947911621228343e-09
1866,1.0704348518686402e-08,7.298419424373037e-09
1867,0.0,4.367530337390235e-09
1868,7.903798504571569e-09,3.951899252285784e-09
1869,9.767038289254515e-10,4.395167341186834e-09
1870,4.013834153937523e-09,4.587239033071455e-09
1871,9.55905954391767e-09,1.0621177271019633e-09
1872,6.047339518033823e-09,6.047339295989218e-10
1873,3.591602570907071e-09,4.788803575905831e-09
1874,4.779687312606029e-09,1.1351757200905865e-08
1875,5.721527251978387e-09,2.2886108563824337e-09
1876,1.874264654588842e-08,6.04601479992084e-10
1877,1.9172929910382663e-08,1.1132669008873108e-08
1878,3.0195443923020093e-09,3.1403260214446505e-08
1879,3.0546627449723474e-09,3.665595160740054e-09
1880,1.9253538763308597e-09,4.492492600149944e-09
1881,4.183504653809678e-09,4.8807553554297556e-09
1882,3.9932310791357395e-09,1.9966155395678697e-09
1883,8.847074184359371e-09,8.21514056781325e-09
1884,4.621187876807653e-09,3.300848483434038e-09
1885,5.80107206715752e-09,3.86738152613475e-09
1886,2.5813855497602844e-09,3.872078213618124e-09
1887,6.528924623161458e-10,2.6115698492645834e-09
1888,5.07249175996094e-09,1.268122939990235e-09
1889,3.132568426877924e-09,1.3156786771162388e-08
1890,2.6217545912032847e-09,3.9326319978272295e-09
1891,1.2748440081367107e-09,2.5496880162734215e-09
1892,3.1342561879199593e-09,6.268512153795314e-09
1893,5.542574843531156e-09,6.15841644346915e-09
1894,5.041231432301174e-09,1.8904617871129403e-09
1895,1.8055843487019274e-09,6.6204757231957956e-09
1896,1.7691086373616827e-09,1.0024948871034667e-08
1897,1.1653427112179315e-09,2.330685422435863e-09
1898,4.52668391659472e-09,1.13167097914868e-09
1899,1.1055156790007459e-08,3.3165470370022376e-09
1900,3.633737311048435e-09,8.824790675987515e-09
1901,3.912117296778206e-09,3.353243460679778e-09
1902,5.4013122863239005e-09,2.455141867585553e-09
1903,4.860198465905796e-09,2.1600881083827517e-09
1904,1.0749250378694342e-09,6.987012746151322e-09
1905,2.0643036169332163e-09,5.676835002077496e-09
1906,4.115347618238729e-09,8.745113966313056e-09
1907,3.5999902503469627e-09,4.114274698707732e-09
1908,6.875944702500192e-09,9.822778146428846e-10
1909,0.0,3.850688656825696e-09
1910,3.740905363258662e-09,4.275320542035388e-09
1911,4.788336838146279e-09,7.44852390877071e-09
1912,7.814131564032323e-09,3.125652625612929e-09
1913,3.181793939432964e-09,2.6514948014977335e-09
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,5.890381071793627e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,1.4932289182922887e-08,1.1486376294556067e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,2.2716695191604686e-09,2.2716695191604686e-09
1921,3.0290989716519334e-09,1.1359120755116692e-08
1922,5.164555005876537e-09,1.4755870969551665e-09
1923,6.369568872344189e-09,3.1847844361720945e-09
1924,5.156649773851996e-09,2.578324886925998e-09
1925,4.399271169575059e-09,1.0998178368026856e-08
1926,7.802296586589819e-09,8.916910432255065e-09
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,3.4278122562625413e-09,6.8556245125250825e-09
1929,2.2280812750352652e-09,6.684243825105796e-09
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,7.180970484910176e-09,4.787313656606784e-09
1936,0.0,0.0
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
