year,quelques_DET airs_NOUN,quelques_DET paires_NOUN
1800,3.4585809238762977e-07,7.860410988769218e-08
1801,2.809795489611133e-07,8.334138823506976e-08
1802,2.0140561218795483e-07,1.0070280609397742e-07
1803,1.8918289867997373e-07,1.033679772888263e-07
1804,4.202146612897195e-07,5.6852570651244605e-08
1805,3.041879172993589e-07,5.685755510853596e-08
1806,3.429186392622796e-07,8.35684019762084e-08
1807,1.992868590150465e-07,5.693910054560547e-08
1808,1.450287356874469e-07,4.98536292248275e-08
1809,1.8524050737767084e-07,8.358412628695078e-08
1810,2.948559623128233e-07,6.786367778843783e-08
1811,1.5293167621166504e-07,7.019814596276319e-08
1812,5.521121124729689e-07,9.868670503010435e-08
1813,5.665210984773239e-07,2.300593315851529e-08
1814,2.6117418938653714e-07,6.608021863030444e-08
1815,1.8071397800412115e-07,4.585280044544504e-08
1816,1.2515060632267705e-07,5.7940098940889584e-08
1817,2.6933909857973504e-07,6.694555665376356e-08
1818,2.0266001610202977e-07,5.722165008492652e-08
1819,1.9977527188075328e-07,7.556266368169418e-08
1820,2.254631459308598e-07,4.2719332071783356e-08
1821,2.1004970562898961e-07,5.916893086599373e-08
1822,1.9148926355683216e-07,7.318699601910339e-08
1823,1.8381797417532653e-07,5.6331316500290995e-08
1824,1.1957980028398651e-07,5.726356633317664e-08
1825,2.932212508355292e-07,9.4218242319144e-08
1826,1.1186140369545683e-07,4.932471298069174e-08
1827,1.4931982822430356e-07,5.899054877911425e-08
1828,1.6051527040872315e-07,5.595103846900429e-08
1829,1.8603791507310063e-07,5.401100766633249e-08
1830,3.1832348135196753e-07,4.279102583382155e-08
1831,1.38761739654214e-07,5.145098125325376e-08
1832,1.4882965615470312e-07,5.817886616910073e-08
1833,3.104412300558579e-07,5.2126328697887914e-08
1834,2.2962945855908856e-07,4.387229601832132e-08
1835,2.1101014624491654e-07,4.9160071569076536e-08
1836,1.8885307717653177e-07,3.96524240109386e-08
1837,2.0456199401053254e-07,5.5663127440652715e-08
1838,1.6979716122023092e-07,3.408567339491242e-08
1839,1.7059198764712846e-07,3.5656523511562455e-08
1840,1.7389249640231697e-07,5.414235282330537e-08
1841,1.489567313939233e-07,5.072233300040807e-08
1842,1.2678621041928295e-07,3.6224631738690505e-08
1843,1.5417037246834298e-07,5.965980287570005e-08
1844,1.1306436009661525e-07,3.1284800083852815e-08
1845,6.807878349945895e-08,2.8459163470273552e-08
1846,8.313391930414582e-08,4.859235946952367e-08
1847,8.41342897572872e-08,6.471868463364672e-08
1848,7.642960653253539e-08,5.148941939481233e-08
1849,7.122502498901895e-08,2.0948537349241292e-08
1850,7.53578577317171e-08,2.851378244628222e-08
1851,6.90089914101577e-08,3.224719336003545e-08
1852,1.2109614822009007e-07,3.255272562618927e-08
1853,1.260077588938202e-07,6.151089770867202e-08
1854,1.1534374833033212e-07,5.923057466716841e-08
1855,9.127931832608738e-08,3.131092896069276e-08
1856,9.991975602474668e-08,4.6076984450138525e-08
1857,1.0446429238308852e-07,5.808995862111033e-08
1858,1.3506546281405463e-07,4.7468657893290356e-08
1859,1.2934120241503422e-07,6.161529597648041e-08
1860,1.281611448078479e-07,4.531412045594152e-08
1861,1.4713807061639272e-07,6.885307013426711e-08
1862,1.486417464668932e-07,4.4728065029531194e-08
1863,1.378515337435715e-07,5.4940827887151045e-08
1864,1.3808816845539695e-07,3.787835245461224e-08
1865,9.225414704383539e-08,3.9066808066312575e-08
1866,1.0363755720277368e-07,4.476363857364163e-08
1867,1.2374669466908017e-07,5.677789438607306e-08
1868,1.1015918943702019e-07,6.026646381940282e-08
1869,1.2159963236335614e-07,7.813630631403612e-08
1870,1.536725093842506e-07,6.250113049333095e-08
1871,6.266494367856978e-08,6.372706295998398e-08
1872,8.829115505371021e-08,7.680120717168393e-08
1873,8.200826018267549e-08,3.950763094451304e-08
1874,9.499628728093512e-08,7.109784849745893e-08
1875,1.218685312665002e-07,5.3210200690045895e-08
1876,1.0520065596431039e-07,5.199572661318541e-08
1877,1.9667715378535178e-07,6.184816081500344e-08
1878,2.9349971697456567e-07,6.039088784604019e-08
1879,1.3501609119614955e-07,3.299035666870509e-08
1880,1.9574431320279473e-07,3.914886281819463e-08
1881,1.1922988063517437e-07,4.671580167148193e-08
1882,1.1713477610086898e-07,3.92667720561235e-08
1883,1.2385904391010172e-07,4.486730686981133e-08
1884,1.3335427606619987e-07,5.677459480324387e-08
1885,1.0248560755599101e-07,5.156508486869882e-08
1886,9.292987668274577e-08,5.3563751212237776e-08
1887,7.442974159221905e-08,5.680164560928347e-08
1888,8.179393273799462e-08,6.530833251972012e-08
1889,7.580815619689929e-08,8.583237054438086e-08
1890,6.554386655643896e-08,4.4569828716589655e-08
1891,8.350228242193225e-08,7.139126623201264e-08
1892,5.140180192597654e-08,5.0774950022258736e-08
1893,6.89742667425719e-08,5.788911416892972e-08
1894,1.0649601733803138e-07,6.490585668927906e-08
1895,6.861220569476245e-08,3.7917270878651266e-08
1896,7.607167251677538e-08,5.838058725338158e-08
1897,6.817254760704827e-08,5.302309347143819e-08
1898,5.4320205666869015e-08,4.6964345745692526e-08
1899,6.909473171390346e-08,5.5275783950037294e-08
1900,8.772879833696123e-08,3.737558085248338e-08
1901,6.985923667324201e-08,6.42704947040329e-08
1902,5.990546014800202e-08,3.977329826598819e-08
1903,4.158169653045718e-08,4.104167317109386e-08
1904,5.8045952933127865e-08,6.825773901653065e-08
1905,5.212366521734069e-08,6.554164078131919e-08
1906,4.835533462532737e-08,3.7038129008237775e-08
1907,7.508551180812617e-08,6.222840553959941e-08
1908,7.367083521003792e-08,6.483033310189512e-08
1909,7.206288454852938e-08,3.795678615858833e-08
1910,5.4510337355040406e-08,2.93928290595602e-08
1911,4.735132996813718e-08,7.661338852216204e-08
1912,7.501566834378082e-08,4.792667485098434e-08
1913,1.2727175668914015e-07,6.999946755570363e-08
1914,8.370929860390675e-08,6.562808607668558e-08
1915,3.887651434109074e-08,4.0054590533245005e-08
1916,1.2086207812345151e-08,3.735737053034427e-08
1917,4.934891073560266e-08,3.618920063619413e-08
1918,3.79050408838566e-08,2.9864577477667353e-08
1919,5.7088659133341935e-08,2.301962098716359e-08
1920,5.3762844842708546e-08,5.5277292521083154e-08
1921,1.1207665906454167e-07,2.650461605746557e-08
1922,1.1804696997685937e-07,4.943216769248693e-08
1923,6.900366411599634e-08,4.352538862661959e-08
1924,7.09039369439779e-08,5.285566073709447e-08
1925,6.708888511397504e-08,4.0693259872881526e-08
1926,6.79914426982009e-08,3.901148493135054e-08
1927,1.0814748030441024e-07,3.456259556333663e-08
1928,8.798051664982154e-08,4.34189570963639e-08
1929,8.800921280638363e-08,4.1219503144063196e-08
1930,1.0503603853351251e-07,3.676261295382233e-08
1931,7.299428173013212e-08,5.0183568411910073e-08
1932,9.425201463741928e-08,4.055028712812714e-08
1933,9.520649668637304e-08,5.047091433674211e-08
1934,9.585264137967897e-08,3.354842625924448e-08
1935,9.574627135577884e-08,4.0692165192979246e-08
1936,7.153581371710516e-08,4.849885737456816e-08
1937,4.910535889024459e-08,6.043736866523375e-08
1938,5.963998495062128e-08,4.6674770715071645e-08
1939,3.211750687626136e-08,3.8235125288110794e-08
1940,7.100191878883777e-08,4.3108308034334186e-08
1941,1.1215709783130023e-07,6.198155277914452e-08
1942,6.371844740726829e-08,3.9444752131245764e-08
1943,6.677441199975931e-08,4.3548528338988035e-08
1944,8.675602458652065e-08,8.675602636287749e-08
1945,7.842614380138002e-08,4.7927088520083316e-08
1946,8.909507087651036e-08,5.8468638819419994e-08
1947,7.152522862874378e-08,4.649139517809431e-08
1948,9.45854274903013e-08,2.717971980814582e-08
1949,6.282885278707795e-08,2.1597417965146803e-08
1950,4.147791021757996e-08,4.1477910883713776e-08
1951,5.970384997500133e-08,3.411648485940333e-08
1952,5.799642188719645e-08,3.057993103183776e-08
1953,6.464296520292123e-08,5.0636988380148296e-08
1954,5.277169434769746e-08,3.0294863506696856e-08
1955,7.883910368988722e-08,5.819076687174629e-08
1956,7.936238799466366e-08,3.662879288768295e-08
1957,8.39328593293942e-08,3.003912851795576e-08
1958,5.4596806187134916e-08,4.053399393910695e-08
1959,4.2629114460623896e-08,3.5653439312000046e-08
1960,9.550750013076481e-08,4.014083287984249e-08
1961,6.114380157740129e-08,6.739714475401115e-08
1962,6.278537156845232e-08,5.136984748688178e-08
1963,8.729172185084622e-08,4.784879559238675e-08
1964,4.623815813564747e-08,4.6238159856493155e-08
1965,8.59110838580257e-08,3.885150923199632e-08
1966,7.366969256850098e-08,4.209696802259799e-08
1967,7.642020039000386e-08,4.486605487130646e-08
1968,1.3833560785769805e-07,4.536330000526334e-08
1969,6.994306778196346e-08,4.042164269968396e-08
1970,7.909806853945156e-08,3.632992787161449e-08
1971,9.300499703712717e-08,4.881477644325116e-08
1972,1.769900617176745e-07,4.001514630758152e-08
1973,7.167164683963279e-08,5.4029398510735405e-08
1974,5.569315963960264e-08,5.5130601639419297e-08
1975,5.140332159925265e-08,3.826691852282238e-08
1976,6.284879372486785e-08,3.9423335485011535e-08
1977,4.936496633689558e-08,3.58483685514166e-08
1978,7.36633321007929e-08,3.8019785875142986e-08
1979,4.915657725312883e-08,4.5645391133497526e-08
1980,5.855705387247667e-08,4.548120374758824e-08
1981,6.768337890150633e-08,5.060439456361365e-08
1982,6.642027328140898e-08,4.779776807684044e-08
1983,6.94684785251809e-08,4.357568172963511e-08
1984,6.958810372381663e-08,4.3492564494318486e-08
1985,5.5343134963692364e-08,3.00777905914984e-08
1986,4.975422962516518e-08,5.7547060894336255e-08
1987,6.966331089763855e-08,3.7275982134321595e-08
1988,5.396898550280582e-08,2.99827698224675e-08
1989,6.366221461107102e-08,3.731923148286853e-08
1990,5.993515972413377e-08,3.43265027513695e-08
1991,8.968041687040795e-08,3.282420335537495e-08
1992,7.052728356882199e-08,3.801861470087431e-08
1993,6.813224939783424e-08,3.2681323702821174e-08
1994,4.74743404588196e-08,3.006708104713596e-08
1995,7.64565588617927e-08,4.229511618714099e-08
1996,6.352329640080256e-08,3.73666457775812e-08
1997,7.096443965792787e-08,3.7400178509727766e-08
1998,6.627699811190269e-08,3.766822098683065e-08
1999,6.581089673218798e-08,3.4733529385988504e-08
2000,7.731555307088911e-08,2.7833598870152798e-08
2001,6.265132834748499e-08,3.242096580091669e-08
2002,5.783212309040664e-08,4.030723887993304e-08
2003,6.917091743829928e-08,3.958576688667392e-08
2004,7.532193269099707e-08,3.479784940751962e-08
2005,5.5846496316291905e-08,4.008336973448934e-08
2006,6.794518636610292e-08,4.0355322195040344e-08
2007,6.151498088691199e-08,4.353982707705484e-08
2008,1.0217855006544596e-07,4.172290912762833e-08
2009,8.582746335861202e-08,5.24501189147486e-08
2010,8.502827131273705e-08,4.7710308426207604e-08
2011,8.718655908346307e-08,6.73019093788696e-08
2012,8.612759350157262e-08,6.774463212622095e-08
2013,7.921115185993699e-08,6.247640205181426e-08
2014,8.553508390463094e-08,7.644021327024575e-08
2015,1.0839053654621011e-07,6.827051945990092e-08
2016,9.279603063738762e-08,8.119653216454026e-08
2017,6.968243160265786e-08,7.295272519414198e-08
2018,8.751172275722752e-08,7.925102885053548e-08
2019,7.806022295220316e-08,7.959081882447094e-08
