year,mes_DET âges_NOUN,mes_DET pages_NOUN
1888,6.340614699951175e-10,4.248211893376208e-08
1889,1.2530273485467092e-09,2.5060547137467637e-08
1890,0.0,2.6872984726367122e-08
1891,1.2748440081367107e-09,4.84440718651058e-08
1892,0.0,3.322311648012999e-08
1893,0.0,2.3401982796045218e-08
1894,0.0,1.953477224425626e-08
1895,0.0,2.76856257919178e-08
1896,5.89702897624278e-10,3.7740985669998395e-08
1897,5.826713556089658e-10,4.5448365515454725e-08
1898,2.26334195829736e-09,2.82917743676947e-08
1899,8.844125432005967e-09,4.5878900678530954e-08
1900,1.038210628578895e-09,4.04902144035546e-08
1901,0.0,2.8502567639421272e-08
1902,2.455141867585553e-09,3.977329976478927e-08
1903,0.0,3.7801541896698154e-08
1904,2.1498500757388683e-09,4.030968714374694e-08
1905,5.160758931310738e-09,2.06430355587095e-08
1906,1.0288369045596824e-09,3.858138358792118e-08
1907,1.028568674676933e-09,2.982849234278717e-08
1908,9.822778146428846e-10,3.732655851074185e-08
1909,5.500983557560346e-10,3.795678626961063e-08
1910,1.068830135508847e-09,3.740905329951971e-08
1911,1.0640748726586935e-08,7.714542205050634e-08
1912,4.688478938419394e-09,4.428008004708772e-08
1913,1.590896969716482e-09,5.5681392163720034e-08
1914,3.3483718020477227e-09,4.28591604428874e-08
1915,0.0,1.2958838224719216e-08
1916,0.0,4.6147340837521256e-08
1917,2.1932848870420685e-09,2.8512702976435378e-08
1918,0.0,3.2161853624756986e-08
1919,0.0,3.683139404575542e-08
1920,2.2716695191604686e-09,4.770506034645905e-08
1921,7.572747429129834e-10,4.013556026416509e-08
1922,7.377935484775833e-10,8.558405423242377e-08
1923,1.3800733000834953e-08,4.0340602858179864e-08
1924,1.289162443462999e-09,4.2542360634278964e-08
1925,1.0998177923937646e-09,5.389107204933907e-08
1926,0.0,7.913758470756704e-08
1927,1.1149224876660924e-09,9.030872361037723e-08
1928,1.4853853258500749e-08,4.227635275189101e-08
1929,2.2280812750352652e-09,7.018456305019072e-08
1930,0.0,6.407198505087308e-08
1931,2.2810713318222042e-09,4.334035441644346e-08
1932,1.0959536611565568e-09,3.945433157959144e-08
1933,0.0,4.129438391231588e-08
1934,2.3963160344919743e-09,4.4331846638101524e-08
1935,2.393656828303392e-09,4.7873134789711e-08
1936,2.424942913137329e-09,5.2136272188363364e-08
1937,5.0364472592434595e-09,4.155068988875854e-08
1938,1.2965214457594243e-09,3.759912092782258e-08
1939,0.0,4.435274547631707e-08
1940,0.0,3.803674331059881e-08
1941,0.0,4.132103548215582e-08
1942,6.068423541449874e-09,4.247896612241675e-08
1943,0.0,9.580676296749857e-08
1944,1.2852744646352221e-08,6.105053707017305e-08
1945,6.535512131478072e-09,3.7034569189131616e-08
1946,5.568441707737293e-09,6.960552134671616e-08
1947,3.5762612871081956e-09,9.655905652827812e-08
1948,3.2615663503321457e-09,5.544662684542345e-08
1949,4.908504269707237e-09,6.282885556263551e-08
1950,1.0635361480382244e-09,5.104973510583477e-08
1951,8.529121409139861e-09,6.290227205774102e-08
1952,5.272402070488624e-09,6.221434245556878e-08
1953,4.3095309543161875e-09,4.740484005338885e-08
1954,4.886268278880834e-09,5.1794442512687056e-08
1955,4.6928039232341234e-09,4.1296674080371076e-08
1956,7.849027205963921e-09,5.5815306154727296e-08
1957,1.7670075402875796e-09,5.831124955113509e-08
1958,9.926692356998501e-09,4.6324561964183886e-08
1959,1.1626121398933265e-08,5.813060699466632e-08
1960,6.2287499602575735e-09,5.190625118611791e-08
1961,6.94815938118154e-09,4.516303631074692e-08
1962,5.7077609305622445e-09,4.6930476615969496e-08
1963,6.466053470433053e-09,7.435961513202471e-08
1964,7.300761772910391e-09,5.293052329768955e-08
1965,1.094408652591028e-08,7.223097586717131e-08
1966,7.200797291773142e-09,4.265087583110727e-08
1967,3.451234853457663e-09,4.5852119323619434e-08
1968,4.491415683816058e-09,6.153239551220935e-08
1969,1.1808570121729645e-08,4.405505071858329e-08
1970,1.3336302728816918e-08,4.322801416822841e-08
1971,6.166076982339064e-09,8.78665942227741e-08
1972,2.0520587451500205e-09,5.489257226543032e-08
1973,3.3079223804577396e-09,4.851619173074084e-08
1974,1.2938814464291681e-08,4.275434561940017e-08
1975,6.282628195464213e-09,4.9118729972263964e-08
1976,6.2848797277581525e-09,4.1137393491652574e-08
1977,8.22749424145286e-09,3.996211539458727e-08
1978,1.3069301196821925e-08,8.079204061317569e-08
1979,8.192762912528906e-09,4.740098380473512e-08
1980,5.6851505725319385e-09,7.276992652904823e-08
1981,5.060439622894819e-09,4.933928510197916e-08
1982,4.345251713999687e-09,5.276376824348006e-08
1983,7.57837881337764e-09,6.12585656645237e-08
1984,4.639206796497319e-09,6.668859464653565e-08
1985,1.4437339324047116e-08,4.752290772014334e-08
1986,7.792831269171074e-09,4.495864219800083e-08
1987,6.721898593298192e-09,3.788706459673108e-08
1988,6.596209356501959e-09,4.737277548017005e-08
1989,4.939309850016116e-09,4.335616488049254e-08
1990,8.172976073694826e-09,4.849299273246288e-08
1991,9.37834432335194e-09,5.568391819865681e-08
1992,6.060938417817852e-09,4.573253764572627e-08
1993,5.539207315052863e-09,8.087243164034419e-08
1994,6.329911705904578e-09,6.329911816926881e-08
1995,5.4224509327127635e-09,5.85624698734577e-08
1996,8.007138063703678e-09,6.085425230395458e-08
1997,3.835915585170824e-09,5.514128509354066e-08
1998,6.198567881199324e-09,5.483348641810437e-08
1999,6.8553016596695215e-09,5.210029413449391e-08
2000,4.418031274155965e-09,7.775735655357607e-08
2001,7.886181485616817e-09,6.484193326716792e-08
2002,2.1906108038649563e-09,9.156752789341027e-08
2003,7.500461585152607e-09,6.958761589181961e-08
2004,4.404791198453495e-09,5.3297972479882105e-08
2005,9.908249332113428e-09,8.28689947773853e-08
2006,5.7650457740976435e-09,7.247486377703893e-08
2007,1.5977917877663117e-09,8.068848211806312e-08
2008,8.940623352771127e-09,8.770326082041535e-08
2009,9.059565542202108e-09,8.678110252624549e-08
2010,8.97520635589899e-09,8.124923783769944e-08
2011,1.3383901986685487e-08,8.450978083995864e-08
2012,1.5659562535574878e-08,9.66807758295829e-08
2013,1.0877587719448911e-08,1.210480281010895e-07
2014,1.7540106256319632e-08,1.468171868523882e-07
2015,1.0639562120218216e-08,1.0794721988505174e-07
2016,9.113896304313585e-09,9.859578642412714e-08
2017,1.6603035390971854e-08,8.829795855591627e-08
2018,1.161660012627408e-08,1.141008283411793e-07
2019,1.198964216797549e-08,1.2831469003993234e-07
