year,tes_DET heures_NOUN,tes_DET peurs_NOUN
1982,1.924325643276603e-08,4.345251713999687e-09
1983,2.0840542402922324e-08,6.946847541655643e-09
1984,3.537395087960249e-08,1.0438215014563212e-08
1985,2.586689906713957e-08,2.4062232206745193e-09
1986,1.7983455669057236e-08,2.997242676272549e-09
1987,2.0776777631681398e-08,9.166224945733603e-09
1988,1.3792074093910145e-08,3.597932174415064e-09
1989,2.359892592451729e-08,9.878620255143744e-09
1990,2.6153525567451652e-08,5.448650919337439e-09
1991,2.4618154625954958e-08,7.619904818234602e-09
1992,1.3223866057732181e-08,4.958949695321735e-09
1993,1.7171542965321862e-08,6.647049133334804e-09
1994,3.7451979240099575e-08,1.2132331583813993e-08
1995,2.0063068539855067e-08,1.2471637056421514e-08
1996,1.7615704450690828e-08,8.540947504798169e-09
1997,1.5343662340683295e-08,1.054876808126437e-08
1998,1.9549330376733565e-08,1.1920323061964666e-08
1999,2.3765046652801658e-08,2.3308025731694215e-08
2000,2.3415566707818414e-08,9.277865919976591e-09
2001,1.664860457828432e-08,1.2267393323384113e-08
2002,2.1906106872915387e-08,9.63868718173444e-09
2003,2.4584845825792456e-08,1.9167845810574846e-08
2004,1.8940603224715247e-08,1.6738207264666016e-08
2005,3.062549747134824e-08,2.972474733020647e-08
2006,2.26483944376632e-08,2.141302812841417e-08
2007,4.114313939540537e-08,5.232767952279005e-08
2008,3.235654072453187e-08,3.491100580843565e-08
2009,3.3377347330443286e-08,4.76819250749827e-08
2010,6.046455008901219e-08,4.251413782130342e-08
2011,5.277081427390584e-08,5.6212387411491704e-08
2012,7.114888089798654e-08,7.421270842300487e-08
2013,6.944921282503458e-08,8.423157682457827e-08
2014,8.01214752321755e-08,9.24645071620489e-08
2015,7.292533328595585e-08,9.61993724679644e-08
2016,8.575347854034021e-08,1.0418840457049328e-07
2017,7.521678094257744e-08,1.4137735737662638e-07
2018,9.396538613870575e-08,1.6547201830974245e-07
2019,8.953967356450931e-08,1.839262218084059e-07
