year,nouveaux_ADJ airs_NOUN,nouveaux_ADJ pairs_NOUN
1948,1.3046265401328583e-08,3.370285384107774e-08
1949,8.835307596655184e-09,4.221313654184655e-08
1950,8.508289184305795e-09,1.4889505850490536e-08
1951,1.4925962799061665e-08,1.8124383327489113e-08
1952,7.381362632230548e-09,9.49032352703938e-09
1953,1.0773827163745864e-08,2.3702419582605216e-08
1954,7.818028668893362e-09,2.1499578783945594e-08
1955,7.508486277174597e-09,2.4402579956728232e-08
1956,8.72114114258693e-09,5.232684729961079e-09
1957,4.417518795207798e-09,3.0922631566454584e-08
1958,9.099467845885556e-09,2.4816730892496253e-08
1959,2.557746836551189e-08,3.1778066844623254e-08
1960,1.1073333361366622e-08,2.8375417571169237e-08
1961,9.03260666262895e-09,1.111705483225478e-08
1962,1.712328223657522e-08,1.3318108227355907e-08
1963,6.466053248388448e-10,9.69907976156037e-09
1964,3.041984220075733e-09,2.798625464706106e-08
1965,1.2859301978807025e-07,1.6963334292796617e-08
1966,1.606331601067268e-08,1.5509408868297214e-08
1967,1.3804939413830652e-08,2.2679542910353234e-08
1968,1.976223043542724e-08,2.7397636992443353e-08
1969,9.991866833924945e-09,2.316296476845281e-08
1970,1.4256047370375668e-08,1.5635665207014426e-08
1971,1.284599360218408e-08,1.4901353151408614e-08
1972,1.0773308634082213e-08,3.539801196605907e-08
1973,8.821125663249774e-09,3.418186356185515e-08
1974,1.1813700240281833e-08,2.4752515648263085e-08
1975,6.282628195464213e-09,2.4559365208176587e-08
1976,1.0855701004786056e-08,1.8283285940778882e-08
1977,1.1753563455840776e-08,2.174409347022177e-08
1978,1.2475241506493262e-08,1.485147826940647e-08
1979,9.363157360553487e-09,1.287434159280565e-08
1980,1.2507331226263574e-08,2.1035056807505725e-08
1981,9.488324403950088e-09,7.590659267808775e-09
1982,8.690503427999374e-09,8.069752865935698e-09
1983,5.052252838311233e-09,7.57837925746685e-09
1984,3.073474585946201e-08,9.278413592994639e-09
1985,3.8499571752836914e-08,7.820225467192188e-09
1986,3.237022094815245e-08,1.2588419195935785e-08
1987,1.099947066762752e-08,1.588812459374367e-08
1988,1.0793796745289796e-08,1.679035044332977e-08
1989,1.0427432250992297e-08,2.7440610228524065e-08
1990,8.172976073694826e-09,2.45189291092629e-08
1991,3.458264519196064e-08,1.3481370075840715e-08
1992,9.91789939064347e-09,1.377486047449139e-08
1993,1.0524494165053966e-08,3.046564067687996e-08
1994,8.967375009216738e-09,1.2132331528302842e-08
1995,1.7894087434022765e-08,7.0491861237087505e-09
1996,2.1352368317906212e-08,9.07475650180345e-09
1997,1.0548768192286673e-08,9.589788740882454e-09
1998,1.859570408768718e-08,1.7642078464774613e-08
1999,1.6452723627935484e-08,9.597422245821718e-09
2000,9.719668847552043e-09,1.767212520764616e-08
2001,6.571817756650944e-09,1.1391150578354825e-08
2002,1.1829297652532489e-08,1.4458030939135114e-08
2003,1.0833999919412918e-08,8.750538071922165e-09
2004,1.673820693159911e-08,4.845270407116686e-09
2005,1.0358624180639708e-08,2.386987230096338e-08
2006,2.26483944376632e-08,2.0589450144825605e-08
2007,7.589511158423434e-09,1.9972398179746165e-08
2008,1.3198063086861112e-08,1.4901038708492464e-08
2009,1.3350939020995156e-08,1.7165492804949167e-08
2010,8.97520635589899e-09,1.2754241662804588e-08
2011,8.795135286732148e-09,9.942326933964907e-09
2012,1.4978711604385353e-08,9.872333173177594e-09
2013,9.204112250138508e-09,1.282997491580673e-08
2014,1.2559581735738234e-08,1.992209580636839e-08
2015,1.1304534197620342e-08,1.4629397249166232e-08
2016,1.4085112631789798e-08,1.387797801677415e-08
2017,9.05620051172562e-09,1.1571811953103861e-08
2018,1.058401366549333e-08,1.135845340005659e-08
2019,1.020395146156261e-08,1.6326321350401685e-08
