year,sommes_VERB à_ADP,sommes_VERB a_ADP,sommes_VERB pas_ADV
1874,2.1317405298759695e-06,1.9118748417756848e-08,6.0086645135015715e-06
1875,2.2588590127270436e-06,2.746333060965611e-08,6.809761543991044e-06
1876,2.0205782220727997e-06,3.3857683767735125e-08,6.533323812618619e-06
1877,2.182003072448424e-06,2.9068635387652364e-08,6.149562523205532e-06
1878,2.0544980543490965e-06,1.6305539585204087e-08,6.045127975085052e-06
1879,2.2048554910725215e-06,4.4598073012380723e-08,6.737974672432756e-06
1880,2.208380919910269e-06,3.786529356730739e-08,6.443517577281455e-06
1881,2.2702483875036705e-06,3.346803589820979e-08,7.032471330603585e-06
1882,2.2575065941055072e-06,5.124646529353072e-08,6.456389201048296e-06
1883,2.3286763735086424e-06,5.308244688251307e-08,6.331345502985641e-06
1884,2.362747409279109e-06,2.6406786979293884e-08,6.68553866489674e-06
1885,2.157998778784531e-06,3.029448758518072e-08,6.0111997299827635e-06
1886,2.1735265818279004e-06,3.0331280376216796e-08,6.133372153271921e-06
1887,2.2022063603799324e-06,2.807437582408312e-08,6.306941031652968e-06
1888,2.2616973183176015e-06,3.2971196217701504e-08,6.116791155363899e-06
1889,2.525476702430751e-06,3.696430717070598e-08,6.544561983901076e-06
1890,2.454617742841947e-06,3.998175790442815e-08,6.464591479016235e-06
1891,2.2073922991694417e-06,2.5496880939890332e-08,6.220601335371612e-06
1892,2.51618075708393e-06,3.82379252705789e-08,6.538058187288698e-06
1893,2.294626028742641e-06,3.69504986608149e-08,6.030937129253289e-06
1894,2.3063632852426963e-06,5.5453547531669756e-08,6.234743068489479e-06
1895,2.566938974268851e-06,4.4537747712070086e-08,6.774552275601309e-06
1896,2.3818099634809187e-06,3.8920390355023926e-08,6.56870042803348e-06
1897,2.4087632937153103e-06,2.855089586972781e-08,6.369180482579395e-06
1898,2.445540985718253e-06,3.22526236828935e-08,6.796815796406008e-06
1899,2.3459042495233007e-06,3.814029092552573e-08,6.920527994225267e-06
1900,2.434084763081046e-06,3.218452870878963e-08,6.220438990567345e-06
1901,2.40595204559213e-06,2.6267072628094468e-08,6.539383321069181e-06
1902,2.0313843833719147e-06,3.7318158174759475e-08,5.563842478295555e-06
1903,2.434419229757623e-06,3.294134343079236e-08,6.738394858984975e-06
1904,2.242293703602627e-06,2.6873125946735854e-08,6.6704474193102214e-06
1905,2.4322657736775e-06,4.28343005509646e-08,6.7497567215468735e-06
1906,2.2264030121732503e-06,3.7038128120059355e-08,6.204915280250134e-06
1907,2.18827995013271e-06,2.9314207505848344e-08,6.446040060836822e-06
1908,2.4164035039575538e-06,4.32202229561085e-08,7.002658549026819e-06
1909,2.34671961152344e-06,3.3005901733940135e-08,6.463105364673538e-06
1910,2.3327218059421284e-06,2.672075405385499e-08,6.728820153512061e-06
1911,2.379271336394595e-06,3.245428303877418e-08,6.620673502766294e-06
1912,2.4499909159203526e-06,2.969370144212391e-08,6.5696012825355865e-06
1913,2.6594493647280615e-06,2.8105845206738422e-08,6.413435585272964e-06
1914,2.5896308670780854e-06,3.415339322465627e-08,6.459009455284104e-06
1915,3.139572982036043e-06,4.830112398934716e-08,7.715220817772206e-06
1916,3.244597564844298e-06,4.285110155599625e-08,8.040624379646033e-06
1917,3.078275312873302e-06,4.1672412076643184e-08,7.994523002707865e-06
1918,2.9784173420921434e-06,2.5270027848023346e-08,8.034719940042123e-06
1919,2.7816909096145537e-06,2.9465114348425914e-08,7.653563443454914e-06
1920,2.3973684619704727e-06,2.4988364266675944e-08,7.406400072795805e-06
1921,2.4141918402165174e-06,2.271824267596756e-08,6.699609457427869e-06
1922,2.451688033033861e-06,2.8036154064992047e-08,7.06953778717434e-06
1923,2.4214978111558594e-06,1.4862327368803108e-08,6.864272108941805e-06
1924,2.537071623009979e-06,1.2891624545652292e-08,7.319864380406216e-06
1925,2.761642463156022e-06,2.639562746153956e-08,6.823269359301776e-06
1926,2.7007092739950167e-06,1.1146138789719373e-08,7.002004167588893e-06
1927,2.4873920665413607e-06,1.7838759802657478e-08,7.013977210590383e-06
1928,2.310345507794409e-06,1.4853853924634564e-08,6.38601432001451e-06
1929,2.4308367301273393e-06,6.684243825105796e-09,6.903709618200082e-06
1930,2.4851526632119203e-06,1.155396411878229e-08,6.5195868046430405e-06
1931,2.6346374397689942e-06,1.4826963656844327e-08,6.415513325919164e-06
1932,2.454936293361243e-06,1.3151443933878681e-08,6.470510470535373e-06
1933,2.3285444967768854e-06,2.294132461777565e-08,6.104686235630652e-06
1934,2.519726422178792e-06,1.677421224144382e-08,6.529961410706164e-06
1935,2.3266343305294868e-06,2.0346083040578833e-08,6.541863967868267e-06
1936,2.3849313492974034e-06,1.333718602225531e-08,6.411548838514136e-06
1937,2.202186578870169e-06,1.3850229851897211e-08,6.4139157984755e-06
1938,2.331145651623956e-06,2.074434313215079e-08,6.736725481459871e-06
1939,2.1503435618797084e-06,1.988226561167039e-08,6.195619789650664e-06
1940,2.1199145976424916e-06,5.0715658339584024e-09,5.687761131412117e-06
1941,2.464504632371245e-06,1.7709015143196893e-08,6.218815997272031e-06
1942,2.4091641535051167e-06,2.730790571447983e-08,6.55086341794231e-06
1943,2.174523160647368e-06,8.709705623388686e-09,6.813892923673848e-06
1944,2.609107241369202e-06,1.2852744646352221e-08,7.175044629548211e-06
1945,3.030299012607429e-06,1.5249528306782167e-08,8.28920747153461e-06
1946,2.589325504231965e-06,1.3921104269343232e-08,8.2607830336201e-06
1947,2.90869252239645e-06,1.3112958274774655e-08,8.425671694567427e-06
1948,2.601642790978076e-06,7.61032148410834e-09,8.339825399161782e-06
1949,2.2480949155578855e-06,1.8652315691980448e-08,7.281274974957341e-06
1950,2.6396967314212816e-06,1.914365022059883e-08,8.074366633081809e-06
1951,2.4862388272595126e-06,1.7058242818279723e-08,7.480039585061604e-06
1952,2.3883981157268863e-06,1.0544803585865736e-08,6.9405900831043255e-06
1953,2.5781769181776326e-06,2.0470272588113403e-08,7.236779765662504e-06
1954,2.426520723020076e-06,8.795282280260608e-09,7.287379958142992e-06
1955,2.540684135965421e-06,1.1262729415761896e-08,7.0870723902771715e-06
1956,2.489885901013622e-06,1.4825940475304833e-08,7.126044692995492e-06
1957,2.3156633233156754e-06,1.2369052837524208e-08,6.737599960615626e-06
1958,2.339390448469203e-06,9.926692023931594e-09,6.530936389026465e-06
1959,2.29654665417911e-06,1.7826720211111535e-08,7.129137884476222e-06
1960,2.3233237698150333e-06,1.5225833260856803e-08,7.158910193538759e-06
1961,2.381829062869656e-06,1.389631876236308e-08,7.358795301115606e-06
1962,2.4441899313387694e-06,1.7757477988045167e-08,7.142945378291188e-06
1963,2.385973630225635e-06,1.939815996720995e-08,7.130116955522681e-06
1964,2.5187628125422634e-06,2.3119079428646216e-08,7.37620302970754e-06
1965,2.3436762148776324e-06,1.4227312661319047e-08,7.291497695405269e-06
1966,2.3950958620844176e-06,2.2156298573605682e-08,7.0977703217067756e-06
1967,2.4188225324905943e-06,1.824224149515885e-08,7.1849781306809746e-06
1968,2.5821150302363094e-06,2.0660512578540846e-08,7.517282483604504e-06
1969,2.4916082566051045e-06,1.7712855182594467e-08,7.426227966789156e-06
1970,2.3352324660663726e-06,2.1614007472692265e-08,7.48350521462271e-06
1971,2.3939794573379913e-06,1.695671192347703e-08,7.038062904030085e-06
1972,2.3721800062048715e-06,2.2059631621385023e-08,6.824634510849137e-06
1973,2.3436630272044567e-06,1.2129048210240967e-08,6.8165250013407785e-06
1974,2.256416792079108e-06,1.012602890426706e-08,6.655051492998609e-06
1975,2.2411848021874903e-06,1.4278700444236847e-08,6.226084678928601e-06
1976,2.2751264623366296e-06,3.256710323640277e-08,6.851661510154372e-06
1977,2.316039626748534e-06,1.2928920156696222e-08,6.958697213121923e-06
1978,2.487919573468389e-06,1.3663359998972169e-08,6.8732642830582336e-06
1979,2.3390336991724325e-06,1.5800327934911707e-08,6.650767772953259e-06
1980,2.2354013253789162e-06,8.527725858797908e-09,7.200243544502882e-06
1981,2.5226290745195e-06,8.223214442715232e-09,6.5747763073886745e-06
1982,2.3315378712140955e-06,1.6760256515979677e-08,6.9635761974495836e-06
1983,2.4737094008742133e-06,1.0104505565600164e-08,6.9878969952696934e-06
1984,2.3398999928758712e-06,1.4497521405587577e-08,7.111324066499947e-06
1985,2.2606466245633783e-06,1.744511857193487e-08,6.4793575802468695e-06
1986,2.4679295620444464e-06,1.0790073612376716e-08,6.985374056966975e-06
1987,2.324554770893883e-06,1.099947066762752e-08,6.388248039002065e-06
1988,2.3164686808740953e-06,1.6790350665374376e-08,6.574021881533554e-06
1989,2.460325276842923e-06,2.195248804959249e-08,7.363413715211209e-06
1990,2.402854988758918e-06,9.262706268664544e-09,6.648444013990229e-06
1991,2.5620463475206634e-06,1.0550637363770932e-08,7.136919975891942e-06
1992,2.4486191705364035e-06,8.8159105016139e-09,6.0383476920833346e-06
1993,2.4394669253524626e-06,1.606370197970719e-08,6.666989975201432e-06
1994,2.641683295223629e-06,1.529728738125513e-08,7.377512247330742e-06
1995,2.5518054371787002e-06,7.049186179219902e-09,6.718958957208088e-06
1996,2.471536618031678e-06,2.508903329534462e-08,6.729198958055349e-06
1997,2.3768291157466592e-06,1.2946215210973833e-08,6.963625310163479e-06
1998,2.423163323328481e-06,6.675380914700213e-09,6.8475105763354804e-06
1999,2.408495902272989e-06,1.7366764470949647e-08,6.967728495510528e-06
2000,2.470121444275719e-06,1.457950349337267e-08,6.729987489961786e-06
2001,2.4057233076746343e-06,1.2705513752209185e-08,6.785620826121885e-06
2002,2.4547985049139243e-06,1.752488554274123e-08,6.838648459961405e-06
2003,2.3130589852371486e-06,1.3334153614597e-08,6.890007171023171e-06
2004,2.394004013694939e-06,7.04766583980998e-09,6.941951141925529e-06
2005,2.363567773500108e-06,1.2610498978382623e-08,6.745265636709519e-06
2006,2.644508867888362e-06,1.1941880984078779e-08,7.247074336191872e-06
2007,2.4841667709551984e-06,1.1583990322527882e-08,7.75488206272712e-06
2008,2.6213056116830558e-06,1.1920830961242856e-08,7.973758329171687e-06
2009,2.69307520284201e-06,1.192048149079028e-08,8.130721653287765e-06
2010,3.0407056783587905e-06,1.1337103256181535e-08,9.281308848585468e-06
2011,2.9670197818632005e-06,1.0324724131205443e-08,9.679620234237518e-06
2012,3.2902103157539386e-06,8.851057164971365e-09,1.0589948942651972e-05
2013,3.2551879485254176e-06,5.857162421740725e-09,1.124686787079554e-05
2014,3.664366431621602e-06,1.9489006242157103e-09,1.1890026144101284e-05
2015,3.5494022085913457e-06,2.4382328933647557e-09,1.141447683039587e-05
2016,3.7076986245665466e-06,4.764082156549776e-09,1.1817616723419633e-05
2017,3.6906533296132693e-06,2.0124891197959016e-09,1.2187633728899527e-05
2018,3.7764275475637987e-06,6.45366671214731e-09,1.3051121641183272e-05
2019,3.6537796859192895e-06,3.57138285611569e-09,1.2417188372637611e-05
