year,serons_VERB assez_ADV,serons_VERB passés_ADJ
1975,1.770558810676448e-08,5.711480177694739e-10
1976,1.8854638739185248e-08,1.7140580066410394e-09
1977,1.5279633558407113e-08,5.876781838942691e-10
1978,1.7821774278559133e-08,1.7821774056514528e-09
1979,1.1118749476679568e-08,1.1703946700691858e-09
1980,1.6486936260662333e-08,1.7055452605774235e-09
1981,1.5181319312773667e-08,3.1627747087981106e-09
1982,2.296775925003658e-08,6.207502289967692e-10
1983,1.705135410645653e-08,6.315316047889041e-10
1984,1.0438215625185876e-08,2.8995041922996734e-09
1985,1.7445119127046382e-08,1.8046674155058895e-09
1986,1.7384007122700496e-08,2.3977941854269602e-09
1987,1.4054879038383206e-08,1.2221633705067347e-09
1988,1.199310784016916e-08,0.0
1989,1.1525056464734007e-08,0.0
1990,1.3076762783725826e-08,1.6345953479657283e-09
1991,1.52398094144246e-08,1.7584396161396398e-09
1992,1.3774860363469088e-08,5.509944167592096e-10
1993,1.3294098266669607e-08,0.0
1994,1.8989736005892155e-08,1.5824779264761446e-09
1995,1.6809597269684673e-08,0.0
1996,8.540947504798169e-09,2.6690460952494277e-09
1997,1.102825741838842e-08,4.79489448146353e-10
1998,8.582632382569955e-09,9.536258449571733e-10
1999,1.553868322901053e-08,4.570201161957499e-10
2000,1.899753598877396e-08,1.7672125984802278e-09
2001,7.886181485616817e-09,0.0
2002,1.0953053575235572e-08,1.3143663935011318e-09
2003,1.3750845795357236e-08,4.1669229178253886e-10
2004,1.0571499231559756e-08,3.523833003171717e-09
2005,9.007498746882447e-09,3.602999676388663e-09
2006,8.235780057930242e-09,3.706100981659688e-09
2007,1.078509459517818e-08,3.994479469415779e-10
2008,1.6604014163590364e-08,3.8316958494988285e-09
2009,1.5258216023994464e-08,1.430457752249481e-09
2010,2.172944846279279e-08,1.8895172093635892e-09
2011,1.7207874236646603e-08,1.911985902935953e-09
2012,2.6212745751763578e-08,6.808505426114664e-10
2013,3.2911675162949905e-08,1.3945624655065103e-09
2014,3.334785603215096e-08,2.3819897165822113e-09
2015,3.5021891164888075e-08,5.098123256885856e-09
2016,3.3348573680314075e-08,3.1070099826280284e-09
2017,3.09420187249998e-08,6.037467414898856e-09
2018,4.001273268272598e-08,3.614053500911041e-09
2019,3.7244422657067844e-08,2.806086474294034e-09
