year,meilleurs_ADJ airs_NOUN,meilleurs_ADJ pères_NOUN
1866,5.838735717134114e-09,5.352174259343201e-09
1867,9.7056229719783e-10,1.0190904120577216e-08
1868,1.1361710683388537e-08,9.385760613156435e-09
1869,4.883519144627257e-10,6.348574999037737e-09
1870,1.7202146374017957e-09,5.160643912205387e-09
1871,1.6993883633631413e-08,1.274541272522356e-08
1872,7.256807155187062e-09,6.047339518033823e-09
1873,1.1972009161809183e-08,3.5916027374405246e-09
1874,9.559374625212058e-09,7.766991494406739e-09
1875,3.432916173551348e-09,1.3159512590732447e-08
1876,1.4510435519810017e-08,1.209202959984168e-09
1877,6.184816214727107e-09,3.0924081073635534e-09
1878,1.69094480639842e-08,0.0
1879,3.665595160740054e-09,1.221865053580018e-09
1880,7.701415505323439e-09,3.8507077526617195e-09
1881,9.064259565150223e-09,8.367009307619355e-09
1882,7.320923423037584e-09,0.0
1883,1.2638677882037541e-09,4.423537092179686e-09
1884,1.9805090900604227e-09,4.621187876807653e-09
1885,6.445635691854079e-10,2.5782542767416317e-09
1886,1.936039106809062e-09,3.872078324640427e-09
1887,1.3057849246322917e-09,9.79338704576449e-09
1888,2.53624587998047e-09,1.9021844099853524e-09
1889,4.385595886446936e-09,6.891650361495749e-09
1890,2.6217545912032847e-09,9.831579994568074e-09
1891,3.1871101313640793e-09,5.099376032546843e-09
1892,6.268512375839919e-09,2.5074049503359674e-09
1893,1.847525021858587e-09,1.847525021858587e-09
1894,6.301539290376468e-09,6.301539290376468e-10
1895,2.4074457982692365e-09,1.2037228991346183e-09
1896,7.66613794667137e-09,4.1279202278587945e-09
1897,1.7480140668268973e-09,2.330685422435863e-09
1898,2.26334195829736e-09,5.6583546736987955e-09
1899,5.527578395003729e-10,2.2110313580014918e-09
1900,4.671947717582725e-09,3.633737311048435e-09
1901,5.588738916095792e-10,3.912117296778206e-09
1902,1.9641135384773634e-09,3.437198747846537e-09
1903,1.0800440541913758e-09,8.100330184390714e-09
1904,2.6873125946735854e-09,5.912087708281888e-09
1905,0.0,2.0643036169332163e-09
1906,1.5432553013283723e-09,8.230695236477459e-09
1907,2.5714217422034835e-09,2.5714217422034835e-09
1908,3.929111258571538e-09,1.4734167219643268e-09
1909,2.7504918342913243e-09,2.750491778780173e-09
1910,7.481810726517324e-09,5.344150677544235e-10
1911,2.128149656499545e-09,5.320374141248863e-10
1912,5.209421227725386e-10,1.5628263128064646e-09
1913,5.30298971401777e-10,1.060597942803554e-09
1914,2.0090231700464756e-09,1.3393487430235496e-09
1915,2.3561523843085297e-09,0.0
1916,0.0,2.197492410260793e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,6.4454939163738345e-09
1920,0.0,3.786115865267448e-09
1921,5.300923255902035e-09,0.0
1922,4.426761179843197e-09,5.164554894854234e-09
1923,3.1847844361720945e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,3.867487219366694e-09
1925,6.598906754362588e-09,5.499089184013428e-09
1926,5.57306911730393e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,5.713020723163709e-09,0.0
1929,1.1140406375176326e-09,4.4561625500705304e-09
1930,6.302162347537887e-09,0.0
1931,6.843213995466613e-09,7.983749661377715e-09
1932,4.383814644626227e-09,3.2878609834696704e-09
1933,0.0,0.0
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,0.0,5.186085783037697e-09
1939,3.058810094103137e-09,0.0
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,0.0
1946,8.352662561605939e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,3.5762612871081956e-09
1948,0.0,1.0871887834440486e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,0.0,0.0
1952,1.0544803918932644e-09,0.0
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,9.772536113672459e-10,8.795282724349818e-09
1955,0.0,1.8771215692936494e-09
1956,2.616342476002842e-09,0.0
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,8.272243334772611e-09,8.272243445794913e-10
1959,3.8753737996444215e-09,0.0
1960,2.7683333403416555e-09,0.0
1961,1.3896318540318475e-09,1.3896318540318475e-09
1962,5.0735651235811474e-09,0.0
1963,4.526237162849611e-09,4.526237162849611e-09
1964,6.083968329129164e-10,4.8671746077921796e-09
1965,4.924839203113152e-09,5.472043373977442e-10
1966,2.769537488234164e-09,4.431259803538978e-09
1967,2.9582012395223956e-09,2.4651677921205817e-09
1968,5.3896989093971115e-09,1.3474247551048535e-09
1969,4.995933444718048e-09,9.083515606356229e-10
1970,2.7592350626548523e-09,1.8394900047624674e-09
1971,5.652237344833111e-09,1.541519245584766e-09
1972,6.156176013405457e-09,3.0780881177250308e-09
1973,2.7566018356850464e-09,1.6539611347177186e-09
1974,1.1251143350321513e-09,3.937900228123681e-09
1975,2.8557400888473694e-09,0.0
1976,2.285410749536254e-09,1.142705374768127e-09
1977,5.876781727920388e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,1.7555920051037788e-09,6.437170463335917e-09
1980,1.1370301367108482e-09,3.4110903546213933e-09
1981,3.795329828193417e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,1.8622506869903077e-09
1983,1.2630632095778083e-09,5.683784332077835e-09
1984,1.739702604197646e-09,1.739702604197646e-09
1985,2.4062232206745193e-09,1.2031116103372597e-09
1986,3.5966913891627428e-09,1.1988970927134801e-09
1987,2.4443267410134695e-09,3.6664901115202042e-09
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,5.488122178931576e-10,6.036934507847036e-09
1990,3.814055737905164e-09,2.179460389939436e-09
1991,6.4476117778156095e-09,1.1722930404189924e-09
1992,1.1019888335184191e-09,2.2039776670368383e-09
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,1.5824779264761446e-09,3.164955852952289e-09
1995,9.760411145975922e-09,3.795715741716776e-09
1996,4.270473752399084e-09,1.067618438099771e-09
1997,3.3564262480467733e-09,3.3564262480467733e-09
1998,5.2449422582867555e-09,3.814503379828693e-09
1999,3.1991407301035224e-09,1.3710603763428253e-09
2000,2.2090156370779823e-09,3.5344251969604557e-09
2001,4.381211837767296e-09,2.190605918883648e-09
2002,8.76244299341522e-10,3.066854992184176e-09
2003,7.91715315529018e-09,2.9168460979889232e-09
2004,3.0833537945085254e-09,1.3214373761893938e-09
2005,3.602999676388663e-09,1.3511248786457486e-09
2006,6.1768350434476815e-09,1.2353669198716943e-09
2007,4.393927444112933e-09,3.595031605740928e-09
2008,2.1287198670449925e-09,1.7029758436759579e-09
2009,3.337734755248789e-09,3.814554005998616e-09
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,2.2943831279320648e-09,3.059177577924288e-09
2012,1.7021263287730903e-09,3.063827413996023e-09
2013,1.9523875849358774e-09,5.29933741333366e-09
2014,3.2481677347817595e-09,4.330890313042346e-09
2015,3.32486305154589e-09,5.319781060109108e-09
2016,1.86420612280358e-09,2.0713399884186856e-09
2017,1.2578056374223934e-09,5.0312225496895735e-09
2018,3.3559066636712487e-09,3.614053500911041e-09
2019,3.5713827450933877e-09,5.612172948588068e-09
