year,ses_DET airs_NOUN,ses_DET paires_NOUN
1891,3.2189810639238203e-07,1.9122659011827636e-09
1892,2.9336638940336e-07,9.402768341715273e-09
1893,2.6542775843907407e-07,1.0469308087124318e-08
1894,2.671852543656428e-07,4.411077725308132e-09
1895,3.3403309451784935e-07,3.611168697403855e-09
1896,2.8836471965831834e-07,4.717623180994224e-09
1897,2.3656457681653364e-07,6.409385022720926e-09
1898,2.6028431676650143e-07,2.093591255913907e-08
1899,2.758261761215408e-07,7.738609753005221e-09
1900,2.797977547430719e-07,5.710158568206225e-09
1901,2.425512741766056e-07,4.470991188387785e-09
1902,2.587719691860002e-07,1.6694965410124496e-08
1903,2.5381036650173883e-07,1.3500550899436803e-08
1904,2.98829173850379e-07,4.299700151477737e-09
1905,2.332663022741599e-07,7.2250627702885595e-09
1906,2.9270411161519405e-07,7.716276506641861e-09
1907,3.162848578597277e-07,5.142843484406967e-09
1908,4.066630143739758e-07,9.822778146428846e-09
1909,3.762672777796183e-07,4.400786846048277e-09
1910,3.270620183570827e-07,2.67207544979442e-09
1911,2.803837286791122e-07,3.7242617878519013e-09
1912,2.906857154982845e-07,2.0837684910901544e-09
1913,3.399216428334739e-07,1.3787773589513108e-08
1914,3.127379333278668e-07,4.68772043404897e-09
1915,2.155879403886729e-07,0.0
1916,1.8678684909900767e-07,0.0
1917,1.9849227905766043e-07,3.289927441585405e-09
1918,2.802675931334875e-07,1.033773866510046e-08
1919,3.020174208501203e-07,3.6831393490643904e-09
1920,3.150048288880214e-07,8.329454459499175e-09
1921,3.5819095334233e-07,1.1359120755116692e-08
1922,4.124265977623054e-07,1.5493664740073854e-08
1923,3.290944050604594e-07,3.1847844361720945e-09
1924,3.3518223752082577e-07,1.1602462102189293e-08
1925,3.4534278370301763e-07,5.499089184013428e-09
1926,3.1655033794208975e-07,7.802296586589819e-09
1927,4.5934807424430346e-07,4.4596899506643695e-09
1928,3.462090392147843e-07,2.2852082448565625e-09
1929,4.3558989482050947e-07,7.798284684668033e-09
1930,3.256117029337702e-07,1.2604324695075775e-08
1931,3.0110142468231516e-07,6.843213995466613e-09
1932,3.1015487511609763e-07,5.4797681947604815e-09
1933,3.131490657892755e-07,2.2941324395731044e-09
1934,3.6783452550537277e-07,8.38710612072191e-09
1935,3.0638806425287157e-07,8.377798899061872e-09
1936,4.510393734058482e-07,6.0623572828433225e-09
1937,2.8455927836290584e-07,8.813782592653752e-09
1938,2.917173134164841e-07,1.0372171566075394e-08
1939,2.309401638811437e-07,9.176430282309411e-09
1940,2.535782828161359e-07,5.0715658339584024e-09
1941,3.128592642731576e-07,8.854508237732261e-09
1942,3.0948960283438964e-07,3.034211770724937e-09
1943,3.01936453617202e-07,2.9032352077962287e-09
1944,3.148922420592726e-07,1.2852744646352221e-08
1945,3.2895411239408645e-07,1.5249527862692958e-08
1946,4.051041377906017e-07,1.3921104269343232e-08
1947,3.540498747511833e-07,8.344609669919123e-09
1948,4.163933002843123e-07,4.348755133776194e-09
1949,3.1218087470641365e-07,5.890204768377316e-09
1950,2.690746514488751e-07,6.381216888229346e-09
1951,2.825271465667356e-07,5.330700769690111e-09
1952,2.0878712359007068e-07,1.687168627029223e-08
1953,3.2429219665175424e-07,6.464296653518886e-09
1954,3.1369841035910895e-07,9.772536557761669e-09
1955,2.778139780446054e-07,4.6928039232341234e-09
1956,3.4622931632810605e-07,2.616342476002842e-09
1957,2.783037000853028e-07,7.0680299946168645e-09
1958,3.217902624363944e-07,3.3088973783179654e-09
1959,2.8212721403519936e-07,3.8753737996444215e-09
1960,3.335841540774709e-07,8.997083078554624e-09
1961,2.4596482628425065e-07,1.181187059273725e-08
1962,3.0060874589565856e-07,6.341956293454132e-09
1963,2.7933350033038096e-07,8.405868889838075e-09
1964,2.895968895799683e-07,5.475571551727398e-09
1965,2.746965828137604e-07,1.258569987117042e-08
1966,2.980022166809704e-07,1.0524242255449678e-08
1967,3.2096484048338425e-07,1.4791006530678885e-08
1968,3.876091945187454e-07,1.0779397818794223e-08
1969,2.529759104419327e-07,7.2668124850849836e-09
1970,2.441923028229098e-07,3.678979926258208e-09
1971,3.088176994126002e-07,1.233215407570043e-08
1972,4.022035220430098e-07,1.0260293947794707e-08
1973,2.558126541707395e-07,6.615844760915479e-09
1974,2.0533337030670396e-07,2.812785782069227e-09
1975,1.7591359346980084e-07,4.569184142155791e-09
1976,2.2968377733079137e-07,3.999468700666142e-09
1977,2.1685324647080506e-07,1.5279633225340206e-08
1978,2.697028369524901e-07,8.316828004062415e-09
1979,2.574868407378972e-07,7.607565244427406e-09
1980,2.8084645453674284e-07,9.096241093686785e-09
1981,2.4732899239765516e-07,8.855769451088236e-09
1982,2.5140385639943474e-07,6.828252629986764e-09
1983,2.911360601487445e-07,1.0104506009689374e-08
1984,2.8183180766916394e-07,9.278413592994639e-09
1985,2.424270011402996e-07,6.617113967877231e-09
1986,2.649562569345676e-07,7.1933827783254856e-09
1987,3.0126327388302343e-07,7.33298027855156e-09
1988,2.758414856529612e-07,1.3192418713003917e-08
1989,2.820894806632168e-07,1.0976243913773942e-08
1990,2.838747201749925e-07,1.471135746555774e-08
1991,3.2062213728423217e-07,1.5239809691980355e-08
1992,2.6833428190542463e-07,1.1019888224161889e-08
1993,3.22381882966738e-07,1.1078414630105726e-08
1994,3.048907606384432e-07,1.002236071911966e-08
1995,3.399876735699081e-07,9.760411145975922e-09
1996,2.807836549933995e-07,1.6014276127407356e-08
1997,3.342041541287699e-07,1.5823152565985765e-08
1998,2.9610082297182316e-07,1.2397135651376345e-08
1999,2.883796819119766e-07,1.5995704316651427e-08
2000,3.4593186448717006e-07,1.4579503826439577e-08
2001,2.9704614989967126e-07,1.5772362971233633e-08
2002,3.2552475470737363e-07,1.6648641576466616e-08
2003,3.55021846143444e-07,1.7917768602160322e-08
2004,3.470975600272652e-07,1.9381081628466745e-08
2005,3.2607145872276533e-07,2.2518747755384538e-08
2006,3.6525684521393487e-07,2.7589862838794943e-08
2007,4.809353253421023e-07,1.677681460421354e-08
2008,5.20259151315372e-07,2.2564429519311702e-08
2009,5.163952465636612e-07,2.7178697514784744e-08
2010,6.608586202716538e-07,3.164941375644048e-08
2011,6.611647318521818e-07,3.3268556770549296e-08
2012,8.180419168724029e-07,4.4255285269745315e-08
2013,7.829073780385443e-07,3.458515213106139e-08
2014,9.523628090590819e-07,3.464712250433877e-08
2015,9.234253326440012e-07,4.233659130215006e-08
2016,9.399741180970977e-07,3.252003835663153e-08
2017,8.636093760117092e-07,3.748260840596984e-08
2018,9.961880245157317e-07,4.3368641344798675e-08
2019,1.0020280143407945e-06,3.800971626333194e-08
