year,serions_VERB assez_ADV,serions_VERB passés_ADJ
1897,8.040864685199267e-08,5.826713556089658e-10
1898,8.770449966277738e-08,0.0
1899,8.844125432005967e-08,5.527578395003729e-10
1900,7.578937299967947e-08,5.191053142894475e-10
1901,7.097698073721403e-08,0.0
1902,6.088752257937813e-08,4.910283735171106e-09
1903,7.614310248982292e-08,1.0800440541913758e-09
1904,9.083116481178877e-08,1.0749250378694342e-09
1905,5.3671893596174414e-08,6.192911072844254e-09
1906,6.635998062165527e-08,0.0
1907,5.1942716794428634e-08,1.028568674676933e-09
1908,7.317969874520713e-08,0.0
1909,5.555993354278144e-08,0.0
1910,8.01622590529405e-08,1.068830135508847e-09
1911,7.022893555586052e-08,3.1922244847493175e-09
1912,5.730363383804615e-08,5.209421227725386e-10
1913,7.052976513932663e-08,0.0
1914,5.6252648761301316e-08,1.3393487430235496e-09
1915,5.301343009023185e-08,0.0
1916,3.84561182897869e-08,1.0987462051303964e-09
1917,4.605898240583883e-08,9.869782324756216e-09
1918,2.986458014220261e-08,2.2972752589112133e-09
1919,5.248473655683483e-08,0.0
1920,4.921950491620919e-08,1.514446346106979e-09
1921,5.14946840723951e-08,0.0
1922,4.0578644444622114e-08,0.0
1923,3.290944050604594e-08,2.1231896241147297e-09
1924,8.637388049237416e-08,2.578324886925998e-09
1925,5.27912540349007e-08,0.0
1926,7.022067194384363e-08,1.1146138456652466e-09
1927,5.351628118432927e-08,1.1149224876660924e-09
1928,6.969884935870141e-08,0.0
1929,6.127223173280072e-08,0.0
1930,6.722306267192835e-08,0.0
1931,5.930785462737731e-08,2.2810713318222042e-09
1932,3.9454331357546835e-08,0.0
1933,5.1617981000617874e-08,3.4411986593596566e-09
1934,3.354842448288764e-08,0.0
1935,4.547948151412129e-08,0.0
1936,4.364897421282876e-08,1.2124714565686645e-09
1937,3.777335422228134e-08,1.2591118148108649e-09
1938,2.3337385357535823e-08,0.0
1939,4.129393715857077e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,5.017554371988808e-08,0.0
1942,5.461581054078124e-08,0.0
1943,6.387117679196308e-08,0.0
1944,7.069009200222354e-08,0.0
1945,2.832055301382752e-08,2.178504043826024e-09
1946,4.454753366189834e-08,4.1763312808029696e-09
1947,4.7683485604466114e-08,4.7683483828109274e-09
1948,3.152847583010043e-08,0.0
1949,1.7670615193310368e-08,0.0
1950,3.509669355139522e-08,3.190608444114673e-09
1951,3.0918066329377325e-08,5.330700769690111e-09
1952,4.323369751091377e-08,0.0
1953,5.0636987936059086e-08,3.232148326759443e-09
1954,4.593092128857279e-08,6.840775057526116e-09
1955,5.7252208307545516e-08,2.815682353940474e-09
1956,2.0930739808022736e-08,2.616342476002842e-09
1957,4.50586910005768e-08,3.534015080575159e-09
1958,4.053399393910695e-08,8.272243445794913e-10
1959,3.4878365084978213e-08,0.0
1960,2.5607082676515347e-08,2.076250060767393e-09
1961,4.029932298976746e-08,6.948159270159238e-10
1962,4.756467220090599e-08,6.341956404476434e-10
1963,3.879631904624148e-08,3.2330267352165265e-09
1964,2.798625509115027e-08,4.258777774879263e-09
1965,4.2134733035936733e-08,1.0944086747954884e-09
1966,3.9881339120029224e-08,5.539074754423723e-10
1967,3.3526280418527676e-08,3.451234853457663e-09
1968,4.087188543167031e-08,8.982831700699023e-10
1969,5.5409444144061126e-08,1.8167031212712459e-09
1970,3.357069289222636e-08,2.2993624781975086e-09
1971,3.494110245583215e-08,5.138397485282553e-10
1972,3.745007148836521e-08,5.130146862875051e-10
1973,2.866866033457427e-08,2.7566018356850464e-09
1974,4.050411561706824e-08,1.1251143350321513e-09
1975,2.6843956391076063e-08,1.1422960355389478e-09
1976,3.25671045686704e-08,1.142705374768127e-09
1977,2.7620874476497193e-08,1.1753563677885381e-09
1978,3.9207904478644195e-08,1.7821774056514528e-09
1979,2.3993090181306798e-08,1.7555920051037788e-09
1980,3.013130012163856e-08,1.7055452605774235e-09
1981,1.771153890217647e-08,3.1627747087981106e-09
1982,1.9864007327896616e-08,1.8622506869903077e-09
1983,1.7682884490000106e-08,1.89459470334441e-09
1984,1.8556827185989277e-08,1.739702604197646e-09
1985,1.9249785765396155e-08,1.2031116103372597e-09
1986,1.558566253834215e-08,0.0
1987,1.7721369260925712e-08,3.0554083707556856e-09
1988,1.3792074149421296e-08,2.398621523624911e-09
1989,2.250130037850795e-08,1.0976244357863152e-09
1990,1.4166492867673242e-08,3.2691906959314565e-09
1991,1.2309077312977479e-08,1.7584396161396398e-09
1992,9.91789939064347e-09,2.7549720282848966e-09
1993,2.6588196533339215e-08,5.539207426075166e-10
1994,1.5824779708850656e-08,4.2199412852994556e-09
1995,1.138714633697191e-08,3.253470381991974e-09
1996,1.6548085568501847e-08,3.736664311304594e-09
1997,1.8220598363427598e-08,3.835915585170824e-09
1998,1.6688451509594415e-08,7.629006759657386e-09
1999,1.0054442611817649e-08,2.285100553223174e-09
2000,1.1045078629479121e-08,5.743440834038438e-09
2001,1.3581756164171566e-08,2.6287270138425356e-09
2002,5.257465574004527e-09,1.752488598683044e-09
2003,1.0417307017007715e-08,7.083769126836614e-09
2004,8.80958239690699e-09,2.2023955992267474e-09
2005,8.557123898356167e-09,4.053374524914943e-09
2006,7.823991232669414e-09,2.0589450144825605e-09
2007,1.8774054311165855e-08,5.592271090648637e-09
2008,1.0643598891135753e-08,5.5346713878634546e-09
2009,9.059565542202108e-09,2.384096253749135e-09
2010,1.1809482280966677e-08,3.7790344187271785e-09
2011,7.647943611743813e-09,2.6767803529281764e-09
2012,1.1234034147378225e-08,5.7872298064864935e-09
2013,1.4782362889320666e-08,5.020424964641279e-09
2014,1.2992670939127038e-08,5.846701789380404e-09
2015,2.21657536769726e-08,7.093041265449074e-09
2016,2.278474120487317e-08,5.799752234025846e-09
2017,1.0062445099379147e-08,7.54683426862357e-09
2018,1.4714360396794746e-08,4.904786798931582e-09
2019,2.219359274135968e-08,4.591778068885333e-09
