year,anciens_ADJ âges_NOUN,anciens_ADJ ages_NOUN,anciens_ADJ pages_NOUN
1800,9.432493897065797e-09,0.0,6.288328968651058e-09
1801,2.1430643926123594e-08,0.0,7.143547975374531e-09
1802,0.0,0.0,0.0
1803,4.095712213825209e-08,0.0,0.0
1804,0.0,0.0,0.0
1805,5.685755422035754e-09,0.0,2.2743021688143017e-08
1806,2.881669125542885e-09,0.0,1.729001475325731e-08
1807,1.9928686256776018e-08,0.0,2.562259560079383e-08
1808,5.891792298484688e-08,0.0,6.798221985349073e-09
1809,6.7770917766551975e-09,0.0,1.581321384946932e-08
1810,1.1700633351097167e-08,0.0,0.0
1811,1.2535384286138651e-08,0.0,0.0
1812,1.3336041604361526e-08,0.0,2.6672082320544632e-09
1813,2.300593315851529e-08,0.0,0.0
1814,4.090680150170556e-08,0.0,0.0
1815,6.47333635583891e-08,0.0,0.0
1816,3.476405652236281e-08,0.0,4.6352077731626196e-09
1817,1.323342360137758e-07,0.0,0.0
1818,5.6029534789558966e-08,0.0,0.0
1819,4.243930362690662e-08,0.0,1.449147024601416e-08
1820,2.966620371580575e-08,0.0,2.3732962262101864e-09
1821,2.859831660373402e-08,0.0,0.0
1822,7.819980396561732e-08,0.0,1.1028177482330648e-08
1823,4.249555374258307e-08,0.0,9.882686891060644e-10
1824,7.494790565942822e-08,0.0,8.421112696055388e-10
1825,1.1270967092968931e-07,0.0,0.0
1826,9.776862697208344e-08,8.807984341885344e-10,8.807984341885344e-10
1827,7.281645508783186e-08,9.217273055917019e-10,9.217273055917019e-10
1828,7.33784091266898e-08,0.0,0.0
1829,7.030004667285539e-08,0.0,0.0
1830,6.679574937606958e-08,0.0,9.39315203396518e-09
1831,1.1849316905454543e-07,0.0,1.091384405071949e-08
1832,1.0823975316043288e-07,0.0,0.0
1833,1.807046032809012e-07,0.0,4.6334514003376626e-09
1834,1.4001795989315724e-07,2.8003592777992026e-09,0.0
1835,1.0361430469174593e-07,7.563087933704082e-10,7.563087933704082e-10
1836,8.199315004731034e-08,0.0,8.064899859050456e-09
1837,1.0088941593267009e-07,0.0,4.174734558048954e-09
1838,7.953323688525415e-08,6.312161904276081e-10,0.0
1839,9.22874718867206e-08,1.3982950353153e-09,2.7965900706306e-09
1840,1.1529136401122742e-07,3.184844332704273e-09,5.095750932326837e-09
1841,1.2134836424593232e-07,1.2841097074556274e-09,6.420548537278137e-10
1842,1.9722298816304829e-07,2.0124795163667386e-09,1.0733224087289273e-08
1843,1.4294724337560183e-07,2.3627644285539873e-09,4.725528912619126e-09
1844,1.350186096260586e-07,5.488561272137815e-10,9.330554107123135e-09
1845,1.0323421406610578e-07,5.580227946389016e-10,0.0
1846,2.2715465775036137e-07,5.854501106128396e-09,0.0
1847,1.396844879764103e-07,1.6179670936367074e-09,1.6179670936367074e-09
1848,1.407913856610321e-07,3.218088684420195e-09,0.0
1849,1.5753299464904558e-07,0.0,8.379414939696517e-10
1850,1.6633040900160267e-07,0.0,0.0
1851,2.2573036062567553e-07,0.0,6.449438760824933e-10
1852,2.3242647273491457e-07,1.9531636308300904e-09,0.0
1853,1.8811584823197336e-07,3.5831591027601917e-09,5.971931837933653e-10
1854,1.402829354901769e-07,1.0391328908454511e-09,0.0
1855,1.178140038859965e-07,1.5920811335945473e-09,4.776243400783642e-09
1856,1.418549828713367e-07,2.070875637638636e-09,1.5531567143511893e-09
1857,2.1381009673859808e-07,1.4644527812635033e-09,0.0
1858,1.517039578402546e-07,1.4681028059904122e-09,3.914940760463281e-09
1859,2.3525841186256002e-07,2.036869339860914e-09,2.5460866748261424e-09
1860,2.3618268585323676e-07,0.0,0.0
1861,2.485312791122851e-07,3.3011746669586728e-09,4.2443675241088386e-09
1862,1.630993011758619e-07,1.8071945329101169e-09,1.355395878865906e-09
1863,2.3175040553269355e-07,4.994620939058336e-09,1.4983862484108101e-09
1864,2.3302378338030394e-07,2.876836879828204e-09,9.589456340108882e-09
1865,1.9862882538745907e-07,1.4120533631256649e-09,4.706844358715045e-10
1866,2.5057906327674573e-07,3.892490441081975e-09,4.865612912574591e-10
1867,2.07700338705763e-07,4.367530337390235e-09,4.85281148598915e-10
1868,2.0994464478008013e-07,4.445886658821507e-09,5.9278488784286765e-09
1869,3.3500941754027735e-07,3.9068152046795035e-09,5.860222973552709e-09
1870,1.9037041454339487e-07,1.1468097582678638e-09,2.8670243956696595e-09
1871,1.625040084718421e-07,2.1242354542039266e-09,0.0
1872,2.068190099180356e-07,1.2094678591978436e-09,6.047339295989218e-10
1873,2.1370036051848729e-07,5.986004469882289e-10,0.0
1874,2.7303963179292623e-07,1.792382742227261e-09,1.3741600746186577e-08
1875,1.756508822836622e-07,5.721527140956084e-10,0.0
1876,2.212841394566567e-07,2.418405919968336e-09,6.04601479992084e-10
1877,2.1523159432490502e-07,3.092407996341251e-09,0.0
1878,2.2706973368258332e-07,4.831270938865373e-09,6.039088673581716e-10
1879,2.1260451887883391e-07,4.276527687530063e-09,8.553055375060126e-09
1880,1.752072051885989e-07,6.417846254436199e-10,6.417846254436199e-10
1881,2.4124875608322327e-07,1.3945015142624584e-09,4.8807553554297556e-09
1882,2.1829663410244393e-07,3.3276925659464496e-09,1.9966155395678697e-09
1883,2.0727431149225595e-07,2.5277356319186595e-09,0.0
1884,2.006915877927895e-07,1.3203393933736152e-09,1.9805090900604227e-09
1885,1.940136371558765e-07,1.2891271383708158e-09,2.578254332252783e-09
1886,1.6585401851898496e-07,2.5813854942491332e-09,1.936039106809062e-09
1887,1.7823964526542113e-07,1.9586773869484375e-09,0.0
1888,1.5471100311970076e-07,6.340614699951175e-10,6.340614699951175e-10
1889,1.8858061423543404e-07,8.14467782106476e-09,1.8795409673089125e-09
1890,1.500954454058956e-07,3.277193294515257e-09,1.3108772956016423e-09
1891,1.434199532468483e-07,1.912266012205066e-09,6.374220040683554e-10
1892,1.7113038097704703e-07,1.2537024751679837e-09,0.0
1893,2.087703165898347e-07,1.2316833108982905e-09,2.463366621796581e-09
1894,1.783335648042339e-07,1.8904617871129403e-09,1.2603078580752936e-09
1895,1.31807652792304e-07,2.4074457982692365e-09,4.814891596538473e-09
1896,2.7303244110044034e-07,5.897028865220477e-09,5.897029031753931e-09
1897,1.6023462023895263e-07,2.330685422435863e-09,2.9133566670225264e-09
1898,1.9238406423482957e-07,4.52668391659472e-09,2.26334195829736e-09
1899,1.4979737272824423e-07,4.9748205555033564e-09,2.2110313580014918e-09
1900,1.6611369346719584e-07,4.6719478286050276e-09,5.191053142894475e-10
1901,1.654266696959894e-07,2.235495566438317e-09,2.235495621949468e-09
1902,1.2619429412552563e-07,2.4551419786078554e-09,1.9641135384773634e-09
1903,1.263651512317665e-07,1.0800440541913758e-09,0.0
1904,1.332907118012372e-07,3.7622376325430196e-09,5.374625189347171e-10
1905,1.1250454434730273e-07,5.160759042333041e-10,4.1286072338664326e-09
1906,1.378641485416665e-07,1.5432553568395235e-09,2.572092261399206e-09
1907,8.794262384981266e-08,1.5428530120153994e-09,6.685696440911215e-09
1908,1.3653661312673648e-07,4.911389073214423e-10,2.9468334439286537e-09
1909,1.2322203701842227e-07,3.3005901345362076e-09,3.850688656825696e-09
1910,1.325349359149186e-07,0.0,5.344150788566537e-09
1911,1.1172785718827072e-07,1.0640748282497725e-09,2.128149656499545e-09
1912,1.1773291674899156e-07,2.083768435579003e-09,4.688478938419394e-09
1913,1.1348397777055652e-07,1.060597942803554e-09,5.30298971401777e-10
1914,1.3259553099942423e-07,6.696743715117748e-10,2.678697486047099e-09
1915,1.2369800117539853e-07,4.712304768617059e-09,0.0
1916,1.2415831918133335e-07,2.197492410260793e-09,0.0
1917,1.2063067345025047e-07,1.0966424435210342e-09,0.0
1918,1.7689019671252026e-07,1.1486376294556067e-09,3.44591288836682e-09
1919,1.5285027643585636e-07,1.8415696745321952e-09,0.0
1920,1.6128853985719616e-07,2.2716695191604686e-09,4.543339038320937e-09
1921,1.4539675419200648e-07,2.27182422873895e-09,7.572747429129834e-10
1922,1.431319418543353e-07,3.6889677978990676e-09,2.951174193910333e-09
1923,1.2526818693459063e-07,1.0615948120573648e-09,1.0615948120573648e-09
1924,1.2762707513047644e-07,6.4458122173149945e-09,6.445812328337297e-09
1925,9.788378463326808e-08,1.0998177923937646e-09,5.499089184013428e-09
1926,1.1480522488227507e-07,2.229227691330493e-09,1.1146138456652466e-09
1927,1.0591763555112266e-07,2.2298449753321847e-09,4.4596899506643695e-09
1928,1.3254208397484035e-07,0.0,2.2852082448565625e-09
1929,8.466708578680482e-08,0.0,3.342121912552898e-09
1930,9.24317120620799e-08,0.0,2.100720708497761e-09
1931,1.1519410492155657e-07,0.0,6.843213995466613e-09
1932,1.216508564994001e-07,0.0,1.0959536611565568e-09
1933,1.0323596200123575e-07,0.0,2.2941324395731044e-09
1934,7.428579351653752e-08,2.3963160344919743e-09,1.1981580172459871e-09
1935,9.335261808018913e-08,0.0,3.590485242455088e-09
1936,5.8198629915295896e-08,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.0072894696122603e-07,0.0,0.0
1938,1.0112866988265523e-07,1.2965214457594243e-09,0.0
1939,9.329370698196726e-08,0.0,0.0
1940,8.875240098404902e-08,2.5357829169792012e-09,0.0
1941,1.2101160962174617e-07,0.0,5.9030051957620344e-09
1942,8.49579322448335e-08,0.0,0.0
1943,1.3645205854118103e-07,0.0,0.0
1944,1.285274464635222e-07,3.2131861615880553e-09,6.4263723231761105e-09
1945,8.496165548876888e-08,0.0,0.0
1946,8.770295778504078e-08,0.0,1.3921104269343232e-09
1947,9.775114051535638e-08,0.0,0.0
1948,9.784699273041042e-08,0.0,0.0
