year,vos_DET ailes_NOUN,vos_DET pelles_NOUN
1924,7.6060582721027e-08,0.0
1925,9.898359953908198e-08,0.0
1926,9.028371938946123e-08,2.229227691330493e-09
1927,9.14236450988426e-08,1.1149224876660924e-09
1928,5.8272810354864646e-08,0.0
1929,6.684243802901335e-08,2.2280812750352652e-09
1930,5.7769820926978355e-08,2.100720708497761e-09
1931,5.246464152008912e-08,1.1405356659111021e-09
1932,6.685317210930464e-08,0.0
1933,6.652984296806608e-08,1.1470662197865522e-09
1934,5.391711077606942e-08,1.1981580172459871e-09
1935,8.497481385205674e-08,2.393656828303392e-09
1936,6.547346176333235e-08,1.2124714565686645e-09
1937,7.554671010989722e-08,0.0
1938,6.35295513973233e-08,3.8895642262559704e-09
1939,3.976453033516236e-08,0.0
1940,5.578722350740861e-08,0.0
1941,8.264207629338216e-08,5.9030051957620344e-09
1942,8.192371581117186e-08,0.0
1943,6.967764720755554e-08,2.9032352077962287e-09
1944,7.711646965447017e-08,0.0
1945,9.585417615198821e-08,0.0
1946,1.2111360447875086e-07,4.1763312808029696e-09
1947,9.059861660887236e-08,5.960435700558264e-09
1948,8.480072466454658e-08,2.174377566888097e-09
1949,6.184715317658629e-08,1.9634016634739737e-09
1950,9.35911788069177e-08,7.444753258312176e-09
1951,6.823296816449442e-08,2.1322803522849654e-09
1952,7.065018614582641e-08,3.1634410646574906e-09
1953,3.016671712430252e-08,0.0
1954,9.088458807759991e-08,9.772536113672459e-10
1955,7.226917908553787e-08,4.6928039232341234e-09
1956,1.0639793024402877e-07,1.744228317335228e-09
1957,7.244730826361234e-08,1.7670075402875796e-09
1958,1.0423026641781519e-07,0.0
1959,1.4881435161928636e-07,3.100299128533379e-09
1960,1.4118500035742443e-07,1.3841666701708277e-09
1961,8.754680641542834e-08,2.08444772553662e-09
1962,7.737186535905494e-08,0.0
1963,1.0281024653835402e-07,4.526237162849611e-09
1964,2.938556684650706e-07,0.0
1965,5.8003660541317004e-08,4.377634699181954e-09
1966,5.095948685251983e-08,3.3234448526542337e-09
1967,7.34620011488829e-08,3.944268467392931e-09
1968,9.611629825378998e-08,8.982831700699023e-10
1969,6.81263638835361e-08,5.450109252791435e-09
1970,9.933245692650416e-08,2.2993624781975086e-09
1971,7.193756390577732e-08,4.1107179882260425e-09
1972,6.925698414761428e-08,4.6171320100540925e-09
1973,6.726108936483399e-08,2.205281512956958e-09
1974,3.094064493502913e-08,2.812785782069227e-09
1975,5.6543653315088704e-08,5.711480177694739e-10
1976,4.57082156568589e-08,5.713526873840635e-10
1977,3.9962115061520365e-08,1.7630346071939584e-09
1978,3.62376069151793e-08,1.7821774056514528e-09
1979,4.447499868387439e-08,1.1703946700691858e-09
1980,6.2536655076606e-08,5.685150683554241e-10
1981,6.452060852257802e-08,6.325549528618524e-10
1982,3.662426328876478e-08,6.207502289967692e-10
1983,4.925946583966834e-08,1.89459470334441e-09
1984,2.9574942717047747e-08,2.3196033982486597e-09
1985,4.3913574554466095e-08,1.2031116103372597e-09
1986,5.3350920126149504e-08,1.1988970927134801e-09
1987,4.3386798154188e-08,1.8332451112712533e-09
1988,5.1570363757136306e-08,5.996553809062277e-10
1989,5.4332410237556417e-08,3.841685636274406e-09
1990,2.342919880327088e-08,0.0
1991,3.3996499837485317e-08,1.1722930404189924e-09
1992,3.14066819218084e-08,2.2039776670368383e-09
1993,3.87744514829258e-08,2.7696036575264316e-09
1994,3.6924486579437144e-08,1.0549853213248639e-09
1995,4.663307551222573e-08,1.0844901643380922e-09
1996,4.270473685785703e-08,5.338092190498855e-10
1997,4.1715582321799616e-08,1.917957792585412e-09
1998,3.433052919721291e-08,4.768129224785866e-10
1999,3.564756925755752e-08,6.8553016596695215e-09
2000,3.7553269272017076e-08,2.2090156370779823e-09
2001,3.066848161537017e-08,3.943090742808408e-09
2002,3.592601716118082e-08,3.066854992184176e-09
2003,1.500092211559334e-08,2.9168460979889232e-09
2004,3.523832906027202e-08,3.523833003171717e-09
2005,2.6121748541996226e-08,4.5037495954858286e-10
2006,2.84134404893166e-08,8.235779835885637e-10
2007,4.034424422316718e-08,4.7933754743212376e-09
2008,3.7039724620768766e-08,3.405951742863067e-09
2009,3.480780486064816e-08,1.430457752249481e-09
2010,3.259417180601076e-08,1.4171379625338432e-09
2011,4.091650029902638e-08,4.5887662558641296e-09
2012,7.14893061415367e-08,7.148930780687124e-09
2013,9.092547825773067e-08,5.29933741333366e-09
2014,7.535749069198516e-08,8.228691505962615e-09
2015,9.730766237225907e-08,5.098123256885856e-09
2016,1.2303759788778734e-07,4.142679976837371e-09
2017,5.1066911255226444e-08,4.2765391228272165e-09
2018,8.415581631560087e-08,3.872199894061623e-09
2019,1.0127421434802386e-07,6.632568272380013e-09
