year,petites_ADJ îles_NOUN,petites_ADJ iles_NOUN,petites_ADJ piles_NOUN
1843,8.913528972698259e-07,1.0809647138509959e-07,1.7720733325177207e-08
1844,7.13512974925834e-07,6.696044613230256e-08,1.975882035765153e-08
1845,6.322398462543788e-07,8.202935108947429e-08,5.022205318283568e-09
1846,1.012828761304263e-06,7.845031646525058e-08,9.367202125076801e-09
1847,7.658377398911398e-07,9.2224127890006e-08,1.294373674909366e-08
1848,9.356592727272073e-07,8.84974407089345e-08,4.02261068899179e-09
1849,7.633647101101815e-07,9.217356256030484e-08,2.4300303991253713e-08
1850,5.791013677480805e-07,9.029364633761361e-08,1.4935791270431764e-08
1851,7.094382681316347e-07,5.997978047567187e-08,4.1921353499674296e-08
1852,4.77874039006565e-07,7.487127207106425e-08,1.0416872697760482e-08
1853,8.910122346605931e-07,9.674529577452518e-08,4.359510086260343e-08
1854,7.518126494687749e-07,7.533713586305169e-08,2.0782657372819813e-08
1855,6.899018103467824e-07,7.695058812373645e-08,2.3350523292720027e-08
1856,5.767388984168065e-07,7.403380503090418e-08,1.6049286344355096e-08
1857,5.350133847059624e-07,4.295728051051384e-08,2.4407546206361985e-08
1858,4.5853744268242735e-07,4.208561377172515e-08,1.1744822003834088e-08
1859,6.013856932440831e-07,4.8884864156661934e-08,5.601390462572908e-09
1860,5.350727860786719e-07,4.302552908397317e-08,3.112485202905191e-08
1861,7.083377795424894e-07,5.8477950315438676e-08,1.5091083938045813e-08
1862,6.28903706001438e-07,4.472806486299774e-08,1.445755604123633e-08
1863,5.08951870870078e-07,4.1455353483321744e-08,9.489779628779615e-09
1864,5.6338052445426e-07,4.507044226720325e-08,5.274200631788517e-08
1865,4.509156781296042e-07,2.3534222237664437e-08,8.943004559114343e-09
1866,4.807225764125178e-07,4.379051787850585e-08,8.75810357570117e-09
1867,5.420590696303407e-07,4.464586567110018e-08,2.620518202434141e-08
1868,4.129734634261695e-07,4.297690514576402e-08,6.323038803657255e-08
1869,5.200947725825245e-07,2.441759583415859e-08,3.271957993433716e-08
1870,4.684717964664742e-07,2.465641024684828e-08,2.465641024684828e-08
1871,3.356292097578262e-07,3.82362392858937e-08,3.18635318130589e-09
1872,4.305705658680381e-07,2.842249535728314e-08,4.7169248063028135e-08
1873,4.68105554318754e-07,3.950762789139972e-08,3.6514627765882324e-08
1874,3.614638615090371e-07,2.4495896755460933e-08,1.9118749250424116e-08
1875,4.022233497380512e-07,1.7736734303497315e-08,1.6592428764283795e-08
1876,4.78844356166519e-07,1.632423995978627e-08,2.2370254981751714e-08
1877,5.331311285772244e-07,3.2161042495815195e-08,2.040989244278535e-08
1878,6.44370743430045e-07,4.046189328033023e-08,1.7513357875031943e-08
1879,5.247910621619667e-07,5.498392785519002e-08,2.3215436684154156e-08
1880,5.236962579147075e-07,3.979064833181667e-08,3.2089232604448625e-08
1881,4.322954794133693e-07,4.8807551777940716e-08,5.2293806618308736e-08
1882,5.091369530418888e-07,4.3260003357303844e-08,3.128031167420886e-08
1883,4.4677724986286194e-07,3.79160326469119e-08,1.0742875922176154e-08
1884,7.044010885692842e-07,3.5253062780071787e-07,4.951272813968899e-08
1885,4.698868281138857e-07,2.964992396048416e-08,2.5782542323327107e-08
1886,4.749749393795355e-07,1.329413516493183e-07,2.6459201052375647e-08
1887,4.929337933390343e-07,5.157850402337516e-08,1.7628096316002484e-08
1888,3.563425536867726e-07,5.262710156550554e-08,1.775372027168487e-08
1889,4.147520655806147e-07,4.698852573703505e-08,3.3831739187917265e-08
1890,4.55529857390502e-07,4.3914390623900346e-08,2.2284913470116408e-08
1891,3.971139221903286e-07,4.5894384292921586e-08,2.995883363610119e-08
1892,3.2909690617088927e-07,3.635737289009455e-08,2.5074049503359674e-08
1893,3.7012082998444384e-07,4.126139135918194e-08,1.9091091374434654e-08
1894,3.894351152666786e-07,3.78092355202142e-08,2.2055386850183822e-08
1895,3.376442805347324e-07,4.814891552129552e-08,1.444467478961542e-08
1896,3.272851074598293e-07,4.245860951712643e-08,1.2973464080801023e-08
1897,2.9133568091310735e-07,3.146425264777264e-08,1.5149455023788505e-08
1898,2.585868230653432e-07,3.508180157485441e-08,1.0185038590293516e-08
1899,3.3552402101122425e-07,4.145683796252797e-08,1.7688250864011934e-08
1900,4.194371001631225e-07,3.426095107617044e-08,1.86877908703309e-08
1901,3.420308303248021e-07,4.3033289820471055e-08,1.2295225282343836e-08
1902,3.6778027379114064e-07,6.432471694184372e-08,1.6203935970793282e-08
1903,2.656908293374727e-07,3.024123396144773e-08,2.754112315983548e-08
1904,2.746433551692462e-07,3.654744951120392e-08,2.203596238814498e-08
1905,3.261599772486079e-07,3.457708586118713e-08,2.4771644291377015e-08
1906,3.0813666285212093e-07,3.39516171843357e-08,1.18316245689698e-08
1907,2.3348509614606883e-07,2.468564858082445e-08,2.982849167665336e-08
1908,3.118732081475173e-07,3.1432890512661515e-08,2.2101250607420297e-08
1909,2.711985018777341e-07,1.925344284003927e-08,2.1453836041018803e-08
1910,2.6934520747090573e-07,3.0996074040778865e-08,2.2445432179551972e-08
1911,2.2877608785165648e-07,2.926205855402486e-08,1.702519725199636e-08
1912,2.2556794476713549e-07,2.0316743343240518e-08,1.82329742415277e-08
1913,2.89012945131617e-07,2.9166443149541976e-08,1.856046338843953e-08
1914,3.0068378009673324e-07,2.009023103433094e-08,2.8126324380650658e-08
1915,2.485740822066873e-07,2.5917675783304617e-08,2.1205371680821372e-08
1916,2.274404664603935e-07,1.3184954683609362e-08,5.493730803607377e-09
1917,2.544210531141289e-07,1.5352994542361387e-08,1.0966424213165737e-08
1918,2.664839371391281e-07,2.2972751700933713e-08,4.479686666059024e-08
1919,2.4584954871897935e-07,1.5653342511079416e-08,2.6702760891339494e-08
1920,2.1202248490226339e-07,1.514446346106979e-08,2.5745588771997063e-08
1921,2.665607041762996e-07,3.9378285743296715e-08,3.332008802203745e-08
1922,2.257648219483599e-07,2.3609393107193455e-08,1.623145884366295e-08
1923,2.1762693336313532e-07,2.653987118961254e-08,2.441668023323018e-08
1924,2.436516979287262e-07,1.6759111653996683e-08,3.480738541838946e-08
1925,2.958509810468968e-07,2.9695081282810065e-08,2.1996356736053713e-08
1926,2.641634750943922e-07,1.6719207796001e-08,1.7833821530643945e-08
1927,2.675813846053643e-07,2.3413371907921032e-08,2.6758140592164636e-08
1928,3.1078832307684934e-07,6.969885013585753e-08,1.3711249025050165e-08
1929,2.8519440320451395e-07,7.352668252025296e-08,2.0052731031228177e-08
1930,3.088059372657881e-07,4.411513498947528e-08,1.8906487042613662e-08
1931,3.170689240050706e-07,2.167017854048936e-08,1.710803587684495e-08
1932,2.575491180323297e-07,1.753525857850491e-08,1.8631212128639163e-08
1933,3.750906500954443e-07,4.244145013210243e-08,1.605892663292252e-08
1934,3.211063415164972e-07,2.516131836216573e-08,1.0783422155213884e-08
1935,4.06921657258863e-07,2.393656917121234e-08,1.0771455727365264e-08
1936,2.825058516009449e-07,2.424942913137329e-08,3.394919900756577e-08
1937,2.757454922175384e-07,3.9032466481181416e-08,1.3850230295986421e-08
1938,2.567112460383214e-07,4.4081729599909636e-08,1.4261735792331365e-08
1939,3.0588100230488635e-07,4.7411556458598625e-08,3.058810094103137e-08
1940,5.096923700875777e-07,2.5357829303018775e-07,2.028626333583361e-08
1941,3.0400477157854766e-07,7.083606057278757e-08,1.4757512545315876e-08
1942,3.307290796783491e-07,3.9444753019424184e-08,0.0
1943,2.8742027780026547e-07,2.6129116648121453e-08,2.0322646676618206e-08
1944,2.8597355594683904e-07,2.79547204939945e-07,6.4263723231761105e-09
1945,2.9191954808993614e-07,4.57485849203465e-08,6.535512131478072e-09
1946,3.2993017384796985e-07,3.480276067335808e-08,2.0881657292193267e-08
1947,2.68219594090624e-07,2.145756794469378e-08,4.7683483828109274e-09
1948,2.89192229274704e-07,3.261566394741067e-08,1.522064252412747e-08
1949,3.3083318839999265e-07,2.5524221625161658e-08,1.1780409536754632e-08
1950,2.1908844871632027e-07,1.5953042220573366e-08,1.595304155443955e-08
1951,3.7528133134401287e-07,3.838104589704017e-08,1.8124383771578323e-08
1952,2.9630899689436774e-07,2.5307528850326833e-08,2.5307528517259925e-08
1953,2.715004541187227e-07,3.6631013222709896e-08,2.5857186614075545e-08
1954,3.293344548183086e-07,4.8862680568362293e-08,1.07497895029951e-08
1955,2.965851990666124e-07,3.378818824728569e-08,8.447047505910632e-09
1956,2.7384385248296894e-07,3.5756680505372174e-08,2.52913103793162e-08
1957,2.659346307609667e-07,4.5058692110799825e-08,3.445664731316356e-08
1958,3.242719515128556e-07,3.7225095672610564e-08,2.7298403537656668e-08
1959,2.4724886316107586e-07,1.1626121954044777e-08,1.6276571201956358e-08
1960,2.505341569758457e-07,1.3841666590685975e-08,2.145458388724819e-08
1961,3.043293759219523e-07,2.709782043197606e-08,1.80652133252579e-08
1962,2.7080153586211964e-07,2.0928456578861443e-08,1.0147130247162295e-08
1963,2.7610047936832416e-07,1.8104948984465352e-08,1.8751554975438012e-08
1964,2.944640584701119e-07,2.494427059351878e-08,9.125952438182594e-09
1965,2.1724012810864224e-07,2.243537777779636e-08,1.1491291473930687e-08
1966,3.135116344310518e-07,1.6063317120895704e-08,1.2185964237687585e-08
1967,2.5884261845021683e-07,2.5637744260897932e-08,9.860671390526932e-09
1968,2.98679140087188e-07,3.0092486724697665e-08,9.88111459321317e-09
1969,2.51613386126337e-07,2.1800437122188043e-08,1.3625273354023193e-08
1970,3.039757245915098e-07,3.127132980340619e-08,1.2876429700270364e-08
1971,2.5537835313116375e-07,2.466430815140086e-08,2.1581270104320538e-08
1972,3.1139990142037277e-07,2.821580757927933e-08,4.104117490300041e-09
1973,2.3761907641528524e-07,4.520827023846152e-08,1.2129047988196362e-08
1974,2.8409135666151997e-07,4.050411583911284e-08,1.1251143128276908e-08
1975,2.0332869610228954e-07,5.425906257627844e-08,1.1422960355389478e-08
1976,2.576800568476756e-07,4.8564977706000434e-08,7.427584769459372e-09
1977,2.28606808150289e-07,1.1577260466966166e-07,8.22749424145286e-09
1978,2.5841572437457216e-07,4.396037611709147e-08,2.198018833610149e-08
1979,2.4636807438582764e-07,2.3993090847440612e-08,1.1118749476679568e-08
1980,2.5867436193038884e-07,3.6953479443102566e-08,7.95921106799824e-09
1981,2.138035739562838e-07,1.9609203649739726e-08,9.488323904349727e-09
1982,2.9423560476971033e-07,2.3588508479832626e-08,1.1173503899897241e-08
1983,2.9366219678195193e-07,1.7682884934089316e-08,1.326216381158929e-08
1984,3.4040181162708905e-07,2.377593527613797e-08,8.69851302098823e-09
1985,3.146136862142157e-07,1.8046674155058895e-08,4.210890747202711e-09
1986,3.440834746015753e-07,2.6375736039696562e-08,9.591176741707841e-09
1987,3.972031095145212e-07,2.8720839040374813e-08,8.555143260480236e-09
1988,3.777828965212393e-07,2.6984491918735642e-08,2.7584148298842592e-08
1989,2.870287971745711e-07,1.4269117887266702e-08,1.5915555096057687e-08
1990,3.0512444482155843e-07,2.9967580417178397e-08,1.3621627381610324e-08
1991,3.475848870948539e-07,1.7584395661796037e-08,1.2895223555631219e-08
1992,3.7081923665027716e-07,2.3692760031668314e-08,7.713921945651236e-09
1993,2.9690150427086337e-07,7.75489034099408e-09,1.4955860550003308e-08
1994,3.6713490203510446e-07,1.1604838645595805e-08,1.5297286992677073e-08
1995,3.231780567602982e-07,1.0302656394678422e-08,1.138714633697191e-08
1996,3.42705504863261e-07,1.1743802819097482e-08,6.4057106285986265e-09
1997,3.730427806658554e-07,1.7741109470392757e-08,5.753873377756236e-09
1998,2.846573181614076e-07,5.721755180765342e-09,6.675381136744818e-09
1999,2.687278310986585e-07,1.188252293782277e-08,8.683382013430219e-09
2000,3.1102942443794745e-07,1.281229122795935e-08,4.418031274155965e-09
2001,3.373532990735839e-07,1.0953029677684967e-08,1.1391150245287918e-08
2002,3.3034410762411426e-07,1.1391175724906333e-08,4.81934359086722e-09
2003,2.9668490242329426e-07,8.750538127433316e-09,6.250384210204629e-09
2004,3.6515720580609923e-07,7.047666006343434e-09,9.690540814233373e-09
2005,3.643533545982791e-07,8.557124231423074e-09,1.0358624180639708e-08
2006,3.393141412288969e-07,4.94146779050908e-09,8.235780057930242e-09
2007,3.1995779181670514e-07,7.58951093637883e-09,1.4380126422963713e-08
2008,3.15050527888161e-07,5.108927586539025e-09,1.0217855006544596e-08
2009,4.1483275481368764e-07,6.675469510497578e-09,1.2874119548200724e-08
2010,3.571187505713169e-07,3.779034363216027e-09,1.5116137674908714e-08
2011,7.410857847389707e-07,2.294383100176489e-09,1.6825476123472072e-08
2012,5.399144811235601e-07,5.446804340891731e-09,2.6893596682953103e-08
2013,3.70116879366833e-07,1.6734749697100426e-09,2.928581288585974e-08
2014,3.7180694789640256e-07,2.381989674948848e-09,2.4902620410216514e-08
2015,4.0563330117038277e-07,1.5516028045725605e-09,2.0392493027543424e-08
2016,4.7661535518273013e-07,4.1426801711264005e-09,2.651315256230191e-08
2017,3.0765926339881844e-07,3.5218559180094644e-09,2.3646746782901573e-08
2018,4.042576904339512e-07,2.839613377769723e-09,2.6072813241739823e-08
2019,4.050968414048839e-07,2.040790147983529e-09,2.3724185282958388e-08
