year,leurs_DET âges_NOUN,leurs_DET ages_NOUN,leurs_DET pages_NOUN
1877,3.587193120324628e-08,6.184815992682502e-10,8.287653685545848e-08
1878,4.891661964379068e-08,1.8117266020745149e-09,9.602150785603669e-08
1879,5.070739872437002e-08,1.832797580370027e-09,7.453376893451491e-08
1880,2.88803083670075e-08,0.0,1.1231230812036586e-07
1881,6.484431935849244e-08,0.0,1.4781715584888389e-07
1882,3.7935693475432686e-08,1.3310770263785798e-09,1.4575293771912357e-07
1883,7.267239965358385e-08,2.5277355764075082e-09,6.824886167322575e-08
1884,4.7532218161450146e-08,3.300848483434038e-09,9.572460868412236e-08
1885,5.801071989441908e-08,4.511945039809007e-09,9.797366140595898e-08
1886,7.744156760303156e-08,2.5813854942491332e-09,1.0777284331631165e-07
1887,4.6355363991779086e-08,0.0,8.748758834054016e-08
1888,6.911270267195846e-08,6.340614699951175e-10,9.257297262088571e-08
1889,4.197641673142627e-08,1.2530273485467092e-09,9.33505359124176e-08
1890,5.046877760150892e-08,6.554386478008212e-10,8.389614958304037e-08
1891,3.952016314201501e-08,6.374220040683554e-10,7.904032872652067e-08
1892,4.952124688095694e-08,1.2537024751679837e-09,8.775917592629412e-08
1893,5.357822285834146e-08,1.8475249663474358e-09,7.574852411984523e-08
1894,3.465846476480294e-08,1.2603078580752936e-09,8.444062871149072e-08
1895,4.935263930860856e-08,0.0,1.1676112166014718e-07
1896,8.373781112958056e-08,2.3588115349859606e-09,8.727603034719422e-08
1897,5.826713622703039e-08,5.826713556089658e-10,6.409384667449558e-08
1898,5.035935757291554e-08,1.6975064687230201e-09,7.695362946869011e-08
1899,4.69844163575317e-08,5.527578395003729e-10,9.0652287454418e-08
1900,5.8139793979172794e-08,0.0,1.0070643097215282e-07
1901,5.085752274869293e-08,2.794369402536745e-09,9.947955370570583e-08
1902,6.334266233753993e-08,1.9641135384773634e-09,1.1539167132923467e-07
1903,7.182292938168189e-08,0.0,8.100330761706687e-08
1904,5.5896101969210576e-08,1.0749250378694342e-09,9.728071326264853e-08
1905,3.2512783243454635e-08,5.160759042333041e-10,1.0063480004873782e-07
1906,6.018695763998494e-08,5.144184522798412e-10,1.0442694264867214e-07
1907,4.011417686911045e-08,1.5428530120153994e-09,8.897119191386693e-08
1908,3.388858615949175e-08,9.822778146428846e-10,1.0952397855312768e-07
1909,6.601180313481336e-08,5.500983557560346e-10,9.296662506486086e-08
1910,5.557916771259386e-08,1.068830135508847e-09,9.726354477379573e-08
1911,4.8415405906609976e-08,5.320374141248863e-10,1.223685985873857e-07
1912,5.938740299527012e-08,5.209421227725386e-10,1.0523030746778517e-07
1913,4.1363321268139686e-08,2.6514948014977335e-09,1.1189308413150911e-07
1914,3.3483718020477227e-08,0.0,9.576343540373955e-08
1915,5.890381116202548e-08,4.712304657594757e-09,1.1073916139636708e-07
1916,4.285110111190704e-08,1.0987462051303964e-09,1.0108464998381805e-07
1917,4.8252267070836297e-08,0.0,1.3379037544503092e-07
1918,3.79050408838566e-08,1.1486376294556067e-09,1.5391744856430023e-07
1919,3.867296216597538e-08,0.0,7.734592877284285e-08
1920,5.906340572181534e-08,0.0,1.0601124422748853e-07
1921,8.178567334482523e-08,7.572747429129834e-10,1.0374664249912513e-07
1922,1.0033992303704053e-07,1.4755870969551665e-09,1.1509579600499364e-07
1923,7.855801920086947e-08,4.246379248229459e-09,1.44376893107534e-07
1924,5.9301473509520974e-08,0.0,1.1086797258030856e-07
1925,5.169143690864075e-08,1.0998177923937646e-09,1.0448269005536304e-07
1926,6.910605687693305e-08,0.0,1.0142986150984967e-07
1927,6.243565864316736e-08,2.2298449753321847e-09,1.2933100190792857e-07
1928,5.0274582719112004e-08,5.713020612141406e-09,1.2225863510462176e-07
1929,5.7930112706827686e-08,0.0,1.0137769579365852e-07
1930,5.3568378732826716e-08,1.0503603542488804e-09,1.0818711437821094e-07
1931,4.676196141417677e-08,3.4216069977333063e-09,1.402858931243145e-07
1932,5.04138677470678e-08,2.1919073223131136e-09,9.973178549671502e-08
1933,5.1617980556528664e-08,0.0,1.1585368753230796e-07
1934,4.7926322466196325e-08,0.0,1.0304159125951173e-07
1935,4.188899360713094e-08,0.0,1.0532089955717083e-07
1936,5.4561213769233063e-08,1.2124714565686645e-09,9.821019064659708e-08
1937,5.162358451826776e-08,0.0,1.0576539422046949e-07
1938,4.148868537612316e-08,1.2965214457594243e-09,1.1150084711086805e-07
1939,5.199977071157491e-08,1.5294050470515685e-09,1.1929359455820077e-07
1940,4.057252667166722e-08,0.0,1.0396709937410265e-07
1941,5.017554371988808e-08,0.0,1.0920559478933001e-07
1942,6.37184480734021e-08,0.0,1.9115533689273434e-07
1943,5.2258233740332116e-08,0.0,1.0161323249491261e-07
1944,3.534504600111177e-08,3.2131861615880553e-09,1.702988612350964e-07
1945,3.0499057057653545e-08,0.0,1.1328221338757771e-07
1946,4.733175362758857e-08,2.7842208538686464e-09,1.3921104091707548e-07
1947,5.245183132274178e-08,3.5762612871081956e-09,1.1801662247457045e-07
1948,5.544662773360187e-08,1.0871887834440486e-09,1.1415481893095603e-07
1949,5.301184358152966e-08,0.0,1.109321932091234e-07
1950,5.104973377356714e-08,2.1270722960764488e-09,9.890885932506421e-08
1951,5.330700902916874e-08,1.0661401761424827e-09,9.80848958720415e-08
1952,1.0861147714535946e-07,1.0544803918932644e-09,9.068531703348981e-08
1953,6.572034605412114e-08,1.0773827385790469e-09,7.757155939813742e-08
1954,8.11120495214368e-08,8.795282502305213e-09,9.772536380125985e-08
1955,7.414630287527757e-08,1.8771215692936494e-09,9.385607668832563e-08
1956,5.2326847965744605e-08,1.744228317335228e-09,8.110661831040034e-08
1957,8.393285799712658e-08,3.5340151360863103e-09,8.92338798408332e-08
1958,8.272243556817216e-08,2.4816730892496253e-09,1.0174859677025694e-07
1959,6.82065834922696e-08,7.750747821333448e-10,9.920956944853287e-08
1960,7.682124891772446e-08,2.076250060767393e-09,8.858666467048693e-08
1961,7.156603754054913e-08,0.0,7.712456984165783e-08
1962,6.595634705064413e-08,2.5367825617905737e-09,8.244543625579581e-08
1963,5.948769032926293e-08,6.466053248388448e-10,9.181795590507136e-08
1964,6.32732706229433e-08,1.2167936658258327e-09,1.1924578080524384e-07
1965,5.855086371298057e-08,5.472043373977442e-10,1.0123280225204923e-07
1966,7.477750862960875e-08,5.539074754423723e-10,9.30564580947646e-08
1967,6.21222300267732e-08,5.423369309198733e-09,9.416940915940586e-08
1968,6.826952070326797e-08,2.6948494546985557e-09,1.235139313049416e-07
1969,6.085955606138782e-08,1.8167030935156703e-09,1.1445229608497698e-07
1970,6.300253263535893e-08,9.197450023812337e-10,9.519361032772622e-08
1971,7.142372804302966e-08,5.138397485282553e-10,1.01226430349044e-07
1972,6.976999866736833e-08,1.0260293725750103e-09,1.154283040261106e-07
1973,5.623467869142473e-08,5.513203782392395e-10,1.0199426647705678e-07
1974,7.144476388276644e-08,1.6876715580593782e-09,1.0126029081902743e-07
1975,6.282628106646371e-08,1.1422960355389478e-09,1.0280664408668372e-07
1976,6.399149921065828e-08,1.142705374768127e-09,9.141642992593901e-08
1977,9.402850631445858e-08,5.876781838942691e-10,1.0166832842273266e-07
1978,8.792075245622755e-08,0.0,1.1702965085902406e-07
1979,8.134242968083072e-08,2.925986564150662e-09,1.0416512885580431e-07
1980,8.243468130331166e-08,1.1370301367108482e-09,1.1313449954641897e-07
1981,7.653914746441615e-08,6.325549528618524e-10,1.1512499892285533e-07
1982,6.952402564763815e-08,2.483000915987077e-09,1.0428603980372486e-07
1983,7.767838550165607e-08,6.315316047889041e-10,1.1999100268944574e-07
1984,8.118611827256927e-08,1.739702604197646e-09,8.87248310377231e-08
1985,7.038202709530594e-08,2.4062232206745193e-09,1.0045981824191585e-07
1986,6.953603337578329e-08,1.1988970927134801e-09,1.0010790796322055e-07
1987,5.7441677192571206e-08,0.0,1.118279491230112e-07
1988,4.8572085908915597e-08,0.0,1.4931418923502804e-07
1989,5.6527657221749905e-08,1.0976244357863152e-09,1.0811600548166211e-07
1990,5.394164626082443e-08,5.44865097484859e-10,1.0080004186896474e-07
1991,5.0994747979871136e-08,1.1722930404189924e-09,1.1136783584220211e-07
1992,7.05272884538033e-08,1.1019888335184191e-09,1.338916439941329e-07
1993,5.649991452472136e-08,5.539207426075166e-10,1.1466159161033218e-07
1994,7.332147955452228e-08,1.0549853213248639e-09,9.07287400209178e-08
1995,5.2055527888228426e-08,1.0844901643380922e-09,1.4803290371290245e-07
1996,6.192186763342988e-08,5.338092190498855e-10,1.211746922802348e-07
1997,5.5141286203763684e-08,9.58978896292706e-10,1.5487509363865115e-07
1998,5.387985924087957e-08,2.3840645013706308e-09,1.4304388074037888e-07
1999,6.261175444777223e-08,4.570201106446348e-09,1.622421372804439e-07
2000,5.522539359148482e-08,0.0,1.7451224598730164e-07
2001,5.520326862296088e-08,8.762423564512289e-10,1.3318883573809615e-07
2002,5.651775825121774e-08,1.752488598683044e-09,1.555333621894306e-07
2003,6.708745914352221e-08,1.6667691671301554e-09,1.4500892286939404e-07
2004,7.840528759572862e-08,8.809582507929292e-10,1.5813201006964483e-07
2005,7.746449259826704e-08,3.6029997874109654e-09,1.459214888921423e-07
2006,5.6826879868410174e-08,8.235779835885637e-10,1.8077537067284766e-07
2007,8.068848655895522e-08,3.994479469415779e-10,1.8055046790976803e-07
2008,8.046560662222646e-08,1.7029758714315335e-09,1.6263418967099597e-07
2009,8.392018813196955e-08,2.384096253749135e-09,1.7165493249038377e-07
2010,8.927969119554291e-08,4.723793023408973e-10,1.809212673009597e-07
2011,7.342025876155844e-08,1.529588788962144e-09,1.9234579662352758e-07
2012,9.123397548549406e-08,6.808505426114664e-10,1.9914878279791992e-07
2013,9.566698944141194e-08,0.0,2.1225241253475247e-07
2014,8.661780714902534e-08,0.0,1.4638409773226613e-07
2015,9.642103071527686e-08,4.433150790905671e-10,1.68903040886903e-07
2016,9.279603618850274e-08,4.1426800878596737e-10,1.7834237597824654e-07
2017,8.024800202122151e-08,1.2578056374223934e-09,1.5043355894306387e-07
2018,9.396538480643812e-08,1.0325866828253538e-09,1.6392314261537422e-07
2019,9.311104953724225e-08,7.65296326310505e-10,1.5612045523027973e-07
