year,étions_VERB assez_ADV,étions_VERB passés_ADJ,etions_VERB assez_ADV
1800,1.6664071722516383e-07,0.0,0.0
1801,1.142967676059925e-07,0.0,0.0
1802,9.84649659585557e-08,2.2378401354217203e-09,0.0
1803,7.996391104825307e-08,3.900678446910888e-09,1.950339223455444e-09
1804,1.4336735887354735e-07,0.0,0.0
1805,1.1087222873129576e-07,0.0,0.0
1806,2.3917854719002207e-07,0.0,0.0
1807,1.6512339584551228e-07,8.540865792383556e-09,0.0
1808,7.704651494577774e-08,0.0,6.798221985349073e-09
1809,1.197286110254936e-07,0.0,2.259030518203531e-09
1810,2.0125089861267043e-07,1.8721014072298203e-08,0.0
1811,8.524060746140094e-08,2.0056614147279106e-08,0.0
1812,6.668020802180763e-08,1.3336041604361526e-08,0.0
1813,4.888760685162197e-08,0.0,0.0
1814,1.888006266881348e-07,3.776012391654149e-08,0.0
1815,1.3216394734172354e-07,5.394447111228828e-09,0.0
1816,1.3905622608945123e-07,0.0,0.0
1817,1.292204956371279e-07,1.2454987263765815e-08,0.0
1818,9.536941547594324e-08,4.768470951432846e-09,0.0
1819,1.438795891317568e-07,2.070210003424222e-09,0.0
1820,1.4239776646718383e-07,3.5599443393152796e-09,0.0
1821,1.3904698903388635e-07,1.97229765852569e-09,0.0
1822,1.1729970594842598e-07,3.0076847679083585e-09,1.0025615893027862e-09
1823,1.927123918221696e-07,1.9765373782121287e-09,0.0
1824,1.6000113589598186e-07,8.421112696055388e-10,0.0
1825,1.0390422744421812e-07,0.0,0.0
1826,9.688783109140786e-08,2.1139161532346407e-08,8.807984341885344e-10
1827,1.1890282536342056e-07,2.7651818612639545e-09,0.0
1828,1.5226019911551703e-07,0.0,0.0
1829,1.6546229630876041e-07,4.286587973467704e-09,0.0
1830,1.0436836106464398e-07,5.218417697960831e-09,0.0
1831,1.3564348932959547e-07,7.795603274018958e-09,0.0
1832,2.0159654923190828e-07,4.058990921151917e-09,0.0
1833,2.965408896216104e-07,6.950177322551099e-09,1.1583628500844156e-09
1834,1.5962048394158046e-07,6.534171426153534e-09,9.334530925997342e-10
1835,1.2479094380069e-07,2.949604294144592e-08,0.0
1836,1.1290860157942006e-07,1.9490174807401672e-08,0.0
1837,1.30808345488731e-07,9.045257876039159e-09,6.957890930081589e-10
1838,1.495982360211201e-07,4.418513555037862e-09,0.0
1839,1.5311330514578003e-07,7.690622361167243e-09,0.0
1840,7.325142092895476e-08,5.732719632334238e-09,0.0
1841,1.4317822660814272e-07,3.2102742686390684e-09,6.420548537278137e-10
1842,1.2141960326061962e-07,3.3541325272778977e-09,0.0
1843,1.0750578383067477e-07,5.31621990873532e-09,0.0
1844,9.659867572509029e-08,1.6465684371524958e-09,5.488561272137815e-10
1845,1.0825642249301382e-07,7.812318791877715e-09,0.0
1846,8.430481557297753e-08,5.854501328173001e-10,5.854501328173001e-10
1847,6.25613978399997e-08,1.0786447290911383e-08,0.0
1848,1.1504666730388635e-07,6.43617736884039e-09,0.0
1849,6.368355087715827e-08,1.256912263158938e-08,0.0
1850,1.0794503424449431e-07,6.788996032014438e-09,0.0
1851,1.2963371887053654e-07,3.2247193804124663e-09,0.0
1852,9.700712411131462e-08,7.161600201754936e-09,0.0
1853,7.823230419035099e-08,6.569124799682413e-09,0.0
1854,9.092412511790826e-08,5.7152309551611324e-09,0.0
1855,7.695058457102277e-08,3.1841622671890946e-09,0.0
1856,9.526028321715785e-08,5.177189343896771e-09,0.0
1857,1.2203773280816677e-07,2.4407544874094356e-09,1.9526036343364694e-09
1858,7.683071601150004e-08,9.787352039936081e-10,0.0
1859,1.0184346876940253e-07,9.165912473463322e-09,0.0
1860,9.154367575092692e-08,1.373155145145688e-09,0.0
1861,9.007490575640986e-08,1.5562680033553988e-08,0.0
1862,8.945612961497318e-08,1.2198563048571032e-08,0.0
1863,1.1537574096109893e-07,5.494082966350788e-09,0.0
1864,8.438721010861627e-08,4.794727948009836e-10,0.0
1865,9.366620190576214e-08,4.706844247692743e-09,0.0
1866,1.1336877747680774e-07,4.379051787850585e-09,0.0
1867,6.163070764841905e-08,2.91168689159349e-09,0.0
1868,9.533957268104132e-08,6.421836395986702e-09,4.93987406535723e-10
1869,8.98567549256768e-08,1.5627261262807224e-08,0.0
1870,8.543732832322348e-08,1.490852596930381e-08,0.0
1871,1.327647112248087e-07,1.3807530230280918e-08,0.0
1872,1.0764264146700953e-07,3.0236697590169115e-09,0.0
1873,8.85928628235888e-08,2.9930022904522957e-09,0.0
1874,7.408515045881359e-08,5.377148060148329e-09,5.974609140757536e-10
1875,9.383304444554597e-08,4.577221712764867e-09,0.0
1876,7.376137745040978e-08,1.209202959984168e-08,0.0
1877,8.65874270061795e-08,1.4843558382438005e-08,0.0
1878,6.159870480360041e-08,7.850815109122777e-09,0.0
1879,5.5594860270957724e-08,5.498392852132383e-09,0.0
1880,7.31634486328403e-08,2.5671385017744797e-09,0.0
1881,8.018383823582553e-08,1.2550513517339823e-08,0.0
1882,4.725323421439498e-08,3.3276925659464496e-09,0.0
1883,6.445725375670008e-08,7.58320695126713e-09,0.0
1884,6.667713847718915e-08,1.3203393933736152e-09,0.0
1885,6.123353557541122e-08,6.445635580831777e-09,0.0
1886,6.77613698485402e-08,6.4534639854230136e-09,0.0
1887,9.009915657998135e-08,1.2404957061562527e-08,6.528924623161458e-10
1888,6.847864142400795e-08,1.268122939990235e-09,0.0
1889,6.327788071303075e-08,1.1903759755682586e-08,0.0
1890,5.177965434199905e-08,3.2771931834929546e-09,6.554386478008212e-10
1891,7.01164211136529e-08,3.824531802365527e-09,0.0
1892,7.14610379759506e-08,4.387958441043338e-09,0.0
1893,4.741980674793922e-08,1.2932674486876294e-08,0.0
1894,8.318031774479095e-08,5.671385139294216e-09,3.780923574225881e-09
1895,6.560289733670288e-08,7.22233739480771e-09,0.0
1896,8.314810884257895e-08,5.307326134129653e-09,0.0
1897,4.486569338268964e-08,8.157399200570126e-09,0.0
1898,6.337357660868292e-08,1.0185038590293516e-08,0.0
1899,6.080335879232734e-08,6.080336234504102e-09,0.0
1900,4.56812685456498e-08,7.786579381274805e-09,0.0
1901,5.1416396473769055e-08,7.265360757457984e-09,5.588738916095792e-10
1902,4.910283735171106e-08,2.9461704187383475e-09,0.0
1903,7.992326089834023e-08,3.2401321625741275e-09,0.0
1904,5.4283713524228006e-08,3.2247751136083025e-09,1.6123875568041512e-09
1905,6.03808842924991e-08,1.0837593933388234e-08,0.0
1906,3.343719967574543e-08,7.716276506641861e-09,0.0
1907,4.8342727154704335e-08,8.228549397415463e-09,0.0
1908,5.746325371092098e-08,9.331639461152008e-09,2.9468334439286537e-09
1909,5.996071905656208e-08,6.60118004702781e-09,5.500983557560346e-10
1910,3.5271394693836555e-08,9.085056262847502e-09,1.068830135508847e-09
1911,3.1390207766435196e-08,5.852411444351446e-09,0.0
1912,4.375913675858101e-08,8.856016364688912e-09,0.0
1913,5.037840367094759e-08,1.060597942803554e-09,0.0
1914,6.49584137590864e-08,8.036092680185902e-09,0.0
1915,8.482148672328549e-08,4.712304768617059e-09,0.0
1916,7.69122365795738e-08,3.4061130804730055e-08,0.0
1917,1.008911070243812e-07,7.676496771580332e-09,0.0
1918,4.135095466040184e-08,2.2972752589112133e-08,0.0
1919,5.1563951330990676e-08,5.524709134618888e-09,1.8415696745321952e-09
1920,7.723676276327751e-08,2.0445025228355007e-08,0.0
1921,9.087296604093353e-08,6.815472630705699e-09,0.0
1922,5.4596721810185045e-08,1.623145884366295e-08,0.0
1923,3.1847843473542525e-08,6.369568872344189e-09,0.0
1924,5.414482373566898e-08,3.867487219366694e-09,0.0
1925,4.179307566687385e-08,2.1996355847875293e-09,0.0
1926,6.464760105018286e-08,1.1146138456652466e-09,1.1146138456652466e-09
1927,4.1252132376712325e-08,1.0034302277972529e-08,0.0
1928,6.512843242489907e-08,1.3711249025050165e-08,0.0
1929,4.67897081080082e-08,7.798284684668033e-09,0.0
1930,6.722306267192835e-08,1.0503603542488804e-09,1.0503603542488804e-09
1931,8.439963750106472e-08,1.710803587684495e-08,0.0
1932,2.7398842306070037e-08,1.53433514782364e-08,0.0
1933,6.76769076335404e-08,3.4411986593596566e-09,0.0
1934,6.230421689679133e-08,1.1981580172459871e-09,0.0
1935,3.949533677882755e-08,7.180970484910176e-09,1.196828414151696e-09
1936,3.8799086610197264e-08,3.6374143697059935e-09,0.0
1937,3.903246792447135e-08,6.295559185076627e-09,0.0
1938,6.741911562357927e-08,7.779128452511941e-09,0.0
1939,5.505858169385647e-08,9.176430282309411e-09,0.0
1940,3.550096039361961e-08,1.0143131667916805e-08,0.0
1941,6.198155233505531e-08,1.1806010391524069e-08,0.0
1942,3.6410540360520827e-08,9.102635090130207e-09,0.0
1943,4.935499831049128e-08,5.806470415592457e-09,0.0
1944,4.177142187700156e-08,6.4263723231761105e-09,0.0
1945,6.971212940243277e-08,2.6142048525912287e-08,0.0
1946,6.542919095409161e-08,3.897909195416105e-08,0.0
1947,6.675687558299614e-08,1.1920871401116528e-08,0.0
1948,5.0010683594337024e-08,8.697510267552389e-09,0.0
1949,6.086545312200542e-08,3.9268033269479474e-09,0.0
1950,7.87016745107394e-08,9.571825110299415e-09,0.0
1951,5.970385075215745e-08,2.5587365115598004e-08,0.0
1952,2.8470971358274255e-08,9.490323193972472e-09,1.0544803918932644e-09
1953,7.54167928107563e-08,4.3095309543161875e-09,0.0
1954,5.374894840315392e-08,7.818028890937967e-09,0.0
1955,5.255940394022218e-08,7.508486277174597e-09,9.385607846468247e-10
1956,7.325758843990116e-08,1.0465369904011368e-08,0.0
1957,4.0641172205369e-08,3.534015080575159e-09,0.0
1958,5.376958256420039e-08,2.1507833736222892e-08,0.0
1959,6.820658171591276e-08,8.525822714489095e-09,7.750747821333448e-10
1960,2.8375417571169237e-08,8.305000243069571e-09,0.0
1961,4.168895628708924e-08,1.111705483225478e-08,0.0
1962,5.390662849436012e-08,1.5220695814832652e-08,0.0
1963,5.819448034571906e-08,8.405868889838075e-09,0.0
1964,5.1105335074908e-08,6.083968440151466e-09,0.0
1965,3.55682807651192e-08,1.2038495533772675e-08,4.377634699181954e-09
1966,5.206730335771681e-08,9.970334780007306e-09,0.0
1967,5.37406563694276e-08,1.0846738618397467e-08,0.0
1968,6.602381574793981e-08,1.3474247495537384e-08,8.982831700699023e-10
1969,4.5871754394966047e-08,4.995933444718048e-09,4.5417578031781147e-10
1970,5.564457339346518e-08,5.978342709767048e-09,0.0
1971,4.573173839617084e-08,9.24911525146399e-09,0.0
1972,4.565830735714371e-08,7.69522046084603e-09,0.0
1973,4.851619195278545e-08,8.269805285010534e-09,0.0
1974,4.837991696149402e-08,1.2376257352286757e-08,5.625571675160757e-10
1975,3.541117621352896e-08,7.996072248772634e-09,0.0
1976,5.027903782206522e-08,9.712995741040231e-09,5.713526873840635e-10
1977,4.2900506258547466e-08,7.052138428775834e-09,0.0
1978,3.9801960838303785e-08,8.910887139279566e-09,0.0
1979,5.559374827157626e-08,8.777959692451986e-09,0.0
1980,5.230338473438678e-08,9.096241093686785e-09,5.685150683554241e-10
1981,6.831593424294624e-08,1.138598904049104e-08,6.325549528618524e-10
1982,5.2143018791639406e-08,1.1794254461960918e-08,0.0
1983,3.410270821291306e-08,1.5788289786655696e-08,0.0
1984,4.6392067076794774e-08,1.1018116197192285e-08,5.799008495621649e-10
1985,4.692135391337615e-08,9.624892882698077e-09,0.0
1986,5.395036950517351e-08,5.395036861699509e-09,0.0
1987,4.27757171905796e-08,9.777306964053878e-09,0.0
1988,4.497415417858974e-08,1.0793796967334401e-08,0.0
1989,4.884428861373635e-08,1.0427432250992297e-08,0.0
1990,4.7403261760337045e-08,1.5801088437683575e-08,0.0
1991,4.9822453718206816e-08,7.033758464558559e-09,0.0
1992,5.1242480481050734e-08,1.2672871640972971e-08,0.0
1993,6.591656642740418e-08,1.3848018731721368e-08,5.539207426075166e-10
1994,5.6969206241319625e-08,1.3714808844156323e-08,0.0
1995,5.693573257303797e-08,1.0844901865425527e-08,0.0
1996,3.95018808774239e-08,1.4412848692302305e-08,0.0
1997,4.890792482115103e-08,5.753873377756236e-09,0.0
1998,4.4343600791307836e-08,9.059445638115449e-09,0.0
1999,4.8901153348879234e-08,1.3253583119876566e-08,0.0
2000,4.859834490389403e-08,1.9439339027371716e-08,0.0
2001,4.8631449089953094e-08,9.638665865452367e-09,0.0
2002,5.6955880012310445e-08,1.4896152755738967e-08,0.0
2003,4.208592230270369e-08,1.7917768602160322e-08,0.0
2004,6.254803253114005e-08,1.4095332012686868e-08,4.404791253964646e-10
2005,4.3235996116663955e-08,1.0808999029165989e-08,0.0
2006,6.959233900261097e-08,1.317724773741702e-08,0.0
2007,5.432492145018841e-08,1.5578470069499417e-08,0.0
2008,6.897052173826523e-08,1.6604014163590364e-08,8.514879357157668e-10
2009,6.055604728771868e-08,2.4794601927169424e-08,0.0
2010,6.235406857513226e-08,3.3066552163063534e-08,0.0
2011,7.647943789379497e-08,2.6385405860196443e-08,0.0
2012,8.44254657295096e-08,4.4255283881966534e-08,0.0
2013,9.734046102494176e-08,3.932666459149914e-08,0.0
2014,9.939393663671581e-08,4.612398285530617e-08,0.0
2015,1.0085418011840375e-07,3.679515003796041e-08,0.0
2016,1.2365900659006002e-07,3.5627049754793916e-08,0.0
2017,9.33291772753364e-08,3.446387353278624e-08,0.0
2018,1.1126121535198763e-07,4.6208253223767315e-08,0.0
2019,9.668243450278169e-08,3.7499521710060435e-08,0.0
