year,deux_DET âges_NOUN,deux_DET ages_NOUN,deux_DET pages_NOUN
1876,2.097967111147625e-07,2.418405919968336e-09,7.430551924869633e-07
1877,1.5400191566428134e-07,3.710889595609501e-09,8.058815126332775e-07
1878,1.7513356892484566e-07,4.22736201599605e-09,8.376216271699377e-07
1879,2.2787783393596328e-07,3.665595160740054e-09,9.072347921801338e-07
1880,1.6172973005268432e-07,1.2835692508872398e-09,9.909154670140197e-07
1881,1.3526664588425774e-07,1.3945015142624584e-09,7.704620692550179e-07
1882,1.7969539878315288e-07,2.6621540527571597e-09,7.640382300166948e-07
1883,1.7188602297046884e-07,1.895801682305631e-09,8.543746048417233e-07
1884,1.967305669481334e-07,2.6406787867472303e-09,9.440426680384917e-07
1885,1.6823108794916664e-07,7.734762830224895e-09,8.256859516109216e-07
1886,1.7617956871163187e-07,0.0,8.667002262541246e-07
1887,1.7628096316002484e-07,4.570247291724172e-09,7.279750775524008e-07
1888,1.5471100311970076e-07,3.804368819970705e-09,7.608737604414273e-07
1889,2.0925556043493998e-07,3.759082101151279e-09,7.818890566113623e-07
1890,1.9400984285766754e-07,2.6217545912032847e-09,8.061895115929474e-07
1891,1.7146652453448041e-07,3.1871099093194744e-09,7.476960277585931e-07
1892,1.5107114847978664e-07,5.014809900671935e-09,8.299510483311678e-07
1893,1.6381388001640573e-07,2.463366621796581e-09,8.412396894641461e-07
1894,1.7014156328265528e-07,5.041231432301174e-09,7.832813224695201e-07
1895,1.5467839586946752e-07,1.8055843487019274e-09,8.305687728693556e-07
1896,1.521433425910601e-07,1.769108692872834e-09,8.29122285495032e-07
1897,1.1536892685626299e-07,1.7480140668268973e-09,8.198186094432458e-07
1898,1.1825961931943851e-07,4.526683805572418e-09,7.429420136872977e-07
1899,1.564304668022487e-07,4.9748205555033564e-09,7.534089121463694e-07
1900,1.3237185214620695e-07,3.114631885736685e-09,7.952693366064523e-07
1901,1.3860072223259579e-07,2.235495621949468e-09,7.734814424509295e-07
1902,1.19810921017649e-07,9.820567692386817e-10,7.060987918805495e-07
1903,1.1610473249490383e-07,3.7801541896698154e-09,8.051728634939082e-07
1904,1.3920279684498382e-07,9.674325340824907e-09,8.341418151758262e-07
1905,1.429530314123184e-07,2.0643036724443675e-09,8.458483904405512e-07
1906,1.3529205489248852e-07,8.230695014432854e-09,7.963197603544359e-07
1907,1.4502817857753314e-07,3.0857059130084963e-09,8.413691645614563e-07
1908,1.6404039593354014e-07,2.4556945366072114e-09,8.45741180199866e-07
1909,1.7108058880666022e-07,2.2003934230241384e-09,9.20314548125134e-07
1910,1.453608944324003e-07,4.809735609789811e-09,8.860601781179867e-07
1911,1.2236860458259002e-07,1.0640748282497725e-09,9.012713562128738e-07
1912,1.3596589587550056e-07,2.0837684910901544e-09,8.819550174621327e-07
1913,1.2408996097335034e-07,1.060597942803554e-09,8.569631617660889e-07
1914,1.6072184350068852e-07,6.027069177072519e-09,9.094178068380643e-07
1915,6.950649833470379e-08,1.1780761921542648e-09,7.39831854446038e-07
1916,9.668966782783173e-08,1.0987462051303964e-09,7.273699829113411e-07
1917,1.4146687288274506e-07,3.289927441585405e-09,8.619609772608783e-07
1918,1.4932288650015835e-07,1.1486376294556067e-09,8.155327115844102e-07
1919,1.7126598017558337e-07,5.524709134618888e-09,8.526467354386114e-07
1920,2.226236119895475e-07,2.2716695191604686e-09,7.367781478251345e-07
1921,1.7644501248970101e-07,3.786373770076068e-09,7.254691993807683e-07
1922,1.5641222717022174e-07,2.21338064543275e-09,7.444337128958978e-07
1923,1.4225371103293583e-07,7.431163684401554e-09,1.0743339018404185e-06
1924,1.946635279637121e-07,0.0,9.294861094133466e-07
1925,1.5837375988425606e-07,0.0,9.766382120801609e-07
1926,1.6496285515366083e-07,4.458455493683289e-09,9.986939915052062e-07
1927,1.5497422645172065e-07,0.0,1.0324182326826303e-06
1928,1.5082373749919498e-07,1.1426041224282812e-09,9.403631864302042e-07
1929,1.715622528486449e-07,2.2280812750352652e-09,9.614170934924005e-07
1930,1.827627067463311e-07,3.1510810627466412e-09,1.0776697294545556e-06
1931,1.7450195244350653e-07,2.2810713318222042e-09,1.1850166004023777e-06
1932,1.8302426285643492e-07,2.1919073223131136e-09,1.1123929368750396e-06
1933,1.6173634165284057e-07,1.1470662197865522e-09,1.1493603011558662e-06
1934,1.8092186770957142e-07,5.990790086229936e-09,1.0879275009756384e-06
1935,1.7952426745182493e-07,0.0,1.1202314169622696e-06
1936,2.000577836724915e-07,0.0,1.1797347667652502e-06
1937,1.7753476011517222e-07,2.5182236296217297e-09,8.914511724356089e-07
1938,1.5558257149272947e-07,3.8895642262559704e-09,9.399780367402855e-07
1939,1.8505801335777505e-07,0.0,9.436429309062078e-07
1940,1.8004058688347868e-07,2.5357829169792012e-09,9.940268768104943e-07
1941,2.2136269706152234e-07,0.0,9.533353164670189e-07
1942,1.608132293995368e-07,3.034211770724937e-09,8.313740167409378e-07
1943,1.4806499870623213e-07,2.9032352077962287e-09,7.490346618510557e-07
1944,3.116790594503982e-07,6.4263723231761105e-09,7.679514695269063e-07
1945,1.764588346553353e-07,2.178504043826024e-09,8.561520985495008e-07
1946,2.3526665504647326e-07,4.1763312808029696e-09,9.716930549075187e-07
1947,2.431857675233573e-07,0.0,9.69166805475652e-07
1948,2.1526337601329715e-07,7.61032148410834e-09,1.0871887496932686e-06
1949,2.0517546994724967e-07,2.9451024952109606e-09,8.079398057248e-07
1950,2.2334259175416094e-07,1.0635361480382244e-09,9.391024065052989e-07
1951,2.1962487695148525e-07,0.0,1.0053701586798525e-06
1952,2.509663374894444e-07,6.326882462381889e-09,1.0091377617982289e-06
1953,2.1547655082443384e-07,1.0773827385790469e-09,9.739539805764252e-07
1954,2.462678985182265e-07,1.0749790169128914e-08,1.0837742507874282e-06
1955,2.49657178486018e-07,9.385607846468247e-10,9.826731286466384e-07
1956,2.6686692233823806e-07,2.616342476002842e-09,1.232297361042356e-06
1957,2.138079111535518e-07,3.534015080575159e-09,1.0107282975013732e-06
1958,2.0928775479323036e-07,4.136121722897457e-09,8.735489132050134e-07
1959,2.007443686835586e-07,1.3176271629333769e-08,1.0323996377792355e-06
1960,2.2077458439184738e-07,6.920833350854139e-10,9.135500320667234e-07
1961,2.6403005359831866e-07,1.3896318540318475e-09,9.831645542135448e-07
1962,2.688989635402095e-07,3.170978202238217e-09,1.0159814252119759e-06
1963,2.204924163251576e-07,5.172842487688456e-09,1.0061179018805433e-06
1964,2.518762886594139e-07,6.083968329129164e-10,1.104848657007551e-06
1965,2.2763700835426448e-07,4.377634699181954e-09,1.147487459718377e-06
1966,2.1380827908146216e-07,3.877352328096606e-09,1.1776073023384015e-06
1967,2.00664657779015e-07,3.4512349644799656e-09,1.1211582915393592e-06
1968,2.2277422861982643e-07,3.593132624768458e-09,1.1897760856527384e-06
1969,2.0528744770764717e-07,3.6334061870313406e-09,1.0459668473572492e-06
1970,2.0418339730099433e-07,5.05859748534121e-09,1.166236614835725e-06
1971,2.019390281660094e-07,4.1107179882260425e-09,1.3534539036186288e-06
1972,1.759640326781664e-07,3.591102859523687e-09,1.1794207921411726e-06
1973,1.9571873233203974e-07,3.307922269435437e-09,1.1605294005789801e-06
1974,1.7439272714803167e-07,2.8127858375803783e-09,1.0064147630828302e-06
1975,1.576368577893561e-07,2.8557400888473694e-09,1.0640487886348637e-06
1976,1.8454691419478308e-07,3.4281161798155324e-09,1.1872709109184143e-06
1977,2.0451200999360708e-07,3.5260691033656144e-09,1.1935744339552912e-06
1978,1.9128704265014562e-07,5.346532216954358e-09,1.113266776542332e-06
1979,2.1359702495615807e-07,2.3407893401383717e-09,1.2055065141680643e-06
1980,2.2342642758133024e-07,2.2740603289328476e-09,1.4309524090094783e-06
1981,1.9988735977527483e-07,1.8976649140967083e-09,1.3005330146143024e-06
1982,1.9491556768613805e-07,2.483000915987077e-09,1.3730995505056853e-06
1983,2.3366669843483123e-07,1.8945948143667124e-09,1.3217956507105555e-06
1984,2.4239855633823026e-07,5.219107479526031e-09,1.3476895901476382e-06
1985,2.2618498274340482e-07,3.007779025843149e-09,1.3775628104895077e-06
1986,2.002158154823519e-07,4.7955883708539204e-09,1.3811294365950744e-06
1987,2.0654561705413244e-07,1.8332451112712533e-09,1.522815587406967e-06
1988,2.3986215946791845e-07,2.9982768490199874e-09,1.7671843863809045e-06
1989,2.524536162340496e-07,5.488122178931576e-10,1.5860673556744587e-06
1990,2.5608661013976075e-07,2.724325431913144e-09,1.6384093939336708e-06
1991,2.2801100296732102e-07,3.5168792322792797e-09,1.5573912719446525e-06
1992,2.3637660362396673e-07,2.2039776670368383e-09,1.4270754888912052e-06
1993,2.1990653209513766e-07,4.431366051882435e-09,1.5376839996861236e-06
1994,2.3895417111674533e-07,2.6374632478010085e-09,1.5191789088930818e-06
1995,2.3316538333428838e-07,3.795715575183323e-09,1.4515901369804851e-06
1996,2.0605036432641555e-07,3.736664533349199e-09,1.4017830523016528e-06
1997,2.21524121712946e-07,3.835915585170824e-09,1.3315421583115494e-06
1998,2.5271085402067683e-07,2.3840646123929332e-09,1.3493805113284907e-06
1999,2.367364162481067e-07,2.285100553223174e-09,1.2814844581043872e-06
2000,2.3459747167109413e-07,0.0,1.339105374142946e-06
2001,2.5542465520445035e-07,8.762423564512289e-10,1.3415270814221003e-06
2002,2.6155891230672523e-07,0.0,1.2692399025127088e-06
2003,2.550156796843339e-07,1.2500768753476166e-09,1.2542438554419277e-06
2004,2.4050160885025207e-07,8.809582507929292e-10,1.383104418550829e-06
2005,2.486069714535688e-07,9.007499190971657e-10,1.4745276786243267e-06
2006,2.697218035585536e-07,1.2353669753828456e-09,1.3572565151775962e-06
2007,3.027815467238071e-07,1.1983438408247338e-09,1.37609818295914e-06
2008,3.235654166822144e-07,4.683183729703444e-09,1.1588750794544467e-06
2009,3.390184826201903e-07,1.907277002999308e-09,1.1019292642799883e-06
2010,4.6340410553291633e-07,1.4171379625338432e-09,1.1025333250813674e-06
2011,4.642301987267672e-07,7.64794394481072e-10,9.972918846301582e-07
2012,6.028931678336846e-07,2.0425516555899748e-09,1.0573608975050774e-06
2013,6.297844088454241e-07,1.3945624655065103e-09,8.643498503602132e-07
2014,6.100059031233229e-07,0.0,9.209638349716442e-07
2015,6.334972457722188e-07,1.3299452233939135e-09,8.411903493765749e-07
2016,5.851535558321075e-07,1.2428040541134777e-09,8.308145140745182e-07
2017,5.491579413430259e-07,2.515611330355938e-10,7.803426171903993e-07
2018,5.604364337052914e-07,1.2907333535316923e-09,7.770214942581788e-07
2019,4.941263381796901e-07,2.55098775436835e-10,8.285608217306617e-07
