year,nos_DET airs_NOUN,nos_DET pères_NOUN
1800,3.772997558826319e-08,5.014942573211556e-06
1801,6.191074786165984e-08,4.674261560921877e-06
1802,4.475680270843441e-09,4.032587867186521e-06
1803,7.021221204439598e-08,5.193753352727981e-06
1804,8.404293261321527e-08,5.220549311957257e-06
1805,1.8762992382015398e-07,7.135623192766616e-06
1806,1.2391177506287931e-07,5.109199179287316e-06
1807,3.131650672116848e-08,6.021309843617928e-06
1808,7.478043961839376e-08,5.187043484511378e-06
1809,1.8072244145628247e-08,4.696524648295508e-06
1810,6.786367467981336e-08,7.282474484782142e-06
1811,4.763445815569867e-08,3.2441573978303495e-06
1812,2.9339290108509886e-08,3.2006499797176957e-06
1813,5.463909147351842e-08,4.362500284571524e-06
1814,3.461344899591268e-08,7.659012041472124e-06
1815,8.091670444798638e-09,8.809132111764484e-06
1816,9.270415546325239e-09,8.695650137724442e-06
1817,8.095742032310227e-08,7.32508948431132e-06
1818,3.099506074022429e-08,6.419553997716321e-06
1819,1.0040518816367694e-07,8.451632488970517e-06
1820,5.93324074316115e-08,5.962906712397853e-06
1821,5.719663320746804e-08,7.87932918910883e-06
1822,5.413832582235045e-08,7.071066733033149e-06
1823,2.8659792761231984e-08,6.156913784138851e-06
1824,3.621078548121659e-08,5.747409318246355e-06
1825,6.95629991387392e-08,6.849754321081036e-06
1826,4.4039921931471326e-08,6.128595522625346e-06
1827,3.3182182335167454e-08,5.990305993464062e-06
1828,4.769596628761974e-08,5.96749922010531e-06
1829,3.172075158097698e-08,5.6205742922088575e-06
1830,9.706257486641334e-08,5.862370684894813e-06
1831,5.1450980143030733e-08,7.817430855538987e-06
1832,3.111892965534935e-08,7.319713589026833e-06
1833,3.8225973497674204e-08,7.012728641342392e-06
1834,8.681113605746305e-08,7.4946949126797335e-06
1835,5.52105419160398e-08,6.874090573205649e-06
1836,3.1587525484155776e-08,7.720125523746901e-06
1837,1.8090515530033713e-08,7.026774014207149e-06
1838,4.86036455527028e-08,7.069621545952032e-06
1839,5.593180230079042e-08,6.220315583504998e-06
1840,4.58617570586739e-08,6.489438781898116e-06
1841,5.3290552415319326e-08,7.524882732923288e-06
1842,1.8783141708667017e-08,8.358498234883882e-06
1843,3.839492035417891e-08,8.734549510336365e-06
1844,4.390849023261367e-08,8.890371219649751e-06
1845,1.7298706467272496e-08,8.075705892451879e-06
1846,4.5665111247927825e-08,8.377791175462335e-06
1847,2.6426796750911308e-08,7.523007838017293e-06
1848,2.172209789819135e-08,8.947895850042187e-06
1849,2.1786478399121734e-08,7.92441282726486e-06
1850,2.308258650884909e-08,8.279859770254916e-06
1851,1.1608989325395669e-08,8.232708779587483e-06
1852,3.8412219849348617e-08,8.29703917304414e-06
1853,3.1054046445433414e-08,7.546132920310811e-06
1854,3.273268500691984e-08,8.7957401717631e-06
1855,3.980202833986368e-08,8.397697058626363e-06
1856,5.539592606851329e-08,9.336025499351308e-06
1857,3.954022459451423e-08,8.657844375647983e-06
1858,4.9426128856389084e-08,8.37993104596535e-06
1859,4.277425569298998e-08,9.685823357585832e-06
1860,1.51047069019139e-08,8.326355242616046e-06
1861,5.470517772110384e-08,8.82073881314227e-06
1862,3.343309987191567e-08,7.705877493435764e-06
1863,1.9978482868054925e-08,9.161133618817985e-06
1864,2.4453112201783256e-08,1.0073243970509793e-05
1865,2.8241066374334878e-08,9.778468950116803e-06
1866,3.2113044667880786e-08,8.687551940056437e-06
1867,1.8925964795357686e-08,8.533183859071869e-06
1868,2.7663294210888978e-08,8.806313019249501e-06
1869,4.102156014873515e-08,8.821100777822721e-06
1870,1.3188312220080434e-08,8.365977123503399e-06
1871,1.6993883855676017e-08,8.182554850577617e-06
1872,3.4469832321804006e-08,8.140323217276091e-06
1873,2.7535620894525437e-08,6.234423722162319e-06
1874,2.509335778055899e-08,6.643765431135762e-06
1875,1.94531928343622e-08,6.93506314064507e-06
1876,3.0834675479596285e-08,6.6137356782292045e-06
1877,3.834585893258691e-08,6.45694785816886e-06
1878,5.4955707762260886e-08,6.801825406910211e-06
1879,4.4598075343849075e-08,7.280483117710901e-06
1880,2.3104245627791897e-08,6.3279964876983286e-06
1881,4.671580100534811e-08,6.126045292376148e-06
1882,1.3976308999019693e-08,6.312632905292048e-06
1883,3.6652167523243406e-08,6.056454310510162e-06
1884,2.772712726084592e-08,6.329047039344005e-06
1885,2.707166935067562e-08,5.9216053500676935e-06
1886,2.774989482645651e-08,6.369568893660471e-06
1887,2.3504128421336645e-08,5.532610884984024e-06
1888,2.346027505595316e-08,5.851119368571744e-06
1889,4.322944491264025e-08,6.756949801456358e-06
1890,1.7696843102044113e-08,6.3262938851949e-06
1891,1.9122660899206778e-08,5.341596249763825e-06
1892,1.817868566789116e-08,5.4072188788723e-06
1893,2.894455697344256e-08,4.988317243714846e-06
1894,4.2220313245522334e-08,4.802403140047318e-06
1895,2.8889349357186234e-08,4.984014623232724e-06
1896,2.8895442705234586e-08,4.954683930691317e-06
1897,2.097616802476665e-08,4.652048289699451e-06
1898,1.2448381103702388e-08,4.714541205430578e-06
1899,8.844125432005967e-09,4.760350691412896e-06
1900,1.5573159761750333e-08,4.859344898022755e-06
1901,2.4590450786732276e-08,4.3318314340012876e-06
1902,2.356936334990678e-08,3.961617068171108e-06
1903,2.1060859722865644e-08,4.4886629950724455e-06
1904,1.8811189050893518e-08,4.458251481764819e-06
1905,2.5287720029076866e-08,4.267431648941056e-06
1906,2.006231891726884e-08,4.015036040527775e-06
1907,1.5942813902380948e-08,3.675075774367542e-06
1908,3.14328898465277e-08,3.91388604725762e-06
1909,1.870334465081669e-08,3.944755277984768e-06
1910,1.4963622119168463e-08,4.094688307532124e-06
1911,1.7025197585063268e-08,4.184474249768755e-06
1912,2.344239469209697e-08,3.901335503542214e-06
1913,1.909076252637476e-08,4.007999649502381e-06
1914,4.754688076591407e-08,3.8124561854147032e-06
1915,2.1205371680821372e-08,4.150362343580127e-06
1916,2.307367052978293e-08,4.245555345505636e-06
1917,4.496233962925089e-08,4.463334690285592e-06
1918,2.5270027848023346e-08,4.377458040494275e-06
1919,3.4069039145379065e-08,4.4547569473252224e-06
1920,2.953170330499688e-08,3.7944452344618185e-06
1921,3.7863738422405646e-08,3.475891034554479e-06
1922,3.6889677090812256e-08,3.551000432366891e-06
1923,2.653987030143412e-08,3.4607990215818063e-06
1924,5.156649840465377e-08,3.536172641815938e-06
1925,2.969508017258704e-08,3.4479287762678723e-06
1926,1.0031524944054127e-08,3.3248931288198946e-06
1927,1.8953683067479687e-08,3.316894407134896e-06
1928,2.2852082337543322e-08,2.661124923974967e-06
1929,1.7824650200282122e-08,3.019050069497098e-06
1930,2.625900974440043e-08,2.562879359402359e-06
1931,3.5356604755065746e-08,2.9676738364514677e-06
1932,1.53433514782364e-08,2.8253685400159156e-06
1933,2.408839039347299e-08,2.3193679936639455e-06
1934,2.6359476379411717e-08,2.362767659747078e-06
1935,2.393656917121234e-08,2.5612127103613602e-06
1936,2.9099314957647948e-08,2.4443424138098635e-06
1937,1.6368453259474336e-08,2.5572560957698443e-06
1938,1.2965214124527336e-08,2.449128956527602e-06
1939,2.2941076593951948e-08,2.2834016988326766e-06
1940,1.0143131667916805e-08,2.573819699591695e-06
1941,1.0920559567750843e-07,3.1699137537088973e-06
1942,4.5513175450651033e-08,3.6228489079803694e-06
1943,2.6129116648121453e-08,3.393881996771597e-06
1944,3.213186161588055e-08,3.1328565341937065e-06
1945,2.6142049414090707e-08,3.0194066198419023e-06
1946,2.227376683094917e-08,2.5197198567639134e-06
1947,1.668921911779364e-08,2.484309405303975e-06
1948,1.8482209318548826e-08,2.3755075488907096e-06
1949,1.0798709482173763e-08,2.062553406290135e-06
1950,1.8080114516649815e-08,2.045180067966612e-06
1951,2.1322804077961166e-08,1.9958143866460887e-06
1952,2.319856839960721e-08,1.913881874315848e-06
1953,1.4005975934594517e-08,1.7819910738126055e-06
1954,2.6385848173049453e-08,1.94082571169929e-06
1955,7.508486277174597e-09,1.7166276933267e-06
1956,2.3547081839936368e-08,1.6971341025850961e-06
1957,2.6505112771246786e-08,1.7069292965743443e-06
1958,1.4062814024384807e-08,1.4956216176642556e-06
1959,2.402731746897757e-08,1.8896322870887161e-06
1960,1.6610000486139143e-08,1.5094337442178585e-06
1961,1.0422239238305764e-08,1.9774460895405355e-06
1962,1.6489086374082973e-08,1.985032298534861e-06
1963,1.939815952312074e-08,2.0781894676247248e-06
1964,6.692365273064382e-09,2.2145644891224947e-06
1965,2.1340969214023175e-08,2.3518841771874577e-06
1966,2.1602391320207914e-08,2.091554634375825e-06
1967,3.1061113570096666e-08,2.240344443293907e-06
1968,3.278733495815089e-08,2.1639641829551692e-06
1969,1.907538335621517e-08,2.1319011551668154e-06
1970,2.4373242757391722e-08,1.996306565388295e-06
1971,3.185806363159571e-08,2.1457947525505006e-06
1972,3.026786604687359e-08,1.9125187833424206e-06
1973,3.69384653975402e-08,1.7052338989742566e-06
1974,1.518904385600095e-08,1.4930267724366786e-06
1975,1.1994108817248161e-08,1.6814597287861943e-06
1976,1.656922776760439e-08,1.7089158887984013e-06
1977,1.8218024422367307e-08,1.6648922382955789e-06
1978,2.8514838157356337e-08,2.0453455960023348e-06
1979,2.1067103284089228e-08,2.008982406209725e-06
1980,2.0466542682839872e-08,1.5912736941459116e-06
1981,1.4548763749289151e-08,1.5156016814898976e-06
1982,1.9864007771985825e-08,1.6151921329310426e-06
1983,2.2103606056589342e-08,1.3085334984452857e-06
1984,2.145633182237816e-08,1.4132183352444372e-06
1985,1.6843562988810845e-08,1.3186103018369977e-06
1986,1.7983456501724504e-08,1.4308836995269303e-06
1987,1.588812459374367e-08,1.564980216528511e-06
1988,1.739000587974715e-08,1.4805491090896794e-06
1989,1.3720305114262032e-08,1.8456555039847444e-06
1990,2.2339469218923824e-08,1.437899051381919e-06
1991,1.9928982464278988e-08,1.3956148947613656e-06
1992,1.2672871640972971e-08,1.5108266637753331e-06
1993,1.4955860494492157e-08,1.4640125272080695e-06
1994,1.1077346151466827e-08,1.5476634871447459e-06
1995,2.006306776269895e-08,1.464061732292521e-06
1996,1.921713232988509e-08,1.4055196615458954e-06
1997,1.1507746533467866e-08,1.298936894045255e-06
1998,2.193339376788117e-08,1.5749130284348212e-06
1999,1.736676483177213e-08,1.4935417596007028e-06
2000,1.9439339027371716e-08,1.5180356243149618e-06
2001,1.095302959441824e-08,1.3910347718137928e-06
2002,1.3143664545633982e-08,1.4514986403924013e-06
2003,9.167230530238157e-09,1.475090734004425e-06
2004,4.625030919358508e-08,1.317473085293841e-06
2005,1.7564622978305522e-08,1.3682391184488552e-06
2006,1.6059770735488144e-08,1.4544386814918653e-06
2007,2.1570189912001325e-08,1.4883430026202404e-06
2008,2.6396125840655316e-08,1.4283710640938807e-06
2009,2.574823909640145e-08,1.580178974336377e-06
2010,2.3618965894200983e-08,1.331637207613312e-06
2011,2.3708625951357476e-08,1.2385844812001778e-06
2012,2.6212745751763578e-08,1.4600839541856203e-06
2013,2.6217775839221247e-08,1.509195577398259e-06
2014,2.8583876265919628e-08,1.5621521072262112e-06
2015,3.125371372814101e-08,1.9004917710674363e-06
2016,3.0655832650161585e-08,2.5539622043879717e-06
2017,2.213738048428837e-08,2.7764803043339725e-06
2018,3.536609383125722e-08,1.4058667510141731e-06
2019,3.775461876465158e-08,1.7119679256438758e-06
