year,autres_ADJ hommes_NOUN,autres_ADJ pommes_NOUN
1800,7.379353974101832e-06,3.144164484325529e-09
1801,5.819610123580787e-06,2.3811825844433088e-09
1802,6.8724070843018126e-06,4.475680270843441e-09
1803,6.824237061664462e-06,3.900678446910888e-09
1804,8.05823401606176e-06,7.4155526164076946e-09
1805,6.973578820179682e-06,1.421438877713399e-08
1806,6.469347226811806e-06,1.4408345627714425e-08
1807,5.696757398254704e-06,0.0
1808,6.054949608369498e-06,2.2660739062985158e-08
1809,4.382519364298787e-06,1.581321384946932e-08
1810,8.108539077511523e-06,1.1700633351097167e-08
1811,4.695754796557594e-06,2.5070767684098882e-09
1812,4.875656486547086e-06,0.0
1813,5.7543588809494395e-06,2.300593315851529e-08
1814,5.327324288373347e-06,2.5173417128598885e-08
1815,5.505033186636865e-06,1.3486117778072071e-08
1816,6.9296356741688214e-06,0.0
1817,8.03346665634308e-06,7.784366928831332e-09
1818,8.663119842822198e-06,3.5763532135746345e-09
1819,9.43084160098806e-06,2.070210003424222e-09
1820,8.909353709896095e-06,1.542642635854463e-08
1821,9.982784831663594e-06,1.676452932031225e-08
1822,8.736321433389094e-06,6.015369535816717e-09
1823,7.270692549354862e-06,3.9530747564242574e-09
1824,7.457737410732079e-06,5.052667617633233e-09
1825,8.332590368809178e-06,2.4655239627691117e-08
1826,7.700820788159035e-06,2.906634755106552e-08
1827,7.018031737970887e-06,2.7651818612639545e-09
1828,6.724214017594932e-06,1.6510142586412258e-08
1829,6.683648280159105e-06,1.2859763920403111e-08
1830,7.140883099054918e-06,7.305785310052215e-09
1831,6.030678378010634e-06,1.247296466111436e-08
1832,6.499797109427163e-06,9.470978667991403e-09
1833,7.48997399568907e-06,0.0
1834,7.004632152529666e-06,8.401077833397608e-09
1835,7.51846573621151e-06,4.5378527602224494e-09
1836,7.180449301813496e-06,1.4785650037651976e-08
1837,7.1429708441428374e-06,4.174734669071256e-09
1838,6.409369234461337e-06,1.2624323808552163e-08
1839,6.400695383490529e-06,1.5381245166423696e-08
1840,6.93276933816378e-06,6.3696887764308485e-09
1841,6.2362787502934225e-06,6.420548537278137e-09
1842,7.119481779227499e-06,5.366612043644636e-09
1843,8.269084901257884e-06,3.5441467538532834e-09
1844,6.863994713057764e-06,1.097712254427563e-09
1845,6.351973297569202e-06,1.7298706467272496e-08
1846,6.725065759383142e-06,8.196302303531411e-09
1847,5.700097972294316e-06,8.089835468183537e-09
1848,5.6718813539191615e-06,1.287235429359157e-08
1849,4.775428351422306e-06,8.379414939696517e-09
1850,5.495692221302306e-06,9.504594444820214e-09
1851,5.5291038734139875e-06,6.449438538780328e-09
1852,6.06196863373043e-06,1.6927418577949993e-08
1853,6.320692591543775e-06,4.180352286553557e-09
1854,6.758000836271094e-06,5.195664565249558e-09
1855,5.986225005472079e-06,3.1841622671890946e-09
1856,5.781884738098597e-06,2.1226476576430287e-08
1857,5.739190328313271e-06,8.298565390418844e-09
1858,5.615493137156591e-06,3.9149408159744326e-09
1859,5.552505626837956e-06,1.0184346921349174e-08
1860,5.4688193813490216e-06,8.238930870874128e-09
1861,5.2139694162178785e-06,1.226150558863992e-08
1862,4.9833388402475975e-06,1.1294966073549517e-08
1863,5.494082870427519e-06,1.598278720482682e-08
1864,5.647230409522308e-06,8.6305100843731e-09
1865,5.195414814807009e-06,7.0602665935837194e-09
1866,5.159496140549891e-06,1.0704348796242158e-08
1867,4.468468887353083e-06,1.2132028714972876e-08
1868,4.650397386285476e-06,5.9278488784286765e-09
1869,4.986561179975979e-06,1.4650557433881772e-09
1870,4.724856353277573e-06,2.2936195165357276e-09
1871,4.2314768506912515e-06,2.1242354542039266e-09
1872,3.915047273039818e-06,9.675742873582749e-09
1873,3.982488578913035e-06,2.573981916498269e-08
1874,4.007767984148813e-06,3.5847653734322193e-09
1875,4.2734086491691414e-06,1.2015206940496626e-08
1876,4.435356458998285e-06,1.0278225159865428e-08
1877,3.7980955767125124e-06,1.2369631763320399e-08
1878,3.770806870306842e-06,1.2078177347163432e-09
1879,4.407878350320971e-06,4.27652757650776e-09
1880,4.001527031505248e-06,1.8611753915820373e-08
1881,3.659172080006101e-06,1.3945014920579979e-08
1882,3.890738298650831e-06,4.658769592325029e-09
1883,3.3252360935875913e-06,1.3902546003308203e-08
1884,3.2341713449568488e-06,3.300848483434038e-09
1885,3.238287263229722e-06,9.023890190640316e-09
1886,3.2802956866362365e-06,3.2267319372003556e-09
1887,3.0392143344215583e-06,1.1752064210668323e-08
1888,3.2432244552182965e-06,1.7119660356001987e-08
1889,3.399463139430736e-06,8.14467782106476e-09
1890,3.1598697205481585e-06,3.2771931834929546e-09
1891,3.299933723610593e-06,3.1871101313640793e-09
1892,3.8018526993255364e-06,1.56712811616444e-08
1893,3.233168627048144e-06,3.695050043717174e-09
1894,3.3347746466461103e-06,1.1342770278588432e-08
1895,3.41797112923814e-06,1.2037229435435393e-08
1896,3.47747800333309e-06,1.2383760905620989e-08
1897,3.0864100608596345e-06,1.1653426668090106e-08
1898,3.472532398518524e-06,1.584339415217073e-08
1899,3.6935277876182226e-06,9.39688327150634e-09
1900,3.330060508233146e-06,8.30568502863116e-09
1901,3.297355988252093e-06,7.824234593556412e-09
1902,2.929475385826663e-06,1.1293653123800595e-08
1903,3.3940384582820116e-06,6.480264325148255e-09
1904,3.19360219691589e-06,9.13686282189019e-09
1905,3.1176145967037883e-06,1.7030504839699034e-08
1906,3.1981394386093598e-06,1.3374879592742417e-08
1907,3.2271341297018807e-06,1.7999951751335175e-08
1908,3.4974002574017504e-06,3.437972351250096e-09
1909,3.2615330383123364e-06,9.35167210336374e-09
1910,3.726476279553026e-06,8.550640973048473e-09
1911,3.427917135923053e-06,7.44852390877071e-09
1912,3.5705372738448204e-06,7.814131564032323e-09
1913,3.3042929317161907e-06,4.242391771214216e-09
1914,3.334308757985127e-06,9.375441256675998e-09
1915,2.9793545763823204e-06,3.534228465440492e-09
1916,3.267671218054602e-06,1.538244642773634e-08
1917,3.600277068471769e-06,1.4256352098840352e-08
1918,3.1208485324896174e-06,1.9526840588923733e-08
1919,3.114094397460576e-06,9.207848317149825e-09
1920,3.469596549621201e-06,9.086677632552664e-09
1921,3.270669594712672e-06,3.7863738810983705e-09
1922,3.3031017210305436e-06,5.902348387820666e-09
1923,3.4523063732194714e-06,4.246379248229459e-09
1924,3.5116784147248836e-06,2.578324886925998e-09
1925,3.670091928142938e-06,1.2097995938376016e-08
1926,3.448615188972326e-06,1.671920735191179e-08
1927,3.799655814873404e-06,5.574612438330462e-09
1928,3.3889639325934695e-06,1.599645782501824e-08
1929,3.2875339002202963e-06,2.2280812750352652e-09
1930,3.262419340899214e-06,7.352522590764465e-09
1931,3.0748842618777417e-06,7.983749661377715e-09
1932,3.0851094834360993e-06,2.082311967299688e-08
1933,3.0316959964693524e-06,2.982372238058417e-08
1934,3.0600956506532384e-06,1.1981580172459871e-08
1935,3.145265054627089e-06,7.180970484910176e-09
1936,3.060278004340944e-06,9.699771208460106e-09
1937,2.8846252462244593e-06,6.295559074054324e-09
1938,3.230931497455458e-06,1.1668693344901726e-08
1939,3.2316329452442005e-06,4.588215141154706e-09
1940,2.7082162432634505e-06,1.2678914362851401e-08
1941,3.875322818203131e-06,2.9515026866988592e-08
1942,3.874688445648644e-06,3.034211770724937e-08
1943,4.247433025739156e-06,2.9032352077962287e-09
1944,4.376359356683679e-06,9.639558484764166e-09
1945,5.298121777741471e-06,4.357008087652048e-09
1946,4.737351900985232e-06,8.352662561605939e-09
1947,4.824376446777023e-06,1.3112957830685446e-08
1948,4.253082352079218e-06,1.6307832417794543e-08
1949,3.7000304473622236e-06,2.2579118907906093e-08
1950,4.030801846965915e-06,3.403315673722318e-08
1951,3.743218258023262e-06,4.051332691545895e-08
1952,3.556762294465443e-06,1.5817205323287453e-08
1953,3.7126608276594197e-06,1.1851210124369516e-08
1954,3.907060090568848e-06,2.1499580116213224e-08
1955,3.8133723592181923e-06,7.508486277174597e-09
1956,3.6088083561480744e-06,4.360570571293465e-09
1957,3.4385966500849463e-06,7.951533653738352e-09
1958,3.7001746022724546e-06,1.1581141046157484e-08
1959,3.7482616335182684e-06,2.5577468587556496e-08
1960,3.7877721297263633e-06,1.522583353841256e-08
1961,3.931963419745443e-06,1.1117054998788234e-08
1962,4.259892193658743e-06,5.707760764028791e-09
1963,4.102064394828631e-06,7.112658684249595e-09
1964,4.4437306314648595e-06,4.8671746077921796e-09
1965,4.184471436019521e-06,2.188817305182056e-08
1966,3.853534508380108e-06,1.0524242033405073e-08
1967,4.347569756646408e-06,1.2325839182647513e-08
1968,4.3876639210793655e-06,8.084548142051062e-09
1969,3.8436896829807665e-06,1.81670308241344e-08
1970,4.039060058858013e-06,5.518470125309705e-09
1971,3.7941927075735293e-06,6.679916508822714e-09
1972,3.494143129501026e-06,1.3851396640784941e-08
1973,3.2075820399768418e-06,1.7090931836438727e-08
1974,2.9939292289782315e-06,1.800182891642521e-08
1975,2.850028522516368e-06,1.484984890609553e-08
1976,2.971605226775864e-06,6.856232193097611e-09
1977,2.9660118343599606e-06,1.116588538296881e-08
1978,3.057028379771509e-06,1.7821774278559133e-08
1979,3.3262615488638403e-06,6.437170796402825e-09
1980,3.1160311664280016e-06,1.8760997200217844e-08
1981,3.1627748739992967e-06,1.8976648252788664e-08
1982,3.257697244407609e-06,3.972801465579323e-08
1983,2.9871443985030055e-06,2.0840543402123046e-08
1984,3.0960907224653056e-06,2.3196033538397387e-08
1985,3.0853798307362013e-06,2.466378745680231e-08
1986,2.943891786344466e-06,2.0980698955952448e-08
1987,3.0364649319380987e-06,1.649920555735207e-08
1988,2.8051879326085327e-06,1.559103990356192e-08
1989,3.1809156553208595e-06,1.042743191792539e-08
1990,2.977687699967646e-06,1.3076762395147767e-08
1991,2.8269846552575473e-06,8.20605139395525e-09
1992,3.009531610587146e-06,1.2672871252394913e-08
1993,3.132421852569678e-06,8.308810806045841e-09
1994,3.14913108923065e-06,6.329912094482637e-09
1995,3.043079459530418e-06,1.5725107216368883e-08
1996,3.202855396011728e-06,1.494665791135219e-08
1997,3.0212629553716397e-06,8.151320618488e-09
1998,3.1503029731538845e-06,1.1443509917441474e-08
1999,3.2919158456934383e-06,8.683382152208097e-09
2000,3.207490863132989e-06,1.2812291672048559e-08
2001,3.248668463129434e-06,1.0076786960411255e-08
2002,3.4164766020694515e-06,1.0076809608960957e-08
2003,3.4264608075318392e-06,2.1251307602554448e-08
2004,3.428689524298534e-06,9.690540814233373e-09
2005,3.3323242405458586e-06,9.908248777001916e-09
2006,3.4903234791272553e-06,9.059357708451898e-09
2007,3.799149453698192e-06,9.98619853476157e-09
2008,3.503021389406058e-06,6.811903485726134e-09
2009,3.91802359445137e-06,1.6211853859360303e-08
2010,4.077578068972798e-06,1.795041271179798e-08
2011,4.085149157617707e-06,1.3383901986685487e-08
2012,4.424166945682373e-06,2.144679278615058e-08
2013,4.68405642095604e-06,1.5340187786705428e-08
2014,5.3070730245963205e-06,1.3858849581827037e-08
2015,5.121397407492623e-06,1.2191164883157413e-08
2016,5.264103492663708e-06,1.2635173934905097e-08
2017,4.581431312544737e-06,2.163425760759452e-08
2018,5.20449520990951e-06,1.5746946857575495e-08
2019,5.1305464694451075e-06,1.607122257496485e-08
